"plh0192","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimme voll zu","2003","(noch) kein Abschluss","kein Migrationshintergrund","50","0.0886343494112169","0.0655438164409955","0.111724882381438"
"Stimme voll zu","2003","(noch) kein Abschluss","direkter Migrationshintergrund","19","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.0958958127234417","0.0313731680704755","0.160418457376408"
"Stimme voll zu","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2003","Hauptschule","kein Migrationshintergrund","413","0.0635742141152327","0.0577724174783115","0.0693760107521538"
"Stimme voll zu","2003","Hauptschule","direkter Migrationshintergrund","104","","",""
"Stimme voll zu","2003","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Stimme voll zu","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2003","Realschule","kein Migrationshintergrund","251","","",""
"Stimme voll zu","2003","Realschule","direkter Migrationshintergrund","12","","",""
"Stimme voll zu","2003","Realschule","indirekter Migrationshintergrund","12","","",""
"Stimme voll zu","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","kein Migrationshintergrund","128","","",""
"Stimme voll zu","2003","(Fach-)Abitur","direkter Migrationshintergrund","25","","",""
"Stimme voll zu","2003","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2003","AkademikerIn","kein Migrationshintergrund","303","0.0731407567373074","0.0649807446810767","0.0813007687935381"
"Stimme voll zu","2003","AkademikerIn","direkter Migrationshintergrund","27","","",""
"Stimme voll zu","2003","AkademikerIn","indirekter Migrationshintergrund","7","0.129281102403446","0.0464326643993955","0.212129540407496"
"Stimme voll zu","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","kein Migrationshintergrund","320","0.511206576976297","0.470595220869924","0.551817933082669"
"Stimme eher zu","2003","(noch) kein Abschluss","direkter Migrationshintergrund","100","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","42","0.449601405344935","0.340594104597216","0.558608706092655"
"Stimme eher zu","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme eher zu","2003","Hauptschule","kein Migrationshintergrund","3558","0.522112655883372","0.510235014883453","0.533990296883291"
"Stimme eher zu","2003","Hauptschule","direkter Migrationshintergrund","679","0.501775816898027","0.475074569029452","0.528477064766603"
"Stimme eher zu","2003","Hauptschule","indirekter Migrationshintergrund","112","","",""
"Stimme eher zu","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme eher zu","2003","Realschule","kein Migrationshintergrund","2843","","",""
"Stimme eher zu","2003","Realschule","direkter Migrationshintergrund","118","","",""
"Stimme eher zu","2003","Realschule","indirekter Migrationshintergrund","92","0.432522181412847","0.364370165018297","0.500674197807397"
"Stimme eher zu","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme eher zu","2003","(Fach-)Abitur","kein Migrationshintergrund","1127","","",""
"Stimme eher zu","2003","(Fach-)Abitur","direkter Migrationshintergrund","228","","",""
"Stimme eher zu","2003","(Fach-)Abitur","indirekter Migrationshintergrund","65","0.477974628943737","0.394330389771011","0.561618868116462"
"Stimme eher zu","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme eher zu","2003","AkademikerIn","kein Migrationshintergrund","2491","","",""
"Stimme eher zu","2003","AkademikerIn","direkter Migrationshintergrund","222","","",""
"Stimme eher zu","2003","AkademikerIn","indirekter Migrationshintergrund","35","0.545408884772485","0.422452979361065","0.668364790183905"
"Stimme eher zu","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne eher ab","2003","(noch) kein Abschluss","kein Migrationshintergrund","188","","",""
"Lehne eher ab","2003","(noch) kein Abschluss","direkter Migrationshintergrund","83","0.356644720465917","0.293775367054359","0.419514073877476"
"Lehne eher ab","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","24","","",""
"Lehne eher ab","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne eher ab","2003","Hauptschule","kein Migrationshintergrund","2387","","",""
"Lehne eher ab","2003","Hauptschule","direkter Migrationshintergrund","455","0.335400173693705","0.310187085295971","0.360613262091438"
"Lehne eher ab","2003","Hauptschule","indirekter Migrationshintergrund","106","","",""
"Lehne eher ab","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne eher ab","2003","Realschule","kein Migrationshintergrund","2019","","",""
"Lehne eher ab","2003","Realschule","direkter Migrationshintergrund","65","0.321435577771269","0.258118995696193","0.384752159846346"
"Lehne eher ab","2003","Realschule","indirekter Migrationshintergrund","82","0.451441279387464","0.382985161342386","0.519897397432541"
"Lehne eher ab","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne eher ab","2003","(Fach-)Abitur","kein Migrationshintergrund","560","0.29365239008854","0.272977122124067","0.314327658053013"
"Lehne eher ab","2003","(Fach-)Abitur","direkter Migrationshintergrund","125","","",""
"Lehne eher ab","2003","(Fach-)Abitur","indirekter Migrationshintergrund","55","0.386077034993691","0.304553738657167","0.467600331330214"
"Lehne eher ab","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne eher ab","2003","AkademikerIn","kein Migrationshintergrund","1025","","",""
"Lehne eher ab","2003","AkademikerIn","direkter Migrationshintergrund","103","","",""
"Lehne eher ab","2003","AkademikerIn","indirekter Migrationshintergrund","20","","",""
"Lehne eher ab","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne voll ab","2003","(noch) kein Abschluss","kein Migrationshintergrund","24","","",""
"Lehne voll ab","2003","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Lehne voll ab","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.15483961652403","0.0755687315212931","0.234110501526767"
"Lehne voll ab","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne voll ab","2003","Hauptschule","kein Migrationshintergrund","436","0.0686824379969883","0.0626685260172311","0.0746963499767454"
"Lehne voll ab","2003","Hauptschule","direkter Migrationshintergrund","109","","",""
"Lehne voll ab","2003","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Lehne voll ab","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne voll ab","2003","Realschule","kein Migrationshintergrund","241","","",""
"Lehne voll ab","2003","Realschule","direkter Migrationshintergrund","14","","",""
"Lehne voll ab","2003","Realschule","indirekter Migrationshintergrund","17","","",""
"Lehne voll ab","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne voll ab","2003","(Fach-)Abitur","kein Migrationshintergrund","49","0.0283381587250537","0.020805149052615","0.0358711683974925"
"Lehne voll ab","2003","(Fach-)Abitur","direkter Migrationshintergrund","26","","",""
"Lehne voll ab","2003","(Fach-)Abitur","indirekter Migrationshintergrund","6","0.0637782124075892","0.0228603110922648","0.104696113722914"
"Lehne voll ab","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lehne voll ab","2003","AkademikerIn","kein Migrationshintergrund","92","0.0298145543991414","0.0244843271876964","0.0351447816105863"
"Lehne voll ab","2003","AkademikerIn","direkter Migrationshintergrund","14","","",""
"Lehne voll ab","2003","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Lehne voll ab","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Stimme voll zu","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Stimme voll zu","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stimme voll zu","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Stimme voll zu","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Stimme voll zu","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Stimme voll zu","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2004","Realschule","kein Migrationshintergrund","","","",""
"Stimme voll zu","2004","Realschule","direkter Migrationshintergrund","","","",""
"Stimme voll zu","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Stimme voll zu","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme voll zu","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Stimme voll zu","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Stimme voll zu","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stimme voll zu","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimme eher zu","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Stimme eher zu","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Stimme eher zu","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
