year,quintil_oecd,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Strongly agree,0.06774,217,3374,0.05926,0.07622
2003,1st Quintile,Agree,0.47625,1569,3374,0.45940,0.49311
2003,1st Quintile,Disagree,0.36529,1282,3374,0.34904,0.38154
2003,1st Quintile,Strongly disagree,0.09071,306,3374,0.08102,0.10040
2003,2nd Quintile,Strongly agree,0.05975,226,3842,0.05225,0.06724
2003,2nd Quintile,Agree,0.51023,1942,3842,0.49442,0.52604
2003,2nd Quintile,Disagree,0.36998,1460,3842,0.35471,0.38525
2003,2nd Quintile,Strongly disagree,0.06004,214,3842,0.05253,0.06756
2003,3rd Quintile,Strongly agree,0.05824,232,4044,0.05102,0.06546
2003,3rd Quintile,Agree,0.53145,2153,4044,0.51606,0.54683
2003,3rd Quintile,Disagree,0.35672,1465,4044,0.34195,0.37148
2003,3rd Quintile,Strongly disagree,0.05360,194,4044,0.04665,0.06054
2003,4th Quintile,Strongly agree,0.06373,260,4449,0.05655,0.07091
2003,4th Quintile,Agree,0.56521,2532,4449,0.55064,0.57977
2003,4th Quintile,Disagree,0.32134,1445,4449,0.30762,0.33507
2003,4th Quintile,Strongly disagree,0.04972,212,4449,0.04334,0.05611
2003,5th Quintile,Strongly agree,0.07169,472,6335,0.06534,0.07804
2003,5th Quintile,Agree,0.60892,3961,6335,0.59690,0.62093
2003,5th Quintile,Disagree,0.28590,1735,6335,0.27478,0.29703
2003,5th Quintile,Strongly disagree,0.03349,167,6335,0.02906,0.03792
2008,1st Quintile,Strongly agree,0.05632,162,2961,0.04802,0.06463
2008,1st Quintile,Agree,0.46834,1376,2961,0.45036,0.48631
2008,1st Quintile,Disagree,0.38904,1164,2961,0.37148,0.40661
2008,1st Quintile,Strongly disagree,0.08630,259,2961,0.07618,0.09641
2008,2nd Quintile,Strongly agree,0.05125,172,3369,0.04381,0.05870
2008,2nd Quintile,Agree,0.49723,1697,3369,0.48034,0.51411
2008,2nd Quintile,Disagree,0.38698,1293,3369,0.37053,0.40343
2008,2nd Quintile,Strongly disagree,0.06454,207,3369,0.05624,0.07284
2008,3rd Quintile,Strongly agree,0.05228,186,3806,0.04521,0.05935
2008,3rd Quintile,Agree,0.53082,2080,3806,0.51496,0.54668
2008,3rd Quintile,Disagree,0.37812,1400,3806,0.36271,0.39353
2008,3rd Quintile,Strongly disagree,0.03878,140,3806,0.03264,0.04491
2008,4th Quintile,Strongly agree,0.04947,213,3868,0.04263,0.05630
2008,4th Quintile,Agree,0.54823,2218,3868,0.53254,0.56391
2008,4th Quintile,Disagree,0.35562,1278,3868,0.34053,0.37071
2008,4th Quintile,Strongly disagree,0.04668,159,3868,0.04003,0.05333
2008,5th Quintile,Strongly agree,0.06421,382,5252,0.05758,0.07084
2008,5th Quintile,Agree,0.61889,3343,5252,0.60576,0.63203
2008,5th Quintile,Disagree,0.28403,1383,5252,0.27183,0.29623
2008,5th Quintile,Strongly disagree,0.03287,144,5252,0.02804,0.03769
2013,1st Quintile,Strongly agree,0.06835,315,5088,0.06142,0.07529
2013,1st Quintile,Agree,0.49055,2544,5088,0.47681,0.50429
2013,1st Quintile,Disagree,0.37311,1876,5088,0.35982,0.38640
2013,1st Quintile,Strongly disagree,0.06798,353,5088,0.06107,0.07490
2013,2nd Quintile,Strongly agree,0.06102,324,5182,0.05451,0.06754
2013,2nd Quintile,Agree,0.55693,3014,5182,0.54340,0.57045
2013,2nd Quintile,Disagree,0.33123,1624,5182,0.31841,0.34405
2013,2nd Quintile,Strongly disagree,0.05082,220,5182,0.04484,0.05680
2013,3rd Quintile,Strongly agree,0.04890,299,4857,0.04283,0.05496
2013,3rd Quintile,Agree,0.60392,3005,4857,0.59016,0.61767
2013,3rd Quintile,Disagree,0.31524,1409,4857,0.30218,0.32831
2013,3rd Quintile,Strongly disagree,0.03194,144,4857,0.02700,0.03689
2013,4th Quintile,Strongly agree,0.06730,343,4822,0.06022,0.07437
2013,4th Quintile,Agree,0.61803,3075,4822,0.60431,0.63174
2013,4th Quintile,Disagree,0.28958,1299,4822,0.27678,0.30239
2013,4th Quintile,Strongly disagree,0.02509,105,4822,0.02068,0.02951
2013,5th Quintile,Strongly agree,0.07928,472,5462,0.07211,0.08645
2013,5th Quintile,Agree,0.66147,3707,5462,0.64892,0.67403
2013,5th Quintile,Disagree,0.23470,1170,5462,0.22346,0.24594
2013,5th Quintile,Strongly disagree,0.02455,113,5462,0.02044,0.02865
2018,1st Quintile,Strongly agree,0.07143,832,7092,0.06544,0.07743
2018,1st Quintile,Agree,0.49783,3520,7092,0.48619,0.50947
2018,1st Quintile,Disagree,0.35510,2060,7092,0.34396,0.36624
2018,1st Quintile,Strongly disagree,0.07563,680,7092,0.06948,0.08179
2018,2nd Quintile,Strongly agree,0.06714,370,5289,0.06039,0.07388
2018,2nd Quintile,Agree,0.57386,3039,5289,0.56054,0.58719
2018,2nd Quintile,Disagree,0.30920,1618,5289,0.29675,0.32166
2018,2nd Quintile,Strongly disagree,0.04980,262,5289,0.04393,0.05566
2018,3rd Quintile,Strongly agree,0.05968,314,4808,0.05298,0.06638
2018,3rd Quintile,Agree,0.61676,3046,4808,0.60302,0.63051
2018,3rd Quintile,Disagree,0.29307,1292,4808,0.28020,0.30594
2018,3rd Quintile,Strongly disagree,0.03049,156,4808,0.02563,0.03535
2018,4th Quintile,Strongly agree,0.07882,374,4722,0.07113,0.08650
2018,4th Quintile,Agree,0.66075,3168,4722,0.64724,0.67425
2018,4th Quintile,Disagree,0.24197,1091,4722,0.22975,0.25418
2018,4th Quintile,Strongly disagree,0.01847,89,4722,0.01463,0.02231
2018,5th Quintile,Strongly agree,0.08090,507,5059,0.07339,0.08842
2018,5th Quintile,Agree,0.67075,3472,5059,0.65780,0.68370
2018,5th Quintile,Disagree,0.22646,996,5059,0.21493,0.23800
2018,5th Quintile,Strongly disagree,0.02189,84,5059,0.01786,0.02592
