year,migback,regtyp,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Urban regions,Strongly agree,0.06709,799,11879,0.06259,0.07158
2003,No migration background,Urban regions,Agree,0.55680,6816,11879,0.54787,0.56573
2003,No migration background,Urban regions,Disagree,0.32721,3761,11879,0.31877,0.33565
2003,No migration background,Urban regions,Strongly disagree,0.04890,503,11879,0.04502,0.05278
2003,No migration background,Rural regions,Strongly agree,0.05379,355,6811,0.04843,0.05915
2003,No migration background,Rural regions,Agree,0.52451,3622,6811,0.51264,0.53637
2003,No migration background,Rural regions,Disagree,0.36097,2485,6811,0.34956,0.37238
2003,No migration background,Rural regions,Strongly disagree,0.06074,349,6811,0.05506,0.06641
2003,Direct migration background,Urban regions,Strongly agree,0.07528,158,2135,0.06409,0.08648
2003,Direct migration background,Urban regions,Agree,0.52021,1125,2135,0.49901,0.54141
2003,Direct migration background,Urban regions,Disagree,0.32412,683,2135,0.30427,0.34398
2003,Direct migration background,Urban regions,Strongly disagree,0.08038,169,2135,0.06885,0.09192
2003,Direct migration background,Rural regions,Strongly agree,0.07068,35,434,0.04654,0.09482
2003,Direct migration background,Rural regions,Agree,0.57082,238,434,0.52420,0.61745
2003,Direct migration background,Rural regions,Disagree,0.31247,161,434,0.26881,0.35613
2003,Indirect migration background,Urban regions,Strongly agree,0.07796,56,671,0.05766,0.09826
2003,Indirect migration background,Urban regions,Agree,0.45741,311,671,0.41969,0.49514
2003,Indirect migration background,Urban regions,Disagree,0.38426,255,671,0.34743,0.42109
2003,Indirect migration background,Urban regions,Strongly disagree,0.08037,49,671,0.05978,0.10095
2003,Indirect migration background,Rural regions,Agree,0.41828,47,90,0.31580,0.52076
2003,Indirect migration background,Rural regions,Disagree,0.43779,43,90,0.33471,0.54086
2008,No migration background,Urban regions,Strongly agree,0.05580,648,10460,0.05140,0.06020
2008,No migration background,Urban regions,Agree,0.55999,6081,10460,0.55048,0.56950
2008,No migration background,Urban regions,Disagree,0.33924,3310,10460,0.33016,0.34831
2008,No migration background,Urban regions,Strongly disagree,0.04497,421,10460,0.04100,0.04894
2008,No migration background,Rural regions,Strongly agree,0.04803,297,6139,0.04268,0.05338
2008,No migration background,Rural regions,Agree,0.52288,3299,6139,0.51038,0.53537
2008,No migration background,Rural regions,Disagree,0.37559,2243,6139,0.36348,0.38771
2008,No migration background,Rural regions,Strongly disagree,0.05350,300,6139,0.04787,0.05913
2008,Direct migration background,Urban regions,Strongly agree,0.06935,104,1550,0.05670,0.08200
2008,Direct migration background,Urban regions,Agree,0.46544,781,1550,0.44060,0.49028
2008,Direct migration background,Urban regions,Disagree,0.38113,545,1550,0.35694,0.40531
2008,Direct migration background,Urban regions,Strongly disagree,0.08409,120,1550,0.07027,0.09791
2008,Direct migration background,Rural regions,Agree,0.50232,172,305,0.44611,0.55853
2008,Direct migration background,Rural regions,Disagree,0.37650,133,305,0.32203,0.43096
2008,Indirect migration background,Urban regions,Strongly agree,0.04682,41,654,0.03061,0.06302
2008,Indirect migration background,Urban regions,Agree,0.48536,324,654,0.44703,0.52370
2008,Indirect migration background,Urban regions,Disagree,0.39517,246,654,0.35767,0.43267
2008,Indirect migration background,Urban regions,Strongly disagree,0.07265,43,654,0.05274,0.09256
2008,Indirect migration background,Rural regions,Agree,0.49619,57,99,0.39720,0.59519
2008,Indirect migration background,Rural regions,Disagree,0.36694,42,99,0.27152,0.46237
2013,No migration background,Urban regions,Strongly agree,0.06815,962,13163,0.06384,0.07245
2013,No migration background,Urban regions,Agree,0.60974,8301,13163,0.60140,0.61807
2013,No migration background,Urban regions,Disagree,0.28746,3511,13163,0.27973,0.29519
2013,No migration background,Urban regions,Strongly disagree,0.03466,389,13163,0.03153,0.03778
2013,No migration background,Rural regions,Strongly agree,0.05669,511,8347,0.05173,0.06165
2013,No migration background,Rural regions,Agree,0.57361,4873,8347,0.56300,0.58422
2013,No migration background,Rural regions,Disagree,0.32831,2622,8347,0.31824,0.33839
2013,No migration background,Rural regions,Strongly disagree,0.04139,341,8347,0.03712,0.04566
2013,Direct migration background,Urban regions,Strongly agree,0.08556,172,2103,0.07360,0.09751
2013,Direct migration background,Urban regions,Agree,0.54860,1178,2103,0.52733,0.56988
2013,Direct migration background,Urban regions,Disagree,0.31467,644,2103,0.29481,0.33452
2013,Direct migration background,Urban regions,Strongly disagree,0.05117,109,2103,0.04175,0.06059
2013,Direct migration background,Rural regions,Strongly agree,0.07462,51,695,0.05507,0.09418
2013,Direct migration background,Rural regions,Agree,0.52288,378,695,0.48572,0.56004
2013,Direct migration background,Rural regions,Disagree,0.33601,227,695,0.30087,0.37116
2013,Direct migration background,Rural regions,Strongly disagree,0.06648,39,695,0.04794,0.08501
2013,Indirect migration background,Urban regions,Strongly agree,0.05300,51,895,0.03832,0.06769
2013,Indirect migration background,Urban regions,Agree,0.58813,495,895,0.55587,0.62039
2013,Indirect migration background,Urban regions,Disagree,0.31750,302,895,0.28699,0.34802
2013,Indirect migration background,Urban regions,Strongly disagree,0.04136,47,895,0.02831,0.05442
2013,Indirect migration background,Rural regions,Agree,0.48157,123,196,0.41144,0.55170
2013,Indirect migration background,Rural regions,Disagree,0.45596,73,196,0.38605,0.52587
2018,No migration background,Urban regions,Strongly agree,0.07807,990,11913,0.07325,0.08289
2018,No migration background,Urban regions,Agree,0.62728,7583,11913,0.61860,0.63596
2018,No migration background,Urban regions,Disagree,0.26631,3016,11913,0.25837,0.27424
2018,No migration background,Urban regions,Strongly disagree,0.02835,324,11913,0.02537,0.03133
2018,No migration background,Rural regions,Strongly agree,0.05849,463,7440,0.05316,0.06382
2018,No migration background,Rural regions,Agree,0.61050,4566,7440,0.59942,0.62159
2018,No migration background,Rural regions,Disagree,0.30088,2164,7440,0.29045,0.31130
2018,No migration background,Rural regions,Strongly disagree,0.03013,247,7440,0.02625,0.03402
2018,Direct migration background,Urban regions,Strongly agree,0.07896,765,5691,0.07195,0.08597
2018,Direct migration background,Urban regions,Agree,0.54807,3045,5691,0.53514,0.56100
2018,Direct migration background,Urban regions,Disagree,0.28763,1318,5691,0.27587,0.29940
2018,Direct migration background,Urban regions,Strongly disagree,0.08534,563,5691,0.07808,0.09260
2018,Direct migration background,Rural regions,Strongly agree,0.09010,286,2022,0.07761,0.10258
2018,Direct migration background,Rural regions,Agree,0.52984,1047,2022,0.50808,0.55160
2018,Direct migration background,Rural regions,Disagree,0.30132,492,2022,0.28131,0.32132
2018,Direct migration background,Rural regions,Strongly disagree,0.07875,197,2022,0.06701,0.09049
2018,Indirect migration background,Urban regions,Strongly agree,0.06440,90,1303,0.05107,0.07774
2018,Indirect migration background,Urban regions,Agree,0.55467,697,1303,0.52767,0.58166
2018,Indirect migration background,Urban regions,Disagree,0.32713,428,1303,0.30164,0.35261
2018,Indirect migration background,Urban regions,Strongly disagree,0.05380,88,1303,0.04155,0.06606
2018,Indirect migration background,Rural regions,Agree,0.59480,168,270,0.53613,0.65347
2018,Indirect migration background,Rural regions,Disagree,0.30869,102,270,0.25348,0.36389
