year,bula_h,pgisced97,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,Lower Secondary Level,Agree,0.52780,48,48,0.38507,0.67053
2003,Schleswig-Holstein,Upper Secondary Level,Agree,0.58428,196,315,0.52976,0.63879
2003,Schleswig-Holstein,Upper Secondary Level,Disagree,0.30296,119,315,0.25213,0.35379
2003,Schleswig-Holstein,Second Stage of Tertiary Education,Agree,0.52242,65,96,0.42198,0.62287
2003,Schleswig-Holstein,Second Stage of Tertiary Education,Disagree,0.39860,31,96,0.30015,0.49706
2003,Hamburg,Upper Secondary Level,Agree,0.57909,83,121,0.49076,0.66743
2003,Hamburg,Upper Secondary Level,Disagree,0.28245,38,121,0.20190,0.36300
2003,Hamburg,Second Stage of Tertiary Education,Agree,0.59974,48,48,0.45967,0.73982
2003,Lower Saxony,Pre-primary Level,Agree,0.45734,31,31,0.27907,0.63561
2003,Lower Saxony,Lower Secondary Level,Agree,0.47535,130,228,0.41038,0.54032
2003,Lower Saxony,Lower Secondary Level,Disagree,0.37368,98,228,0.31075,0.43662
2003,Lower Saxony,Upper Secondary Level,Strongly agree,0.06037,58,990,0.04552,0.07521
2003,Lower Saxony,Upper Secondary Level,Agree,0.54681,561,990,0.51578,0.57783
2003,Lower Saxony,Upper Secondary Level,Disagree,0.31027,307,990,0.28144,0.33910
2003,Lower Saxony,Upper Secondary Level,Strongly disagree,0.08255,64,990,0.06540,0.09970
2003,Lower Saxony,Post-secondary Non-tertiary Level,Agree,0.65193,78,109,0.56208,0.74177
2003,Lower Saxony,Post-secondary Non-tertiary Level,Disagree,0.26345,31,109,0.18037,0.34653
2003,Lower Saxony,First Stage of Tertiary Education,Agree,0.54033,68,107,0.44546,0.63521
2003,Lower Saxony,First Stage of Tertiary Education,Disagree,0.33532,39,107,0.24545,0.42520
2003,Lower Saxony,Second Stage of Tertiary Education,Agree,0.65617,208,268,0.59920,0.71315
2003,Lower Saxony,Second Stage of Tertiary Education,Disagree,0.23266,60,268,0.18198,0.28335
2003,Bremen,Upper Secondary Level,Agree,0.44907,37,37,0.28659,0.61156
2003,North Rhine-Westphalia,Pre-primary Level,Agree,0.59154,80,124,0.50467,0.67841
2003,North Rhine-Westphalia,Pre-primary Level,Disagree,0.28333,44,124,0.20369,0.36296
2003,North Rhine-Westphalia,Primary Level,Agree,0.38242,39,73,0.27017,0.49468
2003,North Rhine-Westphalia,Primary Level,Disagree,0.39918,34,73,0.28606,0.51230
2003,North Rhine-Westphalia,Lower Secondary Level,Strongly agree,0.06680,41,589,0.04662,0.08698
2003,North Rhine-Westphalia,Lower Secondary Level,Agree,0.49723,281,589,0.45682,0.53764
2003,North Rhine-Westphalia,Lower Secondary Level,Disagree,0.37511,220,589,0.33598,0.41425
2003,North Rhine-Westphalia,Lower Secondary Level,Strongly disagree,0.06086,47,589,0.04153,0.08018
2003,North Rhine-Westphalia,Upper Secondary Level,Strongly agree,0.06235,142,2248,0.05235,0.07235
2003,North Rhine-Westphalia,Upper Secondary Level,Agree,0.54576,1206,2248,0.52517,0.56635
2003,North Rhine-Westphalia,Upper Secondary Level,Disagree,0.33387,778,2248,0.31437,0.35337
2003,North Rhine-Westphalia,Upper Secondary Level,Strongly disagree,0.05802,122,2248,0.04835,0.06768
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Agree,0.59759,203,311,0.54300,0.65218
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Disagree,0.31132,108,311,0.25978,0.36287
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Agree,0.58015,196,303,0.52449,0.63581
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Disagree,0.32827,107,303,0.27531,0.38123
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Strongly agree,0.07145,62,822,0.05383,0.08906
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Agree,0.59337,538,822,0.55977,0.62697
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree,0.30510,222,822,0.27360,0.33659
2003,Hesse,Lower Secondary Level,Agree,0.39623,94,176,0.32376,0.46870
2003,Hesse,Lower Secondary Level,Disagree,0.45801,82,176,0.38419,0.53183
2003,Hesse,Upper Secondary Level,Strongly agree,0.04973,32,693,0.03354,0.06593
2003,Hesse,Upper Secondary Level,Agree,0.51624,370,693,0.47901,0.55348
2003,Hesse,Upper Secondary Level,Disagree,0.35950,248,693,0.32374,0.39525
2003,Hesse,Upper Secondary Level,Strongly disagree,0.07453,43,693,0.05496,0.09409
2003,Hesse,Post-secondary Non-tertiary Level,Agree,0.58527,62,103,0.48966,0.68089
2003,Hesse,Post-secondary Non-tertiary Level,Disagree,0.30447,41,103,0.21516,0.39378
2003,Hesse,First Stage of Tertiary Education,Agree,0.52417,56,87,0.41862,0.62972
2003,Hesse,First Stage of Tertiary Education,Disagree,0.31968,31,87,0.22111,0.41824
2003,Hesse,Second Stage of Tertiary Education,Agree,0.56925,204,287,0.51186,0.62664
2003,Hesse,Second Stage of Tertiary Education,Disagree,0.30957,83,287,0.25599,0.36316
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Agree,0.53112,124,197,0.46126,0.60099
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree,0.30099,73,197,0.23678,0.36521
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Strongly agree,0.07157,47,688,0.05230,0.09085
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Agree,0.54448,358,688,0.50724,0.58173
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree,0.32868,247,688,0.29356,0.36381
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Strongly disagree,0.05526,36,688,0.03817,0.07235
2003,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Agree,0.69185,40,40,0.54694,0.83677
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Agree,0.42802,53,94,0.32745,0.52858
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Disagree,0.44619,41,94,0.34516,0.54722
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Agree,0.70157,132,175,0.63358,0.76956
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Disagree,0.21500,43,175,0.15396,0.27605
2003,Baden-Wuerttemberg,Pre-primary Level,Agree,0.52779,46,46,0.38192,0.67365
2003,Baden-Wuerttemberg,Lower Secondary Level,Strongly agree,0.08510,43,453,0.05938,0.11083
2003,Baden-Wuerttemberg,Lower Secondary Level,Agree,0.49545,225,453,0.44936,0.54155
2003,Baden-Wuerttemberg,Lower Secondary Level,Disagree,0.34363,152,453,0.29985,0.38742
2003,Baden-Wuerttemberg,Lower Secondary Level,Strongly disagree,0.07581,33,453,0.05141,0.10022
2003,Baden-Wuerttemberg,Upper Secondary Level,Strongly agree,0.05573,77,1251,0.04301,0.06845
2003,Baden-Wuerttemberg,Upper Secondary Level,Agree,0.54423,713,1251,0.51662,0.57184
2003,Baden-Wuerttemberg,Upper Secondary Level,Disagree,0.35891,411,1251,0.33232,0.38550
2003,Baden-Wuerttemberg,Upper Secondary Level,Strongly disagree,0.04113,50,1251,0.03012,0.05214
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Agree,0.60412,85,124,0.51769,0.69055
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Disagree,0.26296,39,124,0.18515,0.34076
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Agree,0.62476,130,191,0.55592,0.69361
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Disagree,0.28500,61,191,0.22082,0.34919
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Strongly agree,0.09545,52,458,0.06851,0.12239
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Agree,0.64741,309,458,0.60361,0.69122
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Disagree,0.22424,97,458,0.18600,0.26248
2003,Bavaria,Pre-primary Level,Agree,0.59871,34,34,0.43148,0.76595
2003,Bavaria,Lower Secondary Level,Agree,0.50738,196,335,0.45376,0.56100
2003,Bavaria,Lower Secondary Level,Disagree,0.34083,139,335,0.29000,0.39167
