"plh0192","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimme voll zu","2003","(noch) kein Abschluss","Schleswig-Holstein","5","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Hamburg","1","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Niedersachsen","6","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Bremen","1","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Nordrhein-Westfalen","19","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Hessen","4","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Baden-Württemberg","15","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Bayern","10","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Saarland","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Berlin","5","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Brandenburg","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Sachsen","4","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Thüringen","","","",""
"Stimme voll zu","2003","Hauptschule","Schleswig-Holstein","23","","",""
"Stimme voll zu","2003","Hauptschule","Hamburg","10","","",""
"Stimme voll zu","2003","Hauptschule","Niedersachsen","52","0.0706841141208639","0.0523902685623457","0.088977959679382"
"Stimme voll zu","2003","Hauptschule","Bremen","5","","",""
"Stimme voll zu","2003","Hauptschule","Nordrhein-Westfalen","121","0.0611350197046658","0.0503254417143218","0.0719445976950097"
"Stimme voll zu","2003","Hauptschule","Hessen","28","","",""
"Stimme voll zu","2003","Hauptschule","Rheinland-Pfalz,Saarland","52","0.080654088802083","0.060262292968256","0.10104588463591"
"Stimme voll zu","2003","Hauptschule","Baden-Württemberg","77","0.0618451148648803","0.0479476636230131","0.0757425661067476"
"Stimme voll zu","2003","Hauptschule","Bayern","82","0.0666256121748618","0.0536093262312548","0.0796418981184688"
"Stimme voll zu","2003","Hauptschule","Saarland","","","",""
"Stimme voll zu","2003","Hauptschule","Berlin","20","","",""
"Stimme voll zu","2003","Hauptschule","Brandenburg","8","","",""
"Stimme voll zu","2003","Hauptschule","Mecklenburg-Vorpommern","7","","",""
"Stimme voll zu","2003","Hauptschule","Sachsen","14","","",""
"Stimme voll zu","2003","Hauptschule","Sachsen-Anhalt","15","","",""
"Stimme voll zu","2003","Hauptschule","Thüringen","19","","",""
"Stimme voll zu","2003","Realschule","Schleswig-Holstein","4","","",""
"Stimme voll zu","2003","Realschule","Hamburg","8","","",""
"Stimme voll zu","2003","Realschule","Niedersachsen","24","","",""
"Stimme voll zu","2003","Realschule","Bremen","5","","",""
"Stimme voll zu","2003","Realschule","Nordrhein-Westfalen","54","0.0596665509473754","0.0445000741510276","0.0748330277437232"
"Stimme voll zu","2003","Realschule","Hessen","21","","",""
"Stimme voll zu","2003","Realschule","Rheinland-Pfalz,Saarland","13","","",""
"Stimme voll zu","2003","Realschule","Baden-Württemberg","37","0.0625831686164065","0.0427857158194774","0.0823806214133356"
"Stimme voll zu","2003","Realschule","Bayern","49","0.0656991309848939","0.0472928240363542","0.0841054379334336"
"Stimme voll zu","2003","Realschule","Saarland","","","",""
"Stimme voll zu","2003","Realschule","Berlin","22","","",""
"Stimme voll zu","2003","Realschule","Brandenburg","7","","",""
"Stimme voll zu","2003","Realschule","Mecklenburg-Vorpommern","1","","",""
"Stimme voll zu","2003","Realschule","Sachsen","9","","",""
"Stimme voll zu","2003","Realschule","Sachsen-Anhalt","9","","",""
"Stimme voll zu","2003","Realschule","Thüringen","12","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Hamburg","2","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Niedersachsen","16","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Bremen","4","","",""
