year,regtyp,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Very important,0.15225,1230,5417,0.14269,0.16182
1990,Urban regions,Important,0.46391,3618,5417,0.45063,0.47719
1990,Urban regions,Less important,0.07111,527,5417,0.06427,0.07796
1990,Urban regions,Unimportant,0.00561,42,5417,0.00362,0.00760
1990,Rural regions,Very important,0.09338,338,1670,0.07942,0.10734
1990,Rural regions,Important,0.31603,1163,1670,0.29373,0.33834
1990,Rural regions,Less important,0.05026,169,1670,0.03978,0.06074
1992,Urban regions,Very important,0.18051,1627,6591,0.17122,0.18980
1992,Urban regions,Important,0.49170,4273,6591,0.47963,0.50377
1992,Urban regions,Less important,0.07670,630,6591,0.07027,0.08312
1992,Urban regions,Unimportant,0.00834,61,6591,0.00614,0.01053
1992,Rural regions,Very important,0.17370,973,4244,0.16230,0.18510
1992,Rural regions,Important,0.51522,2765,4244,0.50019,0.53026
1992,Rural regions,Less important,0.09555,473,4244,0.08671,0.10440
1992,Rural regions,Unimportant,0.00884,33,4244,0.00602,0.01166
1995,Urban regions,Very important,0.19834,1925,6895,0.18893,0.20776
1995,Urban regions,Important,0.49623,4415,6895,0.48443,0.50803
1995,Urban regions,Less important,0.06215,504,6895,0.05646,0.06785
1995,Urban regions,Unimportant,0.00689,51,6895,0.00494,0.00884
1995,Rural regions,Very important,0.18966,1084,4288,0.17793,0.20140
1995,Rural regions,Important,0.51722,2799,4288,0.50226,0.53218
1995,Rural regions,Less important,0.07374,371,4288,0.06592,0.08157
1995,Rural regions,Unimportant,0.00760,34,4288,0.00500,0.01020
2004,Urban regions,Very important,0.21725,3922,14290,0.21049,0.22401
2004,Urban regions,Important,0.53834,9219,14290,0.53016,0.54651
2004,Urban regions,Less important,0.07064,1092,14290,0.06644,0.07484
2004,Urban regions,Unimportant,0.00413,57,14290,0.00308,0.00518
2004,Rural regions,Very important,0.20514,1727,7231,0.19583,0.21445
2004,Rural regions,Important,0.55119,4825,7231,0.53973,0.56266
2004,Rural regions,Less important,0.07451,628,7231,0.06846,0.08056
2004,Rural regions,Unimportant,0.00660,51,7231,0.00473,0.00847
2008,Urban regions,Very important,0.21732,3411,12626,0.21013,0.22451
2008,Urban regions,Important,0.54349,8246,12626,0.53480,0.55218
2008,Urban regions,Less important,0.06742,917,12626,0.06305,0.07180
2008,Urban regions,Unimportant,0.00522,52,12626,0.00396,0.00648
2008,Rural regions,Very important,0.19428,1535,6632,0.18475,0.20380
2008,Rural regions,Important,0.57306,4532,6632,0.56115,0.58496
2008,Rural regions,Less important,0.07070,531,6632,0.06453,0.07687
2008,Rural regions,Unimportant,0.00451,34,6632,0.00290,0.00612
2012,Urban regions,Very important,0.27265,6307,17447,0.26604,0.27926
2012,Urban regions,Important,0.50666,10251,17447,0.49924,0.51407
2012,Urban regions,Less important,0.05032,825,17447,0.04708,0.05356
2012,Urban regions,Unimportant,0.00466,64,17447,0.00365,0.00567
2012,Rural regions,Very important,0.25229,3277,10117,0.24382,0.26075
2012,Rural regions,Important,0.53888,6350,10117,0.52916,0.54859
2012,Rural regions,Less important,0.04653,446,10117,0.04242,0.05063
2012,Rural regions,Unimportant,0.00450,44,10117,0.00320,0.00580
2016,Urban regions,Very important,0.28732,5857,15723,0.28025,0.29440
2016,Urban regions,Important,0.49559,9084,15723,0.48777,0.50340
2016,Urban regions,Less important,0.04696,722,15723,0.04366,0.05027
2016,Urban regions,Unimportant,0.00329,60,15723,0.00240,0.00419
2016,Rural regions,Very important,0.27800,2991,8520,0.26848,0.28751
2016,Rural regions,Important,0.51845,5119,8520,0.50784,0.52906
2016,Rural regions,Less important,0.04114,374,8520,0.03693,0.04536
2016,Rural regions,Unimportant,0.00337,36,8520,0.00214,0.00460
2021,Urban regions,Very important,0.31081,4555,11386,0.30231,0.31931
2021,Urban regions,Important,0.46158,6267,11386,0.45243,0.47074
2021,Urban regions,Less important,0.04212,524,11386,0.03843,0.04581
2021,Urban regions,Unimportant,0.00349,40,11386,0.00240,0.00457
2021,Rural regions,Very important,0.28351,2129,5768,0.27187,0.29514
2021,Rural regions,Important,0.49827,3366,5768,0.48536,0.51117
2021,Rural regions,Less important,0.04311,273,5768,0.03787,0.04836
