year,age_gr,regtyp,plh0105,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Very important,0.18181,339,1381,0.16146,0.20216
1990,17-29 y.,Urban regions,Important,0.52857,904,1381,0.50223,0.55491
1990,17-29 y.,Urban regions,Less important,0.08517,138,1381,0.07045,0.09990
1990,17-29 y.,Rural regions,Very important,0.12744,109,470,0.09726,0.15762
1990,17-29 y.,Rural regions,Important,0.36196,309,470,0.31847,0.40545
1990,17-29 y.,Rural regions,Less important,0.06433,52,470,0.04213,0.08653
1990,30-45 y.,Urban regions,Very important,0.17138,355,1600,0.15291,0.18985
1990,30-45 y.,Urban regions,Important,0.55622,1081,1600,0.53187,0.58057
1990,30-45 y.,Urban regions,Less important,0.08866,164,1600,0.07473,0.10260
1990,30-45 y.,Rural regions,Very important,0.09146,71,442,0.06456,0.11837
1990,30-45 y.,Rural regions,Important,0.40334,334,442,0.35756,0.44913
1990,30-45 y.,Rural regions,Less important,0.04713,37,442,0.02735,0.06691
1990,46-65 y.,Urban regions,Very important,0.17584,346,1646,0.15744,0.19424
1990,46-65 y.,Urban regions,Important,0.57322,1149,1646,0.54932,0.59712
1990,46-65 y.,Urban regions,Less important,0.08049,151,1646,0.06734,0.09364
1990,46-65 y.,Rural regions,Very important,0.12254,109,513,0.09414,0.15095
1990,46-65 y.,Rural regions,Important,0.39950,359,513,0.35707,0.44193
1990,46-65 y.,Rural regions,Less important,0.05401,45,513,0.03443,0.07359
1990,66 and older,Urban regions,Very important,0.22018,190,748,0.19047,0.24990
1990,66 and older,Urban regions,Important,0.57903,484,748,0.54362,0.61443
1990,66 and older,Urban regions,Less important,0.09149,74,748,0.07081,0.11216
1990,66 and older,Rural regions,Very important,0.11924,49,245,0.07857,0.15990
1990,66 and older,Rural regions,Important,0.39411,161,245,0.33279,0.45542
1990,66 and older,Rural regions,Less important,0.09494,35,245,0.05816,0.13172
1992,17-29 y.,Urban regions,Very important,0.27015,497,1576,0.24822,0.29208
1992,17-29 y.,Urban regions,Important,0.52415,944,1576,0.49949,0.54882
1992,17-29 y.,Urban regions,Less important,0.07382,135,1576,0.06090,0.08673
1992,17-29 y.,Rural regions,Very important,0.25484,283,1072,0.22874,0.28093
1992,17-29 y.,Rural regions,Important,0.60908,680,1072,0.57986,0.63831
1992,17-29 y.,Rural regions,Less important,0.09393,109,1072,0.07646,0.11140
1992,30-45 y.,Urban regions,Very important,0.21406,515,2146,0.19670,0.23142
1992,30-45 y.,Urban regions,Important,0.61410,1440,2146,0.59350,0.63470
1992,30-45 y.,Urban regions,Less important,0.08576,191,2146,0.07391,0.09761
1992,30-45 y.,Rural regions,Very important,0.20450,304,1395,0.18332,0.22567
1992,30-45 y.,Rural regions,Important,0.65431,944,1395,0.62934,0.67928
1992,30-45 y.,Rural regions,Less important,0.11209,147,1395,0.09553,0.12865
1992,46-65 y.,Urban regions,Very important,0.20313,436,1952,0.18528,0.22098
1992,46-65 y.,Urban regions,Important,0.59430,1308,1952,0.57251,0.61609
1992,46-65 y.,Urban regions,Less important,0.09836,208,1952,0.08514,0.11157
1992,46-65 y.,Rural regions,Very important,0.21159,281,1250,0.18894,0.23424
1992,46-65 y.,Rural regions,Important,0.64325,831,1250,0.61669,0.66982
1992,46-65 y.,Rural regions,Less important,0.10513,138,1250,0.08812,0.12214
1992,66 and older,Urban regions,Very important,0.18747,179,856,0.16131,0.21363
1992,66 and older,Urban regions,Important,0.64501,581,856,0.61294,0.67709
1992,66 and older,Urban regions,Less important,0.11658,96,856,0.09507,0.13810
1992,66 and older,Rural regions,Very important,0.17232,105,494,0.13898,0.20566
1992,66 and older,Rural regions,Important,0.60015,310,494,0.55691,0.64339
1992,66 and older,Rural regions,Less important,0.17438,79,494,0.14088,0.20787
1995,17-29 y.,Urban regions,Very important,0.29089,558,1584,0.26852,0.31326
1995,17-29 y.,Urban regions,Important,0.51844,915,1584,0.49382,0.54305
1995,17-29 y.,Urban regions,Less important,0.06552,111,1584,0.05333,0.07771
1995,17-29 y.,Rural regions,Very important,0.31154,322,1016,0.28305,0.34003
1995,17-29 y.,Rural regions,Important,0.56710,626,1016,0.53662,0.59758
1995,17-29 y.,Rural regions,Less important,0.06828,68,1016,0.05276,0.08380
1995,30-45 y.,Urban regions,Very important,0.23722,641,2383,0.22014,0.25431
1995,30-45 y.,Urban regions,Important,0.62887,1597,2383,0.60946,0.64827
1995,30-45 y.,Urban regions,Less important,0.05932,145,2383,0.04983,0.06881
1995,30-45 y.,Rural regions,Very important,0.22901,382,1477,0.20758,0.25045
1995,30-45 y.,Rural regions,Important,0.64589,959,1477,0.62149,0.67029
1995,30-45 y.,Rural regions,Less important,0.09253,136,1477,0.07775,0.10732
1995,46-65 y.,Urban regions,Very important,0.19991,462,1952,0.18216,0.21765
1995,46-65 y.,Urban regions,Important,0.62590,1331,1952,0.60443,0.64737
1995,46-65 y.,Urban regions,Less important,0.07935,159,1952,0.06736,0.09135
1995,46-65 y.,Rural regions,Very important,0.20497,265,1263,0.18270,0.22724
1995,46-65 y.,Rural regions,Important,0.67844,892,1263,0.65267,0.70421
1995,46-65 y.,Rural regions,Less important,0.08238,106,1263,0.06721,0.09755
1995,66 and older,Urban regions,Very important,0.25812,264,925,0.22991,0.28634
1995,66 and older,Urban regions,Important,0.59636,572,925,0.56473,0.62800
1995,66 and older,Urban regions,Less important,0.10423,89,925,0.08452,0.12393
1995,66 and older,Rural regions,Very important,0.20883,115,498,0.17309,0.24456
1995,66 and older,Rural regions,Important,0.63038,322,498,0.58794,0.67282
1995,66 and older,Rural regions,Less important,0.12783,61,498,0.09847,0.15718
2004,17-29 y.,Urban regions,Very important,0.35077,938,2562,0.33229,0.36925
2004,17-29 y.,Urban regions,Important,0.54898,1411,2562,0.52971,0.56826
2004,17-29 y.,Urban regions,Less important,0.08936,213,2562,0.07831,0.10040
2004,17-29 y.,Rural regions,Very important,0.31995,432,1360,0.29515,0.34475
2004,17-29 y.,Rural regions,Important,0.57743,793,1360,0.55117,0.60369
2004,17-29 y.,Rural regions,Less important,0.08818,135,1360,0.07310,0.10325
2004,30-45 y.,Urban regions,Very important,0.27618,1264,4409,0.26298,0.28938
2004,30-45 y.,Urban regions,Important,0.63975,2845,4409,0.62558,0.65392
2004,30-45 y.,Urban regions,Less important,0.07802,300,4409,0.07010,0.08593
2004,30-45 y.,Rural regions,Very important,0.26874,528,2082,0.24969,0.28779
2004,30-45 y.,Rural regions,Important,0.65177,1410,2082,0.63131,0.67224
2004,30-45 y.,Rural regions,Less important,0.07444,144,2082,0.06316,0.08572
2004,46-65 y.,Urban regions,Very important,0.21949,1119,4833,0.20782,0.23116
2004,46-65 y.,Urban regions,Important,0.68332,3342,4833,0.67020,0.69644
2004,46-65 y.,Urban regions,Less important,0.08708,372,4833,0.07913,0.09503
2004,46-65 y.,Rural regions,Very important,0.19645,483,2471,0.18078,0.21212
2004,46-65 y.,Rural regions,Important,0.69431,1747,2471,0.67614,0.71248
2004,46-65 y.,Rural regions,Less important,0.10086,241,2471,0.08898,0.11274
2004,66 and older,Urban regions,Very important,0.22885,601,2429,0.21214,0.24556
2004,66 and older,Urban regions,Important,0.66804,1621,2429,0.64931,0.68677
2004,66 and older,Urban regions,Less important,0.08630,207,2429,0.07513,0.09747
2004,66 and older,Rural regions,Very important,0.22325,284,1267,0.20032,0.24619
2004,66 and older,Rural regions,Important,0.66165,875,1267,0.63559,0.68772
2004,66 and older,Rural regions,Less important,0.08791,108,1267,0.07231,0.10351
