year,age_gr,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Yes,0.71610,3175,3521,0.70120,0.73099
2012,17-29 y.,No,0.08414,346,3521,0.07497,0.09331
2012,30-45 y.,Yes,0.75562,7066,7559,0.74594,0.76531
2012,30-45 y.,No,0.05154,493,7559,0.04656,0.05653
2012,46-65 y.,Yes,0.81545,8018,8503,0.80720,0.82369
2012,46-65 y.,No,0.04863,485,8503,0.04406,0.05320
2012,66 and older,Yes,0.86228,4600,4871,0.85260,0.87196
2012,66 and older,No,0.05014,271,4871,0.04402,0.05627
2013,17-29 y.,Yes,0.67852,2996,3861,0.66379,0.69326
2013,17-29 y.,No,0.11927,865,3861,0.10904,0.12949
2013,30-45 y.,Yes,0.71884,6443,7267,0.70850,0.72918
2013,30-45 y.,No,0.06735,824,7267,0.06159,0.07311
2013,46-65 y.,Yes,0.82232,7887,8338,0.81411,0.83052
2013,46-65 y.,No,0.04386,451,8338,0.03947,0.04826
2013,66 and older,Yes,0.89199,4506,4672,0.88309,0.90089
2013,66 and older,No,0.03113,166,4672,0.02615,0.03611
2014,17-29 y.,Yes,0.67291,2728,3073,0.65632,0.68950
2014,17-29 y.,No,0.06110,345,3073,0.05263,0.06957
2014,30-45 y.,Yes,0.70686,5363,5718,0.69506,0.71866
2014,30-45 y.,No,0.03811,355,5718,0.03315,0.04307
2014,46-65 y.,Yes,0.82595,7323,7655,0.81746,0.83444
2014,46-65 y.,No,0.03311,332,7655,0.02910,0.03711
2014,66 and older,Yes,0.89640,4414,4573,0.88757,0.90524
2014,66 and older,No,0.02870,159,4573,0.02386,0.03354
2015,17-29 y.,Yes,0.66422,2639,3115,0.64763,0.68080
2015,17-29 y.,No,0.08522,476,3115,0.07541,0.09503
2015,30-45 y.,Yes,0.70376,4871,5325,0.69149,0.71602
2015,30-45 y.,No,0.05376,454,5325,0.04770,0.05982
2015,46-65 y.,Yes,0.81589,7105,7524,0.80713,0.82465
2015,46-65 y.,No,0.04124,419,7524,0.03675,0.04573
2015,66 and older,Yes,0.89165,4377,4526,0.88259,0.90070
2015,66 and older,No,0.02941,149,4526,0.02448,0.03433
2016,17-29 y.,Yes,0.66743,2458,2910,0.65031,0.68455
2016,17-29 y.,No,0.08982,452,2910,0.07943,0.10021
2016,30-45 y.,Yes,0.70622,4319,4702,0.69320,0.71924
2016,30-45 y.,No,0.05112,383,4702,0.04482,0.05741
2016,46-65 y.,Yes,0.80325,6712,7106,0.79400,0.81249
2016,46-65 y.,No,0.04266,394,7106,0.03796,0.04736
2016,66 and older,Yes,0.88084,4211,4355,0.87122,0.89047
2016,66 and older,No,0.02639,144,4355,0.02163,0.03115
2017,17-29 y.,Yes,0.67397,3022,3530,0.65851,0.68944
2017,17-29 y.,No,0.09203,508,3530,0.08249,0.10157
2017,30-45 y.,Yes,0.69851,4628,5033,0.68583,0.71119
2017,30-45 y.,No,0.05160,405,5033,0.04549,0.05772
2017,46-65 y.,Yes,0.79915,7953,8400,0.79058,0.80772
2017,46-65 y.,No,0.04063,447,8400,0.03641,0.04485
2017,66 and older,Yes,0.87711,4424,4579,0.86760,0.88662
2017,66 and older,No,0.02979,155,4579,0.02487,0.03472
2018,17-29 y.,Yes,0.67456,3000,3540,0.65912,0.69000
2018,17-29 y.,No,0.09495,540,3540,0.08529,0.10461
2018,30-45 y.,Yes,0.68933,4296,4683,0.67607,0.70259
2018,30-45 y.,No,0.05170,387,4683,0.04536,0.05804
2018,46-65 y.,Yes,0.80178,7650,8081,0.79309,0.81047
2018,46-65 y.,No,0.04142,431,8081,0.03707,0.04576
2018,66 and older,Yes,0.85967,4384,4576,0.84961,0.86974
2018,66 and older,No,0.03636,192,4576,0.03094,0.04178
2020,17-29 y.,Yes,0.70068,2636,3134,0.68464,0.71672
2020,17-29 y.,No,0.08697,498,3134,0.07710,0.09684
2020,30-45 y.,Yes,0.71173,3826,4161,0.69796,0.72549
2020,30-45 y.,No,0.05131,335,4161,0.04460,0.05801
2020,46-65 y.,Yes,0.80612,7771,8204,0.79756,0.81467
2020,46-65 y.,No,0.04213,433,8204,0.03778,0.04648
2020,66 and older,Yes,0.86622,4289,4471,0.85624,0.87620
2020,66 and older,No,0.03444,182,4471,0.02910,0.03979
2021,17-29 y.,Yes,0.71046,1832,2146,0.69127,0.72966
2021,17-29 y.,No,0.08932,314,2146,0.07725,0.10139
2021,30-45 y.,Yes,0.70561,2677,2925,0.68909,0.72213
2021,30-45 y.,No,0.05611,248,2925,0.04777,0.06445
2021,46-65 y.,Yes,0.77869,5428,5788,0.76799,0.78939
2021,46-65 y.,No,0.05603,360,5788,0.05010,0.06195
2021,66 and older,Yes,0.86310,3112,3268,0.85132,0.87489
2021,66 and older,No,0.03523,156,3268,0.02891,0.04155
