year,age_gr,regtyp,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Urban regions,Yes,0.69367,1975,2227,0.67452,0.71282
2012,17-29 y.,Urban regions,No,0.09664,252,2227,0.08437,0.10892
2012,17-29 y.,Rural regions,Yes,0.76376,1200,1294,0.74061,0.78691
2012,17-29 y.,Rural regions,No,0.05755,94,1294,0.04486,0.07025
2012,30-45 y.,Urban regions,Yes,0.71788,4270,4647,0.70494,0.73082
2012,30-45 y.,Urban regions,No,0.05865,377,4647,0.05189,0.06541
2012,30-45 y.,Rural regions,Yes,0.84525,2796,2912,0.83211,0.85839
2012,30-45 y.,Rural regions,No,0.03466,116,2912,0.02802,0.04131
2012,46-65 y.,Urban regions,Yes,0.78949,4807,5117,0.77832,0.80066
2012,46-65 y.,Urban regions,No,0.04815,310,5117,0.04228,0.05401
2012,46-65 y.,Rural regions,Yes,0.86237,3211,3386,0.85077,0.87398
2012,46-65 y.,Rural regions,No,0.04950,175,3386,0.04220,0.05681
2012,66 and older,Urban regions,Yes,0.85233,2903,3069,0.83978,0.86489
2012,66 and older,Urban regions,No,0.04889,166,3069,0.04126,0.05652
2012,66 and older,Rural regions,Yes,0.88263,1697,1802,0.86777,0.89750
2012,66 and older,Rural regions,No,0.05272,105,1802,0.04240,0.06304
2013,17-29 y.,Urban regions,Yes,0.64544,1885,2596,0.62704,0.66385
2013,17-29 y.,Urban regions,No,0.14187,711,2596,0.12844,0.15529
2013,17-29 y.,Rural regions,Yes,0.75143,1111,1265,0.72760,0.77525
2013,17-29 y.,Rural regions,No,0.06946,154,1265,0.05544,0.08348
2013,30-45 y.,Urban regions,Yes,0.67529,3903,4562,0.66170,0.68888
2013,30-45 y.,Urban regions,No,0.07690,659,4562,0.06917,0.08464
2013,30-45 y.,Rural regions,Yes,0.82490,2540,2705,0.81057,0.83922
2013,30-45 y.,Rural regions,No,0.04408,165,2705,0.03635,0.05182
2013,46-65 y.,Urban regions,Yes,0.79309,4745,5053,0.78192,0.80426
2013,46-65 y.,Urban regions,No,0.04553,308,5053,0.03978,0.05128
2013,46-65 y.,Rural regions,Yes,0.87237,3142,3285,0.86096,0.88378
2013,46-65 y.,Rural regions,No,0.04101,143,3285,0.03423,0.04779
2013,66 and older,Urban regions,Yes,0.88183,2867,2974,0.87023,0.89344
2013,66 and older,Urban regions,No,0.03285,107,2974,0.02644,0.03925
2013,66 and older,Rural regions,Yes,0.91320,1639,1698,0.89981,0.92660
2013,66 and older,Rural regions,No,0.02755,59,1698,0.01976,0.03534
