year,pgisced97,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Pre-primary Level,Yes,0.42992,379,438,0.38350,0.47633
2012,Pre-primary Level,No,0.07395,59,438,0.04942,0.09849
2012,Primary Level,Yes,0.50987,204,204,0.44110,0.57864
2012,Lower Secondary Level,Yes,0.68337,2038,2264,0.66421,0.70254
2012,Lower Secondary Level,No,0.06982,226,2264,0.05932,0.08032
2012,Upper Secondary Level,Yes,0.83909,11636,12364,0.83261,0.84556
2012,Upper Secondary Level,No,0.05325,728,12364,0.04929,0.05720
2012,Post-secondary Non-tertiary Level,Yes,0.72976,1484,1594,0.70795,0.75157
2012,Post-secondary Non-tertiary Level,No,0.05743,110,1594,0.04600,0.06885
2012,First Stage of Tertiary Education,Yes,0.87134,1590,1686,0.85536,0.88733
2012,First Stage of Tertiary Education,No,0.04581,96,1686,0.03583,0.05580
2012,Second Stage of Tertiary Education,Yes,0.81443,5216,5524,0.80418,0.82468
2012,Second Stage of Tertiary Education,No,0.05192,308,5524,0.04607,0.05777
2013,Pre-primary Level,Yes,0.41093,362,495,0.36754,0.45432
2013,Pre-primary Level,No,0.10612,133,495,0.07896,0.13329
2013,Primary Level,Yes,0.40059,183,240,0.33846,0.46272
2013,Primary Level,No,0.09020,57,240,0.05388,0.12652
2013,Lower Secondary Level,Yes,0.65472,1918,2341,0.63546,0.67399
2013,Lower Secondary Level,No,0.08493,423,2341,0.07363,0.09622
2013,Upper Secondary Level,Yes,0.84196,10984,11941,0.83541,0.84850
2013,Upper Secondary Level,No,0.05345,957,11941,0.04942,0.05749
2013,Post-secondary Non-tertiary Level,Yes,0.70577,1420,1579,0.68328,0.72825
2013,Post-secondary Non-tertiary Level,No,0.06254,159,1579,0.05059,0.07448
2013,First Stage of Tertiary Education,Yes,0.90556,1516,1603,0.89124,0.91988
2013,First Stage of Tertiary Education,No,0.03227,87,1603,0.02362,0.04092
2013,Second Stage of Tertiary Education,Yes,0.81006,5101,5538,0.79973,0.82040
