year,age_gr,quintil_oecd,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,1st Quintile,Yes,0.69241,915,1031,0.66422,0.72059
2012,17-29 y.,1st Quintile,No,0.07050,116,1031,0.05486,0.08613
2012,17-29 y.,2nd Quintile,Yes,0.67796,564,630,0.64144,0.71447
2012,17-29 y.,2nd Quintile,No,0.08311,66,630,0.06154,0.10469
2012,17-29 y.,3rd Quintile,Yes,0.70009,542,600,0.66339,0.73678
2012,17-29 y.,3rd Quintile,No,0.10121,58,600,0.07706,0.12537
2012,17-29 y.,4th Quintile,Yes,0.76266,504,543,0.72684,0.79848
2012,17-29 y.,4th Quintile,No,0.06865,39,543,0.04736,0.08994
2012,17-29 y.,5th Quintile,Yes,0.79804,379,379,0.75757,0.83851
2012,30-45 y.,1st Quintile,Yes,0.65529,1328,1424,0.63059,0.67998
2012,30-45 y.,1st Quintile,No,0.04700,96,1424,0.03600,0.05800
2012,30-45 y.,2nd Quintile,Yes,0.65182,1331,1441,0.62722,0.67643
2012,30-45 y.,2nd Quintile,No,0.05496,110,1441,0.04319,0.06674
2012,30-45 y.,3rd Quintile,Yes,0.79463,1411,1508,0.77423,0.81503
2012,30-45 y.,3rd Quintile,No,0.05153,97,1508,0.04037,0.06269
2012,30-45 y.,4th Quintile,Yes,0.83570,1353,1427,0.81646,0.85493
2012,30-45 y.,4th Quintile,No,0.04498,74,1427,0.03422,0.05574
2012,30-45 y.,5th Quintile,Yes,0.82605,1248,1327,0.80564,0.84645
2012,30-45 y.,5th Quintile,No,0.05304,79,1327,0.04098,0.06511
2012,46-65 y.,1st Quintile,Yes,0.73753,1116,1201,0.71264,0.76242
2012,46-65 y.,1st Quintile,No,0.04996,85,1201,0.03763,0.06229
2012,46-65 y.,2nd Quintile,Yes,0.75009,1005,1073,0.72417,0.77601
2012,46-65 y.,2nd Quintile,No,0.03605,68,1073,0.02489,0.04720
2012,46-65 y.,3rd Quintile,Yes,0.80993,1322,1394,0.78932,0.83053
2012,46-65 y.,3rd Quintile,No,0.05246,72,1394,0.04075,0.06417
2012,46-65 y.,4th Quintile,Yes,0.86239,1560,1648,0.84576,0.87903
2012,46-65 y.,4th Quintile,No,0.03988,88,1648,0.03043,0.04933
2012,46-65 y.,5th Quintile,Yes,0.86197,2235,2343,0.84800,0.87594
2012,46-65 y.,5th Quintile,No,0.05209,108,2343,0.04309,0.06109
2012,66 and older,1st Quintile,Yes,0.76503,635,681,0.73316,0.79689
2012,66 and older,1st Quintile,No,0.06086,46,681,0.04289,0.07883
2012,66 and older,2nd Quintile,Yes,0.85483,1018,1087,0.83388,0.87578
2012,66 and older,2nd Quintile,No,0.05231,69,1087,0.03907,0.06556
2012,66 and older,3rd Quintile,Yes,0.87915,830,888,0.85770,0.90060
2012,66 and older,3rd Quintile,No,0.06561,58,888,0.04932,0.08191
2012,66 and older,4th Quintile,Yes,0.91459,768,768,0.89481,0.93437
2012,66 and older,5th Quintile,Yes,0.90743,799,834,0.88775,0.92711
2012,66 and older,5th Quintile,No,0.03530,35,834,0.02276,0.04783
2013,17-29 y.,1st Quintile,Yes,0.77317,847,971,0.74681,0.79952
2013,17-29 y.,1st Quintile,No,0.05591,124,971,0.04145,0.07037
2013,17-29 y.,2nd Quintile,Yes,0.74885,620,693,0.71653,0.78116
2013,17-29 y.,2nd Quintile,No,0.05095,73,693,0.03456,0.06733
2013,17-29 y.,3rd Quintile,Yes,0.78773,561,617,0.75544,0.82002
2013,17-29 y.,3rd Quintile,No,0.07376,56,617,0.05312,0.09441
2013,17-29 y.,4th Quintile,Yes,0.87143,523,523,0.84272,0.90015
2013,17-29 y.,5th Quintile,Yes,0.83367,393,432,0.79851,0.86883
2013,17-29 y.,5th Quintile,No,0.05038,39,432,0.02973,0.07103
2013,30-45 y.,1st Quintile,Yes,0.78840,1238,1323,0.76638,0.81042
2013,30-45 y.,1st Quintile,No,0.04441,85,1323,0.03331,0.05552
2013,30-45 y.,2nd Quintile,Yes,0.78450,1322,1435,0.76322,0.80578
2013,30-45 y.,2nd Quintile,No,0.03930,113,1435,0.02924,0.04936
2013,30-45 y.,3rd Quintile,Yes,0.84157,1269,1359,0.82215,0.86099
2013,30-45 y.,3rd Quintile,No,0.04769,90,1359,0.03635,0.05902
2013,30-45 y.,4th Quintile,Yes,0.90088,1309,1391,0.88517,0.91659
2013,30-45 y.,4th Quintile,No,0.05034,82,1391,0.03885,0.06184
2013,30-45 y.,5th Quintile,Yes,0.85491,1156,1241,0.83531,0.87451
2013,30-45 y.,5th Quintile,No,0.05515,85,1241,0.04244,0.06785
2013,46-65 y.,1st Quintile,Yes,0.77854,1111,1194,0.75498,0.80211
2013,46-65 y.,1st Quintile,No,0.05407,83,1194,0.04124,0.06691
2013,46-65 y.,2nd Quintile,Yes,0.82955,1154,1223,0.80847,0.85064
2013,46-65 y.,2nd Quintile,No,0.04104,69,1223,0.02992,0.05216
2013,46-65 y.,3rd Quintile,Yes,0.86241,1411,1493,0.84493,0.87989
2013,46-65 y.,3rd Quintile,No,0.04494,82,1493,0.03442,0.05545
