year,age_gr,pgisced97,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Pre-primary Level,Yes,0.42992,379,438,0.38350,0.47633
2012,17-29 y.,Pre-primary Level,No,0.07395,59,438,0.04942,0.09849
2012,17-29 y.,Primary Level,Yes,0.75841,66,66,0.65435,0.86247
2012,17-29 y.,Lower Secondary Level,Yes,0.68532,564,642,0.64937,0.72127
2012,17-29 y.,Lower Secondary Level,No,0.07580,78,642,0.05531,0.09629
2012,17-29 y.,Upper Secondary Level,Yes,0.78779,1368,1493,0.76705,0.80854
2012,17-29 y.,Upper Secondary Level,No,0.08640,125,1493,0.07215,0.10066
2012,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.75872,192,192,0.69804,0.81940
2012,17-29 y.,First Stage of Tertiary Education,Yes,0.87961,44,44,0.78234,0.97687
2012,17-29 y.,Second Stage of Tertiary Education,Yes,0.78200,286,286,0.73406,0.82993
2012,30-45 y.,Primary Level,Yes,0.50687,69,69,0.38804,0.62570
2012,30-45 y.,Lower Secondary Level,Yes,0.47973,355,406,0.43108,0.52839
2012,30-45 y.,Lower Secondary Level,No,0.05843,51,406,0.03559,0.08127
2012,30-45 y.,Upper Secondary Level,Yes,0.77772,3541,3773,0.76445,0.79099
2012,30-45 y.,Upper Secondary Level,No,0.05598,232,3773,0.04865,0.06332
2012,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.75770,755,806,0.72810,0.78730
2012,30-45 y.,Post-secondary Non-tertiary Level,No,0.03637,51,806,0.02343,0.04930
2012,30-45 y.,First Stage of Tertiary Education,Yes,0.87550,510,510,0.84682,0.90418
2012,30-45 y.,Second Stage of Tertiary Education,Yes,0.77630,1822,1944,0.75777,0.79483
2012,30-45 y.,Second Stage of Tertiary Education,No,0.05400,122,1944,0.04395,0.06405
2012,46-65 y.,Primary Level,Yes,0.48041,46,46,0.33443,0.62639
2012,46-65 y.,Lower Secondary Level,Yes,0.62940,436,481,0.58619,0.67260
2012,46-65 y.,Lower Secondary Level,No,0.07272,45,481,0.04949,0.09595
2012,46-65 y.,Upper Secondary Level,Yes,0.85245,4285,4524,0.84212,0.86279
2012,46-65 y.,Upper Secondary Level,No,0.04408,239,4524,0.03810,0.05006
2012,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.67647,450,488,0.63492,0.71802
2012,46-65 y.,Post-secondary Non-tertiary Level,No,0.06240,38,488,0.04092,0.08389
2012,46-65 y.,First Stage of Tertiary Education,Yes,0.86215,704,745,0.83738,0.88692
2012,46-65 y.,First Stage of Tertiary Education,No,0.04637,41,745,0.03126,0.06148
2012,46-65 y.,Second Stage of Tertiary Education,Yes,0.82649,2090,2205,0.81068,0.84230
2012,46-65 y.,Second Stage of Tertiary Education,No,0.04828,115,2205,0.03933,0.05723
2012,66 and older,Lower Secondary Level,Yes,0.80743,683,735,0.77890,0.83595
2012,66 and older,Lower Secondary Level,No,0.06868,52,735,0.05038,0.08697
2012,66 and older,Upper Secondary Level,Yes,0.90259,2442,2574,0.89113,0.91404
2012,66 and older,Upper Secondary Level,No,0.04577,132,2574,0.03770,0.05385
2012,66 and older,Post-secondary Non-tertiary Level,Yes,0.72571,87,87,0.63141,0.82000
2012,66 and older,First Stage of Tertiary Education,Yes,0.88127,332,332,0.84642,0.91611
2012,66 and older,Second Stage of Tertiary Education,Yes,0.86611,1018,1071,0.84571,0.88652
2012,66 and older,Second Stage of Tertiary Education,No,0.04291,53,1071,0.03077,0.05506
2013,17-29 y.,Pre-primary Level,Yes,0.41160,362,495,0.36821,0.45500
2013,17-29 y.,Pre-primary Level,No,0.10630,133,495,0.07912,0.13348
2013,17-29 y.,Primary Level,Yes,0.52410,50,50,0.38426,0.66393
2013,17-29 y.,Lower Secondary Level,Yes,0.60833,537,785,0.57417,0.64250
2013,17-29 y.,Lower Secondary Level,No,0.16146,248,785,0.13570,0.18721
2013,17-29 y.,Upper Secondary Level,Yes,0.73991,1244,1562,0.71815,0.76167
2013,17-29 y.,Upper Secondary Level,No,0.12300,318,1562,0.10671,0.13930
2013,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.76854,167,203,0.71038,0.82671
2013,17-29 y.,Post-secondary Non-tertiary Level,No,0.08829,36,203,0.04917,0.12742
2013,17-29 y.,First Stage of Tertiary Education,Yes,0.93901,49,49,0.87130,1.00671
2013,17-29 y.,Second Stage of Tertiary Education,Yes,0.72910,284,331,0.68114,0.77705
2013,17-29 y.,Second Stage of Tertiary Education,No,0.10092,47,331,0.06842,0.13342
2013,30-45 y.,Primary Level,Yes,0.33929,66,66,0.22419,0.45440
2013,30-45 y.,Lower Secondary Level,Yes,0.43165,335,437,0.38516,0.47815
2013,30-45 y.,Lower Secondary Level,No,0.08769,102,437,0.06114,0.11425
2013,30-45 y.,Upper Secondary Level,Yes,0.76426,3215,3577,0.75035,0.77817
2013,30-45 y.,Upper Secondary Level,No,0.06577,362,3577,0.05765,0.07389
2013,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.68570,681,766,0.65280,0.71859
2013,30-45 y.,Post-secondary Non-tertiary Level,No,0.06660,85,766,0.04894,0.08427
2013,30-45 y.,First Stage of Tertiary Education,Yes,0.88848,432,467,0.85990,0.91706
2013,30-45 y.,First Stage of Tertiary Education,No,0.04761,35,467,0.02827,0.06694
2013,30-45 y.,Second Stage of Tertiary Education,Yes,0.74402,1692,1910,0.72444,0.76359
2013,30-45 y.,Second Stage of Tertiary Education,No,0.06981,218,1910,0.05838,0.08124
2013,46-65 y.,Primary Level,Yes,0.37736,46,46,0.23573,0.51898
2013,46-65 y.,Lower Secondary Level,Yes,0.60074,411,453,0.55559,0.64589
2013,46-65 y.,Lower Secondary Level,No,0.06029,42,453,0.03835,0.08224
2013,46-65 y.,Upper Secondary Level,Yes,0.86577,4145,4349,0.85564,0.87590
2013,46-65 y.,Upper Secondary Level,No,0.03980,204,4349,0.03399,0.04561
2013,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.69079,486,519,0.65099,0.73059
2013,46-65 y.,Post-secondary Non-tertiary Level,No,0.04683,33,519,0.02864,0.06502
2013,46-65 y.,First Stage of Tertiary Education,Yes,0.89232,711,746,0.87007,0.91458
2013,46-65 y.,First Stage of Tertiary Education,No,0.03129,35,746,0.01879,0.04379
2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.83931,2078,2208,0.82399,0.85463
2013,46-65 y.,Second Stage of Tertiary Education,No,0.05358,130,2208,0.04418,0.06297
2013,66 and older,Lower Secondary Level,Yes,0.83571,635,666,0.80754,0.86387
2013,66 and older,Lower Secondary Level,No,0.04466,31,666,0.02896,0.06036
2013,66 and older,Upper Secondary Level,Yes,0.92799,2380,2453,0.91776,0.93823
2013,66 and older,Upper Secondary Level,No,0.02536,73,2453,0.01913,0.03158
2013,66 and older,Post-secondary Non-tertiary Level,Yes,0.73186,86,86,0.63768,0.82604
2013,66 and older,First Stage of Tertiary Education,Yes,0.93813,324,324,0.91186,0.96440
2013,66 and older,Second Stage of Tertiary Education,Yes,0.89268,1047,1089,0.87429,0.91107
2013,66 and older,Second Stage of Tertiary Education,No,0.03357,42,1089,0.02287,0.04428
2014,17-29 y.,Pre-primary Level,Yes,0.38713,294,355,0.33639,0.43787
2014,17-29 y.,Pre-primary Level,No,0.05202,61,355,0.02889,0.07515
2014,17-29 y.,Primary Level,Yes,0.65436,54,54,0.52632,0.78240
2014,17-29 y.,Lower Secondary Level,Yes,0.60420,484,560,0.56367,0.64474
2014,17-29 y.,Lower Secondary Level,No,0.06098,76,560,0.04114,0.08081
2014,17-29 y.,Upper Secondary Level,Yes,0.71835,1109,1245,0.69336,0.74335
2014,17-29 y.,Upper Secondary Level,No,0.07487,136,1245,0.06024,0.08949
2014,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.79104,165,165,0.72882,0.85327
2014,17-29 y.,First Stage of Tertiary Education,Yes,0.91776,47,47,0.83836,0.99715
2014,17-29 y.,Second Stage of Tertiary Education,Yes,0.74384,271,271,0.69177,0.79590
2014,30-45 y.,Primary Level,Yes,0.36543,58,58,0.24042,0.49044
2014,30-45 y.,Lower Secondary Level,Yes,0.44857,284,321,0.39408,0.50306
2014,30-45 y.,Lower Secondary Level,No,0.03588,37,321,0.01550,0.05626
2014,30-45 y.,Upper Secondary Level,Yes,0.73875,2589,2755,0.72234,0.75515
2014,30-45 y.,Upper Secondary Level,No,0.04336,166,2755,0.03575,0.05096
2014,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.69932,574,620,0.66319,0.73544
2014,30-45 y.,Post-secondary Non-tertiary Level,No,0.04161,46,620,0.02588,0.05734
2014,30-45 y.,First Stage of Tertiary Education,Yes,0.89103,357,357,0.85866,0.92340
2014,30-45 y.,Second Stage of Tertiary Education,Yes,0.74041,1450,1535,0.71847,0.76235
2014,30-45 y.,Second Stage of Tertiary Education,No,0.03626,85,1535,0.02690,0.04561
2014,46-65 y.,Primary Level,Yes,0.41169,48,48,0.27099,0.55239
2014,46-65 y.,Lower Secondary Level,Yes,0.62887,385,385,0.58055,0.67719
2014,46-65 y.,Upper Secondary Level,Yes,0.87030,3796,3947,0.85982,0.88079
2014,46-65 y.,Upper Secondary Level,No,0.03057,151,3947,0.02520,0.03594
2014,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.67387,445,445,0.63026,0.71747
2014,46-65 y.,First Stage of Tertiary Education,Yes,0.88603,679,679,0.86212,0.90995
2014,46-65 y.,Second Stage of Tertiary Education,Yes,0.84090,1951,2051,0.82507,0.85673
2014,46-65 y.,Second Stage of Tertiary Education,No,0.04300,100,2051,0.03422,0.05178
2014,66 and older,Lower Secondary Level,Yes,0.83716,577,577,0.80701,0.86731
2014,66 and older,Upper Secondary Level,Yes,0.93057,2362,2433,0.92047,0.94068
2014,66 and older,Upper Secondary Level,No,0.02415,71,2433,0.01805,0.03025
2014,66 and older,Post-secondary Non-tertiary Level,Yes,0.78972,88,88,0.70409,0.87536
2014,66 and older,First Stage of Tertiary Education,Yes,0.93631,316,316,0.90934,0.96328
2014,66 and older,Second Stage of Tertiary Education,Yes,0.89448,1043,1080,0.87615,0.91281
2014,66 and older,Second Stage of Tertiary Education,No,0.03035,37,1080,0.02012,0.04059
2015,17-29 y.,Pre-primary Level,Yes,0.36187,221,291,0.30657,0.41718
2015,17-29 y.,Pre-primary Level,No,0.08019,70,291,0.04893,0.11145
2015,17-29 y.,Primary Level,Yes,0.57249,43,43,0.42287,0.72211
2015,17-29 y.,Lower Secondary Level,Yes,0.57053,449,560,0.52950,0.61157
2015,17-29 y.,Lower Secondary Level,No,0.09601,111,560,0.07159,0.12043
2015,17-29 y.,Upper Secondary Level,Yes,0.71421,1096,1275,0.68940,0.73902
2015,17-29 y.,Upper Secondary Level,No,0.08859,179,1275,0.07299,0.10419
2015,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.76549,162,162,0.70004,0.83093
2015,17-29 y.,First Stage of Tertiary Education,Yes,0.89748,52,52,0.81422,0.98073
2015,17-29 y.,Second Stage of Tertiary Education,Yes,0.71557,277,277,0.66234,0.76879
2015,30-45 y.,Primary Level,Yes,0.35244,52,52,0.22133,0.48356
2015,30-45 y.,Lower Secondary Level,Yes,0.48663,268,318,0.43160,0.54165
2015,30-45 y.,Lower Secondary Level,No,0.05759,50,318,0.03194,0.08323
2015,30-45 y.,Upper Secondary Level,Yes,0.74444,2310,2518,0.72740,0.76148
2015,30-45 y.,Upper Secondary Level,No,0.05643,208,2518,0.04741,0.06544
2015,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.66456,532,578,0.62604,0.70309
2015,30-45 y.,Post-secondary Non-tertiary Level,No,0.04881,46,578,0.03122,0.06639
2015,30-45 y.,First Stage of Tertiary Education,Yes,0.87261,318,318,0.83591,0.90931
2015,30-45 y.,Second Stage of Tertiary Education,Yes,0.72597,1355,1474,0.70319,0.74875
2015,30-45 y.,Second Stage of Tertiary Education,No,0.05511,119,1474,0.04345,0.06676
2015,46-65 y.,Primary Level,Yes,0.40854,53,53,0.27493,0.54215
2015,46-65 y.,Lower Secondary Level,Yes,0.58134,341,341,0.52890,0.63378
2015,46-65 y.,Upper Secondary Level,Yes,0.86542,3673,3868,0.85466,0.87617
2015,46-65 y.,Upper Secondary Level,No,0.03683,195,3868,0.03089,0.04276
2015,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.67063,444,486,0.62881,0.71246
2015,46-65 y.,Post-secondary Non-tertiary Level,No,0.04494,42,486,0.02650,0.06338
2015,46-65 y.,First Stage of Tertiary Education,Yes,0.88329,666,666,0.85888,0.90769
2015,46-65 y.,Second Stage of Tertiary Education,Yes,0.82390,1912,2036,0.80735,0.84045
2015,46-65 y.,Second Stage of Tertiary Education,No,0.05787,124,2036,0.04773,0.06802
2015,66 and older,Lower Secondary Level,Yes,0.83543,551,551,0.80444,0.86641
2015,66 and older,Upper Secondary Level,Yes,0.92246,2338,2412,0.91179,0.93314
2015,66 and older,Upper Secondary Level,No,0.02807,74,2412,0.02147,0.03466
2015,66 and older,Post-secondary Non-tertiary Level,Yes,0.73068,86,86,0.63637,0.82499
2015,66 and older,First Stage of Tertiary Education,Yes,0.92092,311,311,0.89088,0.95096
2015,66 and older,Second Stage of Tertiary Education,Yes,0.90252,1067,1099,0.88498,0.92007
2015,66 and older,Second Stage of Tertiary Education,No,0.02520,32,1099,0.01593,0.03447
2016,17-29 y.,Pre-primary Level,Yes,0.36262,223,266,0.30474,0.42051
2016,17-29 y.,Pre-primary Level,No,0.03676,43,266,0.01410,0.05942
2016,17-29 y.,Primary Level,Yes,0.51309,38,38,0.35203,0.67414
2016,17-29 y.,Lower Secondary Level,Yes,0.55849,428,537,0.51645,0.60053
