year,hhtyp,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,No answer / don't know,Yes,0.34558,391,1247,0.31917,0.37198
1984,Single-person household,No answer / don't know,No,0.65442,856,1247,0.62802,0.68083
1984,Couple without children,No answer / don't know,Yes,0.55468,683,1321,0.52787,0.58149
1984,Couple without children,No answer / don't know,No,0.44532,638,1321,0.41851,0.47213
1984,Single parent,No answer / don't know,Yes,0.44314,127,320,0.38863,0.49765
1984,Single parent,No answer / don't know,No,0.55686,193,320,0.50235,0.61137
1984,Couple with children,No answer / don't know,Yes,0.68947,1501,2593,0.67166,0.70728
1984,Couple with children,No answer / don't know,No,0.31053,1092,2593,0.29272,0.32834
1984,Multi-generational household,No answer / don't know,Yes,0.79363,85,126,0.72269,0.86458
1984,Multi-generational household,No answer / don't know,No,0.20637,41,126,0.13542,0.27731
1984,Other Combinations,No answer / don't know,Yes,0.57308,68,133,0.48870,0.65746
1984,Other Combinations,No answer / don't know,No,0.42692,65,133,0.34254,0.51130
1985,Single-person household,Urban regions,Yes,0.32179,266,932,0.29179,0.35180
1985,Single-person household,Urban regions,No,0.67821,666,932,0.64820,0.70821
1985,Single-person household,Rural regions,Yes,0.49350,82,175,0.41921,0.56778
1985,Single-person household,Rural regions,No,0.50650,93,175,0.43222,0.58079
1985,Couple without children,Urban regions,Yes,0.50953,444,944,0.47762,0.54144
1985,Couple without children,Urban regions,No,0.49047,500,944,0.45856,0.52238
1985,Couple without children,Rural regions,Yes,0.73246,183,255,0.67801,0.78690
1985,Couple without children,Rural regions,No,0.26754,72,255,0.21310,0.32199
1985,Single parent,Urban regions,Yes,0.43400,87,226,0.36924,0.49876
1985,Single parent,Urban regions,No,0.56600,139,226,0.50124,0.63076
1985,Single parent,Rural regions,Yes,0.59897,36,36,0.43660,0.76134
1985,Couple with children,Urban regions,Yes,0.65931,1013,1840,0.63765,0.68097
1985,Couple with children,Urban regions,No,0.34069,827,1840,0.31903,0.36235
1985,Couple with children,Rural regions,Yes,0.83595,377,490,0.80313,0.86877
1985,Couple with children,Rural regions,No,0.16405,113,490,0.13123,0.19687
1985,Multi-generational household,Urban regions,Yes,0.79479,42,42,0.67117,0.91841
1985,Multi-generational household,Rural regions,Yes,0.83717,37,37,0.71657,0.95778
1985,Other Combinations,Urban regions,Yes,0.52642,46,97,0.42654,0.62630
1985,Other Combinations,Urban regions,No,0.47358,51,97,0.37370,0.57346
1986,Single-person household,Urban regions,Yes,0.31931,260,876,0.28842,0.35020
1986,Single-person household,Urban regions,No,0.68069,616,876,0.64980,0.71158
1986,Single-person household,Rural regions,Yes,0.54296,86,162,0.46601,0.61991
1986,Single-person household,Rural regions,No,0.45704,76,162,0.38009,0.53399
1986,Couple without children,Urban regions,Yes,0.52232,465,947,0.49049,0.55415
1986,Couple without children,Urban regions,No,0.47768,482,947,0.44585,0.50951
1986,Couple without children,Rural regions,Yes,0.72503,164,233,0.66757,0.78248
1986,Couple without children,Rural regions,No,0.27497,69,233,0.21752,0.33243
1986,Single parent,Urban regions,Yes,0.49936,95,216,0.43252,0.56619
1986,Single parent,Urban regions,No,0.50064,121,216,0.43381,0.56748
1986,Single parent,Rural regions,Yes,0.58489,33,33,0.41417,0.75562
1986,Couple with children,Urban regions,Yes,0.65211,948,1718,0.62958,0.67463
1986,Couple with children,Urban regions,No,0.34789,770,1718,0.32537,0.37042
1986,Couple with children,Rural regions,Yes,0.83557,364,471,0.80206,0.86909
1986,Couple with children,Rural regions,No,0.16443,107,471,0.13091,0.19794
1986,Multi-generational household,Urban regions,Yes,0.64831,38,71,0.53645,0.76017
1986,Multi-generational household,Urban regions,No,0.35169,33,71,0.23983,0.46355
1986,Multi-generational household,Rural regions,Yes,0.85930,36,36,0.74411,0.97450
1986,Other Combinations,Urban regions,Yes,0.53106,45,90,0.42738,0.63474
1986,Other Combinations,Urban regions,No,0.46894,45,90,0.36526,0.57262
1987,Single-person household,Urban regions,Yes,0.32303,266,883,0.29217,0.35389
1987,Single-person household,Urban regions,No,0.67697,617,883,0.64611,0.70783
1987,Single-person household,Rural regions,Yes,0.53720,87,163,0.46041,0.61398
1987,Single-person household,Rural regions,No,0.46280,76,163,0.38602,0.53959
1987,Couple without children,Urban regions,Yes,0.53318,471,929,0.50108,0.56528
1987,Couple without children,Urban regions,No,0.46682,458,929,0.43472,0.49892
1987,Couple without children,Rural regions,Yes,0.72334,166,240,0.66662,0.78006
1987,Couple without children,Rural regions,No,0.27666,74,240,0.21994,0.33338
1987,Single parent,Urban regions,Yes,0.53104,95,206,0.46273,0.59935
1987,Single parent,Urban regions,No,0.46896,111,206,0.40065,0.53727
1987,Single parent,Rural regions,Yes,0.61817,37,37,0.45947,0.77688
1987,Couple with children,Urban regions,Yes,0.64618,933,1688,0.62336,0.66899
1987,Couple with children,Urban regions,No,0.35382,755,1688,0.33101,0.37664
1987,Couple with children,Rural regions,Yes,0.82892,355,459,0.79443,0.86340
1987,Couple with children,Rural regions,No,0.17108,104,459,0.13660,0.20557
1987,Multi-generational household,Urban regions,Yes,0.64248,39,80,0.53680,0.74817
1987,Multi-generational household,Urban regions,No,0.35752,41,80,0.25183,0.46320
1987,Multi-generational household,Rural regions,Yes,0.82572,31,31,0.68997,0.96147
1987,Other Combinations,Urban regions,Yes,0.40120,36,91,0.29993,0.50246
1987,Other Combinations,Urban regions,No,0.59880,55,91,0.49754,0.70007
1988,Single-person household,Urban regions,Yes,0.36049,290,850,0.32819,0.39279
1988,Single-person household,Urban regions,No,0.63951,560,850,0.60721,0.67181
1988,Single-person household,Rural regions,Yes,0.57322,94,163,0.49706,0.64939
1988,Single-person household,Rural regions,No,0.42678,69,163,0.35061,0.50294
1988,Couple without children,Urban regions,Yes,0.53708,465,916,0.50477,0.56939
1988,Couple without children,Urban regions,No,0.46292,451,916,0.43061,0.49523
1988,Couple without children,Rural regions,Yes,0.71583,152,227,0.65703,0.77463
1988,Couple without children,Rural regions,No,0.28417,75,227,0.22537,0.34297
1988,Single parent,Urban regions,Yes,0.54375,99,206,0.47556,0.61193
1988,Single parent,Urban regions,No,0.45625,107,206,0.38807,0.52444
1988,Single parent,Rural regions,Yes,0.70790,38,38,0.56138,0.85442
1988,Couple with children,Urban regions,Yes,0.65889,909,1619,0.63579,0.68199
1988,Couple with children,Urban regions,No,0.34111,710,1619,0.31801,0.36421
1988,Couple with children,Rural regions,Yes,0.83696,334,432,0.80209,0.87184
1988,Couple with children,Rural regions,No,0.16304,98,432,0.12816,0.19791
1988,Multi-generational household,Urban regions,Yes,0.64679,33,65,0.52969,0.76390
1988,Multi-generational household,Urban regions,No,0.35321,32,65,0.23610,0.47031
1988,Other Combinations,Urban regions,Yes,0.45780,34,80,0.34794,0.56767
1988,Other Combinations,Urban regions,No,0.54220,46,80,0.43233,0.65206
1989,Single-person household,Urban regions,Yes,0.35377,289,853,0.32166,0.38587
1989,Single-person household,Urban regions,No,0.64623,564,853,0.61413,0.67834
1989,Single-person household,Rural regions,Yes,0.54939,86,158,0.47156,0.62722
1989,Single-person household,Rural regions,No,0.45061,72,158,0.37278,0.52844
1989,Couple without children,Urban regions,Yes,0.53060,455,903,0.49803,0.56317
1989,Couple without children,Urban regions,No,0.46940,448,903,0.43683,0.50197
1989,Couple without children,Rural regions,Yes,0.74074,165,231,0.68410,0.79737
1989,Couple without children,Rural regions,No,0.25926,66,231,0.20263,0.31590
1989,Single parent,Urban regions,Yes,0.59286,105,198,0.52425,0.66147
1989,Single parent,Urban regions,No,0.40714,93,198,0.33853,0.47575
1989,Single parent,Rural regions,Yes,0.72065,35,35,0.56983,0.87147
1989,Couple with children,Urban regions,Yes,0.67189,881,1560,0.64859,0.69520
1989,Couple with children,Urban regions,No,0.32811,679,1560,0.30480,0.35141
1989,Couple with children,Rural regions,Yes,0.83587,312,404,0.79970,0.87203
1989,Couple with children,Rural regions,No,0.16413,92,404,0.12797,0.20030
1989,Multi-generational household,Urban regions,Yes,0.70899,35,71,0.60258,0.81540
1989,Multi-generational household,Urban regions,No,0.29101,36,71,0.18460,0.39742
1989,Other Combinations,Urban regions,Yes,0.57175,39,73,0.45745,0.68605
1989,Other Combinations,Urban regions,No,0.42825,34,73,0.31395,0.54255
1990,Single-person household,Urban regions,Yes,0.35973,297,827,0.32700,0.39246
1990,Single-person household,Urban regions,No,0.64027,530,827,0.60754,0.67300
1990,Single-person household,Rural regions,Yes,0.65026,165,239,0.58967,0.71084
1990,Single-person household,Rural regions,No,0.34974,74,239,0.28916,0.41033
1990,Couple without children,Urban regions,Yes,0.56623,529,956,0.53480,0.59766
1990,Couple without children,Urban regions,No,0.43377,427,956,0.40234,0.46520
1990,Couple without children,Rural regions,Yes,0.82301,368,438,0.78723,0.85880
1990,Couple without children,Rural regions,No,0.17699,70,438,0.14120,0.21277
1990,Single parent,Urban regions,Yes,0.64404,125,216,0.58003,0.70804
1990,Single parent,Urban regions,No,0.35596,91,216,0.29196,0.41997
1990,Single parent,Rural regions,Yes,0.77657,51,51,0.66111,0.89203
1990,Couple with children,Urban regions,Yes,0.67835,980,1637,0.65572,0.70099
1990,Couple with children,Urban regions,No,0.32165,657,1637,0.29901,0.34428
1990,Couple with children,Rural regions,Yes,0.88651,740,835,0.86498,0.90803
1990,Couple with children,Rural regions,No,0.11349,95,835,0.09197,0.13502
1990,Multi-generational household,Urban regions,Yes,0.74597,48,89,0.65502,0.83693
1990,Multi-generational household,Urban regions,No,0.25403,41,89,0.16307,0.34498
1990,Multi-generational household,Rural regions,Yes,0.93905,59,59,0.87748,1.00062
1990,Other Combinations,Urban regions,Yes,0.57150,43,74,0.45798,0.68503
1990,Other Combinations,Urban regions,No,0.42850,31,74,0.31497,0.54202
1990,Other Combinations,Rural regions,Yes,0.92036,41,41,0.83646,1.00426
1991,Single-person household,Urban regions,Yes,0.33268,296,930,0.30238,0.36298
1991,Single-person household,Urban regions,No,0.66732,634,930,0.63702,0.69762
1991,Single-person household,Rural regions,Yes,0.42502,138,327,0.37136,0.47868
1991,Single-person household,Rural regions,No,0.57498,189,327,0.52132,0.62864
1991,Couple without children,Urban regions,Yes,0.54468,551,1095,0.51517,0.57419
1991,Couple without children,Urban regions,No,0.45532,544,1095,0.42581,0.48483
1991,Couple without children,Rural regions,Yes,0.71741,360,536,0.67925,0.75556
1991,Couple without children,Rural regions,No,0.28259,176,536,0.24444,0.32075
1991,Single parent,Urban regions,Yes,0.54106,124,261,0.48049,0.60163
1991,Single parent,Urban regions,No,0.45894,137,261,0.39837,0.51951
1991,Single parent,Rural regions,Yes,0.64665,61,113,0.55812,0.73518
1991,Single parent,Rural regions,No,0.35335,52,113,0.26482,0.44188
1991,Couple with children,Urban regions,Yes,0.65065,991,1860,0.62898,0.67232
1991,Couple with children,Urban regions,No,0.34935,869,1860,0.32768,0.37102
1991,Couple with children,Rural regions,Yes,0.76415,746,1085,0.73887,0.78942
1991,Couple with children,Rural regions,No,0.23585,339,1085,0.21058,0.26113
1991,Multi-generational household,Urban regions,Yes,0.73029,49,92,0.63911,0.82148
1991,Multi-generational household,Urban regions,No,0.26971,43,92,0.17852,0.36089
1991,Multi-generational household,Rural regions,Yes,0.92032,51,51,0.84526,0.99538
1991,Other Combinations,Urban regions,Yes,0.44742,35,82,0.33914,0.55571
1991,Other Combinations,Urban regions,No,0.55258,47,82,0.44429,0.66086
1991,Other Combinations,Rural regions,Yes,0.74808,51,51,0.62775,0.86841
1992,Single-person household,Urban regions,Yes,0.34398,298,917,0.31322,0.37475
1992,Single-person household,Urban regions,No,0.65602,619,917,0.62525,0.68678
1992,Single-person household,Rural regions,Yes,0.44240,147,329,0.38865,0.49615
1992,Single-person household,Rural regions,No,0.55760,182,329,0.50385,0.61135
1992,Couple without children,Urban regions,Yes,0.56302,576,1129,0.53407,0.59197
1992,Couple without children,Urban regions,No,0.43698,553,1129,0.40803,0.46593
1992,Couple without children,Rural regions,Yes,0.71030,339,504,0.67066,0.74994
1992,Couple without children,Rural regions,No,0.28970,165,504,0.25006,0.32934
1992,Single parent,Urban regions,Yes,0.51138,119,263,0.45085,0.57191
1992,Single parent,Urban regions,No,0.48862,144,263,0.42809,0.54915
1992,Single parent,Rural regions,Yes,0.64427,62,120,0.55826,0.73029
1992,Single parent,Rural regions,No,0.35573,58,120,0.26971,0.44174
1992,Couple with children,Urban regions,Yes,0.66327,968,1790,0.64137,0.68517
1992,Couple with children,Urban regions,No,0.33673,822,1790,0.31483,0.35863
1992,Couple with children,Rural regions,Yes,0.76346,697,1022,0.73739,0.78952
1992,Couple with children,Rural regions,No,0.23654,325,1022,0.21048,0.26261
1992,Multi-generational household,Urban regions,Yes,0.73847,44,83,0.64334,0.83359
1992,Multi-generational household,Urban regions,No,0.26153,39,83,0.16641,0.35666
1992,Multi-generational household,Rural regions,Yes,0.96866,51,51,0.92036,1.01695
1992,Other Combinations,Urban regions,Yes,0.43271,39,94,0.33201,0.53341
1992,Other Combinations,Urban regions,No,0.56729,55,94,0.46659,0.66799
1992,Other Combinations,Rural regions,Yes,0.70627,48,48,0.57605,0.83649
1993,Single-person household,Urban regions,Yes,0.36201,320,932,0.33114,0.39289
1993,Single-person household,Urban regions,No,0.63799,612,932,0.60711,0.66886
1993,Single-person household,Rural regions,Yes,0.45336,165,364,0.40215,0.50457
1993,Single-person household,Rural regions,No,0.54664,199,364,0.49543,0.59785
1993,Couple without children,Urban regions,Yes,0.56956,594,1141,0.54082,0.59830
1993,Couple without children,Urban regions,No,0.43044,547,1141,0.40170,0.45918
1993,Couple without children,Rural regions,Yes,0.68704,336,520,0.64714,0.72693
1993,Couple without children,Rural regions,No,0.31296,184,520,0.27307,0.35286
1993,Single parent,Urban regions,Yes,0.50517,115,250,0.44307,0.56727
1993,Single parent,Urban regions,No,0.49483,135,250,0.43273,0.55693
1993,Single parent,Rural regions,Yes,0.61786,60,117,0.52944,0.70629
1993,Single parent,Rural regions,No,0.38214,57,117,0.29371,0.47056
1993,Couple with children,Urban regions,Yes,0.67716,955,1742,0.65520,0.69912
1993,Couple with children,Urban regions,No,0.32284,787,1742,0.30088,0.34480
1993,Couple with children,Rural regions,Yes,0.77125,673,988,0.74504,0.79745
1993,Couple with children,Rural regions,No,0.22875,315,988,0.20255,0.25496
1993,Multi-generational household,Urban regions,Yes,0.66093,41,83,0.55847,0.76340
1993,Multi-generational household,Urban regions,No,0.33907,42,83,0.23660,0.44153
1993,Multi-generational household,Rural regions,Yes,0.96925,55,55,0.92320,1.01530
1993,Other Combinations,Urban regions,Yes,0.43610,43,95,0.33585,0.53635
1993,Other Combinations,Urban regions,No,0.56390,52,95,0.46365,0.66415
1993,Other Combinations,Rural regions,Yes,0.65226,41,41,0.50467,0.79985
1994,Single-person household,Urban regions,Yes,0.37498,325,919,0.34367,0.40630
1994,Single-person household,Urban regions,No,0.62502,594,919,0.59370,0.65633
1994,Single-person household,Rural regions,Yes,0.50001,185,366,0.44871,0.55130
1994,Single-person household,Rural regions,No,0.49999,181,366,0.44870,0.55129
1994,Couple without children,Urban regions,Yes,0.57705,598,1155,0.54854,0.60555
1994,Couple without children,Urban regions,No,0.42295,557,1155,0.39445,0.45146
1994,Couple without children,Rural regions,Yes,0.69373,355,546,0.65503,0.73243
1994,Couple without children,Rural regions,No,0.30627,191,546,0.26757,0.34497
1994,Single parent,Urban regions,Yes,0.50366,111,241,0.44040,0.56691
1994,Single parent,Urban regions,No,0.49634,130,241,0.43309,0.55960
1994,Single parent,Rural regions,Yes,0.59731,58,112,0.50607,0.68855
1994,Single parent,Rural regions,No,0.40269,54,112,0.31145,0.49393
1994,Couple with children,Urban regions,Yes,0.67585,922,1678,0.65345,0.69825
1994,Couple with children,Urban regions,No,0.32415,756,1678,0.30175,0.34655
1994,Couple with children,Rural regions,Yes,0.76168,648,950,0.73457,0.78878
1994,Couple with children,Rural regions,No,0.23832,302,950,0.21122,0.26543
1994,Multi-generational household,Urban regions,Yes,0.70129,40,75,0.59701,0.80557
1994,Multi-generational household,Urban regions,No,0.29871,35,75,0.19443,0.40299
1994,Multi-generational household,Rural regions,Yes,0.95778,50,50,0.90147,1.01408
1994,Other Combinations,Urban regions,Yes,0.54981,55,100,0.45181,0.64781
1994,Other Combinations,Urban regions,No,0.45019,45,100,0.35219,0.54819
1994,Other Combinations,Rural regions,Yes,0.65725,42,42,0.51197,0.80254
1995,Single-person household,Urban regions,Yes,0.38579,337,955,0.35490,0.41668
1995,Single-person household,Urban regions,No,0.61421,618,955,0.58332,0.64510
1995,Single-person household,Rural regions,Yes,0.51894,184,367,0.46775,0.57013
1995,Single-person household,Rural regions,No,0.48106,183,367,0.42987,0.53225
1995,Couple without children,Urban regions,Yes,0.56971,607,1190,0.54157,0.59785
1995,Couple without children,Urban regions,No,0.43029,583,1190,0.40215,0.45843
1995,Couple without children,Rural regions,Yes,0.70316,362,558,0.66522,0.74110
1995,Couple without children,Rural regions,No,0.29684,196,558,0.25890,0.33478
1995,Single parent,Urban regions,Yes,0.52703,111,244,0.46426,0.58981
1995,Single parent,Urban regions,No,0.47297,133,244,0.41019,0.53574
1995,Single parent,Rural regions,Yes,0.63056,65,119,0.54348,0.71765
1995,Single parent,Rural regions,No,0.36944,54,119,0.28235,0.45652
1995,Couple with children,Urban regions,Yes,0.65294,922,1722,0.63044,0.67543
1995,Couple with children,Urban regions,No,0.34706,800,1722,0.32457,0.36956
1995,Couple with children,Rural regions,Yes,0.76314,677,988,0.73662,0.78967
1995,Couple with children,Rural regions,No,0.23686,311,988,0.21033,0.26338
1995,Multi-generational household,Urban regions,Yes,0.65433,40,85,0.55263,0.75604
1995,Multi-generational household,Urban regions,No,0.34567,45,85,0.24396,0.44737
1995,Multi-generational household,Rural regions,Yes,0.90358,41,41,0.81211,0.99505
1995,Other Combinations,Urban regions,Yes,0.48213,52,100,0.38370,0.58056
1995,Other Combinations,Urban regions,No,0.51787,48,100,0.41944,0.61630
1995,Other Combinations,Rural regions,Yes,0.68534,42,42,0.54320,0.82749
1996,Single-person household,Urban regions,Yes,0.37443,335,961,0.34382,0.40505
1996,Single-person household,Urban regions,No,0.62557,626,961,0.59495,0.65618
1996,Single-person household,Rural regions,Yes,0.49320,192,396,0.44390,0.54251
1996,Single-person household,Rural regions,No,0.50680,204,396,0.45749,0.55610
1996,Couple without children,Urban regions,Yes,0.56730,598,1186,0.53909,0.59551
1996,Couple without children,Urban regions,No,0.43270,588,1186,0.40449,0.46091
1996,Couple without children,Rural regions,Yes,0.70817,377,583,0.67123,0.74510
1996,Couple without children,Rural regions,No,0.29183,206,583,0.25490,0.32877
1996,Single parent,Urban regions,Yes,0.48517,102,251,0.42322,0.54713
1996,Single parent,Urban regions,No,0.51483,149,251,0.45287,0.57678
1996,Single parent,Rural regions,Yes,0.68871,75,119,0.60516,0.77225
1996,Single parent,Rural regions,No,0.31129,44,119,0.22775,0.39484
1996,Couple with children,Urban regions,Yes,0.66927,930,1682,0.64678,0.69176
1996,Couple with children,Urban regions,No,0.33073,752,1682,0.30824,0.35322
1996,Couple with children,Rural regions,Yes,0.78088,665,933,0.75432,0.80744
1996,Couple with children,Rural regions,No,0.21912,268,933,0.19256,0.24568
1996,Multi-generational household,Urban regions,Yes,0.65806,37,74,0.54925,0.76688
1996,Multi-generational household,Urban regions,No,0.34194,37,74,0.23312,0.45075
1996,Multi-generational household,Rural regions,Yes,0.92668,37,37,0.84154,1.01183
1996,Other Combinations,Urban regions,Yes,0.61005,50,88,0.50756,0.71254
1996,Other Combinations,Urban regions,No,0.38995,38,88,0.28746,0.49244
1996,Other Combinations,Rural regions,Yes,0.71973,42,42,0.58225,0.85721
1997,Single-person household,Urban regions,Yes,0.37143,330,941,0.34054,0.40232
1997,Single-person household,Urban regions,No,0.62857,611,941,0.59768,0.65946
1997,Single-person household,Rural regions,Yes,0.52276,188,386,0.47287,0.57265
1997,Single-person household,Rural regions,No,0.47724,198,386,0.42735,0.52713
1997,Couple without children,Urban regions,Yes,0.57877,628,1208,0.55092,0.60663
1997,Couple without children,Urban regions,No,0.42123,580,1208,0.39337,0.44908
1997,Couple without children,Rural regions,Yes,0.70902,386,599,0.67261,0.74542
1997,Couple without children,Rural regions,No,0.29098,213,599,0.25458,0.32739
1997,Single parent,Urban regions,Yes,0.49183,110,250,0.42973,0.55393
1997,Single parent,Urban regions,No,0.50817,140,250,0.44607,0.57027
1997,Single parent,Rural regions,Yes,0.62291,71,126,0.53795,0.70788
1997,Single parent,Rural regions,No,0.37709,55,126,0.29212,0.46205
1997,Couple with children,Urban regions,Yes,0.68222,918,1615,0.65950,0.70493
1997,Couple with children,Urban regions,No,0.31778,697,1615,0.29507,0.34050
1997,Couple with children,Rural regions,Yes,0.79481,667,909,0.76854,0.82108
1997,Couple with children,Rural regions,No,0.20519,242,909,0.17892,0.23146
1997,Multi-generational household,Urban regions,Yes,0.63951,39,73,0.52861,0.75042
1997,Multi-generational household,Urban regions,No,0.36049,34,73,0.24958,0.47139
1997,Multi-generational household,Rural regions,Yes,0.93531,35,35,0.85263,1.01799
1997,Other Combinations,Urban regions,Yes,0.56544,46,87,0.46068,0.67021
1997,Other Combinations,Urban regions,No,0.43456,41,87,0.32979,0.53932
1997,Other Combinations,Rural regions,Yes,0.61662,38,38,0.45995,0.77328
1998,Single-person household,Urban regions,Yes,0.34737,396,1196,0.32038,0.37437
1998,Single-person household,Urban regions,No,0.65263,800,1196,0.62563,0.67962
1998,Single-person household,Rural regions,Yes,0.48489,216,485,0.44036,0.52941
1998,Single-person household,Rural regions,No,0.51511,269,485,0.47059,0.55964
1998,Couple without children,Urban regions,Yes,0.56270,756,1439,0.53706,0.58834
1998,Couple without children,Urban regions,No,0.43730,683,1439,0.41166,0.46294
1998,Couple without children,Rural regions,Yes,0.69391,461,729,0.66043,0.72739
1998,Couple without children,Rural regions,No,0.30609,268,729,0.27261,0.33957
1998,Single parent,Urban regions,Yes,0.44728,125,301,0.39101,0.50354
1998,Single parent,Urban regions,No,0.55272,176,301,0.49646,0.60899
1998,Single parent,Rural regions,Yes,0.52072,70,145,0.43913,0.60232
1998,Single parent,Rural regions,No,0.47928,75,145,0.39768,0.56087
1998,Couple with children,Urban regions,Yes,0.66027,1050,1784,0.63828,0.68225
1998,Couple with children,Urban regions,No,0.33973,734,1784,0.31775,0.36172
1998,Couple with children,Rural regions,Yes,0.78483,744,1020,0.75960,0.81006
1998,Couple with children,Rural regions,No,0.21517,276,1020,0.18994,0.24040
1998,Multi-generational household,Urban regions,Yes,0.58115,33,69,0.46388,0.69841
1998,Multi-generational household,Urban regions,No,0.41885,36,69,0.30159,0.53612
1998,Multi-generational household,Rural regions,Yes,0.97531,34,34,0.92236,1.02826
1998,Other Combinations,Urban regions,Yes,0.55474,56,100,0.45684,0.65264
1998,Other Combinations,Urban regions,No,0.44526,44,100,0.34736,0.54316
1998,Other Combinations,Rural regions,Yes,0.55536,37,37,0.39303,0.71769
