"ple0055","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"0","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","3","","",""
"0","1995","2","Westdeutschland","","","",""
"0","1995","2","Ostdeutschland","2","","",""
"0","1995","3","Westdeutschland","","","",""
"0","1995","3","Ostdeutschland","1","","",""
"0","1995","4","Westdeutschland","","","",""
"0","1995","4","Ostdeutschland","1","","",""
"0","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"0","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"1","1995","1 Einkommensschwächstes Quintil","Westdeutschland","311","0.703178399074098","0.659329310001325","0.747027488146871"
"1","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","160","0.757263691007895","0.699551029962421","0.81497635205337"
"1","1995","2","Westdeutschland","206","0.707844508075743","0.654097077819708","0.761591938331777"
"1","1995","2","Ostdeutschland","94","0.748722003208685","0.671116057305583","0.826327949111788"
"1","1995","3","Westdeutschland","140","0.782006943183655","0.721690118059549","0.842323768307761"
"1","1995","3","Ostdeutschland","46","0.805748061742647","0.701192037334641","0.910304086150654"
"1","1995","4","Westdeutschland","102","0.813925921538149","0.746242608496436","0.881609234579863"
"1","1995","4","Ostdeutschland","13","","",""
"1","1995","5 Einkommensstärkstes Quintil","Westdeutschland","49","0.803533081323733","0.702149253858079","0.904916908789387"
"1","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","1","","",""
"2","1995","1 Einkommensschwächstes Quintil","Westdeutschland","68","0.192333004309017","0.154504154261988","0.230161854356046"
"2","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","32","0.15104570635751","0.102842435626958","0.199248977088063"
"2","1995","2","Westdeutschland","43","0.16282872737409","0.119191774463341","0.20646568028484"
"2","1995","2","Ostdeutschland","14","","",""
"2","1995","3","Westdeutschland","26","","",""
"2","1995","3","Ostdeutschland","4","","",""
"2","1995","4","Westdeutschland","18","","",""
"2","1995","4","Ostdeutschland","2","","",""
"2","1995","5 Einkommensstärkstes Quintil","Westdeutschland","9","","",""
"2","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"3","1995","1 Einkommensschwächstes Quintil","Westdeutschland","20","","",""
"3","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","9","","",""
"3","1995","2","Westdeutschland","10","","",""
"3","1995","2","Ostdeutschland","5","","",""
"3","1995","3","Westdeutschland","6","","",""
"3","1995","3","Ostdeutschland","1","","",""
"3","1995","4","Westdeutschland","2","","",""
"3","1995","4","Ostdeutschland","2","","",""
"3","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"3","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"4","1995","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"4","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","5","","",""
"4","1995","2","Westdeutschland","6","","",""
"4","1995","2","Ostdeutschland","1","","",""
"4","1995","3","Westdeutschland","4","","",""
"4","1995","3","Ostdeutschland","1","","",""
"4","1995","4","Westdeutschland","3","","",""
"4","1995","4","Ostdeutschland","","","",""
"4","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"4","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"5","1995","1 Einkommensschwächstes Quintil","Westdeutschland","4","","",""
"5","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"5","1995","2","Westdeutschland","3","","",""
"5","1995","2","Ostdeutschland","","","",""
"5","1995","3","Westdeutschland","3","","",""
"5","1995","3","Ostdeutschland","","","",""
"5","1995","4","Westdeutschland","","","",""
"5","1995","4","Ostdeutschland","","","",""
"5","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"5","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"6","1995","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"6","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"6","1995","2","Westdeutschland","2","","",""
"6","1995","2","Ostdeutschland","","","",""
"6","1995","3","Westdeutschland","","","",""
"6","1995","3","Ostdeutschland","1","","",""
"6","1995","4","Westdeutschland","1","","",""
"6","1995","4","Ostdeutschland","","","",""
"6","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"6","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
