"ple0055","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","1984","Schleswig-Holstein","männlich","","","",""
"0","1984","Schleswig-Holstein","weiblich","","","",""
"0","1984","Hamburg","männlich","","","",""
"0","1984","Hamburg","weiblich","","","",""
"0","1984","Niedersachsen","männlich","","","",""
"0","1984","Niedersachsen","weiblich","","","",""
"0","1984","Bremen","männlich","","","",""
"0","1984","Bremen","weiblich","","","",""
"0","1984","Nordrhein-Westfalen","männlich","1","","",""
"0","1984","Nordrhein-Westfalen","weiblich","1","","",""
"0","1984","Hessen","männlich","","","",""
"0","1984","Hessen","weiblich","","","",""
"0","1984","Rheinland-Pfalz,Saarland","männlich","","","",""
"0","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"0","1984","Baden-Württemberg","männlich","","","",""
"0","1984","Baden-Württemberg","weiblich","","","",""
"0","1984","Bayern","männlich","","","",""
"0","1984","Bayern","weiblich","","","",""
"0","1984","Saarland","männlich","","","",""
"0","1984","Saarland","weiblich","","","",""
"0","1984","Berlin","männlich","","","",""
"0","1984","Berlin","weiblich","","","",""
"0","1984","Brandenburg","männlich","","","",""
"0","1984","Brandenburg","weiblich","","","",""
"0","1984","Mecklenburg-Vorpommern","männlich","","","",""
"0","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"0","1984","Sachsen","männlich","","","",""
"0","1984","Sachsen","weiblich","","","",""
"0","1984","Sachsen-Anhalt","männlich","","","",""
"0","1984","Sachsen-Anhalt","weiblich","","","",""
"0","1984","Thüringen","männlich","","","",""
"0","1984","Thüringen","weiblich","","","",""
"1","1984","Schleswig-Holstein","männlich","9","","",""
"1","1984","Schleswig-Holstein","weiblich","25","","",""
"1","1984","Hamburg","männlich","10","","",""
"1","1984","Hamburg","weiblich","16","","",""
"1","1984","Niedersachsen","männlich","35","0.713388766714096","0.585469132307905","0.841308401120286"
"1","1984","Niedersachsen","weiblich","73","0.871041316500996","0.798938252876597","0.943144380125395"
"1","1984","Bremen","männlich","8","","",""
"1","1984","Bremen","weiblich","7","","",""
"1","1984","Nordrhein-Westfalen","männlich","114","0.740371047297908","0.668761963162376","0.81198013143344"
"1","1984","Nordrhein-Westfalen","weiblich","170","0.816239924534145","0.763094301303564","0.869385547764725"
"1","1984","Hessen","männlich","41","0.827710592294754","0.723038324314677","0.932382860274831"
"1","1984","Hessen","weiblich","65","0.817039179961544","0.732840346970637","0.90123801295245"
"1","1984","Rheinland-Pfalz,Saarland","männlich","31","0.766363933916541","0.635232875400879","0.897494992432203"
"1","1984","Rheinland-Pfalz,Saarland","weiblich","38","0.814218292097623","0.701824822488853","0.926611761706392"
"1","1984","Baden-Württemberg","männlich","86","0.816408324878182","0.741641371691699","0.891175278064666"
"1","1984","Baden-Württemberg","weiblich","120","0.795032365953616","0.729327257186911","0.860737474720322"
"1","1984","Bayern","männlich","82","0.828311558995606","0.755127685089428","0.901495432901784"
"1","1984","Bayern","weiblich","96","0.848117709375459","0.781648469132677","0.914586949618241"
"1","1984","Saarland","männlich","","","",""
"1","1984","Saarland","weiblich","","","",""
"1","1984","Berlin","männlich","17","","",""
"1","1984","Berlin","weiblich","13","","",""
"1","1984","Brandenburg","männlich","","","",""
"1","1984","Brandenburg","weiblich","","","",""
"1","1984","Mecklenburg-Vorpommern","männlich","","","",""
"1","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"1","1984","Sachsen","männlich","","","",""
"1","1984","Sachsen","weiblich","","","",""
"1","1984","Sachsen-Anhalt","männlich","","","",""
"1","1984","Sachsen-Anhalt","weiblich","","","",""
"1","1984","Thüringen","männlich","","","",""
"1","1984","Thüringen","weiblich","","","",""
"2","1984","Schleswig-Holstein","männlich","2","","",""
"2","1984","Schleswig-Holstein","weiblich","1","","",""
"2","1984","Hamburg","männlich","2","","",""
"2","1984","Hamburg","weiblich","","","",""
"2","1984","Niedersachsen","männlich","7","","",""
"2","1984","Niedersachsen","weiblich","3","","",""
"2","1984","Bremen","männlich","2","","",""
"2","1984","Bremen","weiblich","","","",""
"2","1984","Nordrhein-Westfalen","männlich","21","","",""
"2","1984","Nordrhein-Westfalen","weiblich","21","","",""
"2","1984","Hessen","männlich","7","","",""
"2","1984","Hessen","weiblich","13","","",""
"2","1984","Rheinland-Pfalz,Saarland","männlich","7","","",""
"2","1984","Rheinland-Pfalz,Saarland","weiblich","6","","",""
"2","1984","Baden-Württemberg","männlich","9","","",""
"2","1984","Baden-Württemberg","weiblich","16","","",""
"2","1984","Bayern","männlich","11","","",""
"2","1984","Bayern","weiblich","12","","",""
"2","1984","Saarland","männlich","","","",""
"2","1984","Saarland","weiblich","","","",""
"2","1984","Berlin","männlich","1","","",""
"2","1984","Berlin","weiblich","1","","",""
"2","1984","Brandenburg","männlich","","","",""
"2","1984","Brandenburg","weiblich","","","",""
"2","1984","Mecklenburg-Vorpommern","männlich","","","",""
"2","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"2","1984","Sachsen","männlich","","","",""
"2","1984","Sachsen","weiblich","","","",""
"2","1984","Sachsen-Anhalt","männlich","","","",""
"2","1984","Sachsen-Anhalt","weiblich","","","",""
"2","1984","Thüringen","männlich","","","",""
"2","1984","Thüringen","weiblich","","","",""
"3","1984","Schleswig-Holstein","männlich","","","",""
"3","1984","Schleswig-Holstein","weiblich","1","","",""
"3","1984","Hamburg","männlich","","","",""
"3","1984","Hamburg","weiblich","1","","",""
"3","1984","Niedersachsen","männlich","4","","",""
"3","1984","Niedersachsen","weiblich","3","","",""
"3","1984","Bremen","männlich","","","",""
"3","1984","Bremen","weiblich","","","",""
"3","1984","Nordrhein-Westfalen","männlich","3","","",""
"3","1984","Nordrhein-Westfalen","weiblich","7","","",""
"3","1984","Hessen","männlich","1","","",""
"3","1984","Hessen","weiblich","2","","",""
"3","1984","Rheinland-Pfalz,Saarland","männlich","1","","",""
"3","1984","Rheinland-Pfalz,Saarland","weiblich","1","","",""
"3","1984","Baden-Württemberg","männlich","5","","",""
"3","1984","Baden-Württemberg","weiblich","4","","",""
"3","1984","Bayern","männlich","5","","",""
"3","1984","Bayern","weiblich","1","","",""
"3","1984","Saarland","männlich","","","",""
"3","1984","Saarland","weiblich","","","",""
"3","1984","Berlin","männlich","2","","",""
"3","1984","Berlin","weiblich","","","",""
"3","1984","Brandenburg","männlich","","","",""
"3","1984","Brandenburg","weiblich","","","",""
"3","1984","Mecklenburg-Vorpommern","männlich","","","",""
"3","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"3","1984","Sachsen","männlich","","","",""
"3","1984","Sachsen","weiblich","","","",""
"3","1984","Sachsen-Anhalt","männlich","","","",""
"3","1984","Sachsen-Anhalt","weiblich","","","",""
"3","1984","Thüringen","männlich","","","",""
"3","1984","Thüringen","weiblich","","","",""
"4","1984","Schleswig-Holstein","männlich","","","",""
"4","1984","Schleswig-Holstein","weiblich","","","",""
"4","1984","Hamburg","männlich","","","",""
"4","1984","Hamburg","weiblich","","","",""
"4","1984","Niedersachsen","männlich","","","",""
"4","1984","Niedersachsen","weiblich","2","","",""
"4","1984","Bremen","männlich","","","",""
"4","1984","Bremen","weiblich","","","",""
"4","1984","Nordrhein-Westfalen","männlich","2","","",""
"4","1984","Nordrhein-Westfalen","weiblich","1","","",""
"4","1984","Hessen","männlich","1","","",""
"4","1984","Hessen","weiblich","1","","",""
"4","1984","Rheinland-Pfalz,Saarland","männlich","","","",""
"4","1984","Rheinland-Pfalz,Saarland","weiblich","1","","",""
"4","1984","Baden-Württemberg","männlich","2","","",""
"4","1984","Baden-Württemberg","weiblich","2","","",""
"4","1984","Bayern","männlich","1","","",""
"4","1984","Bayern","weiblich","2","","",""
"4","1984","Saarland","männlich","","","",""
"4","1984","Saarland","weiblich","","","",""
"4","1984","Berlin","männlich","","","",""
"4","1984","Berlin","weiblich","","","",""
"4","1984","Brandenburg","männlich","","","",""
"4","1984","Brandenburg","weiblich","","","",""
