"ple0055","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"0","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"0","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"0","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"0","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"0","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"0","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1","1984","kein Migrationshintergrund","Westdeutschland","720","0.807701221859902","0.781750773703302","0.833651670016503"
"1","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"1","1984","direkter Migrationshintergrund","Westdeutschland","331","0.865169834145918","0.831097753319764","0.899241914972072"
"1","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2","1984","kein Migrationshintergrund","Westdeutschland","104","0.121597081004247","0.100077208696418","0.143116953312075"
"2","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"2","1984","direkter Migrationshintergrund","Westdeutschland","37","0.0789198669991382","0.052023333003911","0.105816400994365"
"2","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3","1984","kein Migrationshintergrund","Westdeutschland","30","0.0347106770860711","0.0226577779006585","0.0467635762714837"
"3","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"3","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"3","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"4","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"4","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"4","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"5","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"5","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"5","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"5","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"5","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"5","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"6","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"6","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"6","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"6","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"6","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"6","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"7","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"7","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"7","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"7","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"7","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"7","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"8","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"8","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"8","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"8","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"8","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"8","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"9","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"9","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"9","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"9","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"9","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"9","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"10","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"10","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"10","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"10","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"10","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"10","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"11","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"11","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"11","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"11","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"11","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"11","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"12","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"12","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"12","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"12","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"12","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"12","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"13","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"13","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"13","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"13","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"13","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"13","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"14","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"14","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"14","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"14","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"14","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"14","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"15","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"15","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"15","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"15","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"15","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"15","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"16","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"16","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"16","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"16","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"16","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"16","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"17","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"17","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"17","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"17","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"17","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"17","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"18","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"18","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"18","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"18","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"18","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"18","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"19","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"19","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"19","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"19","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"19","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"19","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"20","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"20","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"20","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"20","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"20","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"20","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"21","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"21","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"21","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"21","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"21","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"21","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"22","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"22","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"22","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"22","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"22","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"22","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"23","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"23","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"23","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"23","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"23","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"23","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"24","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"24","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"24","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"24","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"24","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"24","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"25","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"25","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"25","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"25","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"25","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"25","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"26","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"26","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"26","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"26","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"26","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"26","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"27","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"27","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"27","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"27","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"27","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"27","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"28","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"28","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"28","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"28","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"28","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"28","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"30","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"30","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"30","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"30","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"30","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"30","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"31","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"31","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"31","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"31","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"31","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"31","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"32","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"32","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"32","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"32","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"32","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"32","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"35","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"35","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"35","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"35","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"35","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"35","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"36","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"36","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"36","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"36","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"36","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"36","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"40","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"40","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"40","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"40","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"40","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"40","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"42","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"42","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"42","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"42","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"42","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"42","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"45","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"45","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"45","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"45","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"45","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"45","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"48","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"48","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"48","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"48","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"48","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"48","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"50","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"50","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"50","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"50","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"50","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"50","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"51","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"51","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"51","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"51","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"51","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"51","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"64","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"64","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"64","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"64","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"64","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"64","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"65","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"65","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"65","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"65","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"65","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"65","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"90","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"90","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"90","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"90","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"90","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"90","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"98","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"98","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"98","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"98","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"98","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"98","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"100","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"100","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"100","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
