year,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,(0) No qualification (yet),0.01398,95,5910,0.01099,0.01697
1984,male,(1a) Inadequately completed,0.01892,478,5910,0.01545,0.02239
1984,male,(1b) General Elementary School,0.10400,977,5910,0.09622,0.11179
1984,male,(1c) Basic Vocational Qualification,0.39296,2523,5910,0.38051,0.40542
1984,male,(2) Intermediate General/Vocational Qualification,0.12813,785,5910,0.11960,0.13665
1984,male,(2c_gen) General Maturity Certificate,0.03036,238,5910,0.02599,0.03474
1984,male,(2c_voc) Vocational Maturity Certificate,0.03781,279,5910,0.03294,0.04267
1984,male,(3a) Lower Tertiary Education,0.03300,192,5910,0.02844,0.03755
1984,male,(3b) Higher Tertiary Education,0.05101,343,5910,0.04540,0.05662
1984,female,(0) No qualification (yet),0.01237,93,6163,0.00961,0.01513
1984,female,(1a) Inadequately completed,0.02066,615,6163,0.01711,0.02422
1984,female,(1b) General Elementary School,0.28841,2018,6163,0.27710,0.29972
1984,female,(1c) Basic Vocational Qualification,0.26006,1731,6163,0.24910,0.27101
1984,female,(2) Intermediate General/Vocational Qualification,0.17378,1100,6163,0.16431,0.18324
1984,female,(2c_gen) General Maturity Certificate,0.02058,177,6163,0.01703,0.02412
1984,female,(2c_voc) Vocational Maturity Certificate,0.02274,174,6163,0.01902,0.02646
1984,female,(3a) Lower Tertiary Education,0.01126,74,6163,0.00862,0.01389
1984,female,(3b) Higher Tertiary Education,0.02628,181,6163,0.02229,0.03028
1985,male,(0) No qualification (yet),0.01880,112,5354,0.01516,0.02244
1985,male,(1a) Inadequately completed,0.01915,388,5354,0.01548,0.02282
1985,male,(1b) General Elementary School,0.10185,866,5354,0.09375,0.10996
1985,male,(1c) Basic Vocational Qualification,0.39042,2262,5354,0.37735,0.40349
1985,male,(2) Intermediate General/Vocational Qualification,0.13578,754,5354,0.12660,0.14495
1985,male,(2c_gen) General Maturity Certificate,0.02900,215,5354,0.02450,0.03349
1985,male,(2c_voc) Vocational Maturity Certificate,0.03872,248,5354,0.03356,0.04389
1985,male,(3a) Lower Tertiary Education,0.03333,177,5354,0.02852,0.03814
1985,male,(3b) Higher Tertiary Education,0.05460,332,5354,0.04851,0.06068
1985,female,(0) No qualification (yet),0.01110,75,5531,0.00833,0.01386
