year,age_gr,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,(0) No qualification (yet),0.06381,188,3414,0.05561,0.07201
1984,17-29 y.,West,(1a) Inadequately completed,0.02751,213,3414,0.02202,0.03300
1984,17-29 y.,West,(1b) General Elementary School,0.15282,710,3414,0.14075,0.16489
1984,17-29 y.,West,(1c) Basic Vocational Qualification,0.26914,874,3414,0.25426,0.28402
1984,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.29123,817,3414,0.27599,0.30647
1984,17-29 y.,West,(2c_gen) General Maturity Certificate,0.10262,326,3414,0.09244,0.11280
1984,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.05081,158,3414,0.04344,0.05818
1984,17-29 y.,West,(3a) Lower Tertiary Education,0.01240,39,3414,0.00868,0.01611
1984,17-29 y.,West,(3b) Higher Tertiary Education,0.02590,89,3414,0.02057,0.03122
1984,30-45 y.,West,(1a) Inadequately completed,0.03160,445,3865,0.02609,0.03712
1984,30-45 y.,West,(1b) General Elementary School,0.15758,773,3865,0.14609,0.16907
1984,30-45 y.,West,(1c) Basic Vocational Qualification,0.46492,1537,3865,0.44919,0.48065
1984,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.17449,521,3865,0.16252,0.18645
1984,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01127,60,3865,0.00794,0.01460
1984,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.03464,151,3865,0.02887,0.04040
1984,30-45 y.,West,(3a) Lower Tertiary Education,0.03726,110,3865,0.03129,0.04324
1984,30-45 y.,West,(3b) Higher Tertiary Education,0.08374,268,3865,0.07500,0.09247
1984,46-65 y.,West,(1a) Inadequately completed,0.02273,417,3507,0.01780,0.02767
1984,46-65 y.,West,(1b) General Elementary School,0.30479,1029,3507,0.28956,0.32003
1984,46-65 y.,West,(1c) Basic Vocational Qualification,0.43646,1367,3507,0.42004,0.45287
1984,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.12817,370,3507,0.11711,0.13924
1984,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02986,103,3507,0.02422,0.03549
1984,46-65 y.,West,(3a) Lower Tertiary Education,0.03312,94,3507,0.02719,0.03904
1984,46-65 y.,West,(3b) Higher Tertiary Education,0.03841,127,3507,0.03205,0.04477
1984,66 and older,West,(1b) General Elementary School,0.38946,483,1217,0.36205,0.41687
1984,66 and older,West,(1c) Basic Vocational Qualification,0.37362,476,1217,0.34643,0.40081
1984,66 and older,West,(2) Intermediate General/Vocational Qualification,0.14371,177,1217,0.12399,0.16342
