year,age_gr,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,At least once per week,0.06995,157,2126,0.05910,0.08079
1990,17-29 y.,Urban regions,At least once per month,0.30266,677,2126,0.28313,0.32219
1990,17-29 y.,Urban regions,Seldom,0.45364,1068,2126,0.43247,0.47481
1990,17-29 y.,Urban regions,Never,0.06036,224,2126,0.05023,0.07048
1990,17-29 y.,Rural regions,At least once per week,0.05029,49,565,0.03225,0.06833
1990,17-29 y.,Rural regions,At least once per month,0.18385,165,565,0.15188,0.21582
1990,17-29 y.,Rural regions,Seldom,0.30881,302,565,0.27069,0.34694
1990,17-29 y.,Rural regions,Never,0.03596,49,565,0.02059,0.05133
1990,30-45 y.,Urban regions,At least once per week,0.07231,165,2227,0.06155,0.08307
1990,30-45 y.,Urban regions,At least once per month,0.32821,756,2227,0.30870,0.34772
1990,30-45 y.,Urban regions,Seldom,0.43972,1097,2227,0.41910,0.46034
1990,30-45 y.,Urban regions,Never,0.05646,209,2227,0.04687,0.06605
1990,30-45 y.,Rural regions,At least once per week,0.04783,38,546,0.02991,0.06575
1990,30-45 y.,Rural regions,At least once per month,0.20683,188,546,0.17283,0.24084
1990,30-45 y.,Rural regions,Seldom,0.29121,277,546,0.25307,0.32935
1990,30-45 y.,Rural regions,Never,0.02779,43,546,0.01399,0.04159
1990,46-65 y.,Urban regions,At least once per week,0.08704,185,2296,0.07551,0.09858
1990,46-65 y.,Urban regions,At least once per month,0.29509,667,2296,0.27643,0.31375
1990,46-65 y.,Urban regions,Seldom,0.43064,1111,2296,0.41038,0.45090
1990,46-65 y.,Urban regions,Never,0.07784,333,2296,0.06688,0.08880
1990,46-65 y.,Rural regions,At least once per week,0.04971,44,584,0.03207,0.06736
1990,46-65 y.,Rural regions,At least once per month,0.20398,196,584,0.17127,0.23669
1990,46-65 y.,Rural regions,Seldom,0.30718,302,584,0.26973,0.34463
1990,46-65 y.,Rural regions,Never,0.02912,42,584,0.01547,0.04277
1990,66 and older,Urban regions,At least once per week,0.07715,64,779,0.05840,0.09590
1990,66 and older,Urban regions,At least once per month,0.24588,222,779,0.21562,0.27613
1990,66 and older,Urban regions,Seldom,0.36310,318,779,0.32931,0.39689
1990,66 and older,Urban regions,Never,0.22298,175,779,0.19373,0.25223
1990,66 and older,Rural regions,At least once per month,0.14976,61,244,0.10489,0.19463
1990,66 and older,Rural regions,Seldom,0.29664,118,244,0.23921,0.35407
1990,66 and older,Rural regions,Never,0.16319,65,244,0.11672,0.20965
1995,17-29 y.,Urban regions,At least once per week,0.05425,115,2213,0.04481,0.06369
1995,17-29 y.,Urban regions,At least once per month,0.25460,548,2213,0.23644,0.27275
1995,17-29 y.,Urban regions,Seldom,0.57861,1283,2213,0.55803,0.59919
1995,17-29 y.,Urban regions,Never,0.10729,267,2213,0.09439,0.12019
1995,17-29 y.,Rural regions,At least once per week,0.05489,55,1116,0.04152,0.06826
1995,17-29 y.,Rural regions,At least once per month,0.30365,332,1116,0.27666,0.33064
1995,17-29 y.,Rural regions,Seldom,0.57698,662,1116,0.54798,0.60598
1995,17-29 y.,Rural regions,Never,0.05971,67,1116,0.04580,0.07362
1995,30-45 y.,Urban regions,At least once per week,0.07223,180,2862,0.06274,0.08172
1995,30-45 y.,Urban regions,At least once per month,0.32401,868,2862,0.30686,0.34116
1995,30-45 y.,Urban regions,Seldom,0.52636,1550,2862,0.50806,0.54465
1995,30-45 y.,Urban regions,Never,0.06934,264,2862,0.06003,0.07865
1995,30-45 y.,Rural regions,At least once per week,0.05774,81,1551,0.04613,0.06935
1995,30-45 y.,Rural regions,At least once per month,0.28913,469,1551,0.26656,0.31170
1995,30-45 y.,Rural regions,Seldom,0.57276,874,1551,0.54814,0.59739
1995,30-45 y.,Rural regions,Never,0.07421,127,1551,0.06116,0.08726
1995,46-65 y.,Urban regions,At least once per week,0.06277,140,2578,0.05341,0.07214
1995,46-65 y.,Urban regions,At least once per month,0.26320,627,2578,0.24620,0.28020
1995,46-65 y.,Urban regions,Seldom,0.55589,1433,2578,0.53671,0.57507
1995,46-65 y.,Urban regions,Never,0.11213,378,2578,0.09995,0.12431
1995,46-65 y.,Rural regions,At least once per week,0.05639,65,1362,0.04413,0.06864
1995,46-65 y.,Rural regions,At least once per month,0.28991,399,1362,0.26581,0.31402
1995,46-65 y.,Rural regions,Seldom,0.54625,773,1362,0.51980,0.57270
1995,46-65 y.,Rural regions,Never,0.10101,125,1362,0.08500,0.11702
1995,66 and older,Urban regions,At least once per week,0.05333,60,995,0.03936,0.06730
1995,66 and older,Urban regions,At least once per month,0.25963,249,995,0.23237,0.28688
1995,66 and older,Urban regions,Seldom,0.40921,424,995,0.37864,0.43978
1995,66 and older,Urban regions,Never,0.26284,262,995,0.23547,0.29020
1995,66 and older,Rural regions,At least once per month,0.22188,106,486,0.18490,0.25886
1995,66 and older,Rural regions,Seldom,0.45214,247,486,0.40784,0.49643
1995,66 and older,Rural regions,Never,0.26051,133,486,0.22145,0.29957
1998,17-29 y.,Urban regions,At least once per week,0.05214,95,2036,0.04248,0.06180
1998,17-29 y.,Urban regions,At least once per month,0.24748,502,2036,0.22873,0.26623
1998,17-29 y.,Urban regions,Seldom,0.61072,1263,2036,0.58953,0.63190
1998,17-29 y.,Urban regions,Never,0.08047,176,2036,0.06865,0.09229
1998,17-29 y.,Rural regions,At least once per week,0.04434,54,1103,0.03218,0.05649
1998,17-29 y.,Rural regions,At least once per month,0.26087,284,1103,0.23494,0.28679
1998,17-29 y.,Rural regions,Seldom,0.62833,693,1103,0.59980,0.65686
1998,17-29 y.,Rural regions,Never,0.06093,72,1103,0.04681,0.07506
1998,30-45 y.,Urban regions,At least once per week,0.04167,132,3147,0.03469,0.04866
1998,30-45 y.,Urban regions,At least once per month,0.27862,828,3147,0.26295,0.29428
1998,30-45 y.,Urban regions,Seldom,0.60497,1946,3147,0.58789,0.62205
1998,30-45 y.,Urban regions,Never,0.06716,241,3147,0.05841,0.07591
1998,30-45 y.,Rural regions,At least once per week,0.04675,72,1650,0.03656,0.05694
1998,30-45 y.,Rural regions,At least once per month,0.23779,398,1650,0.21724,0.25834
1998,30-45 y.,Rural regions,Seldom,0.63423,1053,1650,0.61098,0.65748
1998,30-45 y.,Rural regions,Never,0.07593,127,1650,0.06314,0.08871
1998,46-65 y.,Urban regions,At least once per week,0.05291,144,2784,0.04460,0.06123
1998,46-65 y.,Urban regions,At least once per month,0.26725,690,2784,0.25080,0.28369
1998,46-65 y.,Urban regions,Seldom,0.56652,1621,2784,0.54811,0.58493
1998,46-65 y.,Urban regions,Never,0.10285,329,2784,0.09157,0.11414
1998,46-65 y.,Rural regions,At least once per week,0.04940,73,1572,0.03868,0.06011
1998,46-65 y.,Rural regions,At least once per month,0.24008,364,1572,0.21896,0.26120
1998,46-65 y.,Rural regions,Seldom,0.60855,994,1572,0.58441,0.63268
1998,46-65 y.,Rural regions,Never,0.08982,141,1572,0.07568,0.10395
1998,66 and older,Urban regions,At least once per week,0.05836,71,1217,0.04519,0.07154
1998,66 and older,Urban regions,At least once per month,0.22490,273,1217,0.20143,0.24837
1998,66 and older,Urban regions,Seldom,0.48654,624,1217,0.45844,0.51463
1998,66 and older,Urban regions,Never,0.20914,249,1217,0.18628,0.23200
1998,66 and older,Rural regions,At least once per week,0.06286,33,613,0.04363,0.08209
1998,66 and older,Rural regions,At least once per month,0.21443,129,613,0.18191,0.24695
1998,66 and older,Rural regions,Seldom,0.50415,309,613,0.46454,0.54376
1998,66 and older,Rural regions,Never,0.20997,142,613,0.17770,0.24223
2003,17-29 y.,Urban regions,At least once per week,0.03506,91,2598,0.02798,0.04213
2003,17-29 y.,Urban regions,At least once per month,0.22274,620,2598,0.20673,0.23874
2003,17-29 y.,Urban regions,Seldom,0.61305,1590,2598,0.59432,0.63178
2003,17-29 y.,Urban regions,Never,0.12159,297,2598,0.10902,0.13416
2003,17-29 y.,Rural regions,At least once per week,0.04360,67,1383,0.03283,0.05436
2003,17-29 y.,Rural regions,At least once per month,0.22458,318,1383,0.20258,0.24658
2003,17-29 y.,Rural regions,Seldom,0.62343,875,1383,0.59789,0.64898
2003,17-29 y.,Rural regions,Never,0.10429,123,1383,0.08818,0.12041
2003,30-45 y.,Urban regions,At least once per week,0.04794,214,4643,0.04180,0.05409
2003,30-45 y.,Urban regions,At least once per month,0.26605,1284,4643,0.25334,0.27876
2003,30-45 y.,Urban regions,Seldom,0.58099,2723,4643,0.56680,0.59519
2003,30-45 y.,Urban regions,Never,0.09893,422,4643,0.09034,0.10751
2003,30-45 y.,Rural regions,At least once per week,0.03431,89,2255,0.02679,0.04182
2003,30-45 y.,Rural regions,At least once per month,0.25456,579,2255,0.23658,0.27255
2003,30-45 y.,Rural regions,Seldom,0.61016,1385,2255,0.59002,0.63029
2003,30-45 y.,Rural regions,Never,0.09446,202,2255,0.08239,0.10653
2003,46-65 y.,Urban regions,At least once per week,0.05057,286,5015,0.04451,0.05664
2003,46-65 y.,Urban regions,At least once per month,0.25224,1378,5015,0.24021,0.26426
2003,46-65 y.,Urban regions,Seldom,0.56378,2842,5015,0.55006,0.57751
2003,46-65 y.,Urban regions,Never,0.12505,509,5015,0.11590,0.13421
2003,46-65 y.,Rural regions,At least once per week,0.04140,118,2514,0.03361,0.04919
2003,46-65 y.,Rural regions,At least once per month,0.23915,641,2514,0.22247,0.25583
2003,46-65 y.,Rural regions,Seldom,0.60771,1511,2514,0.58862,0.62680
2003,46-65 y.,Rural regions,Never,0.10698,244,2514,0.09490,0.11907
2003,66 and older,Urban regions,At least once per week,0.05053,139,2370,0.04171,0.05935
2003,66 and older,Urban regions,At least once per month,0.21852,552,2370,0.20188,0.23516
2003,66 and older,Urban regions,Seldom,0.48097,1151,2370,0.46085,0.50109
2003,66 and older,Urban regions,Never,0.23348,528,2370,0.21645,0.25052
2003,66 and older,Rural regions,At least once per week,0.05369,68,1245,0.04116,0.06622
2003,66 and older,Rural regions,At least once per month,0.18419,262,1245,0.16265,0.20573
2003,66 and older,Rural regions,Seldom,0.51719,645,1245,0.48942,0.54496
2003,66 and older,Rural regions,Never,0.24108,270,1245,0.21731,0.26485
2008,17-29 y.,Urban regions,At least once per week,0.01749,39,2077,0.01185,0.02313
