year,age_gr,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,At least once per week,0.06341,206,2691,0.05420,0.07262
1990,17-29 y.,At least once per month,0.26356,842,2691,0.24691,0.28021
1990,17-29 y.,Seldom,0.40567,1370,2691,0.38712,0.42423
1990,17-29 y.,Never,0.05233,273,2691,0.04392,0.06075
1990,30-45 y.,At least once per week,0.06482,203,2773,0.05565,0.07398
1990,30-45 y.,At least once per month,0.29121,944,2773,0.27429,0.30812
1990,30-45 y.,Seldom,0.39427,1374,2773,0.37608,0.41246
1990,30-45 y.,Never,0.04782,252,2773,0.03987,0.05576
1990,46-65 y.,At least once per week,0.07502,229,2880,0.06540,0.08465
1990,46-65 y.,At least once per month,0.26546,863,2880,0.24933,0.28159
1990,46-65 y.,Seldom,0.39039,1413,2880,0.37257,0.40821
1990,46-65 y.,Never,0.06227,375,2880,0.05345,0.07110
1990,66 and older,At least once per week,0.06009,75,1034,0.04559,0.07458
1990,66 and older,At least once per month,0.21434,283,1034,0.18932,0.23937
1990,66 and older,Seldom,0.34099,436,1034,0.31208,0.36990
1990,66 and older,Never,0.20325,240,1034,0.17871,0.22780
1995,17-29 y.,At least once per week,0.05445,170,3329,0.04674,0.06216
1995,17-29 y.,At least once per month,0.27030,880,3329,0.25521,0.28539
1995,17-29 y.,Seldom,0.57809,1945,3329,0.56131,0.59487
1995,17-29 y.,Never,0.09206,334,3329,0.08224,0.10188
1995,30-45 y.,At least once per week,0.06778,261,4413,0.06036,0.07519
1995,30-45 y.,At least once per month,0.31329,1337,4413,0.29960,0.32697
1995,30-45 y.,Seldom,0.54062,2424,4413,0.52592,0.55533
1995,30-45 y.,Never,0.07084,391,4413,0.06327,0.07841
1995,46-65 y.,At least once per week,0.06071,205,3940,0.05325,0.06816
1995,46-65 y.,At least once per month,0.27184,1026,3940,0.25795,0.28574
1995,46-65 y.,Seldom,0.55277,2206,3940,0.53724,0.56830
1995,46-65 y.,Never,0.10853,503,3940,0.09882,0.11824
1995,66 and older,At least once per week,0.04969,78,1499,0.03868,0.06069
1995,66 and older,At least once per month,0.24781,355,1499,0.22594,0.26967
1995,66 and older,Seldom,0.42265,671,1499,0.39764,0.44767
1995,66 and older,Never,0.26211,395,1499,0.23984,0.28438
1998,17-29 y.,At least once per week,0.04968,149,3139,0.04208,0.05728
1998,17-29 y.,At least once per month,0.25170,786,3139,0.23651,0.26688
1998,17-29 y.,Seldom,0.61627,1956,3139,0.59926,0.63329
1998,17-29 y.,Never,0.07431,248,3139,0.06513,0.08348
1998,30-45 y.,At least once per week,0.04322,204,4797,0.03746,0.04897
1998,30-45 y.,At least once per month,0.26620,1226,4797,0.25369,0.27871
1998,30-45 y.,Seldom,0.61387,2999,4797,0.60009,0.62765
1998,30-45 y.,Never,0.06983,368,4797,0.06261,0.07704
1998,46-65 y.,At least once per week,0.05178,217,4356,0.04520,0.05836
1998,46-65 y.,At least once per month,0.25851,1054,4356,0.24551,0.27151
1998,46-65 y.,Seldom,0.58004,2615,4356,0.56538,0.59469
1998,46-65 y.,Never,0.09866,470,4356,0.08980,0.10752
1998,66 and older,At least once per week,0.05976,104,1830,0.04889,0.07062
1998,66 and older,At least once per month,0.22165,402,1830,0.20262,0.24069
1998,66 and older,Seldom,0.49200,933,1830,0.46909,0.51491
1998,66 and older,Never,0.20939,391,1830,0.19075,0.22804
2003,17-29 y.,At least once per week,0.03779,158,3981,0.03187,0.04371
2003,17-29 y.,At least once per month,0.22333,938,3981,0.21039,0.23627
2003,17-29 y.,Seldom,0.61637,2465,3981,0.60126,0.63148
2003,17-29 y.,Never,0.11606,420,3981,0.10610,0.12601
2003,30-45 y.,At least once per week,0.04369,303,6898,0.03886,0.04851
2003,30-45 y.,At least once per month,0.26247,1863,6898,0.25208,0.27285
2003,30-45 y.,Seldom,0.59009,4108,6898,0.57849,0.60170
2003,30-45 y.,Never,0.09753,624,6898,0.09053,0.10453
2003,46-65 y.,At least once per week,0.04765,404,7529,0.04284,0.05246
2003,46-65 y.,At least once per month,0.24806,2019,7529,0.23831,0.25782
2003,46-65 y.,Seldom,0.57779,4353,7529,0.56663,0.58895
2003,46-65 y.,Never,0.11929,753,7529,0.11197,0.12661
2003,66 and older,At least once per week,0.05155,207,3615,0.04434,0.05876
2003,66 and older,At least once per month,0.20745,814,3615,0.19423,0.22067
2003,66 and older,Seldom,0.49265,1796,3615,0.47635,0.50895
2003,66 and older,Never,0.23594,798,3615,0.22209,0.24978
2008,17-29 y.,At least once per week,0.01733,64,3139,0.01276,0.02190
2008,17-29 y.,At least once per month,0.17144,600,3139,0.15825,0.18462
2008,17-29 y.,Seldom,0.57536,1968,3139,0.55807,0.59266
