year,age_gr,quintil_oecd,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.06943,37,574,0.04862,0.09025
1990,17-29 y.,1st Quintile,At least once per month,0.31314,162,574,0.27516,0.35111
1990,17-29 y.,1st Quintile,Seldom,0.48757,278,574,0.44664,0.52849
1990,17-29 y.,1st Quintile,Never,0.12471,97,574,0.09766,0.15176
1990,17-29 y.,2nd Quintile,At least once per week,0.07594,39,561,0.05400,0.09788
1990,17-29 y.,2nd Quintile,At least once per month,0.31234,161,561,0.27396,0.35073
1990,17-29 y.,2nd Quintile,Seldom,0.51145,294,561,0.47005,0.55285
1990,17-29 y.,2nd Quintile,Never,0.08971,67,561,0.06605,0.11338
1990,17-29 y.,3rd Quintile,At least once per week,0.07187,40,548,0.05023,0.09352
1990,17-29 y.,3rd Quintile,At least once per month,0.30731,163,548,0.26865,0.34598
1990,17-29 y.,3rd Quintile,Seldom,0.55482,292,548,0.51317,0.59647
1990,17-29 y.,3rd Quintile,Never,0.05036,53,548,0.03203,0.06868
1990,17-29 y.,4th Quintile,At least once per week,0.08040,48,601,0.05864,0.10216
1990,17-29 y.,4th Quintile,At least once per month,0.35835,211,601,0.31998,0.39672
1990,17-29 y.,4th Quintile,Seldom,0.50946,301,601,0.46946,0.54946
1990,17-29 y.,4th Quintile,Never,0.04567,41,601,0.02896,0.06237
1990,17-29 y.,5th Quintile,At least once per week,0.10512,42,391,0.07468,0.13557
1990,17-29 y.,5th Quintile,At least once per month,0.37113,145,391,0.32319,0.41908
1990,17-29 y.,5th Quintile,Seldom,0.49556,204,391,0.44594,0.54519
1990,30-45 y.,1st Quintile,At least once per month,0.24941,118,484,0.21082,0.28800
1990,30-45 y.,1st Quintile,Seldom,0.53458,269,484,0.49010,0.57907
1990,30-45 y.,1st Quintile,Never,0.14943,97,484,0.11763,0.18122
1990,30-45 y.,2nd Quintile,At least once per week,0.06691,40,615,0.04715,0.08668
