"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","maennlich","7.35","7.5","514","5","6","9","10","10","7.16","7.54","0","10","7","8"
"1984","(Fach-)Abitur","weiblich","7.26","7.5","348","5","6","9","10","10","7.03","7.49","0","10","7","8"
"1984","(noch) kein Abschluss","maennlich","7.12","7.5","572","3","6","9","10","10","6.92","7.32","0","10","7","8"
"1984","(noch) kein Abschluss","weiblich","7.14","7.5","703","4","5","9","10","10","6.97","7.31","0","10","7","8"
"1984","AkademikerIn","maennlich","7.83","7.5","532","5","7","9","10","10","7.67","7.99","0","10","8","8"
"1984","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1984","Hauptschule","maennlich","7.3","7.5","3487","5","6","9","10","10","7.23","7.37","0","10","8","8"
"1984","Hauptschule","weiblich","7.34","7.5","3735","5","6","9","10","10","7.27","7.41","0","10","8","8"
"1984","Realschule","maennlich","7.69","7.5","780","5","7","9","10","10","7.57","7.81","0","10","8","8"
"1984","Realschule","weiblich","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","maennlich","7.15","6.5","462","5","6","8","10","10","6.96","7.34","0","10","7","8"
"1985","(Fach-)Abitur","weiblich","7.21","7.5","322","4","6","9","10","10","6.98","7.44","0","10","7","8"
"1985","(noch) kein Abschluss","maennlich","7.25","7.5","497","5","6","9","10","10","7.06","7.44","0","10","7","8"
"1985","(noch) kein Abschluss","weiblich","7.18","7.5","583","4","5","9","10","10","7.01","7.35","0","10","7","8"
"1985","AkademikerIn","maennlich","7.56","7.5","508","5","7","9","10","10","7.41","7.71","0","10","8","8"
"1985","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1985","Hauptschule","maennlich","7.15","7.5","3121","5","6","9","10","10","7.08","7.22","0","10","7","8"
"1985","Hauptschule","weiblich","7.15","7.5","3302","5","6","9","10","10","7.08","7.22","0","10","8","8"
"1985","Realschule","maennlich","7.38","7.5","754","5","7","8","10","10","7.26","7.5","0","10","8","8"
"1985","Realschule","weiblich","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","maennlich","7.24","7.5","468","5","6","8","9","10","7.06","7.42","0","10","7","8"
"1986","(Fach-)Abitur","weiblich","7.25","7.5","335","5","6","8","9","10","7.06","7.44","1","10","7","8"
"1986","(noch) kein Abschluss","maennlich","7.27","7.5","478","5","6","9","10","10","7.08","7.46","0","10","7","8"
"1986","(noch) kein Abschluss","weiblich","6.97","6.5","546","4","5","8","10","10","6.8","7.14","0","10","7","8"
"1986","AkademikerIn","maennlich","7.54","7.5","505","5","7","9","10","10","7.39","7.69","0","10","8","8"
"1986","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1986","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1986","Hauptschule","weiblich","7.24","7.5","3104","5","6","9","10","10","7.17","7.31","0","10","8","8"
"1986","Realschule","maennlich","7.41","7.5","733","5","7","8","9","10","7.29","7.53","0","10","8","8"
"1986","Realschule","weiblich","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","maennlich","7.08","7.5","453","4","6","8","9","10","6.91","7.25","0","10","7","8"
"1987","(Fach-)Abitur","weiblich","6.87","6.5","323","4","6","8","9","10","6.65","7.09","0","10","7","8"
"1987","(noch) kein Abschluss","maennlich","6.88","6.5","453","4","5","9","10","10","6.67","7.09","0","10","7","8"
"1987","(noch) kein Abschluss","weiblich","6.85","6.5","546","4","5","8","9","10","6.68","7.02","0","10","7","8"
"1987","AkademikerIn","maennlich","7.29","7.5","494","4","7","8","9","10","7.13","7.45","0","10","8","8"
"1987","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1987","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1987","Hauptschule","weiblich","7.04","6.5","3058","5","6","8","10","10","6.97","7.11","0","10","7","8"
"1987","Realschule","maennlich","7.16","6.5","741","5","6","8","9","10","7.04","7.28","0","10","7","8"
"1987","Realschule","weiblich","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","maennlich","6.98","6.5","435","5","6","8","9","10","6.8","7.16","0","10","7","8"
"1988","(Fach-)Abitur","weiblich","7.08","7.5","300","4","6","8","10","10","6.86","7.3","0","10","7","8"
"1988","(noch) kein Abschluss","maennlich","6.92","7.5","398","4","6","8","9","10","6.72","7.12","0","10","7","8"
"1988","(noch) kein Abschluss","weiblich","7.06","7.5","504","4","6","9","10","10","6.88","7.24","0","10","7","8"
"1988","AkademikerIn","maennlich","7.22","7.5","470","4","6","8","9","10","7.05","7.39","0","10","8","8"
"1988","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1988","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1988","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1988","Realschule","maennlich","7.08","6.5","695","5","6","8","9","10","6.95","7.21","0","10","7","8"
"1988","Realschule","weiblich","7.17","7.5","997","5","6","8","9","10","7.05","7.29","0","10","7","8"
"1989","(Fach-)Abitur","maennlich","7.09","6.5","443","5","6","8","9","10","6.92","7.26","0","10","7","8"
"1989","(Fach-)Abitur","weiblich","7.1","7.5","308","5","6","8","9","10","6.88","7.32","0","10","7","8"
"1989","(noch) kein Abschluss","maennlich","7.16","6.5","384","5","6","9","10","10","6.96","7.36","0","10","7","8"
"1989","(noch) kein Abschluss","weiblich","6.96","6.5","501","4","5","8","10","10","6.78","7.14","0","10","7","7"
"1989","AkademikerIn","maennlich","7.33","7.5","470","5","7","9","9","10","7.16","7.5","0","10","8","8"
"1989","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1989","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1989","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1989","Realschule","maennlich","7.24","7.5","674","5","6","8","9","10","7.11","7.37","0","10","8","8"
"1989","Realschule","weiblich","7.29","7.5","976","5","6","9","9","10","7.17","7.41","0","10","8","8"
"1990","(Fach-)Abitur","maennlich","7.13","7.5","504","5","6","8","9","10","6.97","7.29","0","10","7","8"
"1990","(Fach-)Abitur","weiblich","7.35","7.5","372","5","7","8","9","10","7.18","7.52","2","10","7","8"
"1990","(noch) kein Abschluss","maennlich","7.34","7.5","405","5","6","9","10","10","7.14","7.54","0","10","7","8"
"1990","(noch) kein Abschluss","weiblich","7.19","7.5","480","5","6","9","10","10","7.01","7.37","0","10","7","8"
"1990","AkademikerIn","maennlich","7.23","7.5","921","5","6","8","9","10","7.12","7.34","0","10","7","8"
"1990","AkademikerIn","weiblich","6.91","6.5","765","5","6","8","9","10","6.78","7.04","0","10","7","7"
"1990","Hauptschule","maennlich","7.14","6.5","3341","5","6","8","10","10","7.08","7.2","0","10","7","8"
"1990","Hauptschule","weiblich","7.03","6.5","3643","5","6","8","10","10","6.97","7.09","0","10","7","7"
"1990","Realschule","maennlich","","","","","","","","","","","","","",""
"1990","Realschule","weiblich","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","maennlich","7.13","6.5","506","5","6","8","9","10","6.98","7.28","0","10","7","8"
"1991","(Fach-)Abitur","weiblich","7.21","7.5","375","5","7","8","9","10","7.04","7.38","0","10","7","8"
"1991","(noch) kein Abschluss","maennlich","7.4","7.5","386","5","7","9","9","10","7.22","7.58","0","10","7","8"
"1991","(noch) kein Abschluss","weiblich","7.01","6.5","487","5","6","8","9","10","6.85","7.17","0","10","7","7"
"1991","AkademikerIn","maennlich","7.02","6.5","918","5","6","8","9","10","6.9","7.14","0","10","7","7"
"1991","AkademikerIn","weiblich","6.73","6.5","751","4","5","8","9","10","6.59","6.87","0","10","7","7"
"1991","Hauptschule","maennlich","7.17","7.5","3241","5","6","8","9","10","7.1","7.24","0","10","7","8"
"1991","Hauptschule","weiblich","7.07","7.5","3448","5","6","8","9","10","7.01","7.13","0","10","7","8"
"1991","Realschule","maennlich","","","","","","","","","","","","","",""
"1991","Realschule","weiblich","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","maennlich","7.1","6.5","501","5","6","8","9","10","6.94","7.26","0","10","7","8"
"1992","(Fach-)Abitur","weiblich","7.23","7.5","392","5","6","8","9","10","7.07","7.39","1","10","7","8"
"1992","(noch) kein Abschluss","maennlich","7.37","7.5","369","5","7","8","9","10","7.19","7.55","0","10","7","8"
"1992","(noch) kein Abschluss","weiblich","6.95","6.5","492","5","6","8","9","10","6.77","7.13","0","10","7","7"
"1992","AkademikerIn","maennlich","7.03","6.5","906","5","6","8","9","10","6.92","7.14","0","10","7","7"
