"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","7.2","7.5","1377","7.08","7.32"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","7.87","7.5","102","7.53","8.21"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","7.39","7.5","3091","7.32","7.46"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","7.42","7.5","1941","7.32","7.52"
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","7.47","7.5","4320","7.41","7.53"
"1984","66 und älter","direkter Migrationshintergrund","7.19","7.5","35","6.38","8"
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","7.38","7.5","1221","7.25","7.51"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","7.07","6.5","1138","6.95","7.19"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","8.03","7.5","119","7.73","8.33"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","7.22","7.5","2894","7.15","7.29"
"1985","35-65 Jahre alt","direkter Migrationshintergrund","7.15","7.5","1720","7.05","7.25"
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","7.24","7.5","3999","7.18","7.3"
"1985","66 und älter","direkter Migrationshintergrund","7.15","7.5","37","6.35","7.95"
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","7.3","7.5","1058","7.16","7.44"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","7.34","7.5","1099","7.22","7.46"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","7.48","7.5","130","7.18","7.78"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","7.32","7.5","2845","7.25","7.39"
"1986","35-65 Jahre alt","direkter Migrationshintergrund","7.12","7.5","1668","7.02","7.22"
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","7.24","7.5","3757","7.18","7.3"
"1986","66 und älter","direkter Migrationshintergrund","7.29","6","49","6.68","7.9"
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","7.5","7.5","976","7.37","7.63"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","7.19","6.5","1072","7.07","7.31"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","7.3","7.5","146","7","7.6"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","7.11","6.5","2793","7.04","7.18"
"1987","35-65 Jahre alt","direkter Migrationshintergrund","7","6.5","1679","6.9","7.1"
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","7.05","6.5","3636","6.99","7.11"
"1987","66 und älter","direkter Migrationshintergrund","7.49","7.5","56","6.94","8.04"
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","7.21","7.5","1008","7.08","7.34"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","7.12","6.5","1018","7","7.24"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","7.64","7.5","194","7.41","7.87"
"1988","16-34 Jahre alt","kein Migrationshintergrund ","7.06","6.5","2618","6.99","7.13"
"1988","35-65 Jahre alt","direkter Migrationshintergrund","7.03","6.5","1576","6.93","7.13"
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","6.97","6.5","3466","6.91","7.03"
"1988","66 und älter","direkter Migrationshintergrund","7.21","6.5","63","6.74","7.68"
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","6.99","6.5","966","6.85","7.13"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","7.11","6.5","957","6.99","7.23"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","7.64","7.5","229","7.42","7.86"
"1989","16-34 Jahre alt","kein Migrationshintergrund ","7.13","7.5","2565","7.06","7.2"
"1989","35-65 Jahre alt","direkter Migrationshintergrund","6.9","6.5","1558","6.8","7"
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","kein Migrationshintergrund ","7.02","6.5","3286","6.95","7.09"
"1989","66 und älter","direkter Migrationshintergrund","7.22","6.5","69","6.74","7.7"
"1989","66 und älter","indirekter Migrationshintergrund","","","","",""
"1989","66 und älter","kein Migrationshintergrund ","7.06","6.5","938","6.92","7.2"
"1990","16-34 Jahre alt","direkter Migrationshintergrund","7.06","6.5","921","6.94","7.18"
"1990","16-34 Jahre alt","indirekter Migrationshintergrund","7.75","7.5","267","7.55","7.95"
"1990","16-34 Jahre alt","kein Migrationshintergrund ","7.2","7.5","4127","7.14","7.26"
"1990","35-65 Jahre alt","direkter Migrationshintergrund","7.05","6.5","1638","6.96","7.14"
"1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1990","35-65 Jahre alt","kein Migrationshintergrund ","7.1","6.5","5392","7.05","7.15"
"1990","66 und älter","direkter Migrationshintergrund","7.31","7.5","102","6.9","7.72"
"1990","66 und älter","indirekter Migrationshintergrund","","","","",""
"1990","66 und älter","kein Migrationshintergrund ","6.98","6.5","1345","6.86","7.1"
"1991","16-34 Jahre alt","direkter Migrationshintergrund","7.12","7.5","882","7","7.24"
"1991","16-34 Jahre alt","indirekter Migrationshintergrund","7.66","7.5","319","7.48","7.84"
"1991","16-34 Jahre alt","kein Migrationshintergrund ","7.12","6.5","3895","7.06","7.18"
"1991","35-65 Jahre alt","direkter Migrationshintergrund","7.07","6.5","1610","6.98","7.16"
"1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1991","35-65 Jahre alt","kein Migrationshintergrund ","7","6.5","5303","6.95","7.05"
"1991","66 und älter","direkter Migrationshintergrund","7.47","7.5","121","7.08","7.86"
"1991","66 und älter","indirekter Migrationshintergrund","","","","",""
"1991","66 und älter","kein Migrationshintergrund ","7.11","7.5","1296","7","7.22"
"1992","16-34 Jahre alt","direkter Migrationshintergrund","7.08","6.5","839","6.96","7.2"
"1992","16-34 Jahre alt","indirekter Migrationshintergrund","7.49","7.5","373","7.32","7.66"
"1992","16-34 Jahre alt","kein Migrationshintergrund ","7.11","6.5","3733","7.05","7.17"
"1992","35-65 Jahre alt","direkter Migrationshintergrund","7","6.5","1564","6.91","7.09"
"1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1992","35-65 Jahre alt","kein Migrationshintergrund ","6.95","6.5","5256","6.9","7"
"1992","66 und älter","direkter Migrationshintergrund","7.08","6.5","136","6.72","7.44"
"1992","66 und älter","indirekter Migrationshintergrund","","","","",""
"1992","66 und älter","kein Migrationshintergrund ","6.97","6.5","1297","6.86","7.08"
"1993","16-34 Jahre alt","direkter Migrationshintergrund","7.01","6.5","806","6.88","7.14"
"1993","16-34 Jahre alt","indirekter Migrationshintergrund","7.39","7.5","436","7.23","7.55"
"1993","16-34 Jahre alt","kein Migrationshintergrund ","7.05","6.5","3629","6.99","7.11"
"1993","35-65 Jahre alt","direkter Migrationshintergrund","6.82","6.5","1508","6.72","6.92"
"1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1993","35-65 Jahre alt","kein Migrationshintergrund ","6.89","6.5","5171","6.84","6.94"
"1993","66 und älter","direkter Migrationshintergrund","7.07","7.5","154","6.71","7.43"
"1993","66 und älter","indirekter Migrationshintergrund","","","","",""
"1993","66 und älter","kein Migrationshintergrund ","7.08","7.5","1303","6.97","7.19"
"1994","16-34 Jahre alt","direkter Migrationshintergrund","7.03","6.5","753","6.9","7.16"
"1994","16-34 Jahre alt","indirekter Migrationshintergrund","7.19","7.5","456","7.03","7.35"
"1994","16-34 Jahre alt","kein Migrationshintergrund ","7.03","6.5","3562","6.97","7.09"
"1994","35-65 Jahre alt","direkter Migrationshintergrund","6.65","6.5","1427","6.55","6.75"
"1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1994","35-65 Jahre alt","kein Migrationshintergrund ","6.83","6.5","5100","6.78","6.88"
"1994","66 und älter","direkter Migrationshintergrund","6.92","6.5","171","6.61","7.23"
"1994","66 und älter","indirekter Migrationshintergrund","","","","",""
"1994","66 und älter","kein Migrationshintergrund ","6.93","6.5","1303","6.82","7.04"
"1995","16-34 Jahre alt","direkter Migrationshintergrund","7.14","6.5","922","7.02","7.26"
"1995","16-34 Jahre alt","indirekter Migrationshintergrund","7.26","7.5","472","7.1","7.42"
"1995","16-34 Jahre alt","kein Migrationshintergrund ","7.03","6.5","3512","6.97","7.09"
"1995","35-65 Jahre alt","direkter Migrationshintergrund","6.7","6.5","1635","6.61","6.79"
"1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1995","35-65 Jahre alt","kein Migrationshintergrund ","6.79","6.5","5134","6.74","6.84"
"1995","66 und älter","direkter Migrationshintergrund","7.07","7.5","210","6.8","7.34"
"1995","66 und älter","indirekter Migrationshintergrund","","","","",""
"1995","66 und älter","kein Migrationshintergrund ","6.84","6.5","1298","6.73","6.95"
"1996","16-34 Jahre alt","direkter Migrationshintergrund","7.15","7.5","834","7.04","7.26"
"1996","16-34 Jahre alt","indirekter Migrationshintergrund","7.25","7.5","506","7.1","7.4"
"1996","16-34 Jahre alt","kein Migrationshintergrund ","7.06","6.5","3409","7","7.12"
"1996","35-65 Jahre alt","direkter Migrationshintergrund","6.68","6.5","1532","6.59","6.77"
"1996","35-65 Jahre alt","indirekter Migrationshintergrund","5.65","5.5","31","4.81","6.49"
"1996","35-65 Jahre alt","kein Migrationshintergrund ","6.82","6.5","5172","6.77","6.87"
"1996","66 und älter","direkter Migrationshintergrund","6.77","6.5","226","6.48","7.06"
"1996","66 und älter","indirekter Migrationshintergrund","","","","",""
"1996","66 und älter","kein Migrationshintergrund ","7.01","6.5","1313","6.9","7.12"
"1997","16-34 Jahre alt","direkter Migrationshintergrund","7.13","7.5","776","7","7.26"
"1997","16-34 Jahre alt","indirekter Migrationshintergrund","7.38","7.5","525","7.23","7.53"
"1997","16-34 Jahre alt","kein Migrationshintergrund ","6.93","6.5","3298","6.87","6.99"
"1997","35-65 Jahre alt","direkter Migrationshintergrund","6.62","6.5","1456","6.53","6.71"
"1997","35-65 Jahre alt","indirekter Migrationshintergrund","6.11","6.5","33","5.27","6.95"
"1997","35-65 Jahre alt","kein Migrationshintergrund ","6.68","6.5","5139","6.63","6.73"
"1997","66 und älter","direkter Migrationshintergrund","6.81","6.5","233","6.55","7.07"
"1997","66 und älter","indirekter Migrationshintergrund","","","","",""
"1997","66 und älter","kein Migrationshintergrund ","6.83","6.5","1335","6.73","6.93"
"1998","16-34 Jahre alt","direkter Migrationshintergrund","7.16","6.5","718","7.04","7.28"
"1998","16-34 Jahre alt","indirekter Migrationshintergrund","7.45","7.5","546","7.32","7.58"
"1998","16-34 Jahre alt","kein Migrationshintergrund ","7.12","6.5","3587","7.07","7.17"
"1998","35-65 Jahre alt","direkter Migrationshintergrund","6.84","6.5","1427","6.75","6.93"
"1998","35-65 Jahre alt","indirekter Migrationshintergrund","6.82","6.5","44","6.16","7.48"
"1998","35-65 Jahre alt","kein Migrationshintergrund ","6.88","6.5","6034","6.84","6.92"
"1998","66 und älter","direkter Migrationshintergrund","6.67","6.5","247","6.41","6.93"
"1998","66 und älter","indirekter Migrationshintergrund","","","","",""
"1998","66 und älter","kein Migrationshintergrund ","6.95","6.5","1593","6.85","7.05"
"1999","16-34 Jahre alt","direkter Migrationshintergrund","7.18","7.5","633","7.05","7.31"
"1999","16-34 Jahre alt","indirekter Migrationshintergrund","7.28","7.5","545","7.14","7.42"
"1999","16-34 Jahre alt","kein Migrationshintergrund ","7.23","7.5","3405","7.18","7.28"
"1999","35-65 Jahre alt","direkter Migrationshintergrund","6.78","6.5","1313","6.68","6.88"
"1999","35-65 Jahre alt","indirekter Migrationshintergrund","7.29","6.5","52","6.79","7.79"
"1999","35-65 Jahre alt","kein Migrationshintergrund ","6.92","6.5","5904","6.87","6.97"
"1999","66 und älter","direkter Migrationshintergrund","6.89","6.5","247","6.65","7.13"
"1999","66 und älter","indirekter Migrationshintergrund","","","","",""
"1999","66 und älter","kein Migrationshintergrund ","6.95","6.5","1539","6.85","7.05"
"2000","16-34 Jahre alt","direkter Migrationshintergrund","7.35","7.5","969","7.24","7.46"
