"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","(Fach-)Abitur","Ostdeutschland","","","","",""
"1984","(Fach-)Abitur","Westdeutschland","7.32","7.5","862","7.18","7.46"
"1984","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1984","(noch) kein Abschluss","Westdeutschland","7.13","7.5","1275","7","7.26"
"1984","AkademikerIn","Ostdeutschland","","","","",""
"1984","AkademikerIn","Westdeutschland","7.82","7.5","787","7.69","7.95"
"1984","Hauptschule","Ostdeutschland","","","","",""
"1984","Hauptschule","Westdeutschland","7.32","7.5","7222","7.27","7.37"
"1984","Realschule","Ostdeutschland","","","","",""
"1984","Realschule","Westdeutschland","7.71","7.5","1875","7.62","7.8"
"1985","(Fach-)Abitur","Ostdeutschland","","","","",""
"1985","(Fach-)Abitur","Westdeutschland","7.17","7.5","784","7.03","7.31"
"1985","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1985","(noch) kein Abschluss","Westdeutschland","7.21","7.5","1080","7.08","7.34"
"1985","AkademikerIn","Ostdeutschland","","","","",""
"1985","AkademikerIn","Westdeutschland","7.56","7.5","754","7.44","7.68"
"1985","Hauptschule","Ostdeutschland","","","","",""
"1985","Hauptschule","Westdeutschland","7.15","7.5","6423","7.1","7.2"
"1985","Realschule","Ostdeutschland","","","","",""
"1985","Realschule","Westdeutschland","7.41","7.5","1811","7.33","7.49"
"1986","(Fach-)Abitur","Ostdeutschland","","","","",""
"1986","(Fach-)Abitur","Westdeutschland","7.25","7.5","803","7.12","7.38"
"1986","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland","7.13","7.5","1024","7","7.26"
"1986","AkademikerIn","Ostdeutschland","","","","",""
"1986","AkademikerIn","Westdeutschland","7.56","7.5","748","7.43","7.69"
"1986","Hauptschule","Ostdeutschland","","","","",""
"1986","Hauptschule","Westdeutschland","7.25","7.5","6072","7.2","7.3"
"1986","Realschule","Ostdeutschland","","","","",""
"1986","Realschule","Westdeutschland","7.42","7.5","1765","7.34","7.5"
"1987","(Fach-)Abitur","Ostdeutschland","","","","",""
"1987","(Fach-)Abitur","Westdeutschland","6.99","6.5","776","6.85","7.13"
"1987","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland","6.86","6.5","999","6.73","6.99"
"1987","AkademikerIn","Ostdeutschland","","","","",""
"1987","AkademikerIn","Westdeutschland","7.33","7.5","741","7.2","7.46"
"1987","Hauptschule","Ostdeutschland","","","","",""
"1987","Hauptschule","Westdeutschland","7.07","6.5","5998","7.02","7.12"
"1987","Realschule","Ostdeutschland","","","","",""
"1987","Realschule","Westdeutschland","7.2","6.5","1752","7.12","7.28"
"1988","(Fach-)Abitur","Ostdeutschland","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","7.02","6.5","735","6.88","7.16"
