"year","bula_h","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","3.28","2.5","922","1","2","4","5","6","3.17","3.39","1","10","4","4"
"1995","Baden-Wuerttemberg","2","3.11","2.5","669","1","2","4","5","7","2.98","3.24","1","9","3","4"
"1995","Baden-Wuerttemberg","3","2.97","2.5","416","1","2","4","4","6","2.85","3.09","1","6","3","3"
"1995","Baden-Wuerttemberg","4","2.96","1.5","293","2","2","4","5","7","2.8","3.12","1","7","3","3"
"1995","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","2.29","1.5","127","1","2","3","4","4","2.11","2.47","1","4","2","3"
"1995","Bayern","1 Einkommensschwächstes Quintil","3.33","3.5","758","1","2","4","5","7","3.23","3.43","1","7","4","4"
"1995","Bayern","2","2.81","2.5","613","1","2","4","4","6","2.71","2.91","1","6","3","3"
"1995","Bayern","3","2.97","2.5","477","1","2","4","5","6","2.86","3.08","1","6","3","3"
"1995","Bayern","4","2.45","1.5","256","1","2","3","4","5","2.32","2.58","1","5","2","3"
"1995","Bayern","5 Einkommensstärkstes Quintil","2.28","1.5","159","1","2","3","4","5","2.13","2.43","1","5","2","3"
"1995","Berlin","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Berlin","2","","","","","","","","","","","","","",""
"1995","Berlin","3","","","","","","","","","","","","","",""
"1995","Berlin","4","","","","","","","","","","","","","",""
"1995","Berlin","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Brandenburg","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Brandenburg","2","","","","","","","","","","","","","",""
"1995","Brandenburg","3","","","","","","","","","","","","","",""
"1995","Brandenburg","4","","","","","","","","","","","","","",""
"1995","Brandenburg","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Bremen","1 Einkommensschwächstes Quintil","2.21","1.5","42","1","1","3","4","5","1.82","2.6","1","5","2","3"
"1995","Bremen","2","2.08","1.5","33","1","1","3","4","4","1.7","2.46","1","4","2","3"
"1995","Bremen","3","","","","","","","","","","","","","",""
"1995","Bremen","4","","","","","","","","","","","","","",""
"1995","Bremen","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Hamburg","1 Einkommensschwächstes Quintil","2.3","1.5","49","1","1","3","4","5","1.89","2.71","1","5","3","4"
"1995","Hamburg","2","2.22","1.5","42","1","1","4","4","4","1.83","2.61","1","4","2","4"
"1995","Hamburg","3","2.26","1.5","37","1","1","4","4","4","1.8","2.72","1","5","2","4"
"1995","Hamburg","4","","","","","","","","","","","","","",""
"1995","Hamburg","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Hessen","1 Einkommensschwächstes Quintil","3.12","2.5","440","1","2","4","5","8","2.98","3.26","1","8","4","4"
"1995","Hessen","2","2.83","2.5","342","1","2","4","4","5","2.7","2.96","1","7","3","4"
"1995","Hessen","3","2.77","2.5","232","1","2","4","4","6","2.6","2.94","1","6","2","3"
"1995","Hessen","4","2.45","1.5","146","2","2","3","4","5","2.3","2.6","1","5","2","3"
"1995","Hessen","5 Einkommensstärkstes Quintil","2.35","1.5","81","1","2","3","4","5","2.13","2.57","1","5","2","2"
"1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Mecklenburg-Vorpommern","2","","","","","","","","","","","","","",""
"1995","Mecklenburg-Vorpommern","3","","","","","","","","","","","","","",""
"1995","Mecklenburg-Vorpommern","4","","","","","","","","","","","","","",""
"1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Niedersachsen","1 Einkommensschwächstes Quintil","3.45","2.5","515","1","2","4","6","11","3.27","3.63","1","11","4","4"
"1995","Niedersachsen","2","3","2.5","379","1","2","4","5","6","2.87","3.13","1","6","3","3"
"1995","Niedersachsen","3","2.71","1.5","237","1","2","4","4","5","2.56","2.86","1","5","2","3"
"1995","Niedersachsen","4","2.41","1.5","186","1","2","3","4","5","2.26","2.56","1","5","2","3"
"1995","Niedersachsen","5 Einkommensstärkstes Quintil","2.76","1.5","92","2","2","3","4","6","2.51","3.01","1","6","2","3"
"1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","3.34","2.5","1344","1","2","4","5","8","3.26","3.42","1","11","4","4"
"1995","Nordrhein-Westfalen","2","2.91","2.5","888","1","2","4","4","7","2.82","3","1","9","3","3"
"1995","Nordrhein-Westfalen","3","2.81","2.5","592","1","2","4","4","7","2.7","2.92","1","7","3","3"
"1995","Nordrhein-Westfalen","4","2.52","1.5","397","1","2","3","4","5","2.4","2.64","1","5","2","3"
"1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","2.28","1.5","238","1","2","3","4","5","2.15","2.41","1","5","2","3"
"1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","3.32","2.5","370","1","2","4","5","8","3.15","3.49","1","8","4","4"
"1995","Rheinland-Pfalz,Saarland","2","3.08","2.5","278","1","2","4","5","7","2.92","3.24","1","7","3","3"
"1995","Rheinland-Pfalz,Saarland","3","2.87","2.5","169","2","2","4","4","6","2.69","3.05","1","6","3","3"
"1995","Rheinland-Pfalz,Saarland","4","2.74","1.5","121","2","2","4","4","4","2.59","2.89","1","4","2","3"
"1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Saarland","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Saarland","2","","","","","","","","","","","","","",""
"1995","Saarland","3","","","","","","","","","","","","","",""
"1995","Saarland","4","","","","","","","","","","","","","",""
"1995","Saarland","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Sachsen","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Sachsen","2","","","","","","","","","","","","","",""
"1995","Sachsen","3","","","","","","","","","","","","","",""
"1995","Sachsen","4","","","","","","","","","","","","","",""
"1995","Sachsen","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Sachsen-Anhalt","2","","","","","","","","","","","","","",""
"1995","Sachsen-Anhalt","3","","","","","","","","","","","","","",""
"1995","Sachsen-Anhalt","4","","","","","","","","","","","","","",""
"1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","3.7","3.5","150","1","3","5","5","7","3.46","3.94","1","7","4","5"
"1995","Schleswig-Holstein","2","2.75","2.5","96","1","2","4","5","7","2.42","3.08","1","7","2","3"
"1995","Schleswig-Holstein","3","2.85","2.5","87","2","2","4","4","6","2.58","3.12","1","6","3","3"
"1995","Schleswig-Holstein","4","2.85","2.5","48","1","2","4","5","5","2.51","3.19","1","5","2","4"
"1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
