year,migback,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Daily,0.78892,5183,6615,0.77909,0.79876
1990,No migration background,At least once per week,0.14477,991,6615,0.13629,0.15325
1990,No migration background,At least once per month,0.01988,130,6615,0.01652,0.02324
1990,No migration background,Seldom,0.03695,251,6615,0.03241,0.04150
1990,No migration background,Never,0.00947,60,6615,0.00714,0.01181
1990,Direct migration background,Daily,0.80011,1999,2487,0.78439,0.81583
1990,Direct migration background,At least once per week,0.14791,383,2487,0.13396,0.16187
1990,Direct migration background,Seldom,0.02985,69,2487,0.02316,0.03654
1990,Direct migration background,Never,0.01415,36,2487,0.00951,0.01880
1990,Indirect migration background,Daily,0.80121,224,272,0.75369,0.84872
1990,Indirect migration background,At least once per week,0.13310,48,272,0.09265,0.17354
1995,No migration background,Daily,0.83615,8341,9958,0.82888,0.84342
1995,No migration background,At least once per week,0.11380,1149,9958,0.10756,0.12003
1995,No migration background,At least once per month,0.01277,117,9958,0.01056,0.01497
1995,No migration background,Seldom,0.02693,269,9958,0.02375,0.03011
1995,No migration background,Never,0.01035,82,9958,0.00837,0.01234
1995,Direct migration background,Daily,0.85930,2409,2729,0.84626,0.87235
1995,Direct migration background,At least once per week,0.09706,243,2729,0.08595,0.10817
1995,Direct migration background,Seldom,0.01780,44,2729,0.01284,0.02277
1995,Direct migration background,Never,0.01476,33,2729,0.01024,0.01929
1995,Indirect migration background,Daily,0.80288,407,477,0.76714,0.83862
1995,Indirect migration background,At least once per week,0.14397,70,477,0.11243,0.17551
1998,No migration background,Daily,0.84512,9495,11181,0.83841,0.85183
1998,No migration background,At least once per week,0.10823,1211,11181,0.10247,0.11399
1998,No migration background,At least once per month,0.01028,103,11181,0.00841,0.01215
1998,No migration background,Seldom,0.02503,269,11181,0.02213,0.02792
1998,No migration background,Never,0.01135,103,11181,0.00938,0.01331
1998,Direct migration background,Daily,0.86593,2106,2330,0.85209,0.87976
1998,Direct migration background,At least once per week,0.08408,168,2330,0.07281,0.09535
1998,Direct migration background,Seldom,0.02559,56,2330,0.01918,0.03200
1998,Indirect migration background,Daily,0.81996,494,565,0.78825,0.85167
1998,Indirect migration background,At least once per week,0.13007,71,565,0.10231,0.15784
2003,No migration background,Daily,0.87030,16121,18710,0.86549,0.87512
2003,No migration background,At least once per week,0.09032,1874,18710,0.08621,0.09443
2003,No migration background,At least once per month,0.00986,175,18710,0.00845,0.01128
2003,No migration background,Seldom,0.01635,335,18710,0.01454,0.01817
2003,No migration background,Never,0.01316,205,18710,0.01153,0.01479
2003,Direct migration background,Daily,0.87235,2293,2584,0.85949,0.88522
2003,Direct migration background,At least once per week,0.07860,203,2584,0.06823,0.08898
2003,Direct migration background,Seldom,0.01873,39,2584,0.01350,0.02395
2003,Direct migration background,Never,0.01927,49,2584,0.01397,0.02458
2003,Indirect migration background,Daily,0.81668,628,733,0.78865,0.84471
2003,Indirect migration background,At least once per week,0.13378,105,733,0.10912,0.15844
2008,No migration background,Daily,0.83609,13849,16595,0.83046,0.84172
2008,No migration background,At least once per week,0.11537,1980,16595,0.11051,0.12023
2008,No migration background,At least once per month,0.01329,224,16595,0.01155,0.01504
2008,No migration background,Seldom,0.02252,375,16595,0.02026,0.02478
2008,No migration background,Never,0.01273,167,16595,0.01102,0.01443
2008,Direct migration background,Daily,0.85988,1630,1866,0.84413,0.87563
2008,Direct migration background,At least once per week,0.08346,155,1866,0.07091,0.09601
2008,Direct migration background,Seldom,0.02332,39,1866,0.01647,0.03017
2008,Direct migration background,Never,0.01702,42,1866,0.01115,0.02289
2008,Indirect migration background,Daily,0.77740,607,717,0.74693,0.80787
2008,Indirect migration background,At least once per week,0.16584,110,717,0.13859,0.19308
2013,No migration background,Daily,0.79755,16871,21534,0.79218,0.80291
2013,No migration background,At least once per week,0.14143,3303,21534,0.13678,0.14608
2013,No migration background,At least once per month,0.02137,477,21534,0.01944,0.02330
2013,No migration background,Seldom,0.02701,654,21534,0.02484,0.02917
2013,No migration background,Never,0.01265,229,21534,0.01115,0.01414
2013,Direct migration background,Daily,0.79032,2161,2818,0.77528,0.80535
2013,Direct migration background,At least once per week,0.13552,450,2818,0.12288,0.14816
2013,Direct migration background,At least once per month,0.01349,49,2818,0.00923,0.01775
2013,Direct migration background,Seldom,0.04015,106,2818,0.03290,0.04740
2013,Direct migration background,Never,0.02053,52,2818,0.01529,0.02576
2013,Indirect migration background,Daily,0.68599,774,1095,0.65849,0.71350
2013,Indirect migration background,At least once per week,0.22862,231,1095,0.20374,0.25351
2013,Indirect migration background,At least once per month,0.03577,35,1095,0.02477,0.04678
2013,Indirect migration background,Seldom,0.04224,55,1095,0.03032,0.05416
2019,No migration background,Daily,0.78048,15331,20102,0.77476,0.78620
2019,No migration background,At least once per week,0.15631,3408,20102,0.15129,0.16134
2019,No migration background,At least once per month,0.02062,406,20102,0.01866,0.02259
2019,No migration background,Seldom,0.03049,725,20102,0.02811,0.03287
2019,No migration background,Never,0.01210,232,20102,0.01059,0.01361
2019,Direct migration background,Daily,0.75232,2941,4029,0.73898,0.76565
2019,Direct migration background,At least once per week,0.15244,670,4029,0.14134,0.16354
2019,Direct migration background,At least once per month,0.01705,86,4029,0.01305,0.02105
2019,Direct migration background,Seldom,0.05777,234,4029,0.05057,0.06498
2019,Direct migration background,Never,0.02043,98,4029,0.01606,0.02480
2019,Indirect migration background,Daily,0.67334,1064,1572,0.65015,0.69653
2019,Indirect migration background,At least once per week,0.21750,345,1572,0.19710,0.23790
2019,Indirect migration background,At least once per month,0.02852,42,1572,0.02029,0.03675
2019,Indirect migration background,Seldom,0.05502,88,1572,0.04374,0.06630
2019,Indirect migration background,Never,0.02563,33,1572,0.01781,0.03344
2021,No migration background,Daily,0.73715,9492,13154,0.72963,0.74468
2021,No migration background,At least once per week,0.18759,2636,13154,0.18092,0.19427
2021,No migration background,At least once per month,0.02063,323,13154,0.01820,0.02306
2021,No migration background,Seldom,0.03575,486,13154,0.03258,0.03892
2021,No migration background,Never,0.01887,217,13154,0.01655,0.02120
2021,Direct migration background,Daily,0.69000,2044,3110,0.67374,0.70625
2021,Direct migration background,At least once per week,0.20674,721,3110,0.19251,0.22098
2021,Direct migration background,At least once per month,0.02744,103,3110,0.02170,0.03318
2021,Direct migration background,Seldom,0.05361,166,3110,0.04569,0.06153
2021,Direct migration background,Never,0.02221,76,3110,0.01703,0.02739
2021,Indirect migration background,Daily,0.67401,605,915,0.64362,0.70440
2021,Indirect migration background,At least once per week,0.23552,231,915,0.20801,0.26303
2021,Indirect migration background,At least once per month,0.03649,36,915,0.02434,0.04865
2021,Indirect migration background,Seldom,0.04026,43,915,0.02752,0.05300
