year,age_gr,sampreg,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,West,Daily,0.70833,1965,2685,0.69113,0.72552
1990,17-29 y.,West,At least once per week,0.22670,567,2685,0.21085,0.24254
1990,17-29 y.,West,At least once per month,0.02261,53,2685,0.01698,0.02823
1990,17-29 y.,West,Seldom,0.03728,100,2685,0.03011,0.04445
1990,30-45 y.,West,Daily,0.74347,2111,2778,0.72723,0.75972
1990,30-45 y.,West,At least once per week,0.17237,458,2778,0.15833,0.18642
1990,30-45 y.,West,At least once per month,0.02444,53,2778,0.01870,0.03019
1990,30-45 y.,West,Seldom,0.05055,124,2778,0.04240,0.05870
1990,30-45 y.,West,Never,0.00916,32,2778,0.00562,0.01270
1990,46-65 y.,West,Daily,0.83243,2402,2902,0.81884,0.84602
1990,46-65 y.,West,At least once per week,0.11027,337,2902,0.09887,0.12167
1990,46-65 y.,West,At least once per month,0.01396,36,2902,0.00969,0.01823
1990,46-65 y.,West,Seldom,0.03215,88,2902,0.02573,0.03857
1990,46-65 y.,West,Never,0.01119,39,2902,0.00736,0.01502
1990,66 and older,West,Daily,0.89459,928,988,0.87543,0.91375
1990,66 and older,West,At least once per week,0.05752,60,988,0.04299,0.07205
1995,17-29 y.,West,Daily,0.77623,2007,2490,0.75986,0.79261
1995,17-29 y.,West,At least once per week,0.16767,383,2490,0.15299,0.18234
1995,17-29 y.,West,At least once per month,0.01963,37,2490,0.01418,0.02509
1995,17-29 y.,West,Seldom,0.03044,63,2490,0.02369,0.03719
1995,17-29 y.,East,Daily,0.82529,676,785,0.79871,0.85187
1995,17-29 y.,East,At least once per week,0.12611,109,785,0.10287,0.14935
1995,30-45 y.,West,Daily,0.77273,2491,3113,0.75800,0.78745
1995,30-45 y.,West,At least once per week,0.15528,465,3113,0.14256,0.16801
1995,30-45 y.,West,At least once per month,0.02263,54,3113,0.01741,0.02786
1995,30-45 y.,West,Seldom,0.04064,103,3113,0.03370,0.04758
1995,30-45 y.,East,Daily,0.82810,1066,1254,0.80720,0.84899
1995,30-45 y.,East,At least once per week,0.11950,142,1254,0.10153,0.13746
1995,30-45 y.,East,Seldom,0.03202,46,1254,0.02227,0.04176
1995,46-65 y.,West,Daily,0.85267,2411,2715,0.83933,0.86600
1995,46-65 y.,West,At least once per week,0.10341,248,2715,0.09195,0.11486
1995,46-65 y.,West,Seldom,0.02018,56,2715,0.01489,0.02546
1995,46-65 y.,East,Daily,0.92772,1089,1154,0.91277,0.94267
1995,46-65 y.,East,At least once per week,0.05420,65,1154,0.04113,0.06726
1995,66 and older,West,Daily,0.92771,1028,1075,0.91223,0.94320
1995,66 and older,West,At least once per week,0.04074,47,1075,0.02892,0.05256
1995,66 and older,East,Daily,0.96722,389,389,0.94950,0.98494
1998,17-29 y.,West,Daily,0.78177,1858,2236,0.76465,0.79890
1998,17-29 y.,West,At least once per week,0.16784,323,2236,0.15235,0.18334
1998,17-29 y.,West,Seldom,0.02402,55,2236,0.01767,0.03037
1998,17-29 y.,East,Daily,0.85764,747,837,0.83395,0.88133
1998,17-29 y.,East,At least once per week,0.10899,90,837,0.08786,0.13011
1998,30-45 y.,West,Daily,0.77753,2847,3562,0.76387,0.79119
1998,30-45 y.,West,At least once per week,0.15462,512,3562,0.14275,0.16650
1998,30-45 y.,West,At least once per month,0.01764,44,3562,0.01332,0.02197
1998,30-45 y.,West,Seldom,0.03882,122,3562,0.03248,0.04517
1998,30-45 y.,West,Never,0.01138,37,3562,0.00790,0.01487
1998,30-45 y.,East,Daily,0.80995,1017,1219,0.78792,0.83199
1998,30-45 y.,East,At least once per week,0.12720,151,1219,0.10849,0.14591
1998,30-45 y.,East,Seldom,0.04120,51,1219,0.03004,0.05236
1998,46-65 y.,West,Daily,0.86344,2713,3066,0.85128,0.87559
1998,46-65 y.,West,At least once per week,0.09136,258,3066,0.08116,0.10156
1998,46-65 y.,West,At least once per month,0.01007,34,3066,0.00654,0.01361
1998,46-65 y.,West,Seldom,0.02444,61,3066,0.01897,0.02991
1998,46-65 y.,East,Daily,0.93651,1174,1240,0.92294,0.95009
1998,46-65 y.,East,At least once per week,0.04216,66,1240,0.03097,0.05335
1998,66 and older,West,Daily,0.93772,1280,1325,0.92470,0.95074
1998,66 and older,West,At least once per week,0.03279,45,1325,0.02320,0.04239
1998,66 and older,East,Daily,0.97008,459,459,0.95448,0.98569
2003,17-29 y.,West,Daily,0.81589,2380,2901,0.80178,0.82999
2003,17-29 y.,West,At least once per week,0.13609,417,2901,0.12361,0.14857
2003,17-29 y.,West,At least once per month,0.01865,43,2901,0.01373,0.02358
2003,17-29 y.,West,Seldom,0.02065,61,2901,0.01547,0.02583
2003,17-29 y.,East,Daily,0.80964,876,1013,0.78545,0.83383
2003,17-29 y.,East,At least once per week,0.13609,137,1013,0.11496,0.15721
2003,30-45 y.,West,Daily,0.82469,4458,5431,0.81458,0.83480
2003,30-45 y.,West,At least once per week,0.13159,755,5431,0.12260,0.14058
2003,30-45 y.,West,At least once per month,0.01374,59,5431,0.01064,0.01683
2003,30-45 y.,West,Seldom,0.02031,101,5431,0.01656,0.02406
2003,30-45 y.,West,Never,0.00967,58,5431,0.00707,0.01228
2003,30-45 y.,East,Daily,0.83418,1238,1446,0.81500,0.85335
2003,30-45 y.,East,At least once per week,0.11520,170,1446,0.09874,0.13167
2003,30-45 y.,East,Seldom,0.02577,38,1446,0.01760,0.03394
2003,46-65 y.,West,Daily,0.87671,4942,5676,0.86816,0.88527
2003,46-65 y.,West,At least once per week,0.08004,494,5676,0.07298,0.08710
2003,46-65 y.,West,At least once per month,0.00830,49,5676,0.00594,0.01066
2003,46-65 y.,West,Seldom,0.01811,113,5676,0.01464,0.02158
2003,46-65 y.,West,Never,0.01684,78,5676,0.01349,0.02019
2003,46-65 y.,East,Daily,0.91943,1706,1822,0.90693,0.93193
2003,46-65 y.,East,At least once per week,0.05210,116,1822,0.04189,0.06230
2003,66 and older,West,Daily,0.93992,2563,2700,0.93095,0.94888
2003,66 and older,West,At least once per week,0.02715,83,2700,0.02102,0.03329
2003,66 and older,West,Never,0.02348,54,2700,0.01777,0.02920
2003,66 and older,East,Daily,0.97121,879,879,0.96015,0.98227
2008,17-29 y.,West,Daily,0.77462,1760,2296,0.75752,0.79171
2008,17-29 y.,West,At least once per week,0.17931,425,2296,0.16362,0.19501
2008,17-29 y.,West,At least once per month,0.01689,52,2296,0.01162,0.02217
2008,17-29 y.,West,Seldom,0.01827,59,2296,0.01279,0.02375
2008,17-29 y.,East,Daily,0.76241,624,773,0.73238,0.79243
2008,17-29 y.,East,At least once per week,0.17604,149,773,0.14917,0.20291
2008,30-45 y.,West,Daily,0.77610,3135,4013,0.76320,0.78900
2008,30-45 y.,West,At least once per week,0.17011,684,4013,0.15849,0.18174
2008,30-45 y.,West,At least once per month,0.01821,65,4013,0.01407,0.02234
2008,30-45 y.,West,Seldom,0.02655,94,4013,0.02157,0.03152
2008,30-45 y.,West,Never,0.00903,35,4013,0.00610,0.01196
2008,30-45 y.,East,Daily,0.77225,900,1110,0.74756,0.79693
2008,30-45 y.,East,At least once per week,0.14284,160,1110,0.12225,0.16343
2008,30-45 y.,East,Seldom,0.04300,50,1110,0.03106,0.05494
2008,46-65 y.,West,Daily,0.84554,4208,5005,0.83553,0.85556
2008,46-65 y.,West,At least once per week,0.10047,536,5005,0.09214,0.10880
2008,46-65 y.,West,At least once per month,0.01333,66,5005,0.01015,0.01650
2008,46-65 y.,West,Seldom,0.02602,136,5005,0.02161,0.03043
2008,46-65 y.,West,Never,0.01464,59,5005,0.01131,0.01797
2008,46-65 y.,East,Daily,0.87832,1443,1638,0.86248,0.89415
2008,46-65 y.,East,At least once per week,0.07905,155,1638,0.06598,0.09212
2008,46-65 y.,East,Seldom,0.02295,40,1638,0.01570,0.03021
2008,66 and older,West,Daily,0.92705,2947,3147,0.91796,0.93614
2008,66 and older,West,At least once per week,0.03168,112,3147,0.02556,0.03780
2008,66 and older,West,Seldom,0.01750,40,3147,0.01292,0.02208
2008,66 and older,West,Never,0.01781,48,3147,0.01319,0.02244
2008,66 and older,East,Daily,0.95908,1069,1069,0.94720,0.97096
2013,17-29 y.,West,Daily,0.69451,1950,2862,0.67764,0.71139
2013,17-29 y.,West,At least once per week,0.24782,698,2862,0.23200,0.26364
2013,17-29 y.,West,At least once per month,0.02699,84,2862,0.02105,0.03293
2013,17-29 y.,West,Seldom,0.02413,99,2862,0.01851,0.02975
2013,17-29 y.,West,Never,0.00654,31,2862,0.00359,0.00950
2013,17-29 y.,East,Daily,0.69099,513,661,0.65573,0.72624
2013,17-29 y.,East,At least once per week,0.24137,148,661,0.20873,0.27402
2013,30-45 y.,West,Daily,0.69900,4523,6293,0.68767,0.71034
2013,30-45 y.,West,At least once per week,0.23287,1328,6293,0.22243,0.24332
2013,30-45 y.,West,At least once per month,0.02778,166,6293,0.02372,0.03184
2013,30-45 y.,West,Seldom,0.02964,207,6293,0.02545,0.03383
2013,30-45 y.,West,Never,0.01070,69,6293,0.00816,0.01324
2013,30-45 y.,East,Daily,0.71374,1223,1681,0.69213,0.73536
2013,30-45 y.,East,At least once per week,0.18140,333,1681,0.16297,0.19983
2013,30-45 y.,East,At least once per month,0.04109,47,1681,0.03160,0.05058
2013,30-45 y.,East,Seldom,0.04651,78,1681,0.03644,0.05658
2013,46-65 y.,West,Daily,0.80533,5421,6896,0.79598,0.81467
2013,46-65 y.,West,At least once per week,0.12554,996,6896,0.11772,0.13336
2013,46-65 y.,West,At least once per month,0.02323,160,6896,0.01967,0.02678
2013,46-65 y.,West,Seldom,0.03646,254,6896,0.03203,0.04088
2013,46-65 y.,West,Never,0.00945,65,6896,0.00717,0.01173
2013,46-65 y.,East,Daily,0.82343,1679,2057,0.80695,0.83992
2013,46-65 y.,East,At least once per week,0.11414,263,2057,0.10040,0.12789
2013,46-65 y.,East,At least once per month,0.01749,40,2057,0.01182,0.02316
2013,46-65 y.,East,Seldom,0.03542,75,2057,0.02743,0.04341
2013,66 and older,West,Daily,0.90372,3363,3707,0.89422,0.91321
2013,66 and older,West,At least once per week,0.04713,176,3707,0.04031,0.05395
2013,66 and older,West,At least once per month,0.00865,34,3707,0.00567,0.01163
2013,66 and older,West,Seldom,0.01617,64,3707,0.01211,0.02024
2013,66 and older,West,Never,0.02433,70,3707,0.01937,0.02929
2013,66 and older,East,Daily,0.90806,1134,1176,0.89154,0.92458
2013,66 and older,East,At least once per week,0.05068,42,1176,0.03814,0.06322
2019,17-29 y.,West,Daily,0.68583,2200,3192,0.66972,0.70193
2019,17-29 y.,West,At least once per week,0.23155,727,3192,0.21691,0.24618
2019,17-29 y.,West,At least once per month,0.03059,92,3192,0.02461,0.03656
2019,17-29 y.,West,Seldom,0.03580,137,3192,0.02936,0.04225
2019,17-29 y.,West,Never,0.01624,36,3192,0.01185,0.02062
2019,17-29 y.,East,Daily,0.70499,462,586,0.66803,0.74194
2019,17-29 y.,East,At least once per week,0.23774,124,586,0.20324,0.27223
2019,30-45 y.,West,Daily,0.67931,3316,4927,0.66628,0.69235
2019,30-45 y.,West,At least once per week,0.23149,1143,4927,0.21971,0.24327
2019,30-45 y.,West,At least once per month,0.02858,136,4927,0.02393,0.03323
2019,30-45 y.,West,Seldom,0.04254,236,4927,0.03691,0.04818
2019,30-45 y.,West,Never,0.01808,96,4927,0.01436,0.02180
2019,30-45 y.,East,Daily,0.69766,950,1318,0.67285,0.72246
2019,30-45 y.,East,At least once per week,0.22560,267,1318,0.20302,0.24817
2019,30-45 y.,East,At least once per month,0.02693,31,1318,0.01818,0.03567
2019,30-45 y.,East,Seldom,0.04168,70,1318,0.03089,0.05248
2019,46-65 y.,West,Daily,0.77784,6008,8107,0.76879,0.78689
2019,46-65 y.,West,At least once per week,0.14929,1462,8107,0.14154,0.15705
2019,46-65 y.,West,At least once per month,0.02180,180,8107,0.01862,0.02497
2019,46-65 y.,West,Seldom,0.03788,330,8107,0.03373,0.04204
2019,46-65 y.,West,Never,0.01318,127,8107,0.01070,0.01567
2019,46-65 y.,East,Daily,0.79906,1786,2261,0.78254,0.81558
