"pli0083","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","420","0.859438868612133","0.828280532323105","0.890597204901161"
"Täglich","1995","(noch) kein Abschluss","2","195","0.852429552234173","0.805668863366594","0.899190241101752"
"Täglich","1995","(noch) kein Abschluss","3","82","0.79278109949833","0.712534547750998","0.873027651245662"
"Täglich","1995","(noch) kein Abschluss","4","48","0.822864348967965","0.723751998542125","0.921976699393804"
"Täglich","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","14","","",""
"Täglich","1995","Hauptschule","1 Einkommensschwächstes Quintil","2245","0.878479190148721","0.865730060651709","0.891228319645733"
"Täglich","1995","Hauptschule","2","1678","0.895490381073837","0.881650748845764","0.909330013301911"
"Täglich","1995","Hauptschule","3","854","0.897189702297915","0.877886992518024","0.916492412077806"
"Täglich","1995","Hauptschule","4","477","0.854646622790157","0.825532765596453","0.883760479983861"
"Täglich","1995","Hauptschule","5 Einkommensstärkstes Quintil","159","0.89725698913584","0.852777873395374","0.941736104876306"
"Täglich","1995","Realschule","1 Einkommensschwächstes Quintil","908","0.838992862757922","0.817083137013436","0.860902588502407"
"Täglich","1995","Realschule","2","788","0.861034200974915","0.838621112288959","0.88344728966087"
"Täglich","1995","Realschule","3","441","0.817351204067227","0.784912566902025","0.849789841232429"
"Täglich","1995","Realschule","4","317","0.857763012830035","0.822735738839258","0.892790286820812"
"Täglich","1995","Realschule","5 Einkommensstärkstes Quintil","142","0.782829203891307","0.722426581129145","0.84323182665347"
"Täglich","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","281","0.715804971606599","0.670575449095006","0.761034494118192"
"Täglich","1995","(Fach-)Abitur","2","207","0.699788076210232","0.645908653861768","0.753667498558696"
"Täglich","1995","(Fach-)Abitur","3","126","0.690800187080843","0.623656029164843","0.757944344996843"
"Täglich","1995","(Fach-)Abitur","4","86","0.633475457402777","0.551583981629002","0.715366933176552"
"Täglich","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","58","0.734161617258473","0.63674361345755","0.831579621059397"
"Täglich","1995","AkademikerIn","1 Einkommensschwächstes Quintil","281","0.754500405539132","0.709918183964169","0.799082627114094"
"Täglich","1995","AkademikerIn","2","372","0.793953749239293","0.756789757671135","0.83111774080745"
"Täglich","1995","AkademikerIn","3","281","0.734755107073207","0.690013960245344","0.779496253901071"
"Täglich","1995","AkademikerIn","4","224","0.688612232513794","0.636981653935002","0.740242811092587"
"Täglich","1995","AkademikerIn","5 Einkommensstärkstes Quintil","187","0.785608170694314","0.734735422709185","0.836480918679443"
"Min 1x pro Woche","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","43","0.106354294482921","0.0787170751903459","0.133991513775497"
"Min 1x pro Woche","1995","(noch) kein Abschluss","2","19","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","3","13","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","4","8","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Min 1x pro Woche","1995","Hauptschule","1 Einkommensschwächstes Quintil","180","0.0743830882872817","0.0641444497960345","0.0846217267785288"
"Min 1x pro Woche","1995","Hauptschule","2","139","0.0705604568504426","0.0589751585771705","0.0821457551237146"
"Min 1x pro Woche","1995","Hauptschule","3","77","0.0751902757061094","0.0584306287845848","0.0919499226276339"
"Min 1x pro Woche","1995","Hauptschule","4","51","0.0893857011232534","0.0658191976405884","0.112952204605918"
"Min 1x pro Woche","1995","Hauptschule","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Woche","1995","Realschule","1 Einkommensschwächstes Quintil","116","0.106119959115324","0.0877599284966043","0.124479989734043"
"Min 1x pro Woche","1995","Realschule","2","98","0.105690479719302","0.0857700177608282","0.125610941677777"
"Min 1x pro Woche","1995","Realschule","3","85","0.145872977059645","0.116238416321905","0.175507537797384"
"Min 1x pro Woche","1995","Realschule","4","51","0.0995703318114173","0.0695437230817165","0.129596940541118"
"Min 1x pro Woche","1995","Realschule","5 Einkommensstärkstes Quintil","32","0.196385498338","0.138188556236323","0.254582440439676"
"Min 1x pro Woche","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","60","0.178117399403132","0.139748929916482","0.216485868889782"
"Min 1x pro Woche","1995","(Fach-)Abitur","2","54","0.237705429692613","0.187666656065035","0.287744203320192"
"Min 1x pro Woche","1995","(Fach-)Abitur","3","43","0.235313763383203","0.173685816642702","0.296941710123704"
"Min 1x pro Woche","1995","(Fach-)Abitur","4","37","0.262215283276176","0.187464439663344","0.336966126889009"
"Min 1x pro Woche","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1995","AkademikerIn","1 Einkommensschwächstes Quintil","56","0.173458383597696","0.134235764733352","0.212681002462039"
"Min 1x pro Woche","1995","AkademikerIn","2","55","0.132445048478918","0.101298584243861","0.163591512713974"
"Min 1x pro Woche","1995","AkademikerIn","3","64","0.177895761515112","0.139138013573638","0.216653509456586"
"Min 1x pro Woche","1995","AkademikerIn","4","63","0.216627370293423","0.170695967230018","0.262558773356828"
"Min 1x pro Woche","1995","AkademikerIn","5 Einkommensstärkstes Quintil","50","0.175984203854859","0.128779780237676","0.223188627472041"
"Min 1x pro Monat","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","2","1","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","3","1","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","4","1","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1995","Hauptschule","1 Einkommensschwächstes Quintil","23","","",""
"Min 1x pro Monat","1995","Hauptschule","2","20","","",""
"Min 1x pro Monat","1995","Hauptschule","3","9","","",""
"Min 1x pro Monat","1995","Hauptschule","4","8","","",""
"Min 1x pro Monat","1995","Hauptschule","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1995","Realschule","1 Einkommensschwächstes Quintil","10","","",""
"Min 1x pro Monat","1995","Realschule","2","9","","",""
"Min 1x pro Monat","1995","Realschule","3","3","","",""
"Min 1x pro Monat","1995","Realschule","4","4","","",""
"Min 1x pro Monat","1995","Realschule","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","2","5","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","3","5","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","4","3","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1995","AkademikerIn","1 Einkommensschwächstes Quintil","5","","",""
"Min 1x pro Monat","1995","AkademikerIn","2","4","","",""
"Min 1x pro Monat","1995","AkademikerIn","3","3","","",""
"Min 1x pro Monat","1995","AkademikerIn","4","5","","",""
"Min 1x pro Monat","1995","AkademikerIn","5 Einkommensstärkstes Quintil","5","","",""
"Seltener","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","8","","",""
"Seltener","1995","(noch) kein Abschluss","2","4","","",""
"Seltener","1995","(noch) kein Abschluss","3","1","","",""
"Seltener","1995","(noch) kein Abschluss","4","","","",""
"Seltener","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1995","Hauptschule","1 Einkommensschwächstes Quintil","51","0.0245852970371333","0.0185427248903881","0.0306278691838786"
"Seltener","1995","Hauptschule","2","26","","",""
"Seltener","1995","Hauptschule","3","7","","",""
"Seltener","1995","Hauptschule","4","16","","",""
