year,age_gr,migback,pli0083,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,30-45 y.,No migration background,Daily,0.7105413105413105,18165,0.7039461354123419,0.7171364856702792
1990,30-45 y.,No migration background,At least once per week,0.2227920227920228,18165,0.21674060952153068,0.2288434360625149
1990,30-45 y.,No migration background,Seldom,0.036467236467236465,18165,0.03374125411298153,0.0391932188214914
1990,30-45 y.,No migration background,At least once per month,0.02507122507122507,18165,0.022797632757022585,0.027344817385427555
1990,30-45 y.,No migration background,Never,0.005128205128205128,18165,0.004089470466609579,0.006166939789800678
1990,30-45 y.,Direct migration background,Daily,0.759825327510917,18165,0.753612935438851,0.7660377195829831
1990,30-45 y.,Direct migration background,At least once per week,0.19359534206695778,18165,0.18784938553757036,0.1993412985963452
1990,30-45 y.,Direct migration background,Seldom,0.03202328966521106,18165,0.029462913378512298,0.03458366595190983
1990,30-45 y.,Direct migration background,At least once per month,0.010189228529839884,18165,0.008728783854807968,0.0116496732048718
1990,30-45 y.,Direct migration background,Never,0.004366812227074236,18165,0.003407918866817756,0.005325705587330715
1990,30-45 y.,Indirect migration background,Daily,0.7626459143968871,18165,0.7564586567638858,0.7688331720298884
1990,30-45 y.,Indirect migration background,At least once per week,0.16731517509727625,18165,0.16188709357686068,0.17274325661769183
1990,30-45 y.,Indirect migration background,Seldom,0.054474708171206226,18165,0.05117426391838216,0.05777515242403029
1990,30-45 y.,Indirect migration background,At least once per month,0.007782101167315175,18165,0.006504220396717877,0.009059981937912473
1990,30-45 y.,Indirect migration background,Never,0.007782101167315175,18165,0.006504220396717877,0.009059981937912473
1990,46-65 y.,No migration background,Daily,0.7434963579604579,18165,0.7371456146275569,0.7498471012933589
1990,46-65 y.,No migration background,At least once per week,0.16857440166493237,18165,0.163130053637198,0.17401874969266673
1990,46-65 y.,No migration background,Seldom,0.05359001040582726,18165,0.0503149452174388,0.05686507559421572
1990,46-65 y.,No migration background,At least once per month,0.023413111342351717,18165,0.021214120705734335,0.0256121019789691
1990,46-65 y.,No migration background,Never,0.010926118626430802,18165,0.009414348731214224,0.01243788852164738
1990,46-65 y.,Direct migration background,Daily,0.7966507177033493,18165,0.7907975136039339,0.8025039218027646
1990,46-65 y.,Direct migration background,At least once per week,0.15550239234449761,18165,0.15023244689802548,0.16077233779096975
1990,46-65 y.,Direct migration background,Seldom,0.025119617224880382,18165,0.022843888221100873,0.02739534622865989
1990,46-65 y.,Direct migration background,Never,0.013157894736842105,18165,0.011500769201189852,0.014815020272494357
1990,46-65 y.,Direct migration background,At least once per month,0.009569377990430622,18165,0.008153609459794058,0.010985146521067185
1990,46-65 y.,Indirect migration background,Daily,0.8,18165,0.7941830094055339,0.8058169905944662
1990,46-65 y.,Indirect migration background,At least once per week,0.2,18165,0.19418300940553385,0.20581699059446618
1990,66 and older,No migration background,Daily,0.8334172118772019,18165,0.8279986421508162,0.8388357816035875
1990,66 and older,No migration background,At least once per week,0.11122294916960242,18165,0.10665067789220632,0.11579522044699851
1990,66 and older,No migration background,Seldom,0.03220936084549572,18165,0.029641803617853672,0.03477691807313777
1990,66 and older,No migration background,At least once per month,0.014091595369904378,18165,0.012377493073224657,0.0158056976665841
1990,66 and older,No migration background,Never,0.009058882737795673,18165,0.007681040119804338,0.010436725355787007
1990,66 and older,Direct migration background,Daily,0.8143646408839779,18165,0.8087103496235466,0.8200189321444091
1990,66 and older,Direct migration background,At least once per week,0.1270718232044199,18165,0.12222840179816771,0.13191524461067208
1990,66 and older,Direct migration background,Seldom,0.026519337016574586,18165,0.024182742430381404,0.028855931602767768
1990,66 and older,Direct migration background,Never,0.023204419889502764,18165,0.02101501758474382,0.025393822194261707
1990,66 and older,Direct migration background,At least once per month,0.008839779005524863,18165,0.007478550590965493,0.010201007420084233
1990,66 and older,Indirect migration background,Daily,0.9,18165,0.8956372570541504,0.9043627429458496
1990,66 and older,Indirect migration background,At least once per week,0.1,18165,0.09563725705415038,0.10436274294584963
1990,,No migration background,Daily,0.8948475289169295,18165,0.8903866274214753,0.8993084304123837
1990,,No migration background,At least once per week,0.05783385909568875,18165,0.05443922317143154,0.06122849501994596
1990,,No migration background,Seldom,0.02103049421661409,18165,0.01894385343212593,0.023117135001102254
1990,,No migration background,At least once per month,0.013669821240799159,18165,0.011981205051552502,0.015358437430045816
1990,,No migration background,Never,0.012618296529968454,18165,0.010995062000371068,0.01424153105956584
1990,,Direct migration background,Daily,0.9024390243902439,18165,0.898123978972303,0.9067540698081848
1990,,Direct migration background,At least once per week,0.06097560975609756,18165,0.057495804957776904,0.06445541455441822
1990,,Direct migration background,Seldom,0.024390243902439025,18165,0.02214695860898903,0.02663352919588902
1990,,Direct migration background,Never,0.012195121951219513,18165,0.010598996483225747,0.013791247419213278
1990,,Indirect migration background,Daily,1.0,18165,1.0,1.0
1995,30-45 y.,No migration background,Daily,0.7884196778406617,17246,0.7823239124328625,0.7945154432484609
1995,30-45 y.,No migration background,At least once per week,0.1584675663909447,17246,0.15301730283060147,0.16391782995128792
1995,30-45 y.,No migration background,Seldom,0.03308663474096648,17246,0.03041712222922663,0.03575614725270633
1995,30-45 y.,No migration background,At least once per month,0.014366565084893338,17246,0.012590552387151014,0.016142577782635663
1995,30-45 y.,No migration background,Never,0.0056595559425337396,17246,0.004539936036720927,0.006779175848346552
1995,30-45 y.,Direct migration background,Daily,0.853781512605042,17246,0.8485081650317492,0.8590548601783348
1995,30-45 y.,Direct migration background,At least once per week,0.11428571428571428,17246,0.1095372335689506,0.11903419500247796
1995,30-45 y.,Direct migration background,At least once per month,0.013445378151260505,17246,0.011726445113126722,0.015164311189394288
1995,30-45 y.,Direct migration background,Seldom,0.010084033613445379,17246,0.008592860078411627,0.01157520714847913
1995,30-45 y.,Direct migration background,Never,0.008403361344537815,17246,0.00704095730471148,0.00976576538436415
1995,30-45 y.,Indirect migration background,Daily,0.8291571753986332,17246,0.823539861621837,0.8347744891754294
1995,30-45 y.,Indirect migration background,At least once per week,0.1366742596810934,17246,0.1315475043652057,0.14180101499698108
1995,30-45 y.,Indirect migration background,Seldom,0.02050113895216401,17246,0.018386175617683034,0.022616102286644985
1995,30-45 y.,Indirect migration background,At least once per month,0.009111617312072893,17246,0.007693467915935857,0.010529766708209928
1995,30-45 y.,Indirect migration background,Never,0.004555808656036446,17246,0.0035507229965275953,0.005560894315545297
1995,46-65 y.,No migration background,Daily,0.7961249277038751,17246,0.7901120197493016,0.8021378356584487
1995,46-65 y.,No migration background,At least once per week,0.14285714285714285,17246,0.13763451037328345,0.14807977534100225
1995,46-65 y.,No migration background,Seldom,0.035858877964141125,17246,0.033083765858856765,0.038633990069425486
1995,46-65 y.,No migration background,At least once per month,0.017640254482359747,17246,0.01567553938459964,0.019604969580119855
1995,46-65 y.,No migration background,Never,0.007518796992481203,17246,0.006229517113004362,0.008808076871958044
1995,46-65 y.,Direct migration background,Daily,0.8418756815703381,17246,0.8364302137482414,0.8473211493924347
1995,46-65 y.,Direct migration background,At least once per week,0.11450381679389313,17246,0.10975139248164764,0.11925624110613861
1995,46-65 y.,Direct migration background,Seldom,0.025081788440567066,17246,0.022747926175414775,0.027415650705719358
1995,46-65 y.,Direct migration background,Never,0.013086150490730643,17246,0.011390027045276075,0.014782273936185211
1995,46-65 y.,Direct migration background,At least once per month,0.0054525627044711015,17246,0.004353493685054793,0.00655163172388741
1995,46-65 y.,Indirect migration background,Daily,0.6956521739130435,17246,0.6887847626598023,0.7025195851662847
1995,46-65 y.,Indirect migration background,At least once per week,0.17391304347826086,17246,0.16825598275387865,0.17957010420264308
1995,46-65 y.,Indirect migration background,Never,0.06521739130434782,17246,0.06153229447410362,0.06890248813459203
1995,46-65 y.,Indirect migration background,Seldom,0.043478260869565216,17246,0.040434606139367765,0.04652191559976267
1995,46-65 y.,Indirect migration background,At least once per month,0.021739130434782608,17246,0.019562622244914864,0.023915638624650352
1995,66 and older,No migration background,Daily,0.8812392426850258,17246,0.8764109312631907,0.886067554106861
1995,66 and older,No migration background,At least once per week,0.08605851979345955,17246,0.08187282063495695,0.09024421895196215
1995,66 and older,No migration background,Seldom,0.01927710843373494,17246,0.017224973176847087,0.021329243690622796
1995,66 and older,No migration background,Never,0.0068846815834767644,17246,0.005650572211743152,0.008118790955210377
1995,66 and older,No migration background,At least once per month,0.006540447504302926,17246,0.005337378029720563,0.0077435169788852894
1995,66 and older,Direct migration background,Daily,0.9049466537342385,17246,0.9005693460465791,0.909323961421898
1995,66 and older,Direct migration background,At least once per week,0.058195926285160036,17246,0.054701801141827856,0.06169005142849222
1995,66 and older,Direct migration background,Never,0.012609117361784675,17246,0.010943793210837134,0.014274441512732215
