year,age_gr,regtyp,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Daily,0.69868,1545,2123,0.67916,0.71821
1990,17-29 y.,Urban regions,At least once per week,0.23470,452,2123,0.21667,0.25274
1990,17-29 y.,Urban regions,At least once per month,0.02184,41,2123,0.01562,0.02806
1990,17-29 y.,Urban regions,Seldom,0.04010,85,2123,0.03175,0.04844
1990,17-29 y.,Rural regions,Daily,0.73975,420,535,0.70253,0.77696
1990,17-29 y.,Rural regions,At least once per week,0.20061,115,535,0.16664,0.23457
1990,30-45 y.,Urban regions,Daily,0.74205,1693,2204,0.72378,0.76032
1990,30-45 y.,Urban regions,At least once per week,0.17669,379,2204,0.16077,0.19262
1990,30-45 y.,Urban regions,At least once per month,0.01999,35,2204,0.01415,0.02584
1990,30-45 y.,Urban regions,Seldom,0.05105,97,2204,0.04186,0.06025
1990,30-45 y.,Rural regions,Daily,0.74885,418,497,0.71068,0.78701
1990,30-45 y.,Rural regions,At least once per week,0.15606,79,497,0.12412,0.18800
1990,46-65 y.,Urban regions,Daily,0.83999,1922,2256,0.82486,0.85513
1990,46-65 y.,Urban regions,At least once per week,0.10413,258,2256,0.09152,0.11674
1990,46-65 y.,Urban regions,Seldom,0.03377,76,2256,0.02631,0.04122
1990,46-65 y.,Rural regions,Daily,0.80766,480,559,0.77496,0.84037
1990,46-65 y.,Rural regions,At least once per week,0.13037,79,559,0.10243,0.15831
1990,66 and older,Urban regions,Daily,0.89829,706,749,0.87663,0.91995
1990,66 and older,Urban regions,At least once per week,0.05161,43,749,0.03575,0.06746
1990,66 and older,Rural regions,Daily,0.88319,222,222,0.84084,0.92553
1995,17-29 y.,Urban regions,Daily,0.78608,1794,2198,0.76894,0.80323
1995,17-29 y.,Urban regions,At least once per week,0.15121,309,2198,0.13623,0.16619
1995,17-29 y.,Urban regions,At least once per month,0.02026,33,2198,0.01437,0.02615
1995,17-29 y.,Urban regions,Seldom,0.03404,62,2198,0.02645,0.04162
1995,17-29 y.,Rural regions,Daily,0.78551,889,1072,0.76093,0.81010
1995,17-29 y.,Rural regions,At least once per week,0.17706,183,1072,0.15420,0.19992
1995,30-45 y.,Urban regions,Daily,0.78016,2301,2877,0.76503,0.79530
