"pli0083","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1990","(noch) kein Abschluss","Städtischer Raum","576","0.764456824056695","0.733590029962961","0.795323618150429"
"Täglich","1990","(noch) kein Abschluss","Ländlicher Raum","92","0.76170725391535","0.682805158591066","0.840609349239634"
"Täglich","1990","Hauptschule","Städtischer Raum","3409","0.84967430435814","0.838695870410453","0.860652738305828"
"Täglich","1990","Hauptschule","Ländlicher Raum","1025","0.825415080086378","0.804396076753293","0.846434083419464"
"Täglich","1990","Realschule","Städtischer Raum","940","0.762579553308276","0.739113067737317","0.786046038879234"
"Täglich","1990","Realschule","Ländlicher Raum","262","0.73513129798733","0.68948572691386","0.7807768690608"
"Täglich","1990","(Fach-)Abitur","Städtischer Raum","424","0.629040912974478","0.591557407013402","0.666524418935555"
"Täglich","1990","(Fach-)Abitur","Ländlicher Raum","71","0.683357644171314","0.594804560156307","0.77191072818632"
"Täglich","1990","AkademikerIn","Städtischer Raum","387","0.672767309983148","0.634745661744478","0.710788958221817"
"Täglich","1990","AkademikerIn","Ländlicher Raum","74","0.651908609911592","0.562067271670058","0.741749948153125"
"Min 1x pro Woche","1990","(noch) kein Abschluss","Städtischer Raum","104","0.166616541577268","0.139510801059933","0.193722282094603"
"Min 1x pro Woche","1990","(noch) kein Abschluss","Ländlicher Raum","17","","",""
"Min 1x pro Woche","1990","Hauptschule","Städtischer Raum","469","0.100530390388725","0.0912932090063453","0.109767571771105"
"Min 1x pro Woche","1990","Hauptschule","Ländlicher Raum","152","0.107546856208816","0.0903929067077136","0.124700805709918"
"Min 1x pro Woche","1990","Realschule","Städtischer Raum","239","0.169802886933977","0.149096250415995","0.190509523451959"
"Min 1x pro Woche","1990","Realschule","Ländlicher Raum","78","0.219759684996009","0.176925641637923","0.262593728354094"
"Min 1x pro Woche","1990","(Fach-)Abitur","Städtischer Raum","157","0.275268900515751","0.240610798575014","0.309927002456488"
"Min 1x pro Woche","1990","(Fach-)Abitur","Ländlicher Raum","24","","",""
"Min 1x pro Woche","1990","AkademikerIn","Städtischer Raum","126","0.21192312626226","0.178806687680337","0.245039564844183"
"Min 1x pro Woche","1990","AkademikerIn","Ländlicher Raum","22","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Städtischer Raum","12","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"Min 1x pro Monat","1990","Hauptschule","Städtischer Raum","39","0.010556902275329","0.00741739710859405","0.0136964074420639"
"Min 1x pro Monat","1990","Hauptschule","Ländlicher Raum","28","","",""
"Min 1x pro Monat","1990","Realschule","Städtischer Raum","29","","",""
"Min 1x pro Monat","1990","Realschule","Ländlicher Raum","9","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Städtischer Raum","13","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Ländlicher Raum","4","","",""
"Min 1x pro Monat","1990","AkademikerIn","Städtischer Raum","12","","",""
"Min 1x pro Monat","1990","AkademikerIn","Ländlicher Raum","4","","",""
"Seltener","1990","(noch) kein Abschluss","Städtischer Raum","20","","",""
"Seltener","1990","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1990","Hauptschule","Städtischer Raum","122","0.0300060436758678","0.0247653783930325","0.0352467089587032"
"Seltener","1990","Hauptschule","Ländlicher Raum","34","0.0309212570142211","0.0213365098864834","0.0405060041419587"
"Seltener","1990","Realschule","Städtischer Raum","47","0.0371897555096049","0.0267538910788016","0.0476256199404082"
"Seltener","1990","Realschule","Ländlicher Raum","10","","",""
"Seltener","1990","(Fach-)Abitur","Städtischer Raum","33","0.0571944745322931","0.0391756752157859","0.0752132738488004"
"Seltener","1990","(Fach-)Abitur","Ländlicher Raum","6","","",""
"Seltener","1990","AkademikerIn","Städtischer Raum","45","0.0722182874510632","0.0512425781911313","0.093193996710995"
"Seltener","1990","AkademikerIn","Ländlicher Raum","7","","",""
"Nie","1990","(noch) kein Abschluss","Städtischer Raum","14","","",""
"Nie","1990","(noch) kein Abschluss","Ländlicher Raum","2","","",""
"Nie","1990","Hauptschule","Städtischer Raum","32","0.00923235930193764","0.00629444045252343","0.0121702781513519"
"Nie","1990","Hauptschule","Ländlicher Raum","14","","",""
"Nie","1990","Realschule","Städtischer Raum","8","","",""
"Nie","1990","Realschule","Ländlicher Raum","","","",""
"Nie","1990","(Fach-)Abitur","Städtischer Raum","11","","",""
"Nie","1990","(Fach-)Abitur","Ländlicher Raum","1","","",""
"Nie","1990","AkademikerIn","Städtischer Raum","15","","",""
"Nie","1990","AkademikerIn","Ländlicher Raum","1","","",""
"Täglich","1991","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1991","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1991","Hauptschule","Städtischer Raum","","","",""
"Täglich","1991","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1991","Realschule","Städtischer Raum","","","",""
"Täglich","1991","Realschule","Ländlicher Raum","","","",""
"Täglich","1991","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1991","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1991","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1991","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1991","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1991","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1991","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1991","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1991","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1991","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1991","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1991","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1991","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1991","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1991","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1991","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1991","Hauptschule","Städtischer Raum","","","",""
"Seltener","1991","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1991","Realschule","Städtischer Raum","","","",""
"Seltener","1991","Realschule","Ländlicher Raum","","","",""
"Seltener","1991","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1991","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1991","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1991","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1991","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1991","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1991","Hauptschule","Städtischer Raum","","","",""
"Nie","1991","Hauptschule","Ländlicher Raum","","","",""
"Nie","1991","Realschule","Städtischer Raum","","","",""
"Nie","1991","Realschule","Ländlicher Raum","","","",""
"Nie","1991","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1991","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1991","AkademikerIn","Städtischer Raum","","","",""
"Nie","1991","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1992","Hauptschule","Städtischer Raum","","","",""
"Täglich","1992","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1992","Realschule","Städtischer Raum","","","",""
"Täglich","1992","Realschule","Ländlicher Raum","","","",""
"Täglich","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1992","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1992","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1992","Hauptschule","Städtischer Raum","","","",""
"Seltener","1992","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1992","Realschule","Städtischer Raum","","","",""
"Seltener","1992","Realschule","Ländlicher Raum","","","",""
"Seltener","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1992","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1992","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1992","Hauptschule","Städtischer Raum","","","",""
"Nie","1992","Hauptschule","Ländlicher Raum","","","",""
"Nie","1992","Realschule","Städtischer Raum","","","",""
"Nie","1992","Realschule","Ländlicher Raum","","","",""
"Nie","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1992","AkademikerIn","Städtischer Raum","","","",""
"Nie","1992","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1993","Hauptschule","Städtischer Raum","","","",""
"Täglich","1993","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1993","Realschule","Städtischer Raum","","","",""
"Täglich","1993","Realschule","Ländlicher Raum","","","",""
"Täglich","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1993","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1993","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1993","Hauptschule","Städtischer Raum","","","",""
"Seltener","1993","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1993","Realschule","Städtischer Raum","","","",""
"Seltener","1993","Realschule","Ländlicher Raum","","","",""
"Seltener","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1993","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1993","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1993","Hauptschule","Städtischer Raum","","","",""
"Nie","1993","Hauptschule","Ländlicher Raum","","","",""
"Nie","1993","Realschule","Städtischer Raum","","","",""
"Nie","1993","Realschule","Ländlicher Raum","","","",""
"Nie","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1993","AkademikerIn","Städtischer Raum","","","",""
"Nie","1993","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1994","Hauptschule","Städtischer Raum","","","",""
"Täglich","1994","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1994","Realschule","Städtischer Raum","","","",""
"Täglich","1994","Realschule","Ländlicher Raum","","","",""
"Täglich","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1994","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1994","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1994","Hauptschule","Städtischer Raum","","","",""
"Seltener","1994","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1994","Realschule","Städtischer Raum","","","",""
"Seltener","1994","Realschule","Ländlicher Raum","","","",""
"Seltener","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1994","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1994","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1994","Hauptschule","Städtischer Raum","","","",""
"Nie","1994","Hauptschule","Ländlicher Raum","","","",""
"Nie","1994","Realschule","Städtischer Raum","","","",""
"Nie","1994","Realschule","Ländlicher Raum","","","",""
"Nie","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1994","AkademikerIn","Städtischer Raum","","","",""
"Nie","1994","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1995","(noch) kein Abschluss","Städtischer Raum","601","0.846457103712794","0.819538295930852","0.873375911494735"
"Täglich","1995","(noch) kein Abschluss","Ländlicher Raum","158","0.827093184077342","0.772302613416038","0.881883754738645"
"Täglich","1995","Hauptschule","Städtischer Raum","3623","0.891895977817622","0.882355233107273","0.901436722527972"
"Täglich","1995","Hauptschule","Ländlicher Raum","1790","0.870862704378213","0.856252929415543","0.885472479340883"
"Täglich","1995","Realschule","Städtischer Raum","1449","0.832724578091263","0.815193223899898","0.850255932282628"
"Täglich","1995","Realschule","Ländlicher Raum","1147","0.849977469847504","0.831006000070491","0.868948939624518"
"Täglich","1995","(Fach-)Abitur","Städtischer Raum","580","0.710634846376767","0.679270468073722","0.741999224679813"
"Täglich","1995","(Fach-)Abitur","Ländlicher Raum","178","0.654982688522495","0.596173310754884","0.713792066290105"
"Täglich","1995","AkademikerIn","Städtischer Raum","818","0.73634602781935","0.710236587429139","0.762455468209561"
"Täglich","1995","AkademikerIn","Ländlicher Raum","527","0.79217528603476","0.761030630379643","0.823319941689877"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Städtischer Raum","65","0.1157472672468","0.091859142488816","0.139635392004784"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Ländlicher Raum","21","","",""
"Min 1x pro Woche","1995","Hauptschule","Städtischer Raum","296","0.0703083658934945","0.062452804815613","0.078163926971376"
"Min 1x pro Woche","1995","Hauptschule","Ländlicher Raum","161","0.0820755918015371","0.0701177361251682","0.0940334474779061"
"Min 1x pro Woche","1995","Realschule","Städtischer Raum","226","0.126735059783576","0.111108257953522","0.142361861613629"
"Min 1x pro Woche","1995","Realschule","Ländlicher Raum","156","0.109561529807028","0.0929675701588186","0.126155489455237"
"Min 1x pro Woche","1995","(Fach-)Abitur","Städtischer Raum","155","0.200412217875995","0.172724606524368","0.228099829227623"
"Min 1x pro Woche","1995","(Fach-)Abitur","Ländlicher Raum","53","0.261569964830994","0.207199900884755","0.315940028777234"
"Min 1x pro Woche","1995","AkademikerIn","Städtischer Raum","207","0.193213057918623","0.169817301168832","0.216608814668415"
"Min 1x pro Woche","1995","AkademikerIn","Ländlicher Raum","81","0.128328934261813","0.102656745222225","0.1540011233014"
"Min 1x pro Monat","1995","(noch) kein Abschluss","Städtischer Raum","3","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1995","Hauptschule","Städtischer Raum","46","0.0117515204676712","0.00844032854347303","0.0150627123918693"
"Min 1x pro Monat","1995","Hauptschule","Ländlicher Raum","18","","",""
"Min 1x pro Monat","1995","Realschule","Städtischer Raum","18","","",""
"Min 1x pro Monat","1995","Realschule","Ländlicher Raum","10","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Städtischer Raum","24","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Ländlicher Raum","5","","",""
"Min 1x pro Monat","1995","AkademikerIn","Städtischer Raum","13","","",""
"Min 1x pro Monat","1995","AkademikerIn","Ländlicher Raum","9","","",""
"Seltener","1995","(noch) kein Abschluss","Städtischer Raum","10","","",""
"Seltener","1995","(noch) kein Abschluss","Ländlicher Raum","3","","",""
"Seltener","1995","Hauptschule","Städtischer Raum","63","0.0148790096540412","0.0111590687099574","0.018598950598125"
"Seltener","1995","Hauptschule","Ländlicher Raum","42","0.0279248985429718","0.0207471448951678","0.0351026521907757"
"Seltener","1995","Realschule","Städtischer Raum","39","0.0252558478033472","0.0178857203117619","0.0326259752949324"
"Seltener","1995","Realschule","Ländlicher Raum","42","0.0251079009244469","0.0167959588706736","0.0334198429782202"
"Seltener","1995","(Fach-)Abitur","Städtischer Raum","32","0.0387006326443351","0.0253599307750194","0.0520413345136508"
"Seltener","1995","(Fach-)Abitur","Ländlicher Raum","14","","",""
"Seltener","1995","AkademikerIn","Städtischer Raum","39","0.0370282032879322","0.025838655546042","0.0482177510298225"
"Seltener","1995","AkademikerIn","Ländlicher Raum","27","","",""
"Nie","1995","(noch) kein Abschluss","Städtischer Raum","10","","",""
"Nie","1995","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"Nie","1995","Hauptschule","Städtischer Raum","41","0.0111651261671708","0.00793664727842431","0.0143936050559174"
"Nie","1995","Hauptschule","Ländlicher Raum","13","","",""
"Nie","1995","Realschule","Städtischer Raum","9","","",""
"Nie","1995","Realschule","Ländlicher Raum","6","","",""
"Nie","1995","(Fach-)Abitur","Städtischer Raum","12","","",""
"Nie","1995","(Fach-)Abitur","Ländlicher Raum","1","","",""
"Nie","1995","AkademikerIn","Städtischer Raum","17","","",""
"Nie","1995","AkademikerIn","Ländlicher Raum","8","","",""
"Täglich","1996","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1996","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1996","Hauptschule","Städtischer Raum","","","",""
"Täglich","1996","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1996","Realschule","Städtischer Raum","","","",""
"Täglich","1996","Realschule","Ländlicher Raum","","","",""
"Täglich","1996","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1996","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1996","AkademikerIn","Städtischer Raum","","","",""
