year,bula_h,sex,pli0083,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,male,Daily,0.7761194029850746,18165,0.7700574736572036,0.7821813323129457
1990,Schleswig-Holstein,male,At least once per week,0.16417910447761194,18165,0.15879201829260273,0.16956619066262116
1990,Schleswig-Holstein,male,Seldom,0.03731343283582089,18165,0.03455721569527682,0.04006964997636497
1990,Schleswig-Holstein,male,At least once per month,0.014925373134328358,18165,0.013162035261610099,0.016688711007046615
1990,Schleswig-Holstein,male,Never,0.007462686567164179,18165,0.006211104325684843,0.008714268808643514
1990,Schleswig-Holstein,female,Daily,0.7902097902097902,18165,0.7842886931266523,0.7961308872929281
1990,Schleswig-Holstein,female,At least once per week,0.14685314685314685,18165,0.14170569971283328,0.15200059399346041
1990,Schleswig-Holstein,female,At least once per month,0.027972027972027972,18165,0.02557408015156384,0.030369975792492104
1990,Schleswig-Holstein,female,Seldom,0.027972027972027972,18165,0.02557408015156384,0.030369975792492104
1990,Schleswig-Holstein,female,Never,0.006993006993006993,18165,0.005781163584452146,0.00820485040156184
1990,Hamburg,male,Daily,0.7901234567901234,18165,0.7842014650261213,0.7960454485541255
1990,Hamburg,male,At least once per week,0.14814814814814814,18165,0.14298198021041583,0.15331431608588045
1990,Hamburg,male,Seldom,0.024691358024691357,18165,0.022434616111646093,0.02694809993773662
1990,Hamburg,male,At least once per month,0.024691358024691357,18165,0.022434616111646093,0.02694809993773662
1990,Hamburg,male,Never,0.012345679012345678,18165,0.010739853531641572,0.013951504493049785
1990,Hamburg,female,Daily,0.8235294117647058,18165,0.817985528281204,0.8290732952482077
1990,Hamburg,female,At least once per week,0.1411764705882353,18165,0.136112729432877,0.14624021174359358
1990,Hamburg,female,Seldom,0.023529411764705882,18165,0.02132509761436666,0.025733725915045105
1990,Hamburg,female,At least once per month,0.011764705882352941,18165,0.010196658840236034,0.013332752924469848
1990,Lower Saxony,male,Daily,0.7878151260504201,18165,0.7818693610763173,0.793760891024523
1990,Lower Saxony,male,At least once per week,0.15126050420168066,18165,0.1460498968449763,0.15647111155838503
1990,Lower Saxony,male,Seldom,0.03571428571428571,18165,0.03301553841336633,0.03841303301520509
1990,Lower Saxony,male,At least once per month,0.018907563025210083,18165,0.01692689763647757,0.020888228413942597
1990,Lower Saxony,male,Never,0.0063025210084033615,18165,0.005151660691610691,0.007453381325196032
1990,Lower Saxony,female,Daily,0.7920997920997921,18165,0.7861983821886795,0.7980012020109046
1990,Lower Saxony,female,At least once per week,0.14553014553014554,18165,0.14040196595241236,0.15065832510787872
1990,Lower Saxony,female,Seldom,0.04158004158004158,18165,0.038676963247266154,0.04448311991281701
1990,Lower Saxony,female,At least once per month,0.014553014553014554,18165,0.012811482449311313,0.016294546656717795
1990,Lower Saxony,female,Never,0.006237006237006237,18165,0.005092105408758598,0.007381907065253877
1990,Bremen,male,Daily,0.8043478260869565,18165,0.7985787979738398,0.8101168542000733
1990,Bremen,male,At least once per week,0.08695652173913043,18165,0.08285886872958557,0.09105417474867529
1990,Bremen,male,Seldom,0.06521739130434782,18165,0.06162672212670047,0.06880806048199517
1990,Bremen,male,Never,0.043478260869565216,18165,0.04051259735227948,0.04644392438685095
1990,Bremen,female,Daily,0.8363636363636363,18165,0.8309837159472173,0.8417435567800553
1990,Bremen,female,Seldom,0.07272727272727272,18165,0.0689507616363739,0.07650378381817155
1990,Bremen,female,At least once per week,0.05454545454545454,18165,0.05124299139825968,0.05784791769264941
1990,Bremen,female,Never,0.03636363636363636,18165,0.033641382559353464,0.03908589016791926
1990,North Rhine-Westphalia,male,Daily,0.7980535279805353,18165,0.7922154147160534,0.8038916412450172
1990,North Rhine-Westphalia,male,At least once per week,0.145985401459854,18165,0.14085057545707869,0.15112022746262932
1990,North Rhine-Westphalia,male,Seldom,0.0332522303325223,18165,0.030644844209978605,0.035859616455066
1990,North Rhine-Westphalia,male,At least once per month,0.012976480129764802,18165,0.01133066680505609,0.014622293454473514
1990,North Rhine-Westphalia,male,Never,0.009732360097323601,18165,0.008304703526056563,0.01116001666859064
1990,North Rhine-Westphalia,female,Daily,0.811216429699842,18165,0.8055254264075871,0.8169074329920969
1990,North Rhine-Westphalia,female,At least once per week,0.13507109004739337,18165,0.13010047901562452,0.14004170107916222
1990,North Rhine-Westphalia,female,Seldom,0.03712480252764613,18165,0.03437529162359493,0.039874313431697325
1990,North Rhine-Westphalia,female,At least once per month,0.011058451816745656,18165,0.009537656218484469,0.012579247415006843
1990,North Rhine-Westphalia,female,Never,0.005529225908372828,18165,0.004450859006584948,0.006607592810160708
1990,Hesse,male,Daily,0.7484143763213531,18165,0.7421040424000989,0.7547247102426073
1990,Hesse,male,At least once per week,0.17970401691331925,18165,0.17412056789290906,0.18528746593372944
1990,Hesse,male,Seldom,0.042283298097251586,18165,0.039356846614782656,0.045209749579720515
1990,Hesse,male,At least once per month,0.023255813953488372,18165,0.021064046064662056,0.025447581842314687
1990,Hesse,male,Never,0.006342494714587738,18165,0.0051880137252609876,0.007496975703914488
1990,Hesse,female,Daily,0.7814432989690722,18165,0.7754333723506667,0.7874532255874777
1990,Hesse,female,At least once per week,0.15051546391752577,18165,0.14531542409254403,0.1557155037425075
1990,Hesse,female,Seldom,0.041237113402061855,18165,0.03834551413541172,0.04412871266871199
1990,Hesse,female,Never,0.01443298969072165,18165,0.01269854841589922,0.016167430965544082
1990,Hesse,female,At least once per month,0.012371134020618556,18165,0.010763674617278462,0.01397859342395865
1990,"Rhineland-Palatinate, Saarland",male,Daily,0.7929936305732485,18165,0.787101598882638,0.7988856622638589
1990,"Rhineland-Palatinate, Saarland",male,At least once per week,0.16878980891719744,18165,0.1633426893214189,0.17423692851297598
