year,pgisced97,regtyp,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Urban regions,Daily,0.68806,92,92,0.59287,0.78325
1990,Pre-primary Level,Urban regions,Daily,0.71763,102,102,0.62984,0.80542
1990,Primary Level,Urban regions,Daily,0.79543,435,506,0.76024,0.83061
1990,Primary Level,Urban regions,At least once per week,0.12521,71,506,0.09634,0.15407
1990,Primary Level,Rural regions,Daily,0.84734,69,69,0.76186,0.93283
1990,Lower Secondary Level,Urban regions,Daily,0.84324,1560,1866,0.82674,0.85974
1990,Lower Secondary Level,Urban regions,At least once per week,0.09170,238,1866,0.07860,0.10480
1990,Lower Secondary Level,Urban regions,Seldom,0.03491,68,1866,0.02658,0.04324
1990,Lower Secondary Level,Rural regions,Daily,0.79478,420,504,0.75949,0.83008
1990,Lower Secondary Level,Rural regions,At least once per week,0.13311,84,504,0.10343,0.16280
1990,Upper Secondary Level,Urban regions,Daily,0.80508,2808,3485,0.79193,0.81824
1990,Upper Secondary Level,Urban regions,At least once per week,0.14214,523,3485,0.13055,0.15374
1990,Upper Secondary Level,Urban regions,At least once per month,0.01546,48,3485,0.01137,0.01956
1990,Upper Secondary Level,Urban regions,Seldom,0.03170,106,3485,0.02588,0.03752
1990,Upper Secondary Level,Rural regions,Daily,0.81212,824,961,0.78741,0.83683
1990,Upper Secondary Level,Rural regions,At least once per week,0.13015,137,961,0.10886,0.15143
1990,Post-secondary Non-tertiary Level,Urban regions,Daily,0.63320,176,230,0.57078,0.69562
1990,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.28774,54,230,0.22911,0.34638
1990,First Stage of Tertiary Education,Urban regions,Daily,0.76614,303,369,0.72290,0.80939
1990,First Stage of Tertiary Education,Urban regions,At least once per week,0.15490,66,369,0.11793,0.19187
1990,First Stage of Tertiary Education,Rural regions,Daily,0.77985,88,88,0.69278,0.86692
1990,Second Stage of Tertiary Education,Urban regions,Daily,0.67102,390,563,0.63218,0.70987
1990,Second Stage of Tertiary Education,Urban regions,At least once per week,0.21448,128,563,0.18055,0.24842
1990,Second Stage of Tertiary Education,Urban regions,Seldom,0.07172,45,563,0.05038,0.09305
1990,Second Stage of Tertiary Education,Rural regions,Daily,0.66078,71,71,0.54987,0.77169
1995,No answer / don't know,Urban regions,Daily,0.78395,167,167,0.72135,0.84656
1995,No answer / don't know,Rural regions,Daily,0.72854,49,49,0.60273,0.85435
1995,Pre-primary Level,Urban regions,Daily,0.79264,163,163,0.73021,0.85507
1995,Pre-primary Level,Rural regions,Daily,0.82672,75,75,0.74048,0.91296
1995,Primary Level,Urban regions,Daily,0.90159,398,398,0.87229,0.93089
1995,Primary Level,Rural regions,Daily,0.87348,74,74,0.79721,0.94974
1995,Lower Secondary Level,Urban regions,Daily,0.87761,1513,1652,0.86181,0.89342
1995,Lower Secondary Level,Urban regions,At least once per week,0.07753,139,1652,0.06463,0.09043
1995,Lower Secondary Level,Rural regions,Daily,0.83095,642,732,0.80378,0.85812
1995,Lower Secondary Level,Rural regions,At least once per week,0.12064,90,732,0.09703,0.14425
1995,Upper Secondary Level,Urban regions,Daily,0.86425,3622,4215,0.85390,0.87459
1995,Upper Secondary Level,Urban regions,At least once per week,0.09587,417,4215,0.08699,0.10476
1995,Upper Secondary Level,Urban regions,At least once per month,0.01360,53,4215,0.01010,0.01710
1995,Upper Secondary Level,Urban regions,Seldom,0.01893,89,4215,0.01482,0.02305
1995,Upper Secondary Level,Urban regions,Never,0.00734,34,4215,0.00477,0.00992
1995,Upper Secondary Level,Rural regions,Daily,0.86559,2149,2443,0.85206,0.87911
1995,Upper Secondary Level,Rural regions,At least once per week,0.08758,222,2443,0.07637,0.09879
1995,Upper Secondary Level,Rural regions,Seldom,0.03029,72,2443,0.02349,0.03709
1995,Post-secondary Non-tertiary Level,Urban regions,Daily,0.74260,267,333,0.69558,0.78963
1995,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.19226,66,333,0.14987,0.23465
1995,Post-secondary Non-tertiary Level,Rural regions,Daily,0.66747,82,82,0.56487,0.77007
1995,First Stage of Tertiary Education,Urban regions,Daily,0.79946,358,432,0.76166,0.83727
1995,First Stage of Tertiary Education,Urban regions,At least once per week,0.14025,74,432,0.10746,0.17303
1995,First Stage of Tertiary Education,Rural regions,Daily,0.82282,253,285,0.77841,0.86723
1995,First Stage of Tertiary Education,Rural regions,At least once per week,0.12648,32,285,0.08782,0.16514
1995,Second Stage of Tertiary Education,Urban regions,Daily,0.73497,820,1071,0.70852,0.76141
1995,Second Stage of Tertiary Education,Urban regions,At least once per week,0.19492,212,1071,0.17118,0.21866
1995,Second Stage of Tertiary Education,Urban regions,Seldom,0.03687,39,1071,0.02557,0.04816
1995,Second Stage of Tertiary Education,Rural regions,Daily,0.79612,525,601,0.76388,0.82836
1995,Second Stage of Tertiary Education,Rural regions,At least once per week,0.12357,76,601,0.09724,0.14991
1998,No answer / don't know,Urban regions,Daily,0.79405,345,398,0.75427,0.83383
1998,No answer / don't know,Urban regions,At least once per week,0.16358,53,398,0.12719,0.19996
1998,No answer / don't know,Rural regions,Daily,0.80574,153,153,0.74284,0.86863
1998,Pre-primary Level,Urban regions,Daily,0.79609,181,213,0.74185,0.85033
1998,Pre-primary Level,Urban regions,At least once per week,0.18161,32,213,0.12971,0.23351
1998,Pre-primary Level,Rural regions,Daily,0.89292,104,104,0.83321,0.95264
1998,Primary Level,Urban regions,Daily,0.92441,340,340,0.89627,0.95255
1998,Primary Level,Rural regions,Daily,0.94770,74,74,0.89663,0.99877
1998,Lower Secondary Level,Urban regions,Daily,0.90277,1576,1708,0.88872,0.91683
1998,Lower Secondary Level,Urban regions,At least once per week,0.05315,96,1708,0.04251,0.06379
1998,Lower Secondary Level,Urban regions,Seldom,0.01401,36,1708,0.00843,0.01958
1998,Lower Secondary Level,Rural regions,Daily,0.92023,695,748,0.90080,0.93966
1998,Lower Secondary Level,Rural regions,At least once per week,0.05200,53,748,0.03608,0.06792
1998,Upper Secondary Level,Urban regions,Daily,0.86149,3757,4354,0.85123,0.87175
1998,Upper Secondary Level,Urban regions,At least once per week,0.09663,428,4354,0.08785,0.10541
1998,Upper Secondary Level,Urban regions,At least once per month,0.00880,37,4354,0.00602,0.01157
1998,Upper Secondary Level,Urban regions,Seldom,0.02548,95,4354,0.02080,0.03016
1998,Upper Secondary Level,Urban regions,Never,0.00761,37,4354,0.00503,0.01019
1998,Upper Secondary Level,Rural regions,Daily,0.87867,2323,2597,0.86611,0.89123
1998,Upper Secondary Level,Rural regions,At least once per week,0.07590,202,2597,0.06572,0.08609
1998,Upper Secondary Level,Rural regions,Seldom,0.02958,72,2597,0.02306,0.03609
1998,Post-secondary Non-tertiary Level,Urban regions,Daily,0.74974,293,360,0.70493,0.79454
1998,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.19475,67,360,0.15379,0.23572
1998,Post-secondary Non-tertiary Level,Rural regions,Daily,0.72390,94,94,0.63304,0.81477
1998,First Stage of Tertiary Education,Urban regions,Daily,0.80004,410,481,0.76425,0.83582
1998,First Stage of Tertiary Education,Urban regions,At least once per week,0.13536,71,481,0.10476,0.16597
1998,First Stage of Tertiary Education,Rural regions,Daily,0.81861,256,287,0.77395,0.86327
1998,First Stage of Tertiary Education,Rural regions,At least once per week,0.09105,31,287,0.05771,0.12439
1998,Second Stage of Tertiary Education,Urban regions,Daily,0.73564,915,1207,0.71075,0.76053
1998,Second Stage of Tertiary Education,Urban regions,At least once per week,0.20954,257,1207,0.18657,0.23251
1998,Second Stage of Tertiary Education,Urban regions,Seldom,0.02511,35,1207,0.01628,0.03394
1998,Second Stage of Tertiary Education,Rural regions,Daily,0.77760,579,673,0.74615,0.80904
1998,Second Stage of Tertiary Education,Rural regions,At least once per week,0.13601,94,673,0.11009,0.16193
2003,No answer / don't know,Urban regions,Daily,0.84884,131,131,0.78727,0.91042
2003,No answer / don't know,Rural regions,Daily,0.86845,72,72,0.78983,0.94707
2003,Pre-primary Level,Urban regions,Daily,0.83878,352,405,0.80292,0.87464
2003,Pre-primary Level,Urban regions,At least once per week,0.10561,53,405,0.07564,0.13558
2003,Pre-primary Level,Rural regions,Daily,0.80846,161,161,0.74749,0.86944
2003,Primary Level,Urban regions,Daily,0.89234,190,190,0.84815,0.93653
2003,Primary Level,Rural regions,Daily,0.89702,54,54,0.81519,0.97884
2003,Lower Secondary Level,Urban regions,Daily,0.92515,1688,1784,0.91293,0.93736
2003,Lower Secondary Level,Urban regions,At least once per week,0.04179,96,1784,0.03250,0.05108
2003,Lower Secondary Level,Rural regions,Daily,0.91385,796,855,0.89503,0.93267
2003,Lower Secondary Level,Rural regions,At least once per week,0.06003,59,855,0.04410,0.07596
2003,Upper Secondary Level,Urban regions,Daily,0.88776,6259,7061,0.88040,0.89512
2003,Upper Secondary Level,Urban regions,At least once per week,0.07640,562,7061,0.07021,0.08260
2003,Upper Secondary Level,Urban regions,At least once per month,0.00846,63,7061,0.00632,0.01059
2003,Upper Secondary Level,Urban regions,Seldom,0.01350,103,7061,0.01081,0.01619
2003,Upper Secondary Level,Urban regions,Never,0.01388,74,7061,0.01115,0.01661
2003,Upper Secondary Level,Rural regions,Daily,0.89052,3559,4010,0.88086,0.90019
2003,Upper Secondary Level,Rural regions,At least once per week,0.07159,311,4010,0.06361,0.07957
2003,Upper Secondary Level,Rural regions,At least once per month,0.01059,36,4010,0.00742,0.01376
2003,Upper Secondary Level,Rural regions,Seldom,0.01590,65,4010,0.01203,0.01977
2003,Upper Secondary Level,Rural regions,Never,0.01140,39,4010,0.00812,0.01469
2003,Post-secondary Non-tertiary Level,Urban regions,Daily,0.81637,710,842,0.79020,0.84254
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.14238,132,842,0.11877,0.16600
2003,Post-secondary Non-tertiary Level,Rural regions,Daily,0.82323,223,223,0.77305,0.87341
2003,First Stage of Tertiary Education,Urban regions,Daily,0.84418,904,1020,0.82191,0.86645
2003,First Stage of Tertiary Education,Urban regions,At least once per week,0.10499,116,1020,0.08617,0.12381
2003,First Stage of Tertiary Education,Rural regions,Daily,0.85341,515,583,0.82468,0.88215
2003,First Stage of Tertiary Education,Rural regions,At least once per week,0.09704,68,583,0.07299,0.12109
2003,Second Stage of Tertiary Education,Urban regions,Daily,0.77590,2388,3048,0.76109,0.79070
2003,Second Stage of Tertiary Education,Urban regions,At least once per week,0.17236,534,3048,0.15895,0.18577
2003,Second Stage of Tertiary Education,Urban regions,Seldom,0.02258,77,3048,0.01730,0.02785
2003,Second Stage of Tertiary Education,Urban regions,Never,0.01853,49,3048,0.01374,0.02332
2003,Second Stage of Tertiary Education,Rural regions,Daily,0.81785,1040,1231,0.79628,0.83942
2003,Second Stage of Tertiary Education,Rural regions,At least once per week,0.11927,155,1231,0.10116,0.13738
2003,Second Stage of Tertiary Education,Rural regions,Seldom,0.03360,36,1231,0.02353,0.04367
2008,No answer / don't know,Urban regions,Daily,0.70472,166,215,0.64360,0.76584
2008,No answer / don't know,Urban regions,At least once per week,0.26657,49,215,0.20733,0.32581
2008,No answer / don't know,Rural regions,Daily,0.86485,94,94,0.79537,0.93434
2008,Pre-primary Level,Urban regions,Daily,0.82478,189,229,0.77543,0.87412
2008,Pre-primary Level,Urban regions,At least once per week,0.13753,40,229,0.09282,0.18223
2008,Pre-primary Level,Rural regions,Daily,0.75885,91,91,0.67047,0.84723
2008,Primary Level,Urban regions,Daily,0.88519,120,120,0.82791,0.94247
2008,Primary Level,Rural regions,Daily,0.78194,46,46,0.66129,0.90259
2008,Lower Secondary Level,Urban regions,Daily,0.91699,1204,1280,0.90187,0.93211
2008,Lower Secondary Level,Urban regions,At least once per week,0.04983,76,1280,0.03790,0.06175
2008,Lower Secondary Level,Rural regions,Daily,0.87982,604,651,0.85482,0.90482
2008,Lower Secondary Level,Rural regions,At least once per week,0.06904,47,651,0.04955,0.08853
2008,Upper Secondary Level,Urban regions,Daily,0.85913,5250,6087,0.85039,0.86787
2008,Upper Secondary Level,Urban regions,At least once per week,0.09719,572,6087,0.08975,0.10463
2008,Upper Secondary Level,Urban regions,At least once per month,0.01519,95,6087,0.01212,0.01827
2008,Upper Secondary Level,Urban regions,Seldom,0.01671,101,6087,0.01349,0.01994
2008,Upper Secondary Level,Urban regions,Never,0.01177,69,6087,0.00906,0.01448
2008,Upper Secondary Level,Rural regions,Daily,0.86274,3147,3578,0.85147,0.87402
2008,Upper Secondary Level,Rural regions,At least once per week,0.08945,311,3578,0.08010,0.09881
2008,Upper Secondary Level,Rural regions,At least once per month,0.01007,34,3578,0.00679,0.01334
2008,Upper Secondary Level,Rural regions,Seldom,0.02631,86,3578,0.02107,0.03156
2008,Post-secondary Non-tertiary Level,Urban regions,Daily,0.80371,626,771,0.77565,0.83176
2008,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.16157,145,771,0.13557,0.18757
2008,Post-secondary Non-tertiary Level,Rural regions,Daily,0.79538,218,261,0.74635,0.84442
2008,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.14210,43,261,0.09966,0.18454
2008,First Stage of Tertiary Education,Urban regions,Daily,0.82986,720,832,0.80431,0.85540
2008,First Stage of Tertiary Education,Urban regions,At least once per week,0.12504,112,832,0.10255,0.14753
2008,First Stage of Tertiary Education,Rural regions,Daily,0.86265,463,521,0.83306,0.89224
2008,First Stage of Tertiary Education,Rural regions,At least once per week,0.10669,58,521,0.08016,0.13323
2008,Second Stage of Tertiary Education,Urban regions,Daily,0.72523,2190,2973,0.70918,0.74128
2008,Second Stage of Tertiary Education,Urban regions,At least once per week,0.19768,578,2973,0.18336,0.21199
2008,Second Stage of Tertiary Education,Urban regions,At least once per month,0.02473,55,2973,0.01915,0.03032
2008,Second Stage of Tertiary Education,Urban regions,Seldom,0.03144,100,2973,0.02516,0.03771
2008,Second Stage of Tertiary Education,Urban regions,Never,0.02093,50,2973,0.01578,0.02607
2008,Second Stage of Tertiary Education,Rural regions,Daily,0.77220,958,1174,0.74820,0.79620
2008,Second Stage of Tertiary Education,Rural regions,At least once per week,0.15219,182,1174,0.13164,0.17275
2008,Second Stage of Tertiary Education,Rural regions,Seldom,0.03533,34,1174,0.02476,0.04589
2013,No answer / don't know,Urban regions,Daily,0.67624,206,281,0.62143,0.73105
2013,No answer / don't know,Urban regions,At least once per week,0.25157,75,281,0.20074,0.30239
2013,No answer / don't know,Rural regions,Daily,0.78273,116,116,0.70736,0.85810
2013,Pre-primary Level,Urban regions,Daily,0.70386,199,282,0.65048,0.75724
2013,Pre-primary Level,Urban regions,At least once per week,0.24058,83,282,0.19060,0.29056
2013,Pre-primary Level,Rural regions,Daily,0.61760,85,124,0.53171,0.70348
2013,Pre-primary Level,Rural regions,At least once per week,0.22722,39,124,0.15316,0.30127
2013,Primary Level,Urban regions,Daily,0.82892,182,182,0.77405,0.88378
2013,Primary Level,Rural regions,Daily,0.88416,109,109,0.82380,0.94451
2013,Lower Secondary Level,Urban regions,Daily,0.87622,1410,1623,0.86019,0.89225
2013,Lower Secondary Level,Urban regions,At least once per week,0.07941,171,1623,0.06625,0.09256
2013,Lower Secondary Level,Urban regions,Seldom,0.02065,42,1623,0.01373,0.02757
2013,Lower Secondary Level,Rural regions,Daily,0.88057,802,874,0.85906,0.90208
2013,Lower Secondary Level,Rural regions,At least once per week,0.06929,72,874,0.05244,0.08614
2013,Upper Secondary Level,Urban regions,Daily,0.82896,5927,7268,0.82030,0.83762
2013,Upper Secondary Level,Urban regions,At least once per week,0.11315,915,7268,0.10587,0.12043
2013,Upper Secondary Level,Urban regions,At least once per month,0.01610,130,7268,0.01321,0.01899
2013,Upper Secondary Level,Urban regions,Seldom,0.02951,216,7268,0.02562,0.03340
2013,Upper Secondary Level,Urban regions,Never,0.01229,80,7268,0.00975,0.01482
2013,Upper Secondary Level,Rural regions,Daily,0.82198,4215,5112,0.81149,0.83246
2013,Upper Secondary Level,Rural regions,At least once per week,0.11651,609,5112,0.10771,0.12531
2013,Upper Secondary Level,Rural regions,At least once per month,0.02231,87,5112,0.01826,0.02636
2013,Upper Secondary Level,Rural regions,Seldom,0.02882,162,5112,0.02424,0.03341
2013,Upper Secondary Level,Rural regions,Never,0.01038,39,5112,0.00760,0.01316
2013,Post-secondary Non-tertiary Level,Urban regions,Daily,0.74449,914,1236,0.72017,0.76882
2013,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.22020,285,1236,0.19708,0.24331
2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.02009,37,1236,0.01226,0.02791
2013,Post-secondary Non-tertiary Level,Rural regions,Daily,0.80618,402,476,0.77063,0.84173
2013,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.15869,74,476,0.12583,0.19155
2013,First Stage of Tertiary Education,Urban regions,Daily,0.75319,739,958,0.72587,0.78051
2013,First Stage of Tertiary Education,Urban regions,At least once per week,0.16910,181,958,0.14535,0.19284
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.03057,38,958,0.01966,0.04147
2013,First Stage of Tertiary Education,Rural regions,Daily,0.81309,538,628,0.78257,0.84360
2013,First Stage of Tertiary Education,Rural regions,At least once per week,0.12238,90,628,0.09673,0.14803
2013,Second Stage of Tertiary Education,Urban regions,Daily,0.66874,2756,4168,0.65445,0.68303
2013,Second Stage of Tertiary Education,Urban regions,At least once per week,0.24525,1031,4168,0.23219,0.25831
2013,Second Stage of Tertiary Education,Urban regions,At least once per month,0.03378,155,4168,0.02829,0.03926
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.03254,157,4168,0.02715,0.03792
2013,Second Stage of Tertiary Education,Urban regions,Never,0.01969,69,4168,0.01547,0.02391
2013,Second Stage of Tertiary Education,Rural regions,Daily,0.76240,1206,1635,0.74176,0.78303
2013,Second Stage of Tertiary Education,Rural regions,At least once per week,0.15763,310,1635,0.13996,0.17529
2013,Second Stage of Tertiary Education,Rural regions,At least once per month,0.03102,54,1635,0.02261,0.03943
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.03698,65,1635,0.02783,0.04613
2019,No answer / don't know,Urban regions,Daily,0.67483,265,349,0.62561,0.72405
2019,No answer / don't know,Urban regions,At least once per week,0.25934,84,349,0.21329,0.30539
2019,No answer / don't know,Rural regions,Daily,0.68679,134,167,0.61623,0.75734
2019,No answer / don't know,Rural regions,At least once per week,0.19542,33,167,0.13510,0.25574
2019,Pre-primary Level,Urban regions,Daily,0.74385,163,223,0.68643,0.80127
2019,Pre-primary Level,Urban regions,At least once per week,0.21605,60,223,0.16191,0.27019
2019,Pre-primary Level,Rural regions,Daily,0.65664,52,52,0.52632,0.78696
2019,Primary Level,Urban regions,Daily,0.80708,228,228,0.75574,0.85841
2019,Primary Level,Rural regions,Daily,0.91138,100,100,0.85540,0.96736
2019,Lower Secondary Level,Urban regions,Daily,0.83128,1196,1437,0.81191,0.85065
2019,Lower Secondary Level,Urban regions,At least once per week,0.10700,181,1437,0.09101,0.12299
2019,Lower Secondary Level,Urban regions,Seldom,0.03205,60,1437,0.02294,0.04116
2019,Lower Secondary Level,Rural regions,Daily,0.83337,747,886,0.80882,0.85793
2019,Lower Secondary Level,Rural regions,At least once per week,0.10423,103,886,0.08410,0.12436
2019,Lower Secondary Level,Rural regions,Seldom,0.04581,36,886,0.03203,0.05958
