year,quintil_oecd,sampreg,ple0053,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,West,No,0.880331431676175,16099,0.8753175997320575,0.8853452636202925
1984,1st Quintile,West,Yes,0.11966856832382505,16099,0.11465473637970758,0.12468240026794253
1984,2nd Quintile,West,No,0.8950159066808059,16099,0.8902807565945661,0.8997510567670457
1984,2nd Quintile,West,Yes,0.10498409331919406,16099,0.10024894323295426,0.10971924340543386
1984,3rd Quintile,West,No,0.8992673992673993,16099,0.8946181153365654,0.9039166831982332
1984,3rd Quintile,West,Yes,0.10073260073260074,16099,0.09608331680176688,0.1053818846634346
1984,4th Quintile,West,No,0.8822115384615384,16099,0.877231939557552,0.8871911373655249
1984,4th Quintile,West,Yes,0.11778846153846154,16099,0.11280886263447508,0.122768060442448
1984,5th Quintile,West,No,0.8757763975155279,16099,0.8706812671638373,0.8808715278672186
1984,5th Quintile,West,Yes,0.12422360248447205,16099,0.1191284721327814,0.1293187328361627
1985,1st Quintile,West,No,0.8755702375334277,14443,0.8701871059331578,0.8809533691336975
1985,1st Quintile,West,Yes,0.12442976246657228,14443,0.11904663086630245,0.12981289406684213
1985,2nd Quintile,West,No,0.8988385162982391,14443,0.8939206604112595,0.9037563721852186
1985,2nd Quintile,West,Yes,0.10116148370176097,14443,0.09624362781478134,0.10607933958874059
1985,3rd Quintile,West,No,0.8988954970263382,14443,0.8939788705283749,0.9038121235243015
1985,3rd Quintile,West,Yes,0.10110450297366186,14443,0.09618787647569849,0.10602112947162523
1985,4th Quintile,West,No,0.9067357512953368,14443,0.9019930547959659,0.9114784477947077
1985,4th Quintile,West,Yes,0.09326424870466321,14443,0.08852155220529233,0.0980069452040341
1985,5th Quintile,West,No,0.9060402684563759,14443,0.9012817473560689,0.9107987895566828
1985,5th Quintile,West,Yes,0.09395973154362416,14443,0.08920121044331723,0.0987182526439311
1986,1st Quintile,West,No,0.865421877752334,13742,0.8597158711953682,0.8711278843092999
1986,1st Quintile,West,Yes,0.13457812224766602,13742,0.12887211569070023,0.1402841288046318
1986,2nd Quintile,West,No,0.8862745098039215,13742,0.8809663481865024,0.8915826714213406
