syear,age_gr,migback,ple0053,proportion,n,lower_confidence,upper_confidence
1984,46-65 J.,No migration background,2.0,0.18955432902216,12164,0.18258891922160161,0.19651973882271837
1984,30-45 J.,No migration background,2.0,0.1836230331987808,12164,0.17674242520463349,0.1905036411929281
1984,17-29 J.,No migration background,2.0,0.17505560589834418,12164,0.1683022721199668,0.18180893967672157
1984,30-45 J.,Direct migration background,2.0,0.1016558200840267,12164,0.09628543572885846,0.10702620443919493
1984,66 und älter,No migration background,2.0,0.08575665211302413,12164,0.08078062567426339,0.09073267855178488
1984,17-29 J.,Direct migration background,2.0,0.07224647829310486,12164,0.06764558127683386,0.07684737530937587
1984,46-65 J.,Direct migration background,2.0,0.06730373177362221,12164,0.06285119456181036,0.07175626898543407
1984,46-65 J.,No migration background,1.0,0.023972320619490898,12164,0.02125397939459929,0.026690661844382506
1984,30-45 J.,No migration background,1.0,0.0217480846857237,12164,0.019155972899521975,0.024340196471925427
1984,17-29 J.,No migration background,1.0,0.017793887470137573,12164,0.015444500251389432,0.020143274688885715
1984,66 und älter,No migration background,1.0,0.015322514210396243,12164,0.013139634088392247,0.017505394332400236
1984,30-45 J.,Direct migration background,1.0,0.01260400362468078,12164,0.010621482579129092,0.014586524670232469
1984,46-65 J.,Direct migration background,1.0,0.010544525908229673,12164,0.008729304844196853,0.012359746972262492
1984,17-29 J.,Direct migration background,1.0,0.009638355712991185,12164,0.007902089768864522,0.011374621657117848
1984,17-29 J.,Indirect migration background,2.0,0.007084603344591812,12164,0.005594104107410038,0.008575102581773585
1984,66 und älter,Direct migration background,2.0,0.00247137325974133,12164,0.001589005317475226,0.0033537412020074337
1984,30-45 J.,Indirect migration background,2.0,0.0015652030645028421,12164,0.0008626759923729066,0.0022677301366327775
1984,46-65 J.,Indirect migration background,2.0,0.0009885493038965319,12164,0.0004300761952344386,0.0015470224125586252
1984,66 und älter,Direct migration background,1.0,0.0004118955432902216,12164,5.129867414674393e-05,0.0007724924124336992
1984,17-29 J.,Indirect migration background,1.0,0.0004118955432902216,12164,5.129867414674393e-05,0.0007724924124336992
1984,66 und älter,Indirect migration background,2.0,0.00016475821731608864,12164,-6.333145853060934e-05,0.0003928478931627866
1984,66 und älter,Indirect migration background,1.0,8.237910865804432e-05,12164,-7.89112920156968e-05,0.00024366950933178542
1985,46-65 J.,No migration background,2.0,0.19609268514311676,11026,0.18868161772219585,0.20350375256403766
1985,30-45 J.,No migration background,2.0,0.1850976828714221,11026,0.17784831156189973,0.19234705418094444
1985,17-29 J.,No migration background,2.0,0.1792821444797819,11026,0.1721221524728958,0.18644213648666802
1985,30-45 J.,Direct migration background,2.0,0.09541117673784644,11026,0.08992749410521456,0.10089485937047832
1985,66 und älter,No migration background,2.0,0.08114493412085416,11026,0.07604809071886584,0.08624177752284248
1985,46-65 J.,Direct migration background,2.0,0.06869604725124943,11026,0.06397477902175884,0.07341731548074003
1985,17-29 J.,Direct migration background,2.0,0.06606088141753748,11026,0.0614245065551048,0.07069725627997016
1985,46-65 J.,No migration background,1.0,0.02453430258973194,11026,0.021646683282994926,0.027421921896468957
1985,30-45 J.,No migration background,1.0,0.02117219445706497,11026,0.018485098575658825,0.023859290338471117
1985,17-29 J.,No migration background,1.0,0.020899591094956836,11026,0.0182294784233199,0.023569703766593772
1985,66 und älter,No migration background,1.0,0.015356656065424808,11026,0.0130613802489697,0.017651931881879915
