year,migback,ple0053,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,No,0.8874719565474082,16099,0.882590332560166,0.8923535805346504
1984,No migration background,Yes,0.1125280434525918,16099,0.1076464194653496,0.11740966743983401
1984,Direct migration background,No,0.8788432267884323,16099,0.8738025810571713,0.8838838725196932
1984,Direct migration background,Yes,0.12115677321156773,16099,0.11611612748030672,0.12619741894282874
1984,Indirect migration background,No,0.9433962264150944,16099,0.9398265702919624,0.9469658825382263
1984,Indirect migration background,Yes,0.05660377358490566,16099,0.05303411746177368,0.06017342970803764
1985,No migration background,No,0.886147519917759,14443,0.880967259096471,0.891327780739047
1985,No migration background,Yes,0.11385248008224107,14443,0.1086722192609531,0.11903274090352903
1985,Direct migration background,No,0.8833860203723217,14443,0.8781514874558825,0.888620553288761
1985,Direct migration background,Yes,0.11661397962767826,14443,0.11137944671123898,0.12184851254411755
1985,Indirect migration background,No,0.8899082568807339,14443,0.8848034730270963,0.8950130407343716
1985,Indirect migration background,Yes,0.11009174311926606,14443,0.10498695926562834,0.11519652697290378
1986,No migration background,No,0.881520420541852,13742,0.8761169966358529,0.8869238444478511
1986,No migration background,Yes,0.118479579458148,13742,0.11307615555214885,0.12388300336414713
1986,Direct migration background,No,0.8636695906432749,13742,0.8579323735597952,0.8694068077267545
1986,Direct migration background,Yes,0.13633040935672514,13742,0.1305931922732455,0.14206762644020476
1986,Indirect migration background,No,0.8962962962962963,13742,0.8911988338640694,0.9013937587285231
1986,Indirect migration background,Yes,0.1037037037037037,13742,0.09860624127147682,0.10880116613593058
1987,No migration background,No,0.8784302963776071,13496,0.8729168917243696,0.8839437010308445
1987,No migration background,Yes,0.12156970362239297,13496,0.11605629896915554,0.1270831082756304
1987,Direct migration background,No,0.8864963503649635,13496,0.8811445867121231,0.891848114017804
1987,Direct migration background,Yes,0.1135036496350365,13496,0.10815188598219613,0.11885541328787685
1987,Indirect migration background,No,0.9025974025974026,13496,0.8975949170178948,0.9075998881769104
1987,Indirect migration background,Yes,0.09740259740259741,13496,0.09240011182308962,0.1024050829821052
1988,No migration background,No,0.8747113163972287,12817,0.8689800423548333,0.880442590439624
1988,No migration background,Yes,0.12528868360277137,12817,0.11955740956037594,0.1310199576451668
1988,Direct migration background,No,0.8869002284843869,12817,0.8814170658648667,0.8923833911039071
1988,Direct migration background,Yes,0.1130997715156131,12817,0.10761660889609286,0.11858293413513334
1988,Indirect migration background,No,0.9064327485380117,12817,0.9013908673277923,0.9114746297482311
1988,Indirect migration background,Yes,0.0935672514619883,12817,0.08852537025176888,0.09860913267220772
1989,No migration background,No,0.87636417999701,12393,0.8705687947301162,0.8821595652639038
1989,No migration background,Yes,0.12363582000298998,12393,0.11784043473609616,0.1294312052698838
1989,Direct migration background,No,0.8865331762858265,12393,0.8809491199420686,0.8921172326295844
1989,Direct migration background,Yes,0.11346682371417353,12393,0.10788276737041563,0.11905088005793144
1989,Indirect migration background,No,0.92018779342723,12393,0.9154164493131629,0.9249591375412971
1989,Indirect migration background,Yes,0.07981220657276995,12393,0.07504086245870284,0.08458355068683707
1991,No migration background,No,0.8681369524984578,17756,0.8631602786618553,0.8731136263350603
1991,No migration background,Yes,0.13186304750154226,17756,0.1268863736649398,0.13683972133814473
1991,Direct migration background,No,0.8866231647634584,17756,0.8819596301429393,0.8912866993839774
1991,Direct migration background,Yes,0.1133768352365416,17756,0.10871330061602259,0.11804036985706061
1991,Indirect migration background,No,0.9131944444444444,17756,0.9090531234503761,0.9173357654385127
