year,pgisced97,ple0053,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,in school,No,0.9418604651162791,16099,0.9382456533975936,0.9454752768349646
1984,in school,Yes,0.05813953488372093,16099,0.05452472316503539,0.06175434660240647
1984,inadequately,No,0.8627049180327869,16099,0.8573885474232433,0.8680212886423305
1984,inadequately,Yes,0.13729508196721313,16099,0.13197871135766956,0.1426114525767567
1984,general elementary,No,0.8788979715410233,16099,0.8738583077900601,0.8839376352919865
1984,general elementary,Yes,0.12110202845897669,16099,0.11606236470801348,0.1261416922099399
1984,middle vocational,No,0.8892800563281112,16099,0.8844328799218819,0.8941272327343406
1984,middle vocational,Yes,0.11071994367188875,16099,0.10587276726565946,0.11556712007811805
1984,vocational + Abi,No,0.8863636363636364,16099,0.8814610951830583,0.8912661775442144
1984,vocational + Abi,Yes,0.11363636363636363,16099,0.10873382245578553,0.11853890481694174
1984,higher vocational,No,0.8662613981762918,16099,0.8610035324448434,0.8715192639077401
1984,higher vocational,Yes,0.1337386018237082,16099,0.12848073609225982,0.13899646755515657
1984,higher education,No,0.9224904701397713,16099,0.9183598513462682,0.9266210889332743
1984,higher education,Yes,0.07750952986022872,16099,0.07337891106672569,0.08164014865373175
1985,in school,No,0.9550561797752809,14443,0.951677268270082,0.9584350912804798
1985,in school,Yes,0.0449438202247191,14443,0.04156490871952028,0.04832273172991792
1985,inadequately,No,0.8690330477356181,14443,0.8635309744289014,0.8745351210423348
1985,inadequately,Yes,0.13096695226438188,14443,0.12546487895766514,0.1364690255710986
1985,general elementary,No,0.8791623755578442,14443,0.8738466444781133,0.884478106637575
1985,general elementary,Yes,0.12083762444215586,14443,0.11552189336242501,0.1261533555218867
1985,middle vocational,No,0.8872748402091807,14443,0.882117011930872,0.8924326684874894
1985,middle vocational,Yes,0.11272515979081929,14443,0.10756733151251059,0.11788298806912799
1985,vocational + Abi,No,0.9127272727272727,14443,0.9081243132292958,0.9173302322252497
1985,vocational + Abi,Yes,0.08727272727272728,14443,0.08266976777475038,0.09187568677070418
1985,higher vocational,No,0.8707592891760905,14443,0.865288171035687,0.8762304073164939
1985,higher vocational,Yes,0.12924071082390953,14443,0.12376959268350603,0.13471182896431302
1985,higher education,No,0.9045092838196287,14443,0.8997162062734461,0.9093023613658113
1985,higher education,Yes,0.09549071618037135,14443,0.09069763863418868,0.10028379372655401
1986,in school,No,0.9148936170212766,13742,0.9102281248526207,0.9195591091899324
1986,in school,Yes,0.0851063829787234,13742,0.08044089081006753,0.08977187514737928
1986,inadequately,No,0.8609271523178808,13742,0.8551417245530458,0.8667125800827157
1986,inadequately,Yes,0.1390728476821192,13742,0.1332874199172842,0.14485827544695418
1986,general elementary,No,0.8727338651196519,13742,0.8671616427323328,0.878306087506971
1986,general elementary,Yes,0.12726613488034808,13742,0.121693912493029,0.13283835726766716
1986,middle vocational,No,0.8767095736122285,13742,0.8712126000142163,0.8822065472102406
1986,middle vocational,Yes,0.12329042638777152,13742,0.11779345278975938,0.12878739998578367
1986,vocational + Abi,No,0.8860294117647058,13742,0.8807162680479602,0.8913425554814515
1986,vocational + Abi,Yes,0.11397058823529412,13742,0.10865744451854852,0.11928373195203971
1986,higher vocational,No,0.8758620689655172,13742,0.8703489011771337,0.8813752367539007
1986,higher vocational,Yes,0.12413793103448276,13742,0.11862476324609926,0.12965109882286624
1986,higher education,No,0.9010695187165776,13742,0.8960775102928417,0.9060615271403135
1986,higher education,Yes,0.09893048128342247,13742,0.09393847285968648,0.10392248970715845
1987,in school,No,0.9541284403669725,13496,0.9505988141998569,0.9576580665340881
1987,in school,Yes,0.045871559633027525,13496,0.042341933465911946,0.049401185800143105
1987,inadequately,No,0.8751696065128901,13496,0.8695931307405425,0.8807460822852378
1987,inadequately,Yes,0.1248303934871099,13496,0.11925391771476225,0.13040686925945758
1987,general elementary,No,0.8734224201930215,13496,0.8678126625587916,0.8790321778272514
1987,general elementary,Yes,0.12657757980697848,13496,0.12096782217274857,0.1321873374412084
1987,middle vocational,No,0.8811981380287391,13496,0.8757392781634141,0.8866569978940642
1987,middle vocational,Yes,0.11880186197126087,13496,0.11334300210593586,0.12426072183658589
1987,vocational + Abi,No,0.9124087591240876,13496,0.9076391960221093,0.9171783222260659
1987,vocational + Abi,Yes,0.08759124087591241,13496,0.08282167777393418,0.09236080397789065
1987,higher vocational,No,0.8723404255319149,13496,0.8667102331840921,0.8779706178797377
1987,higher vocational,Yes,0.1276595744680851,13496,0.12202938212026229,0.1332897668159079
1987,higher education,No,0.893387314439946,13496,0.8881804308419795,0.8985941980379125
1987,higher education,Yes,0.10661268556005399,13496,0.10140580196208754,0.11181956915802044
1988,in school,No,0.9146341463414634,12817,0.9097965605668197,0.9194717321161072
1988,in school,Yes,0.08536585365853659,12817,0.08052826788389285,0.09020343943318034
1988,inadequately,No,0.8657817109144543,12817,0.8598800679506277,0.871683353878281
1988,inadequately,Yes,0.13421828908554573,12817,0.12831664612171906,0.1401199320493724
1988,general elementary,No,0.8643872454859777,12817,0.8584598033530708,0.8703146876188845
1988,general elementary,Yes,0.13561275451402227,12817,0.1296853123811154,0.14154019664692916
1988,middle vocational,No,0.8858234295415959,12817,0.8803175721605255,0.8913292869226662
1988,middle vocational,Yes,0.11417657045840407,12817,0.10867071307733367,0.11968242783947447
1988,vocational + Abi,No,0.8955223880597015,12817,0.8902268179557891,0.900817958163614
1988,vocational + Abi,Yes,0.1044776119402985,12817,0.09918204183638608,0.10977318204421092
1988,higher vocational,No,0.8475836431226765,12817,0.8413610708272132,0.8538062154181398
1988,higher vocational,Yes,0.1524163568773234,12817,0.14619378458186008,0.15863892917278674
1988,higher education,No,0.9044222539229672,12817,0.899332147160743,0.9095123606851914
