year,ple0053,migback,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,Yes,No migration background,middle vocational,0.3831360946745562,16099,0.3756263039488032,0.39064588540030926
1984,Yes,No migration background,general elementary,0.20118343195266272,16099,0.19499078588332588,0.20737607802199956
1984,Yes,Direct migration background,general elementary,0.09393491124260354,16099,0.08942830271258712,0.09844151977261997
1984,Yes,Direct migration background,inadequately,0.09319526627218935,16099,0.08870460355779053,0.09768592898658818
1984,Yes,Direct migration background,middle vocational,0.07840236686390532,16099,0.0742500366510726,0.08255469707673804
1984,Yes,No migration background,higher vocational,0.058431952662721894,16099,0.05480862443811208,0.062055280887331705
1984,Yes,No migration background,higher education,0.042899408284023666,16099,0.03976928772896308,0.046029528839084254
1984,Yes,Direct migration background,vocational + Abi,0.016272189349112426,16099,0.014317772984215245,0.01822660571400961
1984,Yes,No migration background,vocational + Abi,0.009615384615384616,16099,0.008107938162404918,0.011122831068364314
1984,Yes,Direct migration background,higher vocational,0.006656804733727811,16099,0.005400661421121687,0.007912948046333934
1984,Yes,No migration background,inadequately,0.005917159763313609,16099,0.004732415655633639,0.00710190387099358
1984,Yes,Indirect migration background,middle vocational,0.0036982248520710057,16099,0.0027605576410107344,0.004635892063131277
1984,Yes,No migration background,in school,0.0029585798816568047,16099,0.0021195935775391614,0.003797566185774448
1984,Yes,Direct migration background,higher education,0.0022189349112426036,16099,0.00149208200416515,0.002945787818320057
1984,Yes,Indirect migration background,general elementary,0.0007396449704142012,16099,0.0003196852827316167,0.0011596046580967857
1984,Yes,Direct migration background,in school,0.0007396449704142012,16099,0.0003196852827316167,0.0011596046580967857
1984,No,No migration background,middle vocational,0.3927443285153633,16099,0.3852004033415655,0.40028825368916104
1984,No,No migration background,general elementary,0.1883794390734182,16099,0.18233925893209713,0.19441961921473927
1984,No,Direct migration background,middle vocational,0.08672346128075045,16099,0.08237609659494287,0.09107082596655804
1984,No,Direct migration background,general elementary,0.08557480616444912,16099,0.08125361305664106,0.0898959992722572
1984,No,Direct migration background,inadequately,0.07437541878051115,16099,0.07032230521172317,0.07842853234929914
1984,No,No migration background,higher education,0.05791136211352541,16099,0.05430321369072422,0.06151951053632661
1984,No,No migration background,higher vocational,0.050157940078491434,16099,0.04678621492661697,0.0535296652303659
1984,No,No migration background,vocational + Abi,0.01636833540729396,16099,0.014408249394942929,0.01832842141964499
1984,No,Direct migration background,higher education,0.01129510864362975,16099,0.009662676383083445,0.012927540904176055
1984,No,Direct migration background,vocational + Abi,0.009667847228869531,16099,0.008156334007372212,0.01117936045036685
1984,No,No migration background,in school,0.006891930697807983,16099,0.005613946960423154,0.008169914435192813
1984,No,No migration background,inadequately,0.005934718100890208,16099,0.004748227993233539,0.007121208208546877
1984,No,Indirect migration background,middle vocational,0.004116014166746435,16099,0.003127007028854112,0.005105021304638757
1984,No,Direct migration background,higher vocational,0.004020292907054657,16099,0.0030428065289656585,0.004997779285143656
1984,No,Indirect migration background,general elementary,0.003924571647362879,16099,0.0029587457069922755,0.004890397587733483
1984,No,Indirect migration background,in school,0.0004786062984588877,16099,0.00014074233450813068,0.0008164702624096447
1984,No,Indirect migration background,higher vocational,0.0003828850387671102,16099,8.067585274200076e-05,0.0006850942247922196
1984,No,Direct migration background,in school,0.0003828850387671102,16099,8.067585274200076e-05,0.0006850942247922196
1984,No,Indirect migration background,higher education,0.0002871637790753326,16099,2.5430416098757398e-05,0.0005488971420519078
1984,No,Indirect migration background,inadequately,0.0002871637790753326,16099,2.5430416098757398e-05,0.0005488971420519078
1984,No,Indirect migration background,vocational + Abi,9.572125969177755e-05,16099,-5.540503595543309e-05,0.0002468475553389882
1985,Yes,No migration background,middle vocational,0.3931203931203931,14443,0.38515437253301354,0.40108641370777265
1985,Yes,No migration background,general elementary,0.18673218673218672,14443,0.1803766278080997,0.19308774565627373
1985,Yes,Direct migration background,general elementary,0.09746109746109746,14443,0.09262409866002214,0.10229809626217279
1985,Yes,Direct migration background,middle vocational,0.07944307944307945,14443,0.0750326515659624,0.0838535073201965
1985,Yes,Direct migration background,inadequately,0.07452907452907453,14443,0.07024584231975654,0.07881230673839253
1985,Yes,No migration background,higher vocational,0.06060606060606061,14443,0.056714630176458704,0.06449749103566252
