syear,bula_h,migback,ple0053,proportion,n,lower_confidence,upper_confidence
1984,Nordrhein-Westfalen,No migration background,2.0,0.1652524919680369,12164,0.15865210436584226,0.17185287957023154
1984,Bayern,No migration background,2.0,0.11796688359831947,12164,0.11223443242171294,0.123699334774926
1984,Baden-Wuerttemberg,No migration background,2.0,0.09852541395502101,12164,0.09322916070347201,0.10382166720657002
1984,Niedersachsen,No migration background,2.0,0.07578877996540077,12164,0.07108544465184355,0.080492115278958
1984,Nordrhein-Westfalen,Direct migration background,2.0,0.06878655572946701,12164,0.06428881656093036,0.07328429489800367
1984,Baden-Wuerttemberg,Direct migration background,2.0,0.06260812258011368,12164,0.058302917946257304,0.06691332721397006
1984,Hessen,No migration background,2.0,0.056676826756734494,12164,0.0525676873002489,0.06078596621322009
1984,"Rheinland-Pfalz,Saarland",No migration background,2.0,0.05082791004201335,12164,0.04692452429793786,0.05473129578608884
1984,Hessen,Direct migration background,2.0,0.03319878078919186,12164,0.030014967965220848,0.03638259361316288
1984,Bayern,Direct migration background,2.0,0.03270450613724359,12164,0.02954367535890252,0.03586533691558466
1984,Schleswig-Holstein,No migration background,2.0,0.02496086992338743,12164,0.022188451688195894,0.027733288158578964
1984,Berlin,No migration background,2.0,0.021089051816459346,12164,0.018535656923487076,0.023642446709431615
1984,Nordrhein-Westfalen,No migration background,1.0,0.0210066727078013,12164,0.01845816256729801,0.02355518284830459
1984,Hamburg,No migration background,2.0,0.015734409753686465,12164,0.013522847113624933,0.017945972393747997
1984,Bayern,No migration background,1.0,0.015157755993080155,12164,0.012986461874773772,0.017329050111386538
1984,Niedersachsen,Direct migration background,2.0,0.014004448471867534,12164,0.011916170302780324,0.016092726640954746
1984,Baden-Wuerttemberg,No migration background,1.0,0.012109728972732514,12164,0.01016598333593456,0.01405347460953047
1984,"Rheinland-Pfalz,Saarland",Direct migration background,2.0,0.011368316994810116,12164,0.009484306944268262,0.01325232704535197
1984,Baden-Wuerttemberg,Direct migration background,1.0,0.009473597495675097,12164,0.007752092219218347,0.011195102772131846
1984,Nordrhein-Westfalen,Direct migration background,1.0,0.008979322843726831,12164,0.0073029098558374484,0.010655735831616215
