year,ple0053,pgisced97,sex,proportion,n,lower_confidence,upper_confidence
1984,Yes,middle vocational,female,0.23890532544378698,16099,0.23231830702077652,0.24549234386679744
1984,Yes,middle vocational,male,0.22633136094674555,16099,0.21986728448318266,0.23279543741030845
1984,Yes,general elementary,female,0.20931952662721892,16099,0.20303515296355487,0.21560390029088297
1984,Yes,general elementary,male,0.08653846153846154,16099,0.0821952964345378,0.09088162664238528
1984,Yes,inadequately,female,0.0643491124260355,16099,0.06055871438761921,0.0681395104644518
1984,Yes,higher vocational,male,0.03550295857988166,16099,0.03264445102778368,0.03836146613197963
1984,Yes,inadequately,male,0.03476331360946745,16099,0.03193365453012805,0.037592972688806854
1984,Yes,higher vocational,female,0.029585798816568046,16099,0.026968358167584795,0.032203239465551294
1984,Yes,higher education,male,0.02514792899408284,16099,0.022729256346783595,0.027566601641382086
1984,Yes,higher education,female,0.019970414201183433,16099,0.01780933964174928,0.022131488760617588
1984,Yes,vocational + Abi,male,0.015532544378698224,16099,0.013622345417003821,0.017442743340392627
1984,Yes,vocational + Abi,female,0.010355029585798817,16099,0.008791262729494341,0.011918796442103294
1984,Yes,in school,male,0.0029585798816568047,16099,0.0021195935775391614,0.003797566185774448
1984,Yes,in school,female,0.0007396449704142012,16099,0.0003196852827316167,0.0011596046580967857
1984,No,middle vocational,male,0.27194409878434,16099,0.26507058506476694,0.27881761250391307
1984,No,middle vocational,female,0.21163970517852015,16099,0.20532987651342013,0.21794953384362017
1984,No,general elementary,female,0.1862735713601991,16099,0.18025946017906772,0.19228768254133047
1984,No,general elementary,male,0.0916052455250311,16099,0.08714915400823654,0.09606133704182566
1984,No,higher education,male,0.047669187326505214,16099,0.044377872597695774,0.05096050205531465
1984,No,inadequately,female,0.04680769598927922,16099,0.04354478281820754,0.050070609160350894
1984,No,inadequately,male,0.03378960467119747,16099,0.030998449191062344,0.0365807601513326
1984,No,higher vocational,male,0.0319709007370537,16099,0.02925334623108751,0.03468845524301989
1984,No,higher vocational,female,0.0225902172872595,16099,0.02029483425986168,0.024885600314657322
1984,No,higher education,female,0.02182444720972528,16099,0.019567420754790614,0.024081473664659944
1984,No,vocational + Abi,male,0.01636833540729396,16099,0.014408249394942929,0.01832842141964499
1984,No,vocational + Abi,female,0.00976356848856131,16099,0.008244664369547981,0.011282472607574638
1984,No,in school,male,0.004211735426438212,16099,0.0032113423809555846,0.00521212847192084
1984,No,in school,female,0.0035416866085957693,16099,0.0026240066371341006,0.004459366580057438
1985,Yes,middle vocational,female,0.25225225225225223,14443,0.2451691673295759,0.25933533717492857
1985,Yes,middle vocational,male,0.2244062244062244,14443,0.21760226094485324,0.23121018786759556
1985,Yes,general elementary,female,0.21457821457821458,14443,0.2078828897641351,0.22127353939229405
1985,Yes,general elementary,male,0.07371007371007371,14443,0.06944855637934362,0.0779715910408038
1985,Yes,inadequately,female,0.055692055692055695,14443,0.05195197638130055,0.05943213500281084
1985,Yes,higher vocational,female,0.036036036036036036,14443,0.03299636719640474,0.03907570487566733
1985,Yes,higher education,female,0.03357903357903358,14443,0.03064108200012517,0.03651698515794199
1985,Yes,inadequately,male,0.03194103194103194,14443,0.02907320629902184,0.034808857583042044
1985,Yes,higher vocational,male,0.029484029484029485,14443,0.026725217350797793,0.032242841617261174
1985,Yes,higher education,male,0.025389025389025387,14443,0.02282356077098047,0.027954490007070305
1985,Yes,vocational + Abi,female,0.010647010647010647,14443,0.008973159458202217,0.012320861835819076
1985,Yes,vocational + Abi,male,0.009009009009009009,14443,0.007468015783353592,0.010550002234664426
1985,Yes,in school,female,0.002457002457002457,14443,0.0016495890188515825,0.0032644158951533313
1985,Yes,in school,male,0.000819000819000819,14443,0.00035245788404039506,0.001285543753961243
1985,No,middle vocational,male,0.2718673610373047,14443,0.2646111291831751,0.2791235928914343
1985,No,middle vocational,female,0.21500690827930705,14443,0.20830672796942604,0.22170708858918806
1985,No,general elementary,female,0.18046551174407482,14443,0.1741934822532419,0.18673754123490774
1985,No,general elementary,male,0.0917206929535551,14443,0.08701340528638289,0.09642798062072731
1985,No,higher education,male,0.05069614199171006,14443,0.04711833058846894,0.05427395339495118
1985,No,inadequately,female,0.04421298756509725,14443,0.04086037893033052,0.04756559619986398
1985,No,higher vocational,male,0.03443511531512382,14443,0.03146126662262347,0.03740896400762417
1985,No,inadequately,male,0.031246678711871614,14443,0.02840917852435424,0.03408417889938899
1985,No,higher vocational,female,0.022850462323307473,14443,0.020413463178033744,0.025287461468581202
1985,No,higher education,female,0.021787650122223404,14443,0.01940670638623313,0.024168593858213676
1985,No,vocational + Abi,male,0.01689871399723669,14443,0.014796614222228424,0.019000813772244954
1985,No,vocational + Abi,female,0.009777872249973429,14443,0.008173090936651053,0.011382653563295805
1985,No,in school,male,0.005314061005420342,14443,0.004128336971063808,0.006499785039776876
1985,No,in school,female,0.0037198427037942396,14443,0.0027270001249207892,0.00471268528266769
1986,Yes,middle vocational,female,0.2511961722488038,13742,0.2439447760298253,0.25844756846778233
1986,Yes,middle vocational,male,0.23763955342902712,13742,0.2305229848150609,0.24475612204299335
1986,Yes,general elementary,female,0.19537480063795853,13742,0.18874558436048086,0.2020040169154362
1986,Yes,general elementary,male,0.08452950558213716,13742,0.07987838670808098,0.08918062445619335
1986,Yes,inadequately,female,0.051036682615629984,13742,0.04735711294516749,0.054716252286092476
1986,Yes,inadequately,male,0.03269537480063796,13742,0.02972195731145433,0.03566879228982159
1986,Yes,higher education,male,0.03189792663476874,13742,0.028959783819961973,0.034836069449575506
1986,Yes,higher vocational,male,0.03189792663476874,13742,0.028959783819961973,0.034836069449575506
1986,Yes,higher education,female,0.02711323763955343,13742,0.024397718071820323,0.029828757207286536
1986,Yes,higher vocational,female,0.025518341307814992,13742,0.022881741871625245,0.02815494074400474
1986,Yes,vocational + Abi,male,0.013556618819776715,13742,0.011623124621437152,0.015490113018116277
1986,Yes,vocational + Abi,female,0.011164274322169059,13742,0.009407530547635242,0.012921018096702876
1986,Yes,in school,male,0.004784688995215311,13742,0.003630926332185798,0.005938451658244824
1986,Yes,in school,female,0.001594896331738437,13742,0.0009277044933567789,0.002262088170120095
1986,No,middle vocational,male,0.27215686274509804,13742,0.264715377242793,0.2795983482474031
