"ple0053","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1984","(noch) kein Abschluss","kein Migrationshintergrund","13","","",""
"Ja","1984","(noch) kein Abschluss","direkter Migrationshintergrund","138","","",""
"Ja","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1984","Hauptschule","kein Migrationshintergrund","658","0.12332736783748","0.11458966849416","0.1320650671808"
"Ja","1984","Hauptschule","direkter Migrationshintergrund","204","","",""
"Ja","1984","Hauptschule","indirekter Migrationshintergrund","3","","",""
"Ja","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1984","Realschule","kein Migrationshintergrund","181","","",""
"Ja","1984","Realschule","direkter Migrationshintergrund","10","","",""
"Ja","1984","Realschule","indirekter Migrationshintergrund","3","","",""
"Ja","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1984","(Fach-)Abitur","kein Migrationshintergrund","45","0.0731040501541489","0.0520640548015775","0.0941440455067204"
"Ja","1984","(Fach-)Abitur","direkter Migrationshintergrund","40","0.119967132007723","0.0812104318019984","0.158723832213447"
"Ja","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1984","AkademikerIn","kein Migrationshintergrund","58","0.0879485411488312","0.0663902010988611","0.109506881198801"
"Ja","1984","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Ja","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1984","(noch) kein Abschluss","kein Migrationshintergrund","214","","",""
"Nein","1984","(noch) kein Abschluss","direkter Migrationshintergrund","901","0.871965696148177","0.851648995138467","0.892282397157887"
"Nein","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Nein","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1984","Hauptschule","kein Migrationshintergrund","4782","0.87667263216252","0.8679349328192","0.88541033150584"
"Nein","1984","Hauptschule","direkter Migrationshintergrund","1522","","",""
"Nein","1984","Hauptschule","indirekter Migrationshintergrund","70","0.9919074863428","0.971355019061371","1.01245995362423"
"Nein","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1984","Realschule","kein Migrationshintergrund","1533","","",""
"Nein","1984","Realschule","direkter Migrationshintergrund","127","","",""
"Nein","1984","Realschule","indirekter Migrationshintergrund","25","","",""
"Nein","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1984","(Fach-)Abitur","kein Migrationshintergrund","543","0.926895949845851","0.90585595449328","0.947935945198423"
"Nein","1984","(Fach-)Abitur","direkter Migrationshintergrund","230","","",""
"Nein","1984","(Fach-)Abitur","indirekter Migrationshintergrund","7","1","1","1"
"Nein","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1984","AkademikerIn","kein Migrationshintergrund","605","0.912051458851169","0.890493118801199","0.933609798901139"
"Nein","1984","AkademikerIn","direkter Migrationshintergrund","118","","",""
