year,quintil_oecd,sex,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,male,Yes,0.03093,35,1199,0.02112,0.04073
2009,1st Quintile,male,No,0.96907,1164,1199,0.95927,0.97888
2009,1st Quintile,female,Yes,0.02300,35,1669,0.01580,0.03019
2009,1st Quintile,female,No,0.97700,1634,1669,0.96981,0.98420
2009,2nd Quintile,male,No,0.98375,1385,1385,0.97709,0.99041
2009,2nd Quintile,female,Yes,0.01566,31,1750,0.00984,0.02148
2009,2nd Quintile,female,No,0.98434,1719,1750,0.97852,0.99016
2009,3rd Quintile,male,Yes,0.02790,37,1659,0.01998,0.03583
2009,3rd Quintile,male,No,0.97210,1622,1659,0.96417,0.98002
2009,3rd Quintile,female,No,0.98745,1726,1726,0.98220,0.99270
2009,4th Quintile,male,No,0.98773,1844,1844,0.98271,0.99276
2009,4th Quintile,female,No,0.98857,1885,1885,0.98376,0.99337
2009,5th Quintile,male,Yes,0.01472,35,2460,0.00996,0.01948
2009,5th Quintile,male,No,0.98528,2425,2460,0.98052,0.99004
2009,5th Quintile,female,No,0.98478,2322,2322,0.97980,0.98976
2011,1st Quintile,male,Yes,0.04358,46,1043,0.03118,0.05597
2011,1st Quintile,male,No,0.95642,997,1043,0.94403,0.96882
2011,1st Quintile,female,No,0.97429,1426,1426,0.96607,0.98251
2011,2nd Quintile,male,Yes,0.03734,45,1224,0.02672,0.04797
2011,2nd Quintile,male,No,0.96266,1179,1224,0.95203,0.97328
2011,2nd Quintile,female,Yes,0.02654,33,1503,0.01841,0.03467
2011,2nd Quintile,female,No,0.97346,1470,1503,0.96533,0.98159
2011,3rd Quintile,male,No,0.97956,1438,1438,0.97224,0.98688
2011,3rd Quintile,female,No,0.97453,1572,1572,0.96674,0.98232
2011,4th Quintile,male,Yes,0.02482,31,1659,0.01733,0.03230
2011,4th Quintile,male,No,0.97518,1628,1659,0.96770,0.98267
2011,4th Quintile,female,No,0.98888,1608,1608,0.98375,0.99401
2011,5th Quintile,male,No,0.98916,2024,2024,0.98465,0.99367
