"ple0016","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Ja","2009","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2009","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2009","(noch) kein Abschluss","Bremen","","","",""
"Ja","2009","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2009","(noch) kein Abschluss","Hessen","","","",""
"Ja","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2009","(noch) kein Abschluss","Baden-Württemberg","2","","",""
"Ja","2009","(noch) kein Abschluss","Bayern","2","","",""
"Ja","2009","(noch) kein Abschluss","Saarland","","","",""
"Ja","2009","(noch) kein Abschluss","Berlin","","","",""
"Ja","2009","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2009","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2009","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2009","(noch) kein Abschluss","Thüringen","","","",""
"Ja","2009","Hauptschule","Schleswig-Holstein","6","","",""
"Ja","2009","Hauptschule","Hamburg","2","","",""
"Ja","2009","Hauptschule","Niedersachsen","14","","",""
"Ja","2009","Hauptschule","Bremen","1","","",""
"Ja","2009","Hauptschule","Nordrhein-Westfalen","38","0.0311339356077262","0.0219837705210087","0.0402841006944438"
"Ja","2009","Hauptschule","Hessen","14","","",""
"Ja","2009","Hauptschule","Rheinland-Pfalz,Saarland","11","","",""
"Ja","2009","Hauptschule","Baden-Württemberg","20","","",""
"Ja","2009","Hauptschule","Bayern","25","","",""
"Ja","2009","Hauptschule","Saarland","","","",""
"Ja","2009","Hauptschule","Berlin","2","","",""
"Ja","2009","Hauptschule","Brandenburg","7","","",""
"Ja","2009","Hauptschule","Mecklenburg-Vorpommern","2","","",""
"Ja","2009","Hauptschule","Sachsen","16","","",""
"Ja","2009","Hauptschule","Sachsen-Anhalt","5","","",""
"Ja","2009","Hauptschule","Thüringen","8","","",""
"Ja","2009","Realschule","Schleswig-Holstein","2","","",""
"Ja","2009","Realschule","Hamburg","","","",""
"Ja","2009","Realschule","Niedersachsen","9","","",""
"Ja","2009","Realschule","Bremen","","","",""
"Ja","2009","Realschule","Nordrhein-Westfalen","4","","",""
"Ja","2009","Realschule","Hessen","2","","",""
"Ja","2009","Realschule","Rheinland-Pfalz,Saarland","1","","",""
"Ja","2009","Realschule","Baden-Württemberg","4","","",""
"Ja","2009","Realschule","Bayern","6","","",""
"Ja","2009","Realschule","Saarland","","","",""
"Ja","2009","Realschule","Berlin","5","","",""
"Ja","2009","Realschule","Brandenburg","3","","",""
"Ja","2009","Realschule","Mecklenburg-Vorpommern","2","","",""
"Ja","2009","Realschule","Sachsen","8","","",""
"Ja","2009","Realschule","Sachsen-Anhalt","3","","",""
"Ja","2009","Realschule","Thüringen","3","","",""
"Ja","2009","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Ja","2009","(Fach-)Abitur","Hamburg","","","",""
"Ja","2009","(Fach-)Abitur","Niedersachsen","1","","",""
"Ja","2009","(Fach-)Abitur","Bremen","1","","",""
"Ja","2009","(Fach-)Abitur","Nordrhein-Westfalen","4","","",""
"Ja","2009","(Fach-)Abitur","Hessen","1","","",""
