"ple0016","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","5","0.0240667198916579","0.00926820960604329","0.0388652301772725"
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2009","Hauptschule","Westdeutschland","133","","",""
"Ja","2009","Hauptschule","Ostdeutschland","38","0.030347755673508","0.0203058398240577","0.0403896715229584"
"Ja","2009","Realschule","Westdeutschland","31","0.0114630973340921","0.00774214372435154","0.0151840509438327"
"Ja","2009","Realschule","Ostdeutschland","21","","",""
"Ja","2009","(Fach-)Abitur","Westdeutschland","14","","",""
"Ja","2009","(Fach-)Abitur","Ostdeutschland","2","","",""
"Ja","2009","AkademikerIn","Westdeutschland","24","","",""
"Ja","2009","AkademikerIn","Ostdeutschland","17","","",""
"Nein","2009","(noch) kein Abschluss","Westdeutschland","407","0.975933280108342","0.961134769822727","0.990731790393957"
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","72","1","1","1"
"Nein","2009","Hauptschule","Westdeutschland","4958","0.973301241123278","0.968873158480545","0.97772932376601"
"Nein","2009","Hauptschule","Ostdeutschland","1083","","",""
"Nein","2009","Realschule","Westdeutschland","3113","0.988536902665908","0.984815949056167","0.992257856275649"
"Nein","2009","Realschule","Ostdeutschland","1647","","",""
"Nein","2009","(Fach-)Abitur","Westdeutschland","1643","","",""
"Nein","2009","(Fach-)Abitur","Ostdeutschland","345","0.991807471335138","0.982323155100312","1.00129178756996"
"Nein","2009","AkademikerIn","Westdeutschland","2804","","",""
"Nein","2009","AkademikerIn","Ostdeutschland","1190","","",""
"Ja","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2010","Hauptschule","Westdeutschland","","","",""
"Ja","2010","Hauptschule","Ostdeutschland","","","",""
"Ja","2010","Realschule","Westdeutschland","","","",""
"Ja","2010","Realschule","Ostdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2010","AkademikerIn","Westdeutschland","","","",""
"Ja","2010","AkademikerIn","Ostdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2010","Hauptschule","Westdeutschland","","","",""
"Nein","2010","Hauptschule","Ostdeutschland","","","",""
"Nein","2010","Realschule","Westdeutschland","","","",""
"Nein","2010","Realschule","Ostdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2010","AkademikerIn","Westdeutschland","","","",""
"Nein","2010","AkademikerIn","Ostdeutschland","","","",""
"Ja","2011","(noch) kein Abschluss","Westdeutschland","8","0.0209515757156816","0.00833458093765808","0.0335685704937051"
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja","2011","Hauptschule","Westdeutschland","193","","",""
"Ja","2011","Hauptschule","Ostdeutschland","59","0.0480785501196043","0.0359995550148949","0.0601575452243136"
"Ja","2011","Realschule","Westdeutschland","47","0.0154056254342051","0.0114161428930852","0.019395107975325"
"Ja","2011","Realschule","Ostdeutschland","33","0.0182222092188818","0.0121338489636946","0.0243105694740689"
"Ja","2011","(Fach-)Abitur","Westdeutschland","15","","",""
"Ja","2011","(Fach-)Abitur","Ostdeutschland","2","","",""
"Ja","2011","AkademikerIn","Westdeutschland","41","0.017079275482145","0.0126586360942858","0.0214999148700042"
"Ja","2011","AkademikerIn","Ostdeutschland","24","","",""
"Nein","2011","(noch) kein Abschluss","Westdeutschland","487","0.979048424284318","0.966431429506295","0.991665419062342"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","64","0.958328227578462","0.910116327274794","1.00654012788213"
"Nein","2011","Hauptschule","Westdeutschland","5752","0.963069254237534","0.958275288127531","0.967863220347537"
"Nein","2011","Hauptschule","Ostdeutschland","1146","","",""
"Nein","2011","Realschule","Westdeutschland","3614","0.984594374565795","0.980604892024675","0.988583857106915"
"Nein","2011","Realschule","Ostdeutschland","1821","","",""
"Nein","2011","(Fach-)Abitur","Westdeutschland","2020","","",""
"Nein","2011","(Fach-)Abitur","Ostdeutschland","404","0.993137353103344","0.985106983039077","1.00116772316761"
"Nein","2011","AkademikerIn","Westdeutschland","3259","0.982920724517855","0.978500085129996","0.987341363905714"
"Nein","2011","AkademikerIn","Ostdeutschland","1264","","",""
"Ja","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2012","Hauptschule","Westdeutschland","","","",""
"Ja","2012","Hauptschule","Ostdeutschland","","","",""
"Ja","2012","Realschule","Westdeutschland","","","",""
"Ja","2012","Realschule","Ostdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2012","AkademikerIn","Westdeutschland","","","",""
"Ja","2012","AkademikerIn","Ostdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2012","Hauptschule","Westdeutschland","","","",""
"Nein","2012","Hauptschule","Ostdeutschland","","","",""
"Nein","2012","Realschule","Westdeutschland","","","",""
"Nein","2012","Realschule","Ostdeutschland","","","",""
"Nein","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2012","AkademikerIn","Westdeutschland","","","",""
"Nein","2012","AkademikerIn","Ostdeutschland","","","",""
"Ja","2013","(noch) kein Abschluss","Westdeutschland","10","","",""
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja","2013","Hauptschule","Westdeutschland","172","","",""
"Ja","2013","Hauptschule","Ostdeutschland","51","0.0468647555068828","0.0342365279934688","0.0594929830202969"
"Ja","2013","Realschule","Westdeutschland","46","0.0126482424267785","0.00886796683024908","0.0164285180233078"
"Ja","2013","Realschule","Ostdeutschland","38","0.024690187553605","0.0172764104574418","0.0321039646497682"
"Ja","2013","(Fach-)Abitur","Westdeutschland","19","","",""
"Ja","2013","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2013","AkademikerIn","Westdeutschland","40","0.0163765629212517","0.0120197881995597","0.0207333376429436"
"Ja","2013","AkademikerIn","Ostdeutschland","28","","",""
"Nein","2013","(noch) kein Abschluss","Westdeutschland","407","0.971474860317448","0.955497326823158","0.987452393811737"
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","65","0.937033986022662","0.87887170079366","0.995196271251664"
"Nein","2013","Hauptschule","Westdeutschland","4969","0.963957838075518","0.95886266752967","0.969053008621365"
"Nein","2013","Hauptschule","Ostdeutschland","1025","","",""
"Nein","2013","Realschule","Westdeutschland","3311","0.987351757573222","0.983571481976692","0.991132033169751"
"Nein","2013","Realschule","Ostdeutschland","1645","","",""
"Nein","2013","(Fach-)Abitur","Westdeutschland","1856","","",""
"Nein","2013","(Fach-)Abitur","Ostdeutschland","340","1","1","1"
"Nein","2013","AkademikerIn","Westdeutschland","3220","0.983623437078748","0.979266662357056","0.98798021180044"
"Nein","2013","AkademikerIn","Ostdeutschland","1178","","",""
"Ja","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2014","Hauptschule","Westdeutschland","","","",""
"Ja","2014","Hauptschule","Ostdeutschland","","","",""
"Ja","2014","Realschule","Westdeutschland","","","",""
"Ja","2014","Realschule","Ostdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2014","AkademikerIn","Westdeutschland","","","",""
"Ja","2014","AkademikerIn","Ostdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2014","Hauptschule","Westdeutschland","","","",""
"Nein","2014","Hauptschule","Ostdeutschland","","","",""
"Nein","2014","Realschule","Westdeutschland","","","",""
"Nein","2014","Realschule","Ostdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2014","AkademikerIn","Westdeutschland","","","",""
"Nein","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja","2015","(noch) kein Abschluss","Westdeutschland","14","","",""
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","5","0.0476892481768436","0.00786465663602599","0.0875138397176612"
"Ja","2015","Hauptschule","Westdeutschland","187","","",""
"Ja","2015","Hauptschule","Ostdeutschland","54","0.0501328361840164","0.0375912978940126","0.0626743744740202"
"Ja","2015","Realschule","Westdeutschland","67","0.018747734629422","0.0147831319083948","0.0227123373504493"
"Ja","2015","Realschule","Ostdeutschland","38","0.01937485033008","0.0133384461923909","0.0254112544677691"
"Ja","2015","(Fach-)Abitur","Westdeutschland","38","0.00890130540376315","0.00563163660555665","0.0121709742019697"
"Ja","2015","(Fach-)Abitur","Ostdeutschland","1","","",""
"Ja","2015","AkademikerIn","Westdeutschland","52","0.0145379592352917","0.0110435321293239","0.0180323863412594"
"Ja","2015","AkademikerIn","Ostdeutschland","28","","",""
"Nein","2015","(noch) kein Abschluss","Westdeutschland","692","0.976471915653831","0.965291218007918","0.987652613299745"
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","105","","",""
"Nein","2015","Hauptschule","Westdeutschland","6019","0.964481345995519","0.959876476024594","0.969086215966445"
"Nein","2015","Hauptschule","Ostdeutschland","1109","","",""
"Nein","2015","Realschule","Westdeutschland","4429","0.981252265370578","0.977287662649551","0.985216868091605"
"Nein","2015","Realschule","Ostdeutschland","1965","","",""
"Nein","2015","(Fach-)Abitur","Westdeutschland","3132","0.991098694596237","0.98782902579803","0.994368363394443"
"Nein","2015","(Fach-)Abitur","Ostdeutschland","481","0.995586807166334","0.98966927550128","1.00150433883139"
"Nein","2015","AkademikerIn","Westdeutschland","4455","0.985462040764708","0.98196761365874","0.988956467870676"
"Nein","2015","AkademikerIn","Ostdeutschland","1338","","",""
"Ja","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2016","Hauptschule","Westdeutschland","","","",""
"Ja","2016","Hauptschule","Ostdeutschland","","","",""
"Ja","2016","Realschule","Westdeutschland","","","",""
"Ja","2016","Realschule","Ostdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2016","AkademikerIn","Westdeutschland","","","",""
"Ja","2016","AkademikerIn","Ostdeutschland","","","",""
"Nein","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2016","Hauptschule","Westdeutschland","","","",""
"Nein","2016","Hauptschule","Ostdeutschland","","","",""
"Nein","2016","Realschule","Westdeutschland","","","",""
"Nein","2016","Realschule","Ostdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2016","AkademikerIn","Westdeutschland","","","",""
"Nein","2016","AkademikerIn","Ostdeutschland","","","",""
"Ja","2017","(noch) kein Abschluss","Westdeutschland","16","","",""
"Ja","2017","(noch) kein Abschluss","Ostdeutschland","5","0.0279480234876612","-0.000831467739858538","0.056727514715181"
"Ja","2017","Hauptschule","Westdeutschland","179","","",""
"Ja","2017","Hauptschule","Ostdeutschland","48","0.0442706746064437","0.0321205716651675","0.05642077754772"
"Ja","2017","Realschule","Westdeutschland","74","0.017157858691833","0.0134625631425202","0.0208531542411459"
