year,regtyp,sex,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,male,Yes,0.01804,94,5553,0.01454,0.02154
2009,Urban regions,male,No,0.98196,5459,5553,0.97846,0.98546
2009,Urban regions,female,Yes,0.01742,88,6166,0.01415,0.02068
2009,Urban regions,female,No,0.98258,6078,6166,0.97932,0.98585
2009,Rural regions,male,Yes,0.02374,62,3045,0.01833,0.02915
2009,Rural regions,male,No,0.97626,2983,3045,0.97085,0.98167
2009,Rural regions,female,Yes,0.01219,43,3254,0.00842,0.01596
2009,Rural regions,female,No,0.98781,3211,3254,0.98404,0.99158
2011,Urban regions,male,Yes,0.02333,141,6271,0.01959,0.02706
2011,Urban regions,male,No,0.97667,6130,6271,0.97294,0.98041
2011,Urban regions,female,Yes,0.02242,121,7121,0.01898,0.02586
2011,Urban regions,female,No,0.97758,7000,7121,0.97414,0.98102
2011,Rural regions,male,Yes,0.02902,99,3518,0.02348,0.03457
2011,Rural regions,male,No,0.97098,3419,3518,0.96543,0.97652
2011,Rural regions,female,Yes,0.01823,63,3835,0.01400,0.02247
2011,Rural regions,female,No,0.98177,3772,3835,0.97753,0.98600
2013,Urban regions,male,Yes,0.02280,122,5620,0.01890,0.02671
2013,Urban regions,male,No,0.97720,5498,5620,0.97329,0.98110
2013,Urban regions,female,Yes,0.02117,117,6454,0.01765,0.02468
2013,Urban regions,female,No,0.97883,6337,6454,0.97532,0.98235
2013,Rural regions,male,Yes,0.03133,105,3214,0.02531,0.03735
2013,Rural regions,male,No,0.96867,3109,3214,0.96265,0.97469
2013,Rural regions,female,Yes,0.02028,66,3578,0.01566,0.02490
2013,Rural regions,female,No,0.97972,3512,3578,0.97510,0.98434
2015,Urban regions,male,Yes,0.02427,167,7385,0.02076,0.02778
2015,Urban regions,male,No,0.97573,7218,7385,0.97222,0.97924
2015,Urban regions,female,Yes,0.02051,144,8815,0.01755,0.02347
2015,Urban regions,female,No,0.97949,8671,8815,0.97653,0.98245
2015,Rural regions,male,Yes,0.02708,100,4074,0.02209,0.03206
2015,Rural regions,male,No,0.97292,3974,4074,0.96794,0.97791
2015,Rural regions,female,Yes,0.02113,79,4766,0.01704,0.02521
2015,Rural regions,female,No,0.97887,4687,4766,0.97479,0.98296
2017,Urban regions,male,Yes,0.02178,163,7885,0.01856,0.02501
2017,Urban regions,male,No,0.97822,7722,7885,0.97499,0.98144
2017,Urban regions,female,Yes,0.01974,139,9295,0.01691,0.02256
2017,Urban regions,female,No,0.98026,9156,9295,0.97744,0.98309
2017,Rural regions,male,Yes,0.02943,124,4376,0.02442,0.03443
2017,Rural regions,male,No,0.97057,4252,4376,0.96557,0.97558
2017,Rural regions,female,Yes,0.02266,82,4993,0.01853,0.02679
2017,Rural regions,female,No,0.97734,4911,4993,0.97321,0.98147
2019,No answer / don't know,male,No,0.96936,287,287,0.94939,0.98933
2019,No answer / don't know,female,No,0.98568,249,249,0.97089,1.00047
2019,Urban regions,male,Yes,0.02622,200,7774,0.02267,0.02977
2019,Urban regions,male,No,0.97378,7574,7774,0.97023,0.97733
2019,Urban regions,female,Yes,0.01752,122,8617,0.01475,0.02029
2019,Urban regions,female,No,0.98248,8495,8617,0.97971,0.98525
2019,Rural regions,male,Yes,0.02972,119,4208,0.02458,0.03485
2019,Rural regions,male,No,0.97028,4089,4208,0.96515,0.97542
2019,Rural regions,female,Yes,0.02340,82,4573,0.01902,0.02779
2019,Rural regions,female,No,0.97660,4491,4573,0.97221,0.98098
2021,Urban regions,male,Yes,0.02734,147,6327,0.02332,0.03135
2021,Urban regions,male,No,0.97266,6180,6327,0.96865,0.97668
2021,Urban regions,female,Yes,0.01938,96,6678,0.01607,0.02268
2021,Urban regions,female,No,0.98062,6582,6678,0.97732,0.98393
2021,Rural regions,male,Yes,0.02386,69,2963,0.01837,0.02936
2021,Rural regions,male,No,0.97614,2894,2963,0.97064,0.98163
2021,Rural regions,female,Yes,0.03084,57,3188,0.02484,0.03685
2021,Rural regions,female,No,0.96916,3131,3188,0.96315,0.97516
