year,bula_h,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.97643,499,499,0.96310,0.98975
2009,Hamburg,No,0.98456,263,263,0.96962,0.99949
2009,Lower Saxony,No,0.98164,1607,1607,0.97508,0.98821
2009,Bremen,No,0.96547,117,117,0.93224,0.99870
2009,North Rhine-Westphalia,Yes,0.01799,53,3628,0.01367,0.02232
2009,North Rhine-Westphalia,No,0.98201,3575,3628,0.97768,0.98633
2009,Hesse,No,0.98160,1195,1195,0.97398,0.98922
2009,"Rhineland-Palatinate, Saarland",No,0.98982,1011,1011,0.98364,0.99601
2009,Baden-Wuerttemberg,No,0.98303,2077,2077,0.97748,0.98859
2009,Bavaria,Yes,0.01513,39,2609,0.01044,0.01981
2009,Bavaria,No,0.98487,2570,2609,0.98019,0.98956
2009,Berlin,No,0.97819,672,672,0.96714,0.98924
2009,Brandenburg,No,0.97922,774,774,0.96917,0.98928
2009,Mecklenburg-Western Pomerania,No,0.97553,464,464,0.96146,0.98960
2009,Saxony,No,0.98241,1341,1341,0.97537,0.98945
2009,Saxony-Anhalt,No,0.97642,756,756,0.96559,0.98724
2009,Thuringa,No,0.98632,810,810,0.97831,0.99432
2011,Schleswig-Holstein,No,0.97961,639,639,0.96865,0.99058
2011,Hamburg,No,0.99108,309,309,0.98057,1.00158
2011,Lower Saxony,No,0.97990,1878,1878,0.97355,0.98625
2011,Bremen,No,0.97452,123,123,0.94655,1.00248
2011,North Rhine-Westphalia,Yes,0.02633,90,4131,0.02145,0.03122
2011,North Rhine-Westphalia,No,0.97367,4041,4131,0.96878,0.97855
2011,Hesse,No,0.97198,1381,1381,0.96327,0.98069
2011,"Rhineland-Palatinate, Saarland",No,0.98361,1187,1187,0.97638,0.99083
2011,Baden-Wuerttemberg,Yes,0.01996,46,2486,0.01446,0.02546
2011,Baden-Wuerttemberg,No,0.98004,2440,2486,0.97454,0.98554
2011,Bavaria,Yes,0.02179,66,3184,0.01671,0.02686
2011,Bavaria,No,0.97821,3118,3184,0.97314,0.98329
2011,Berlin,No,0.97651,769,769,0.96580,0.98722
2011,Brandenburg,No,0.97270,860,860,0.96180,0.98360
2011,Mecklenburg-Western Pomerania,No,0.97161,502,502,0.95707,0.98615
2011,Saxony,No,0.97767,1374,1374,0.96986,0.98549
2011,Saxony-Anhalt,No,0.96900,841,841,0.95728,0.98072
2011,Thuringa,No,0.97283,859,859,0.96195,0.98371
2013,Schleswig-Holstein,No,0.97951,580,580,0.96797,0.99105
2013,Hamburg,No,0.97942,301,301,0.96335,0.99548
2013,Lower Saxony,Yes,0.02162,39,1775,0.01485,0.02839
2013,Lower Saxony,No,0.97838,1736,1775,0.97161,0.98515
2013,Bremen,No,0.98407,117,117,0.96129,1.00686
2013,North Rhine-Westphalia,Yes,0.01814,61,3718,0.01385,0.02243
2013,North Rhine-Westphalia,No,0.98186,3657,3718,0.97757,0.98615
2013,Hesse,Yes,0.03544,37,1290,0.02535,0.04553
2013,Hesse,No,0.96456,1253,1290,0.95447,0.97465
2013,"Rhineland-Palatinate, Saarland",No,0.97306,1073,1073,0.96337,0.98276
2013,Baden-Wuerttemberg,Yes,0.01981,38,2123,0.01388,0.02574
2013,Baden-Wuerttemberg,No,0.98019,2085,2123,0.97426,0.98612
2013,Bavaria,Yes,0.02100,60,2947,0.01582,0.02618
2013,Bavaria,No,0.97900,2887,2947,0.97382,0.98418
2013,Berlin,No,0.96854,754,754,0.95607,0.98101
2013,Brandenburg,No,0.97089,757,757,0.95890,0.98287
2013,Mecklenburg-Western Pomerania,No,0.96222,442,442,0.94443,0.98002
2013,Saxony,Yes,0.02217,32,1335,0.01427,0.03007
2013,Saxony,No,0.97783,1303,1335,0.96993,0.98573
2013,Saxony-Anhalt,No,0.96407,733,733,0.95059,0.97756
2013,Thuringa,No,0.97652,778,778,0.96587,0.98717
2015,Schleswig-Holstein,No,0.97809,854,854,0.96826,0.98791
2015,Hamburg,No,0.97943,415,415,0.96575,0.99310
2015,Lower Saxony,Yes,0.02392,48,2421,0.01783,0.03001
2015,Lower Saxony,No,0.97608,2373,2421,0.96999,0.98217
2015,Bremen,No,0.97668,169,169,0.95386,0.99950
2015,North Rhine-Westphalia,Yes,0.01751,80,5165,0.01394,0.02109
2015,North Rhine-Westphalia,No,0.98249,5085,5165,0.97891,0.98606
2015,Hesse,Yes,0.03195,43,1705,0.02360,0.04030
