year,regtyp,sampreg,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,Yes,0.01833,160,10186,0.01572,0.02093
2009,Urban regions,West,No,0.98167,10026,10186,0.97907,0.98428
2009,Urban regions,East,No,0.98791,1511,1511,0.98240,0.99342
2009,Rural regions,West,Yes,0.01550,49,3291,0.01128,0.01972
2009,Rural regions,West,No,0.98450,3242,3291,0.98028,0.98872
2009,Rural regions,East,Yes,0.02164,56,3008,0.01644,0.02684
2009,Rural regions,East,No,0.97836,2952,3008,0.97316,0.98356
2011,Urban regions,West,Yes,0.02320,229,11730,0.02047,0.02592
2011,Urban regions,West,No,0.97680,11501,11730,0.97408,0.97953
2011,Urban regions,East,Yes,0.01964,33,1662,0.01297,0.02631
2011,Urban regions,East,No,0.98036,1629,1662,0.97369,0.98703
2011,Rural regions,West,Yes,0.02065,75,4110,0.01630,0.02500
2011,Rural regions,West,No,0.97935,4035,4110,0.97500,0.98370
2011,Rural regions,East,Yes,0.02847,87,3243,0.02275,0.03420
2011,Rural regions,East,No,0.97153,3156,3243,0.96580,0.97725
2013,Urban regions,West,Yes,0.02122,204,10563,0.01847,0.02397
2013,Urban regions,West,No,0.97878,10359,10563,0.97603,0.98153
2013,Urban regions,East,Yes,0.02877,35,1511,0.02034,0.03720
2013,Urban regions,East,No,0.97123,1476,1511,0.96280,0.97966
2013,Rural regions,West,Yes,0.02353,85,3851,0.01874,0.02832
2013,Rural regions,West,No,0.97647,3766,3851,0.97168,0.98126
2013,Rural regions,East,Yes,0.02943,86,2941,0.02332,0.03554
2013,Rural regions,East,No,0.97057,2855,2941,0.96446,0.97668
2015,Urban regions,West,Yes,0.02235,271,14361,0.01993,0.02477
2015,Urban regions,West,No,0.97765,14090,14361,0.97523,0.98007
2015,Urban regions,East,Yes,0.02220,40,1839,0.01546,0.02893
2015,Urban regions,East,No,0.97780,1799,1839,0.97107,0.98454
2015,Rural regions,West,Yes,0.02153,92,5426,0.01767,0.02539
2015,Rural regions,West,No,0.97847,5334,5426,0.97461,0.98233
2015,Rural regions,East,Yes,0.02863,87,3414,0.02304,0.03423
2015,Rural regions,East,No,0.97137,3327,3414,0.96577,0.97696
2017,Urban regions,West,Yes,0.02112,264,15231,0.01884,0.02341
2017,Urban regions,West,No,0.97888,14967,15231,0.97659,0.98116
2017,Urban regions,East,Yes,0.01690,38,1949,0.01118,0.02263
2017,Urban regions,East,No,0.98310,1911,1949,0.97737,0.98882
2017,Rural regions,West,Yes,0.02401,105,5728,0.02004,0.02797
2017,Rural regions,West,No,0.97599,5623,5728,0.97203,0.97996
2017,Rural regions,East,Yes,0.02976,101,3641,0.02424,0.03528
2017,Rural regions,East,No,0.97024,3540,3641,0.96472,0.97576
2019,No answer / don't know,Does not apply,No,0.99496,75,75,0.97882,1.01110
2019,No answer / don't know,West,No,0.97607,395,395,0.96098,0.99116
2019,No answer / don't know,East,No,0.97095,72,72,0.93188,1.01002
2019,Urban regions,West,Yes,0.02220,286,14493,0.01980,0.02460
2019,Urban regions,West,No,0.97780,14207,14493,0.97540,0.98020
2019,Urban regions,East,Yes,0.01715,36,1898,0.01131,0.02300
2019,Urban regions,East,No,0.98285,1862,1898,0.97700,0.98869
2019,Rural regions,West,Yes,0.02414,104,5207,0.01997,0.02831
2019,Rural regions,West,No,0.97586,5103,5207,0.97169,0.98003
2019,Rural regions,East,Yes,0.03089,97,3574,0.02522,0.03657
2019,Rural regions,East,No,0.96911,3477,3574,0.96343,0.97478
2021,Urban regions,West,Yes,0.02386,218,11514,0.02108,0.02665
2021,Urban regions,West,No,0.97614,11296,11514,0.97335,0.97892
2021,Urban regions,East,No,0.98326,1473,1473,0.97671,0.98982
2021,Rural regions,West,Yes,0.02633,73,3802,0.02124,0.03142
2021,Rural regions,West,No,0.97367,3729,3802,0.96858,0.97876
2021,Rural regions,East,Yes,0.02920,53,2349,0.02239,0.03601
2021,Rural regions,East,No,0.97080,2296,2349,0.96399,0.97761
