year,migback,sex,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,male,Yes,0.02163,144,7498,0.01834,0.02492
2009,No migration background,male,No,0.97837,7354,7498,0.97508,0.98166
2009,No migration background,female,Yes,0.01618,119,8152,0.01344,0.01892
2009,No migration background,female,No,0.98382,8033,8152,0.98108,0.98656
2009,Direct migration background,male,No,0.98654,751,751,0.97830,0.99479
2009,Direct migration background,female,No,0.98109,887,887,0.97213,0.99006
2009,Indirect migration background,male,No,0.99384,337,337,0.98547,1.00221
2011,No migration background,male,Yes,0.02705,220,8519,0.02360,0.03050
2011,No migration background,male,No,0.97295,8299,8519,0.96950,0.97640
2011,No migration background,female,Yes,0.02179,160,9414,0.01884,0.02474
2011,No migration background,female,No,0.97821,9254,9414,0.97526,0.98116
2011,Direct migration background,male,No,0.98067,874,874,0.97153,0.98980
2011,Direct migration background,female,No,0.97914,1103,1103,0.97070,0.98758
2011,Indirect migration background,male,No,0.99544,376,376,0.98863,1.00226
2011,Indirect migration background,female,No,0.99495,415,415,0.98812,1.00178
2013,No migration background,male,Yes,0.02708,211,7745,0.02347,0.03070
2013,No migration background,male,No,0.97292,7534,7745,0.96930,0.97653
2013,No migration background,female,Yes,0.02176,166,8676,0.01869,0.02484
2013,No migration background,female,No,0.97824,8510,8676,0.97516,0.98131
2013,Direct migration background,male,No,0.98059,737,737,0.97062,0.99056
2013,Direct migration background,female,No,0.98564,981,981,0.97819,0.99309
2013,Indirect migration background,male,No,0.99712,336,336,0.99138,1.00286
2013,Indirect migration background,female,No,0.98674,358,358,0.97487,0.99861
2015,No migration background,male,Yes,0.02806,234,8737,0.02459,0.03152
2015,No migration background,male,No,0.97194,8503,8737,0.96848,0.97541
2015,No migration background,female,Yes,0.02221,188,10286,0.01936,0.02506
2015,No migration background,female,No,0.97779,10098,10286,0.97494,0.98064
2015,Direct migration background,male,No,0.98492,1971,1971,0.97954,0.99030
2015,Direct migration background,female,No,0.98426,2444,2444,0.97932,0.98919
2015,Indirect migration background,male,No,0.99397,718,718,0.98831,0.99964
2015,Indirect migration background,female,No,0.99187,816,816,0.98570,0.99803
2017,No migration background,male,Yes,0.02614,248,9364,0.02291,0.02937
2017,No migration background,male,No,0.97386,9116,9364,0.97063,0.97709
2017,No migration background,female,Yes,0.02267,187,10747,0.01986,0.02549
2017,No migration background,female,No,0.97733,10560,10747,0.97451,0.98014
2017,Direct migration background,male,Yes,0.02169,37,2133,0.01551,0.02788
2017,Direct migration background,male,No,0.97831,2096,2133,0.97212,0.98449
2017,Direct migration background,female,No,0.98504,2656,2656,0.98043,0.98966
2017,Indirect migration background,male,No,0.99563,762,762,0.99094,1.00031
2017,Indirect migration background,female,No,0.99354,851,851,0.98815,0.99893
2019,No migration background,male,Yes,0.03034,292,9729,0.02693,0.03375
2019,No migration background,male,No,0.96966,9437,9729,0.96625,0.97307
2019,No migration background,female,Yes,0.02082,181,10388,0.01807,0.02356
2019,No migration background,female,No,0.97918,10207,10388,0.97644,0.98193
2019,Direct migration background,male,Yes,0.02097,33,1805,0.01436,0.02759
2019,Direct migration background,male,No,0.97903,1772,1805,0.97241,0.98564
2019,Direct migration background,female,No,0.98371,2205,2205,0.97843,0.98900
2019,Indirect migration background,male,No,0.99485,741,741,0.98969,1.00001
2019,Indirect migration background,female,No,0.99401,823,823,0.98874,0.99929
2021,No migration background,male,Yes,0.02935,187,6165,0.02513,0.03356
2021,No migration background,male,No,0.97065,5978,6165,0.96644,0.97487
2021,No migration background,female,Yes,0.02528,132,6882,0.02157,0.02899
2021,No migration background,female,No,0.97472,6750,6882,0.97101,0.97843
2021,Direct migration background,male,No,0.98248,2658,2658,0.97749,0.98747
2021,Direct migration background,female,No,0.98287,2483,2483,0.97776,0.98797
2021,Indirect migration background,male,No,0.99448,438,438,0.98754,1.00143
2021,Indirect migration background,female,No,0.99557,481,481,0.98963,1.00151
