syear,quintil_oecd,ple0016,proportion,n,lower_confidence,upper_confidence
2009,5. Quintil,2.0,0.2987012987012987,18254,0.2920616191294038,0.30534097827319356
2009,4. Quintil,2.0,0.2787212787212787,18254,0.2722167824179896,0.28522577502456786
2009,3. Quintil,2.0,0.2553002553002553,18254,0.2489747783825814,0.26162573221792923
2009,2. Quintil,2.0,0.15134865134865136,18254,0.1461495177326341,0.15654778496466862
2009,3. Quintil,1.0,0.004995004995004995,18254,0.003972282891610795,0.006017727098399195
2009,4. Quintil,1.0,0.004773004773004773,18254,0.003773156602238363,0.005772852943771183
2009,5. Quintil,1.0,0.0034965034965034965,18254,0.0026401887064044583,0.004352818286602535
2009,2. Quintil,1.0,0.002664002664002664,18254,0.0019162376824647912,0.003411767645540537
2011,5. Quintil,2.0,0.3206073752711497,28898,0.3152262965397678,0.32598845400253157
2011,4. Quintil,2.0,0.27756085803808145,28898,0.2723978604430483,0.2827238556331146
2011,3. Quintil,2.0,0.23653892504217883,28898,0.23163925384077447,0.2414385962435832
2011,2. Quintil,2.0,0.1448541817305375,28898,0.14079622151621768,0.1489121419448573
2011,3. Quintil,1.0,0.006073752711496746,28898,0.005177918156007853,0.0069695872669856395
2011,4. Quintil,1.0,0.00549530007230658,28898,0.004642943520047686,0.006347656624565473
2011,5. Quintil,1.0,0.00457941672692215,28898,0.0038009670020869497,0.0053578664517573505
2011,2. Quintil,1.0,0.004290190407327067,28898,0.0035366147611678635,0.005043766053486271
2013,5. Quintil,2.0,0.3646241916675501,31177,0.3592812923892265,0.3699670909458737
2013,4. Quintil,2.0,0.28893247111205345,31177,0.28390102866526395,0.29396391355884294
2013,3. Quintil,2.0,0.2096893883176084,31177,0.20517055790523722,0.21420821872997955
2013,2. Quintil,2.0,0.1150217322166861,31177,0.11148016764315231,0.11856329679021989
2013,4. Quintil,1.0,0.0069437082582423405,31177,0.006021940366101919,0.007865476150382763
2013,3. Quintil,1.0,0.006148627159970317,31177,0.005280888972329889,0.007016365347610744
2013,5. Quintil,1.0,0.005035513622389484,31177,0.004249799449240416,0.005821227795538552
2013,2. Quintil,1.0,0.003604367645499841,31177,0.0029391414253758736,0.004269593865623808
2015,5. Quintil,2.0,0.3506789137380192,27342,0.345022703918314,0.35633512355772434
2015,4. Quintil,2.0,0.28542332268370607,27342,0.28007016446858585,0.2907764808988263
2015,3. Quintil,2.0,0.2152955271565495,27342,0.21042347981611184,0.22016757449698718
2015,2. Quintil,2.0,0.1290335463258786,27342,0.1250598656662473,0.1330072269855099
2015,4. Quintil,1.0,0.0059105431309904154,27342,0.0050019543683512465,0.006819131893629584
2015,3. Quintil,1.0,0.005351437699680511,27342,0.004486647023871242,0.006216228375489781
2015,5. Quintil,1.0,0.005191693290734824,27342,0.004339839329528517,0.006043547251941131
2015,2. Quintil,1.0,0.0031150159744408944,27342,0.0024544843761125663,0.0037755475727692224
2017,5. Quintil,2.0,0.40690798146822854,31140,0.4014515850981132,0.4123643778383439
2017,4. Quintil,2.0,0.280424874759878,31140,0.27543553469740234,0.28541421482235363
2017,3. Quintil,2.0,0.18746468793551546,31140,0.1831298024830019,0.19179957338802903
2017,2. Quintil,2.0,0.10606802516102301,31140,0.10264790594539765,0.10948814437664837
2017,5. Quintil,1.0,0.006290255753512373,31140,0.0054121219544572595,0.007168389552567486
2017,4. Quintil,1.0,0.006139590945045011,31140,0.00527197169147912,0.007007210198610903
2017,3. Quintil,1.0,0.004143282232852461,31140,0.0034298258055387473,0.004856738660166175
2017,2. Quintil,1.0,0.002561301743945158,31140,0.001999904538115926,0.0031226989497743895
2019,5. Quintil,2.0,0.5032847424684159,29565,0.49758536052486585,0.5089841244119659
2019,4. Quintil,2.0,0.2501457725947522,29565,0.24520889754329364,0.2550826476462107
2019,3. Quintil,2.0,0.14600583090379007,29565,0.14198070302528293,0.15003095878229722
2019,2. Quintil,2.0,0.07965014577259476,29565,0.07656385463957581,0.0827364369056137
2019,5. Quintil,1.0,0.00944606413994169,29565,0.008343429482846134,0.010548698797037247
2019,4. Quintil,1.0,0.00586977648202138,29565,0.004999014317363953,0.006740538646678806
2019,3. Quintil,1.0,0.003381924198250729,29565,0.0027201444935898993,0.004043703902911559
2019,2. Quintil,1.0,0.002099125364431487,29565,0.0015774143333993653,0.0026208363954636086
2019,1. Quintil,2.0,0.00011661807580174928,29565,-6.472482228258466e-06,0.00023970863383175703
2021,5. Quintil,2.0,0.5155499895637654,19931,0.508611716263897,0.5224882628636338
2021,4. Quintil,2.0,0.20997704028386557,19931,0.20432250018485676,0.2156315803828744
2021,3. Quintil,2.0,0.14255896472552704,19931,0.13770506360261006,0.147412865848444
2021,2. Quintil,2.0,0.11265915257774994,19931,0.10826960254140455,0.11704870261409533
2021,5. Quintil,1.0,0.009810060530160718,19931,0.008441743837687947,0.01117837722263349
2021,4. Quintil,1.0,0.00480066791901482,19931,0.0038410521028399616,0.005760283735189678
2021,3. Quintil,1.0,0.0033395950740972655,19931,0.002538632847524605,0.004140557300669926
2021,2. Quintil,1.0,0.0013045293258192444,19931,0.0008034171096492007,0.0018056415419892883
