year,migback,quintil_oecd,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.03000,57,2175,0.02283,0.03717
2009,No migration background,1st Quintile,No,0.97000,2118,2175,0.96283,0.97717
2009,No migration background,2nd Quintile,Yes,0.01739,52,2634,0.01240,0.02239
2009,No migration background,2nd Quintile,No,0.98261,2582,2634,0.97761,0.98760
2009,No migration background,3rd Quintile,Yes,0.02272,57,2998,0.01738,0.02805
2009,No migration background,3rd Quintile,No,0.97728,2941,2998,0.97195,0.98262
2009,No migration background,4th Quintile,Yes,0.01300,40,3377,0.00918,0.01683
2009,No migration background,4th Quintile,No,0.98700,3337,3377,0.98317,0.99082
2009,No migration background,5th Quintile,Yes,0.01423,57,4462,0.01075,0.01770
2009,No migration background,5th Quintile,No,0.98577,4405,4462,0.98230,0.98925
2009,Direct migration background,1st Quintile,No,0.97937,505,505,0.96696,0.99178
2009,Direct migration background,2nd Quintile,No,0.98634,374,374,0.97455,0.99812
2009,Direct migration background,3rd Quintile,No,0.99034,283,283,0.97892,1.00176
2009,Direct migration background,4th Quintile,No,0.99564,261,261,0.98764,1.00365
2009,Direct migration background,5th Quintile,No,0.96687,214,214,0.94283,0.99091
2009,Indirect migration background,1st Quintile,No,0.99189,175,175,0.97856,1.00522
2009,Indirect migration background,2nd Quintile,No,0.99667,148,148,0.98736,1.00598
2011,No migration background,1st Quintile,Yes,0.03434,54,1941,0.02624,0.04244
2011,No migration background,1st Quintile,No,0.96566,1887,1941,0.95756,0.97376
2011,No migration background,2nd Quintile,Yes,0.03502,71,2298,0.02750,0.04254
2011,No migration background,2nd Quintile,No,0.96498,2227,2298,0.95746,0.97250
2011,No migration background,3rd Quintile,Yes,0.02385,48,2716,0.01811,0.02959
2011,No migration background,3rd Quintile,No,0.97615,2668,2716,0.97041,0.98189
2011,No migration background,4th Quintile,Yes,0.02009,52,2997,0.01507,0.02511
2011,No migration background,4th Quintile,No,0.97991,2945,2997,0.97489,0.98493
2011,No migration background,5th Quintile,Yes,0.01524,46,3765,0.01133,0.01915
2011,No migration background,5th Quintile,No,0.98476,3719,3765,0.98085,0.98867
2011,Direct migration background,1st Quintile,No,0.96511,381,381,0.94667,0.98356
2011,Direct migration background,2nd Quintile,No,0.97769,309,309,0.96119,0.99418
2011,Direct migration background,3rd Quintile,No,0.97547,224,224,0.95516,0.99577
2011,Direct migration background,4th Quintile,No,0.99530,185,185,0.98543,1.00518
2011,Direct migration background,5th Quintile,No,0.98262,190,190,0.96399,1.00125
2011,Indirect migration background,1st Quintile,No,0.98479,155,155,0.96546,1.00412
2013,No migration background,1st Quintile,Yes,0.03798,90,2441,0.03039,0.04556
2013,No migration background,1st Quintile,No,0.96202,2351,2441,0.95444,0.96961
2013,No migration background,2nd Quintile,Yes,0.03150,78,2882,0.02512,0.03788
2013,No migration background,2nd Quintile,No,0.96850,2804,2882,0.96212,0.97488
2013,No migration background,3rd Quintile,Yes,0.02740,87,3158,0.02171,0.03310
2013,No migration background,3rd Quintile,No,0.97260,3071,3158,0.96690,0.97829
2013,No migration background,4th Quintile,Yes,0.01624,63,3555,0.01209,0.02040
2013,No migration background,4th Quintile,No,0.98376,3492,3555,0.97960,0.98791
2013,No migration background,5th Quintile,Yes,0.01556,59,4382,0.01189,0.01922
2013,No migration background,5th Quintile,No,0.98444,4323,4382,0.98078,0.98811
2013,Direct migration background,1st Quintile,No,0.97676,500,500,0.96355,0.98998
2013,Direct migration background,2nd Quintile,No,0.98624,412,412,0.97497,0.99750
2013,Direct migration background,3rd Quintile,No,0.97869,313,313,0.96266,0.99471
2013,Direct migration background,4th Quintile,No,0.98392,238,238,0.96791,0.99993
2013,Direct migration background,5th Quintile,No,0.99581,255,255,0.98786,1.00375
2013,Indirect migration background,1st Quintile,No,0.98229,143,143,0.96059,1.00398
2013,Indirect migration background,2nd Quintile,No,0.98147,141,141,0.95913,1.00381
2013,Indirect migration background,4th Quintile,No,0.99138,120,120,0.97478,1.00799
2015,No migration background,1st Quintile,Yes,0.03224,92,3030,0.02595,0.03853
2015,No migration background,1st Quintile,No,0.96776,2938,3030,0.96147,0.97405
2015,No migration background,2nd Quintile,Yes,0.03590,109,3779,0.02997,0.04184
2015,No migration background,2nd Quintile,No,0.96410,3670,3779,0.95816,0.97003
2015,No migration background,3rd Quintile,Yes,0.02525,84,3758,0.02024,0.03027
2015,No migration background,3rd Quintile,No,0.97475,3674,3758,0.96973,0.97976
2015,No migration background,4th Quintile,Yes,0.02100,66,3990,0.01655,0.02545
2015,No migration background,4th Quintile,No,0.97900,3924,3990,0.97455,0.98345
2015,No migration background,5th Quintile,Yes,0.01538,71,4462,0.01177,0.01899
2015,No migration background,5th Quintile,No,0.98462,4391,4462,0.98101,0.98823
2015,Direct migration background,1st Quintile,No,0.98459,1547,1547,0.97845,0.99073
2015,Direct migration background,2nd Quintile,No,0.97702,1112,1112,0.96821,0.98583
2015,Direct migration background,3rd Quintile,No,0.98923,802,802,0.98208,0.99638
2015,Direct migration background,4th Quintile,No,0.99322,505,505,0.98606,1.00038
2015,Direct migration background,5th Quintile,No,0.98429,449,449,0.97278,0.99581
2015,Indirect migration background,1st Quintile,No,0.99041,472,472,0.98161,0.99921
2015,Indirect migration background,2nd Quintile,No,0.99496,340,340,0.98743,1.00250
2015,Indirect migration background,3rd Quintile,No,0.99905,273,273,0.99537,1.00272
2015,Indirect migration background,4th Quintile,No,0.98373,255,255,0.96816,0.99929
2015,Indirect migration background,5th Quintile,No,0.99798,194,194,0.99164,1.00432
2017,No migration background,1st Quintile,Yes,0.03188,72,2640,0.02518,0.03858
2017,No migration background,1st Quintile,No,0.96812,2568,2640,0.96142,0.97482
