year,pgisced97,sex,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Primary Level,male,No,0.97655,65,65,0.93947,1.01363
2009,Primary Level,female,No,0.92920,95,95,0.87734,0.98105
2009,Lower Secondary Level,male,No,0.98437,547,547,0.97397,0.99478
2009,Lower Secondary Level,female,Yes,0.02896,32,1232,0.01959,0.03832
2009,Lower Secondary Level,female,No,0.97104,1200,1232,0.96168,0.98041
2009,Upper Secondary Level,male,Yes,0.02105,92,4275,0.01674,0.02535
2009,Upper Secondary Level,male,No,0.97895,4183,4275,0.97465,0.98326
2009,Upper Secondary Level,female,Yes,0.01571,75,4788,0.01219,0.01924
2009,Upper Secondary Level,female,No,0.98429,4713,4788,0.98076,0.98781
2009,Post-secondary Non-tertiary Level,male,No,0.99328,384,384,0.98510,1.00146
2009,Post-secondary Non-tertiary Level,female,No,0.99226,604,604,0.98527,0.99926
2009,First Stage of Tertiary Education,male,No,0.96802,766,766,0.95555,0.98048
2009,First Stage of Tertiary Education,female,No,0.97758,539,539,0.96507,0.99009
2009,Second Stage of Tertiary Education,male,Yes,0.02003,32,2186,0.01416,0.02591
2009,Second Stage of Tertiary Education,male,No,0.97997,2154,2186,0.97409,0.98584
2009,Second Stage of Tertiary Education,female,No,0.99750,1840,1840,0.99522,0.99978
2011,Primary Level,male,No,0.97023,83,83,0.93344,1.00701
2011,Primary Level,female,No,0.95039,137,137,0.91389,0.98688
2011,Lower Secondary Level,male,No,0.96685,643,643,0.95300,0.98070
2011,Lower Secondary Level,female,Yes,0.04347,50,1500,0.03314,0.05379
2011,Lower Secondary Level,female,No,0.95653,1450,1500,0.94621,0.96686
2011,Upper Secondary Level,male,Yes,0.02771,137,4901,0.02312,0.03231
2011,Upper Secondary Level,male,No,0.97229,4764,4901,0.96769,0.97688
2011,Upper Secondary Level,female,Yes,0.02092,101,5589,0.01717,0.02468
2011,Upper Secondary Level,female,No,0.97908,5488,5589,0.97532,0.98283
2011,Post-secondary Non-tertiary Level,male,No,0.99558,445,445,0.98941,1.00175
2011,Post-secondary Non-tertiary Level,female,No,0.99870,749,749,0.99611,1.00128
2011,First Stage of Tertiary Education,male,No,0.97139,873,873,0.96032,0.98245
2011,First Stage of Tertiary Education,female,No,0.98317,539,539,0.97230,0.99404
2011,Second Stage of Tertiary Education,male,Yes,0.02334,48,2468,0.01738,0.02930
2011,Second Stage of Tertiary Education,male,No,0.97666,2420,2468,0.97070,0.98262
2011,Second Stage of Tertiary Education,female,No,0.98859,2103,2103,0.98405,0.99313
2013,No answer / don't know,male,No,0.99927,140,140,0.99479,1.00375
2013,No answer / don't know,female,No,0.99009,128,128,0.97286,1.00732
2013,Primary Level,male,No,0.97476,81,81,0.94039,1.00913
2013,Primary Level,female,No,0.96515,105,105,0.92990,1.00040
2013,Lower Secondary Level,male,No,0.97144,565,565,0.95769,0.98518
2013,Lower Secondary Level,female,Yes,0.03737,40,1269,0.02693,0.04781
2013,Lower Secondary Level,female,No,0.96263,1229,1269,0.95219,0.97307
2013,Upper Secondary Level,male,Yes,0.02966,129,4318,0.02460,0.03473
2013,Upper Secondary Level,male,No,0.97034,4189,4318,0.96527,0.97540
2013,Upper Secondary Level,female,Yes,0.02185,108,5089,0.01784,0.02587
2013,Upper Secondary Level,female,No,0.97815,4981,5089,0.97413,0.98216
2013,Post-secondary Non-tertiary Level,male,No,0.99531,409,409,0.98868,1.00194
2013,Post-secondary Non-tertiary Level,female,No,0.99976,679,679,0.99861,1.00092
2013,First Stage of Tertiary Education,male,No,0.97084,796,796,0.95915,0.98254
2013,First Stage of Tertiary Education,female,No,0.98140,496,496,0.96949,0.99330
2013,Second Stage of Tertiary Education,male,Yes,0.02273,48,2353,0.01670,0.02875
2013,Second Stage of Tertiary Education,male,No,0.97727,2305,2353,0.97125,0.98330
2013,Second Stage of Tertiary Education,female,No,0.98556,2093,2093,0.98045,0.99068
2015,No answer / don't know,male,No,0.99915,311,311,0.99590,1.00240
2015,Primary Level,male,No,0.96202,154,154,0.93173,0.99231
2015,Primary Level,female,No,0.96481,240,240,0.94145,0.98817
2015,Lower Secondary Level,male,No,0.98855,1005,1005,0.98197,0.99513
2015,Lower Secondary Level,female,Yes,0.03717,42,1655,0.02805,0.04629
2015,Lower Secondary Level,female,No,0.96283,1613,1655,0.95371,0.97195
2015,Upper Secondary Level,male,Yes,0.03186,148,5211,0.02709,0.03663
2015,Upper Secondary Level,male,No,0.96814,5063,5211,0.96337,0.97291
2015,Upper Secondary Level,female,Yes,0.02234,123,6438,0.01873,0.02595
2015,Upper Secondary Level,female,No,0.97766,6315,6438,0.97405,0.98127
2015,Post-secondary Non-tertiary Level,male,No,0.98816,696,696,0.98012,0.99620
2015,Post-secondary Non-tertiary Level,female,No,0.99278,1232,1232,0.98805,0.99751
2015,First Stage of Tertiary Education,male,No,0.96791,913,913,0.95647,0.97935
2015,First Stage of Tertiary Education,female,No,0.97407,564,564,0.96094,0.98720
2015,Second Stage of Tertiary Education,male,Yes,0.02086,54,2949,0.01570,0.02601
2015,Second Stage of Tertiary Education,male,No,0.97914,2895,2949,0.97399,0.98430
2015,Second Stage of Tertiary Education,female,No,0.98846,2898,2898,0.98458,0.99235
2017,No answer / don't know,male,No,0.99684,325,325,0.99073,1.00295
2017,No answer / don't know,female,No,0.99974,286,286,0.99786,1.00162
2017,Primary Level,male,No,0.96654,179,179,0.94012,0.99296
2017,Primary Level,female,No,0.98688,259,259,0.97300,1.00077
2017,Lower Secondary Level,male,No,0.97225,1041,1041,0.96227,0.98224
2017,Lower Secondary Level,female,Yes,0.03233,39,1686,0.02388,0.04077
2017,Lower Secondary Level,female,No,0.96767,1647,1686,0.95923,0.97612
2017,Upper Secondary Level,male,Yes,0.02773,144,5482,0.02339,0.03208
2017,Upper Secondary Level,male,No,0.97227,5338,5482,0.96792,0.97661
2017,Upper Secondary Level,female,Yes,0.02387,123,6591,0.02018,0.02755
2017,Upper Secondary Level,female,No,0.97613,6468,6591,0.97245,0.97982
2017,Post-secondary Non-tertiary Level,male,No,0.99138,807,807,0.98500,0.99777
2017,Post-secondary Non-tertiary Level,female,No,0.98582,1382,1382,0.97958,0.99205
2017,First Stage of Tertiary Education,male,Yes,0.03451,37,940,0.02283,0.04618
2017,First Stage of Tertiary Education,male,No,0.96549,903,940,0.95382,0.97717
2017,First Stage of Tertiary Education,female,No,0.97336,572,572,0.96015,0.98657
2017,Second Stage of Tertiary Education,male,Yes,0.01973,66,3254,0.01495,0.02450
2017,Second Stage of Tertiary Education,male,No,0.98027,3188,3254,0.97550,0.98505
2017,Second Stage of Tertiary Education,female,No,0.98922,3235,3235,0.98567,0.99278
2019,No answer / don't know,male,No,0.99460,288,288,0.98612,1.00308
2019,No answer / don't know,female,No,0.99990,280,280,0.99876,1.00105
2019,Pre-primary Level,female,No,0.99550,162,162,0.98516,1.00584
2019,Primary Level,male,No,0.90390,161,161,0.85823,0.94957
2019,Primary Level,female,No,0.96527,212,212,0.94057,0.98998
2019,Lower Secondary Level,male,No,0.96415,972,972,0.95245,0.97584
2019,Lower Secondary Level,female,No,0.96745,1398,1398,0.95814,0.97675
2019,Upper Secondary Level,male,Yes,0.03239,152,5072,0.02752,0.03727
2019,Upper Secondary Level,male,No,0.96761,4920,5072,0.96273,0.97248
2019,Upper Secondary Level,female,Yes,0.02474,122,6075,0.02084,0.02865
2019,Upper Secondary Level,female,No,0.97526,5953,6075,0.97135,0.97916
2019,Post-secondary Non-tertiary Level,male,No,0.99154,813,813,0.98524,0.99784
2019,Post-secondary Non-tertiary Level,female,No,0.99630,1338,1338,0.99305,0.99956
2019,First Stage of Tertiary Education,male,Yes,0.03042,38,1077,0.02016,0.04068
2019,First Stage of Tertiary Education,male,No,0.96958,1039,1077,0.95932,0.97984
2019,First Stage of Tertiary Education,female,No,0.99192,571,571,0.98457,0.99927
2019,Second Stage of Tertiary Education,male,Yes,0.01888,81,3670,0.01448,0.02328
2019,Second Stage of Tertiary Education,male,No,0.98112,3589,3670,0.97672,0.98552
2019,Second Stage of Tertiary Education,female,Yes,0.00980,31,3352,0.00647,0.01314
2019,Second Stage of Tertiary Education,female,No,0.99020,3321,3352,0.98686,0.99353
2021,No answer / don't know,male,No,0.99936,419,419,0.99694,1.00178
2021,No answer / don't know,female,No,0.97147,361,361,0.95427,0.98867
2021,Primary Level,male,No,0.97876,496,496,0.96606,0.99146
2021,Primary Level,female,No,0.93147,422,422,0.90734,0.95561
2021,Lower Secondary Level,male,No,0.96449,765,765,0.95136,0.97761
2021,Lower Secondary Level,female,No,0.96067,941,941,0.94825,0.97310
2021,Upper Secondary Level,male,Yes,0.02966,88,3337,0.02390,0.03542
2021,Upper Secondary Level,male,No,0.97034,3249,3337,0.96458,0.97610
2021,Upper Secondary Level,female,Yes,0.02817,88,3959,0.02301,0.03332
2021,Upper Secondary Level,female,No,0.97183,3871,3959,0.96668,0.97699
2021,Post-secondary Non-tertiary Level,male,No,0.98182,598,598,0.97111,0.99254
2021,Post-secondary Non-tertiary Level,female,No,0.99212,967,967,0.98654,0.99769
2021,First Stage of Tertiary Education,male,No,0.95038,578,578,0.93266,0.96810
2021,First Stage of Tertiary Education,female,No,0.99323,381,381,0.98499,1.00148
