year,age_gr,quintil_oecd,ple0016,proportion,n,lower_confidence,upper_confidence
2009,46-65 J.,5. Quintil,Nein,0.1401931401931402,21983,0.13560352339838558,0.1447827569878948
2009,46-65 J.,4. Quintil,Nein,0.08563658563658563,21983,0.08193743784064389,0.08933573343252738
2009,30-45 J.,5. Quintil,Nein,0.0803085803085803,21983,0.07671593259813615,0.08390122801902446
2009,30-45 J.,4. Quintil,Nein,0.06948606948606949,21983,0.0661246485229634,0.07284749044917557
2009,46-65 J.,3. Quintil,Nein,0.05588855588855589,21983,0.05285196932234971,0.05892514245476207
2009,66 und älter,3. Quintil,Nein,0.055000555000555,21983,0.05198677251910108,0.05801433748200892
2009,30-45 J.,3. Quintil,Nein,0.053502053502053504,21983,0.0505272543083956,0.056476852695711406
2009,66 und älter,2. Quintil,Nein,0.04939504939504939,21983,0.04653051303438963,0.05225958575570915
2009,66 und älter,5. Quintil,Nein,0.04595404595404595,21983,0.04318609037881957,0.048722001529272335
2009,66 und älter,4. Quintil,Nein,0.04267954267954268,21983,0.040007452322213755,0.045351633036871605
2009,18-29 J.,4. Quintil,Nein,0.03968253968253968,21983,0.03710194538289082,0.04226313398218854
2009,46-65 J.,2. Quintil,Nein,0.03624153624153624,21983,0.033770950143711946,0.038712122339360534
2009,30-45 J.,2. Quintil,Nein,0.035742035742035744,21983,0.033287898471236615,0.03819617301283487
2009,18-29 J.,5. Quintil,Nein,0.03452103452103452,21983,0.032107653457934746,0.036934415584134295
2009,18-29 J.,3. Quintil,Nein,0.03163503163503163,21983,0.02932128253442639,0.033948780735636876
2009,46-65 J.,1. Quintil,Nein,0.028083028083028084,21983,0.025899045646258397,0.03026701051979777
2009,66 und älter,1. Quintil,Nein,0.027694527694527696,21983,0.02552527104221881,0.02986378434683658
2009,18-29 J.,1. Quintil,Nein,0.027528027528027528,21983,0.025365116350149573,0.029690938705905483
2009,18-29 J.,2. Quintil,Nein,0.02491952491952492,21983,0.02285888219180336,0.02698016764724648
2009,30-45 J.,1. Quintil,Nein,0.01998001998001998,21983,0.018130206178331488,0.021829833781708472
2009,66 und älter,3. Quintil,Ja,0.0029415029415029415,21983,0.00222559438289378,0.003657411500112103
2009,66 und älter,2. Quintil,Ja,0.0021645021645021645,21983,0.001550144786034708,0.002778859542969621
2009,66 und älter,4. Quintil,Ja,0.002109002109002109,21983,0.0015025553899263252,0.002715448828077893
2009,66 und älter,5. Quintil,Ja,0.001887001887001887,21983,0.0013132969142277797,0.0024607068597759943
2009,46-65 J.,5. Quintil,Ja,0.001443001443001443,21983,0.0009411994243998735,0.0019448034616030125
2009,46-65 J.,1. Quintil,Ja,0.0011655011655011655,21983,0.0007144604842174654,0.0016165418467848657
2009,66 und älter,1. Quintil,Ja,0.0011655011655011655,21983,0.0007144604842174654,0.0016165418467848657
2009,46-65 J.,4. Quintil,Ja,0.0010545010545010545,21983,0.000625451952057662,0.001483550156944447
2009,46-65 J.,3. Quintil,Ja,0.0007215007215007215,21983,0.0003665449453161268,0.001076456497685316
2009,46-65 J.,2. Quintil,Ja,0.0006105006105006105,21983,0.00028397065158145815,0.0009370305694197628
2009,30-45 J.,4. Quintil,Ja,0.0001665001665001665,21983,-4.062418486347182e-06,0.0003370627514866802
2009,30-45 J.,1. Quintil,Ja,0.000111000111000111,21983,-2.826752163890604e-05,0.000250267743639128
2009,18-29 J.,1. Quintil,Ja,0.000111000111000111,21983,-2.826752163890604e-05,0.000250267743639128
2009,30-45 J.,3. Quintil,Ja,0.000111000111000111,21983,-2.826752163890604e-05,0.000250267743639128
2009,30-45 J.,2. Quintil,Ja,5.55000555000555e-05,21983,-4.2979764946143696e-05,0.0001539798759462547
2009,18-29 J.,4. Quintil,Ja,5.55000555000555e-05,21983,-4.2979764946143696e-05,0.0001539798759462547
2009,30-45 J.,5. Quintil,Ja,5.55000555000555e-05,21983,-4.2979764946143696e-05,0.0001539798759462547
2011,46-65 J.,5. Quintil,Nein,0.15103890469073905,41903,0.14761026521596976,0.15446754416550834
2011,46-65 J.,4. Quintil,Nein,0.0928023911681049,41903,0.09002418772912091,0.0955805946070889
2011,30-45 J.,5. Quintil,Nein,0.07510967555319867,41903,0.07258604036709627,0.07763331073930106
2011,30-45 J.,4. Quintil,Nein,0.06431085185363737,41903,0.061962076720293,0.06665962698698175
2011,46-65 J.,3. Quintil,Nein,0.056934869594562024,41903,0.05471619545351586,0.05915354373560819
2011,66 und älter,5. Quintil,Nein,0.055006508219640364,41903,0.052823502064750574,0.057189514374530154
2011,66 und älter,3. Quintil,Nein,0.05466904497902907,41903,0.052492356913543974,0.05684573304451417
2011,66 und älter,2. Quintil,Nein,0.050474858988574456,41903,0.04837869959246478,0.05257101838468413
2011,66 und älter,4. Quintil,Nein,0.04888396085426409,41903,0.04681937256576548,0.05094854914276269
2011,30-45 J.,3. Quintil,Nein,0.045509328448151184,41903,0.043513746482449524,0.047504910413852845
2011,18-29 J.,4. Quintil,Nein,0.03687991129537675,41903,0.03507536234396771,0.0386844602467858
2011,46-65 J.,2. Quintil,Nein,0.03687991129537675,41903,0.03507536234396771,0.0386844602467858
2011,18-29 J.,5. Quintil,Nein,0.03345706985489081,41903,0.03173524870282074,0.03517889100696088
2011,46-65 J.,1. Quintil,Nein,0.030130646483150943,41903,0.028493851232839276,0.03176744173346261
2011,30-45 J.,2. Quintil,Nein,0.028684375451959697,41903,0.027086156046610105,0.03028259485730929
2011,18-29 J.,3. Quintil,Nein,0.027671985730125824,41903,0.02610140568690349,0.029242565773348158
2011,66 und älter,1. Quintil,Nein,0.024875861736489417,41903,0.02338460460491295,0.026367118868065885
2011,18-29 J.,1. Quintil,Nein,0.02367063587716338,41903,0.02221505396234469,0.02512621779198207
2011,18-29 J.,2. Quintil,Nein,0.022513619052210384,41903,0.021093216228131442,0.023934021876289326
2011,30-45 J.,1. Quintil,Nein,0.020054958299185268,41903,0.018712671699861922,0.021397244898508614
2011,66 und älter,3. Quintil,Ja,0.003326423371739864,41903,0.0027751097197666872,0.0038777370237130407
2011,66 und älter,2. Quintil,Ja,0.003230005302993781,41903,0.0026867141804648303,0.0037732964255227314
2011,66 und älter,5. Quintil,Ja,0.0025068697873981585,41903,0.0020280695492808486,0.0029856700255154684
2011,66 und älter,4. Quintil,Ja,0.0023140336499059924,41903,0.0018539727976671478,0.002774094502144837
2011,46-65 J.,5. Quintil,Ja,0.0015426890999373282,41903,0.0011669058058967102,0.0019184723939779462
2011,66 und älter,1. Quintil,Ja,0.0015426890999373282,41903,0.0011669058058967102,0.0019184723939779462
2011,46-65 J.,4. Quintil,Ja,0.0015426890999373282,41903,0.0011669058058967102,0.0019184723939779462
2011,46-65 J.,1. Quintil,Ja,0.0014944800655642867,41903,0.001124606059453251,0.0018643540716753225
2011,46-65 J.,3. Quintil,Ja,0.0012534348936990793,41903,0.0009146593487488282,0.0015922104386493303
2011,46-65 J.,2. Quintil,Ja,0.0012052258593260377,41903,0.0008730210891561681,0.0015374306294959074
2011,30-45 J.,3. Quintil,Ja,0.00014462710311912452,41903,2.9486911221751532e-05,0.0002597672950164975
2011,30-45 J.,4. Quintil,Ja,0.00014462710311912452,41903,2.9486911221751532e-05,0.0002597672950164975
2011,30-45 J.,1. Quintil,Ja,9.641806874608302e-05,41903,2.4042293304698154e-06,0.0001904319081616962
2011,30-45 J.,5. Quintil,Ja,4.820903437304151e-05,41903,-1.827039155415855e-05,0.00011468846030024156
2011,18-29 J.,4. Quintil,Ja,4.820903437304151e-05,41903,-1.827039155415855e-05,0.00011468846030024156
2013,46-65 J.,5. Quintil,Nein,0.16945828474504399,44486,0.16597205085085254,0.17294451863923543
2013,46-65 J.,4. Quintil,Nein,0.09318350471748119,44486,0.09048219974104142,0.09588480969392095
2013,30-45 J.,5. Quintil,Nein,0.07632778543411428,44486,0.07386035644178832,0.07879521442644025
2013,66 und älter,5. Quintil,Nein,0.06222834729142372,44486,0.05998349858686155,0.06447319599598589
2013,66 und älter,3. Quintil,Nein,0.061857309445563446,44486,0.05961872049834708,0.06409589839277982
2013,66 und älter,4. Quintil,Nein,0.058093925580409204,44486,0.05592015576724,0.06026769539357841
2013,46-65 J.,3. Quintil,Nein,0.05772288773454892,44486,0.05555564408735806,0.059890131381739785
