year,age_gr,sampreg,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,West,No,0.99896,2129,2129,0.99759,1.00033
2009,17-29 y.,East,No,0.99925,723,723,0.99726,1.00125
2009,30-45 y.,West,No,0.99743,3603,3603,0.99578,0.99908
2009,30-45 y.,East,No,0.99914,1063,1063,0.99737,1.00090
2009,46-65 y.,West,Yes,0.01646,64,4689,0.01281,0.02010
2009,46-65 y.,West,No,0.98354,4625,4689,0.97990,0.98719
2009,46-65 y.,East,No,0.97704,1610,1610,0.96972,0.98436
2009,66 and older,West,Yes,0.04910,136,3047,0.04143,0.05677
2009,66 and older,West,No,0.95090,2911,3047,0.94323,0.95857
2009,66 and older,East,Yes,0.04100,49,1116,0.02936,0.05263
2009,66 and older,East,No,0.95900,1067,1116,0.94737,0.97064
2011,17-29 y.,West,No,0.99973,2321,2321,0.99906,1.00040
2011,30-45 y.,West,No,0.99892,3768,3768,0.99787,0.99997
2011,30-45 y.,East,No,0.99772,1079,1079,0.99487,1.00057
2011,46-65 y.,West,Yes,0.01929,99,5891,0.01578,0.02280
2011,46-65 y.,West,No,0.98071,5792,5891,0.97720,0.98422
2011,46-65 y.,East,Yes,0.02542,47,1883,0.01831,0.03254
2011,46-65 y.,East,No,0.97458,1836,1883,0.96746,0.98169
2011,66 and older,West,Yes,0.05914,199,3854,0.05169,0.06659
2011,66 and older,West,No,0.94086,3655,3854,0.93341,0.94831
2011,66 and older,East,Yes,0.05671,69,1267,0.04397,0.06945
2011,66 and older,East,No,0.94329,1198,1267,0.93055,0.95603
2013,17-29 y.,West,No,0.99997,2033,2033,0.99973,1.00021
2013,17-29 y.,East,No,0.99854,501,501,0.99519,1.00189
2013,30-45 y.,West,No,0.99777,3152,3152,0.99612,0.99941
2013,30-45 y.,East,No,0.99747,910,910,0.99420,1.00074
2013,46-65 y.,West,Yes,0.01718,97,5500,0.01375,0.02062
2013,46-65 y.,West,No,0.98282,5403,5500,0.97938,0.98625
2013,46-65 y.,East,Yes,0.02650,50,1819,0.01912,0.03389
2013,46-65 y.,East,No,0.97350,1769,1819,0.96611,0.98088
2013,66 and older,West,Yes,0.05228,183,3720,0.04513,0.05944
2013,66 and older,West,No,0.94772,3537,3720,0.94056,0.95487
2013,66 and older,East,Yes,0.06432,67,1218,0.05054,0.07810
2013,66 and older,East,No,0.93568,1151,1218,0.92190,0.94946
2015,17-29 y.,West,No,0.99977,3268,3268,0.99925,1.00029
2015,30-45 y.,West,No,0.99666,5863,5863,0.99518,0.99814
2015,30-45 y.,East,No,0.99884,1459,1459,0.99710,1.00059
2015,46-65 y.,West,Yes,0.02159,130,6959,0.01818,0.02501
2015,46-65 y.,West,No,0.97841,6829,6959,0.97499,0.98182
2015,46-65 y.,East,Yes,0.02640,52,1918,0.01922,0.03358
2015,46-65 y.,East,No,0.97360,1866,1918,0.96642,0.98078
2015,66 and older,West,Yes,0.05421,201,3665,0.04688,0.06155
2015,66 and older,West,No,0.94579,3464,3665,0.93845,0.95312
2015,66 and older,East,Yes,0.06217,71,1219,0.04861,0.07573
2015,66 and older,East,No,0.93783,1148,1219,0.92427,0.95139
2017,17-29 y.,West,No,0.99969,3617,3617,0.99912,1.00026
2017,30-45 y.,West,No,0.99740,5768,5768,0.99608,0.99871
2017,30-45 y.,East,No,0.99704,1459,1459,0.99425,0.99983
2017,46-65 y.,West,Yes,0.02158,136,7804,0.01836,0.02481
2017,46-65 y.,West,No,0.97842,7668,7804,0.97519,0.98164
2017,46-65 y.,East,Yes,0.02468,57,2169,0.01815,0.03121
2017,46-65 y.,East,No,0.97532,2112,2169,0.96879,0.98185
2017,66 and older,West,Yes,0.05501,206,3743,0.04770,0.06231
2017,66 and older,West,No,0.94499,3537,3743,0.93769,0.95230
2017,66 and older,East,Yes,0.06286,77,1217,0.04922,0.07651
2017,66 and older,East,No,0.93714,1140,1217,0.92349,0.95078
2019,17-29 y.,West,No,0.99956,3189,3189,0.99884,1.00029
2019,30-45 y.,West,No,0.99788,4908,4908,0.99660,0.99917
2019,30-45 y.,East,No,0.99717,1328,1328,0.99432,1.00003
2019,46-65 y.,West,Yes,0.02112,141,8114,0.01799,0.02425
2019,46-65 y.,West,No,0.97888,7973,8114,0.97575,0.98201
2019,46-65 y.,East,Yes,0.02345,47,2278,0.01723,0.02966
2019,46-65 y.,East,No,0.97655,2231,2278,0.97034,0.98277
2019,66 and older,West,Yes,0.05957,233,3868,0.05211,0.06703
2019,66 and older,West,No,0.94043,3635,3868,0.93297,0.94789
2019,66 and older,East,Yes,0.06443,84,1297,0.05106,0.07779
2019,66 and older,East,No,0.93557,1213,1297,0.92221,0.94894
2021,17-29 y.,West,No,0.99906,2700,2700,0.99791,1.00022
2021,30-45 y.,West,No,0.99719,4145,4145,0.99557,0.99880
2021,30-45 y.,East,No,0.99549,1045,1045,0.99143,0.99956
2021,46-65 y.,West,Yes,0.02179,117,5745,0.01801,0.02556
2021,46-65 y.,West,No,0.97821,5628,5745,0.97444,0.98199
2021,46-65 y.,East,No,0.98319,1446,1446,0.97656,0.98982
2021,66 and older,West,Yes,0.06441,157,2710,0.05517,0.07366
2021,66 and older,West,No,0.93559,2553,2710,0.92634,0.94483
2021,66 and older,East,Yes,0.07212,52,854,0.05476,0.08948
2021,66 and older,East,No,0.92788,802,854,0.91052,0.94524
