year,hhtyp,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Single-person household,1st Quintile,,,,,,,,,,,,
1984,Single-person household,2nd Quintile,,,,,,,,,,,,
1984,Single-person household,3rd Quintile,,,,,,,,,,,,
1984,Single-person household,4th Quintile,,,,,,,,,,,,
1984,Single-person household,5th Quintile,,,,,,,,,,,,
1984,Couple without children,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Couple without children,1st Quintile,,,,,,,,,,,,
1984,Couple without children,2nd Quintile,,,,,,,,,,,,
1984,Couple without children,3rd Quintile,,,,,,,,,,,,
1984,Couple without children,4th Quintile,,,,,,,,,,,,
1984,Couple without children,5th Quintile,,,,,,,,,,,,
1984,Single parent,1st Quintile,,,,,,,,,,,,
1984,Single parent,2nd Quintile,,,,,,,,,,,,
1984,Single parent,3rd Quintile,,,,,,,,,,,,
1984,Single parent,4th Quintile,,,,,,,,,,,,
1984,Single parent,5th Quintile,,,,,,,,,,,,
1984,Couple with children,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Couple with children,1st Quintile,,,,,,,,,,,,
1984,Couple with children,2nd Quintile,,,,,,,,,,,,
1984,Couple with children,3rd Quintile,,,,,,,,,,,,
1984,Couple with children,4th Quintile,,,,,,,,,,,,
1984,Couple with children,5th Quintile,,,,,,,,,,,,
1984,Multi-generational household,1st Quintile,,,,,,,,,,,,
1984,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1984,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1984,Multi-generational household,4th Quintile,,,,,,,,,,,,
1984,Multi-generational household,5th Quintile,,,,,,,,,,,,
1984,Other Combinations,1st Quintile,,,,,,,,,,,,
1984,Other Combinations,2nd Quintile,,,,,,,,,,,,
1984,Other Combinations,3rd Quintile,,,,,,,,,,,,
1984,Other Combinations,4th Quintile,,,,,,,,,,,,
1984,Other Combinations,5th Quintile,,,,,,,,,,,,
1985,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,Single-person household,1st Quintile,,,,,,,,,,,,
1985,Single-person household,2nd Quintile,,,,,,,,,,,,
1985,Single-person household,3rd Quintile,,,,,,,,,,,,
1985,Single-person household,4th Quintile,,,,,,,,,,,,
1985,Single-person household,5th Quintile,,,,,,,,,,,,
1985,Couple without children,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,Couple without children,1st Quintile,,,,,,,,,,,,
1985,Couple without children,2nd Quintile,,,,,,,,,,,,
1985,Couple without children,3rd Quintile,,,,,,,,,,,,
1985,Couple without children,4th Quintile,,,,,,,,,,,,
1985,Couple without children,5th Quintile,,,,,,,,,,,,
1985,Single parent,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,Single parent,1st Quintile,,,,,,,,,,,,
1985,Single parent,2nd Quintile,,,,,,,,,,,,
1985,Single parent,3rd Quintile,,,,,,,,,,,,
1985,Single parent,4th Quintile,,,,,,,,,,,,
1985,Single parent,5th Quintile,,,,,,,,,,,,
1985,Couple with children,1st Quintile,,,,,,,,,,,,
1985,Couple with children,2nd Quintile,,,,,,,,,,,,
1985,Couple with children,3rd Quintile,,,,,,,,,,,,
1985,Couple with children,4th Quintile,,,,,,,,,,,,
1985,Couple with children,5th Quintile,,,,,,,,,,,,
1985,Multi-generational household,1st Quintile,,,,,,,,,,,,
1985,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1985,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1985,Multi-generational household,4th Quintile,,,,,,,,,,,,
1985,Multi-generational household,5th Quintile,,,,,,,,,,,,
1985,Other Combinations,1st Quintile,,,,,,,,,,,,
1985,Other Combinations,2nd Quintile,,,,,,,,,,,,
1985,Other Combinations,3rd Quintile,,,,,,,,,,,,
1985,Other Combinations,4th Quintile,,,,,,,,,,,,
1985,Other Combinations,5th Quintile,,,,,,,,,,,,
1986,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1986,Single-person household,1st Quintile,,,,,,,,,,,,
1986,Single-person household,2nd Quintile,,,,,,,,,,,,
1986,Single-person household,3rd Quintile,,,,,,,,,,,,
1986,Single-person household,4th Quintile,,,,,,,,,,,,
1986,Single-person household,5th Quintile,,,,,,,,,,,,
1986,Couple without children,1st Quintile,,,,,,,,,,,,
1986,Couple without children,2nd Quintile,,,,,,,,,,,,
1986,Couple without children,3rd Quintile,,,,,,,,,,,,
1986,Couple without children,4th Quintile,,,,,,,,,,,,
1986,Couple without children,5th Quintile,,,,,,,,,,,,
1986,Single parent,1st Quintile,,,,,,,,,,,,
1986,Single parent,2nd Quintile,,,,,,,,,,,,
1986,Single parent,3rd Quintile,,,,,,,,,,,,
1986,Single parent,4th Quintile,,,,,,,,,,,,
1986,Single parent,5th Quintile,,,,,,,,,,,,
1986,Couple with children,1st Quintile,,,,,,,,,,,,
1986,Couple with children,2nd Quintile,,,,,,,,,,,,
1986,Couple with children,3rd Quintile,,,,,,,,,,,,
1986,Couple with children,4th Quintile,,,,,,,,,,,,
1986,Couple with children,5th Quintile,,,,,,,,,,,,
1986,Multi-generational household,1st Quintile,,,,,,,,,,,,
1986,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1986,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1986,Multi-generational household,4th Quintile,,,,,,,,,,,,
1986,Multi-generational household,5th Quintile,,,,,,,,,,,,
1986,Other Combinations,Not included in this version of the questionnaire,,,,,,,,,,,,
1986,Other Combinations,1st Quintile,,,,,,,,,,,,
1986,Other Combinations,2nd Quintile,,,,,,,,,,,,
1986,Other Combinations,3rd Quintile,,,,,,,,,,,,
1986,Other Combinations,4th Quintile,,,,,,,,,,,,
1986,Other Combinations,5th Quintile,,,,,,,,,,,,
1987,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1987,Single-person household,1st Quintile,,,,,,,,,,,,
1987,Single-person household,2nd Quintile,,,,,,,,,,,,
1987,Single-person household,3rd Quintile,,,,,,,,,,,,
1987,Single-person household,4th Quintile,,,,,,,,,,,,
1987,Single-person household,5th Quintile,,,,,,,,,,,,
1987,Couple without children,1st Quintile,,,,,,,,,,,,
1987,Couple without children,2nd Quintile,,,,,,,,,,,,
1987,Couple without children,3rd Quintile,,,,,,,,,,,,
1987,Couple without children,4th Quintile,,,,,,,,,,,,
1987,Couple without children,5th Quintile,,,,,,,,,,,,
1987,Single parent,1st Quintile,,,,,,,,,,,,
1987,Single parent,2nd Quintile,,,,,,,,,,,,
1987,Single parent,3rd Quintile,,,,,,,,,,,,
1987,Single parent,4th Quintile,,,,,,,,,,,,
1987,Single parent,5th Quintile,,,,,,,,,,,,
1987,Couple with children,1st Quintile,,,,,,,,,,,,
1987,Couple with children,2nd Quintile,,,,,,,,,,,,
1987,Couple with children,3rd Quintile,,,,,,,,,,,,
1987,Couple with children,4th Quintile,,,,,,,,,,,,
1987,Couple with children,5th Quintile,,,,,,,,,,,,
1987,Multi-generational household,1st Quintile,,,,,,,,,,,,
1987,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1987,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1987,Multi-generational household,4th Quintile,,,,,,,,,,,,
1987,Multi-generational household,5th Quintile,,,,,,,,,,,,
1987,Other Combinations,1st Quintile,,,,,,,,,,,,
1987,Other Combinations,2nd Quintile,,,,,,,,,,,,
1987,Other Combinations,3rd Quintile,,,,,,,,,,,,
1987,Other Combinations,4th Quintile,,,,,,,,,,,,
1987,Other Combinations,5th Quintile,,,,,,,,,,,,
1988,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1988,Single-person household,1st Quintile,,,,,,,,,,,,
1988,Single-person household,2nd Quintile,,,,,,,,,,,,
1988,Single-person household,3rd Quintile,,,,,,,,,,,,
1988,Single-person household,4th Quintile,,,,,,,,,,,,
