year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2008,2nd Quintile,,,,,,,,,,,,
2008,3rd Quintile,,,,,,,,,,,,
2008,4th Quintile,,,,,,,,,,,,
2008,5th Quintile,,,,,,,,,,,,
2009,1st Quintile,,,,,,,,,,,,
2009,2nd Quintile,,,,,,,,,,,,
2009,3rd Quintile,,,,,,,,,,,,
2009,4th Quintile,,,,,,,,,,,,
2009,5th Quintile,,,,,,,,,,,,
2010,1st Quintile,,,,,,,,,,,,
2010,2nd Quintile,,,,,,,,,,,,
2010,3rd Quintile,,,,,,,,,,,,
2010,4th Quintile,,,,,,,,,,,,
2010,5th Quintile,,,,,,,,,,,,
2011,1st Quintile,,,,,,,,,,,,
2011,2nd Quintile,,,,,,,,,,,,
2011,3rd Quintile,,,,,,,,,,,,
2011,4th Quintile,,,,,,,,,,,,
2011,5th Quintile,,,,,,,,,,,,
2012,1st Quintile,,,,,,,,,,,,
2012,2nd Quintile,,,,,,,,,,,,
2012,3rd Quintile,,,,,,,,,,,,
2012,4th Quintile,,,,,,,,,,,,
2012,5th Quintile,,,,,,,,,,,,
2013,1st Quintile,,,,,,,,,,,,
2013,2nd Quintile,,,,,,,,,,,,
2013,3rd Quintile,,,,,,,,,,,,
2013,4th Quintile,,,,,,,,,,,,
2013,5th Quintile,,,,,,,,,,,,
2014,1st Quintile,,,,,,,,,,,,
2014,2nd Quintile,,,,,,,,,,,,
2014,3rd Quintile,,,,,,,,,,,,
2014,4th Quintile,,,,,,,,,,,,
2014,5th Quintile,,,,,,,,,,,,
2015,1st Quintile,,,,,,,,,,,,
2015,2nd Quintile,,,,,,,,,,,,
2015,3rd Quintile,,,,,,,,,,,,
2015,4th Quintile,,,,,,,,,,,,
2015,5th Quintile,,,,,,,,,,,,
2016,1st Quintile,,,,,,,,,,,,
2016,2nd Quintile,,,,,,,,,,,,
2016,3rd Quintile,,,,,,,,,,,,
2016,4th Quintile,,,,,,,,,,,,
2016,5th Quintile,,,,,,,,,,,,
2017,1st Quintile,385,3.92302,3.63800,4.20805,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,3.00000,5.00000
2017,2nd Quintile,1090,3.66931,3.49832,3.84029,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2017,3rd Quintile,1522,3.19749,3.05756,3.33742,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,2.00000,3.00000
2017,4th Quintile,1780,2.75248,2.63552,2.86943,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
2017,5th Quintile,2225,1.95432,1.85647,2.05216,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
2018,1st Quintile,379,4.12277,3.82524,4.42029,2.00000,4.00000,7.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2018,2nd Quintile,1078,3.58417,3.41507,3.75326,0.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,4.00000
2018,3rd Quintile,1399,3.20105,3.06085,3.34124,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2018,4th Quintile,1704,2.69428,2.57164,2.81692,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
2018,5th Quintile,2168,1.93393,1.83862,2.02924,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2019,1st Quintile,,,,,,,,,,,,
2019,2nd Quintile,,,,,,,,,,,,
2019,3rd Quintile,,,,,,,,,,,,
2019,4th Quintile,,,,,,,,,,,,
2019,5th Quintile,,,,,,,,,,,,
2020,1st Quintile,309,3.78701,3.47875,4.09528,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2020,2nd Quintile,966,3.80332,3.63402,3.97261,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2020,3rd Quintile,1285,3.16148,3.01388,3.30907,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,2.97500,3.00000
2020,4th Quintile,1598,2.90255,2.77784,3.02726,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,2.00000,3.00000
2020,5th Quintile,2724,2.05435,1.96750,2.14120,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
2021,1st Quintile,,,,,,,,,,,,
2021,2nd Quintile,,,,,,,,,,,,
2021,3rd Quintile,,,,,,,,,,,,
2021,4th Quintile,,,,,,,,,,,,
2021,5th Quintile,,,,,,,,,,,,
2022,1st Quintile,949,4.27572,4.09047,4.46098,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2022,2nd Quintile,1100,4.13154,3.97282,4.29026,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2022,3rd Quintile,1400,3.81178,3.67011,3.95344,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2022,4th Quintile,1743,3.25434,3.13232,3.37636,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2022,5th Quintile,2563,2.40574,2.31053,2.50094,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,2.00000,2.00000
