year,regtyp,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,Strongly agree,0.45328,6389,14686,0.44523,0.46133
2003,Urban regions,Agree,0.42140,6431,14686,0.41341,0.42938
2003,Urban regions,Disagree,0.10810,1618,14686,0.10308,0.11312
2003,Urban regions,Strongly disagree,0.01722,248,14686,0.01512,0.01933
2003,Rural regions,Strongly agree,0.46633,3377,7373,0.45494,0.47772
2003,Rural regions,Agree,0.43110,3220,7373,0.41979,0.44240
2003,Rural regions,Disagree,0.08440,653,7373,0.07806,0.09075
2003,Rural regions,Strongly disagree,0.01817,123,7373,0.01512,0.02122
2008,Urban regions,Strongly agree,0.43443,5312,12658,0.42580,0.44307
2008,Urban regions,Agree,0.44148,5727,12658,0.43282,0.45013
2008,Urban regions,Disagree,0.10591,1402,12658,0.10055,0.11127
2008,Urban regions,Strongly disagree,0.01818,217,12658,0.01586,0.02051
2008,Rural regions,Strongly agree,0.44015,2858,6589,0.42817,0.45214
2008,Rural regions,Agree,0.44416,2911,6589,0.43216,0.45616
2008,Rural regions,Disagree,0.10206,707,6589,0.09475,0.10938
2008,Rural regions,Strongly disagree,0.01362,113,6589,0.01082,0.01642
2013,Urban regions,Strongly agree,0.41424,6497,16143,0.40664,0.42184
2013,Urban regions,Agree,0.45096,7461,16143,0.44328,0.45864
2013,Urban regions,Disagree,0.11835,1948,16143,0.11337,0.12334
2013,Urban regions,Strongly disagree,0.01644,237,16143,0.01448,0.01840
2013,Rural regions,Strongly agree,0.45164,4084,9254,0.44150,0.46178
2013,Rural regions,Agree,0.44347,4235,9254,0.43335,0.45360
2013,Rural regions,Disagree,0.09367,823,9254,0.08773,0.09961
2013,Rural regions,Strongly disagree,0.01122,112,9254,0.00907,0.01336
2018,Urban regions,Strongly agree,0.38536,8017,18889,0.37842,0.39230
2018,Urban regions,Agree,0.44880,7895,18889,0.44170,0.45589
2018,Urban regions,Disagree,0.14699,2593,18889,0.14194,0.15204
2018,Urban regions,Strongly disagree,0.01886,384,18889,0.01692,0.02080
2018,Rural regions,Strongly agree,0.43960,4525,9766,0.42976,0.44945
2018,Rural regions,Agree,0.44587,4104,9766,0.43601,0.45573
2018,Rural regions,Disagree,0.09903,969,9766,0.09311,0.10496
2018,Rural regions,Strongly disagree,0.01550,168,9766,0.01305,0.01795
