year,regtyp,sex,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,male,Strongly agree,0.43568,2961,7054,0.42411,0.44725
2003,Urban regions,male,Agree,0.42880,3114,7054,0.41725,0.44035
2003,Urban regions,male,Disagree,0.11758,844,7054,0.11006,0.12510
2003,Urban regions,male,Strongly disagree,0.01794,135,7054,0.01484,0.02104
2003,Urban regions,female,Strongly agree,0.46989,3428,7632,0.45869,0.48109
2003,Urban regions,female,Agree,0.41440,3317,7632,0.40335,0.42546
2003,Urban regions,female,Disagree,0.09915,774,7632,0.09245,0.10586
2003,Urban regions,female,Strongly disagree,0.01655,113,7632,0.01369,0.01941
2003,Rural regions,male,Strongly agree,0.44651,1572,3572,0.43020,0.46281
2003,Rural regions,male,Agree,0.45032,1623,3572,0.43400,0.46664
2003,Rural regions,male,Disagree,0.08328,312,3572,0.07422,0.09235
2003,Rural regions,male,Strongly disagree,0.01989,65,3572,0.01531,0.02447
2003,Rural regions,female,Strongly agree,0.48521,1805,3801,0.46932,0.50110
2003,Rural regions,female,Agree,0.41279,1597,3801,0.39714,0.42845
2003,Rural regions,female,Disagree,0.08547,341,3801,0.07658,0.09436
2003,Rural regions,female,Strongly disagree,0.01653,58,3801,0.01247,0.02058
2008,Urban regions,male,Strongly agree,0.41882,2433,5998,0.40633,0.43131
2008,Urban regions,male,Agree,0.44674,2740,5998,0.43416,0.45932
2008,Urban regions,male,Disagree,0.11471,712,5998,0.10665,0.12278
2008,Urban regions,male,Strongly disagree,0.01973,113,5998,0.01621,0.02325
2008,Urban regions,female,Strongly agree,0.44923,2879,6660,0.43728,0.46117
2008,Urban regions,female,Agree,0.43649,2987,6660,0.42457,0.44840
2008,Urban regions,female,Disagree,0.09756,690,6660,0.09044,0.10469
2008,Urban regions,female,Strongly disagree,0.01672,104,6660,0.01364,0.01980
2008,Rural regions,male,Strongly agree,0.42376,1343,3179,0.40658,0.44094
2008,Rural regions,male,Agree,0.44963,1411,3179,0.43233,0.46692
2008,Rural regions,male,Disagree,0.11245,369,3179,0.10146,0.12343
2008,Rural regions,male,Strongly disagree,0.01417,56,3179,0.01006,0.01828
2008,Rural regions,female,Strongly agree,0.45562,1515,3410,0.43890,0.47234
2008,Rural regions,female,Agree,0.43900,1500,3410,0.42234,0.45566
2008,Rural regions,female,Disagree,0.09227,338,3410,0.08256,0.10199
2008,Rural regions,female,Strongly disagree,0.01310,57,3410,0.00929,0.01692
2013,Urban regions,male,Strongly agree,0.39182,2809,7251,0.38058,0.40305
2013,Urban regions,male,Agree,0.46008,3361,7251,0.44860,0.47155
2013,Urban regions,male,Disagree,0.12902,960,7251,0.12131,0.13674
2013,Urban regions,male,Strongly disagree,0.01908,121,7251,0.01593,0.02223
2013,Urban regions,female,Strongly agree,0.43501,3688,8892,0.42470,0.44531
2013,Urban regions,female,Agree,0.44252,4100,8892,0.43219,0.45284
2013,Urban regions,female,Disagree,0.10848,988,8892,0.10201,0.11494
2013,Urban regions,female,Strongly disagree,0.01400,116,8892,0.01155,0.01644
2013,Rural regions,male,Strongly agree,0.42650,1782,4235,0.41160,0.44140
2013,Rural regions,male,Agree,0.45928,1978,4235,0.44427,0.47429
2013,Rural regions,male,Disagree,0.09867,416,4235,0.08968,0.10765
2013,Rural regions,male,Strongly disagree,0.01555,59,4235,0.01183,0.01928
2013,Rural regions,female,Strongly agree,0.47576,2302,5019,0.46195,0.48958
2013,Rural regions,female,Agree,0.42830,2257,5019,0.41461,0.44199
2013,Rural regions,female,Disagree,0.08888,407,5019,0.08100,0.09675
2013,Rural regions,female,Strongly disagree,0.00706,53,5019,0.00474,0.00937
2018,Urban regions,male,Strongly agree,0.37265,3750,8972,0.36265,0.38266
2018,Urban regions,male,Agree,0.45342,3736,8972,0.44312,0.46372
2018,Urban regions,male,Disagree,0.15091,1276,8972,0.14351,0.15832
2018,Urban regions,male,Strongly disagree,0.02301,210,8972,0.01991,0.02612
2018,Urban regions,female,Strongly agree,0.39757,4267,9917,0.38794,0.40720
2018,Urban regions,female,Agree,0.44435,4159,9917,0.43457,0.45413
2018,Urban regions,female,Disagree,0.14321,1317,9917,0.13632,0.15011
2018,Urban regions,female,Strongly disagree,0.01486,174,9917,0.01248,0.01724
2018,Rural regions,male,Strongly agree,0.41641,2119,4646,0.40223,0.43059
2018,Rural regions,male,Agree,0.46487,1995,4646,0.45053,0.47922
2018,Rural regions,male,Disagree,0.10368,454,4646,0.09492,0.11245
2018,Rural regions,male,Strongly disagree,0.01503,78,4646,0.01153,0.01853
2018,Rural regions,female,Strongly agree,0.46208,2406,5120,0.44842,0.47574
2018,Rural regions,female,Agree,0.42745,2109,5120,0.41390,0.44100
2018,Rural regions,female,Disagree,0.09452,515,5120,0.08651,0.10254
2018,Rural regions,female,Strongly disagree,0.01595,90,5120,0.01251,0.01938
