year,regtyp,sampreg,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,West,Strongly agree,0.45517,5641,12925,0.44658,0.46375
2003,Urban regions,West,Agree,0.42008,5644,12925,0.41157,0.42859
2003,Urban regions,West,Disagree,0.10774,1426,12925,0.10239,0.11308
2003,Urban regions,West,Strongly disagree,0.01701,214,12925,0.01478,0.01924
2003,Urban regions,East,Strongly agree,0.43418,748,1761,0.41102,0.45734
2003,Urban regions,East,Agree,0.43468,787,1761,0.41152,0.45784
2003,Urban regions,East,Disagree,0.11175,192,1761,0.09703,0.12647
2003,Urban regions,East,Strongly disagree,0.01939,34,1761,0.01295,0.02583
2003,Rural regions,West,Strongly agree,0.43012,1591,3804,0.41439,0.44586
2003,Rural regions,West,Agree,0.46538,1794,3804,0.44953,0.48123
2003,Rural regions,West,Disagree,0.08701,359,3804,0.07806,0.09597
2003,Rural regions,West,Strongly disagree,0.01748,60,3804,0.01332,0.02165
2003,Rural regions,East,Strongly agree,0.51989,1786,3569,0.50349,0.53628
2003,Rural regions,East,Agree,0.38039,1426,3569,0.36446,0.39632
2003,Rural regions,East,Disagree,0.08054,294,3569,0.07161,0.08947
2003,Rural regions,East,Strongly disagree,0.01918,63,3569,0.01468,0.02368
2008,Urban regions,West,Strongly agree,0.43406,4616,11042,0.42481,0.44330
2008,Urban regions,West,Agree,0.44106,5004,11042,0.43179,0.45032
2008,Urban regions,West,Disagree,0.10725,1234,11042,0.10148,0.11302
2008,Urban regions,West,Strongly disagree,0.01763,188,11042,0.01518,0.02009
2008,Urban regions,East,Strongly agree,0.43799,696,1587,0.41357,0.46240
2008,Urban regions,East,Agree,0.44545,723,1587,0.42099,0.46991
2008,Urban regions,East,Disagree,0.09315,168,1587,0.07885,0.10745
2008,Rural regions,West,Strongly agree,0.40587,1373,3440,0.38946,0.42228
2008,Rural regions,West,Agree,0.48289,1661,3440,0.46619,0.49959
2008,Rural regions,West,Disagree,0.09944,354,3440,0.08943,0.10944
2008,Rural regions,West,Strongly disagree,0.01181,52,3440,0.00820,0.01542
2008,Rural regions,East,Strongly agree,0.49557,1485,3149,0.47810,0.51303
2008,Rural regions,East,Agree,0.38157,1250,3149,0.36460,0.39854
2008,Rural regions,East,Disagree,0.10631,353,3149,0.09554,0.11708
2008,Rural regions,East,Strongly disagree,0.01655,61,3149,0.01209,0.02101
2013,Urban regions,West,Strongly agree,0.40953,5640,14191,0.40144,0.41762
2013,Urban regions,West,Agree,0.45490,6627,14191,0.44671,0.46310
2013,Urban regions,West,Disagree,0.11856,1719,14191,0.11324,0.12387
2013,Urban regions,West,Strongly disagree,0.01701,205,14191,0.01488,0.01914
2013,Urban regions,East,Strongly agree,0.45727,857,1952,0.43516,0.47937
2013,Urban regions,East,Agree,0.41494,834,1952,0.39307,0.43680
2013,Urban regions,East,Disagree,0.11652,229,1952,0.10229,0.13076
2013,Urban regions,East,Strongly disagree,0.01127,32,1952,0.00659,0.01596
2013,Rural regions,West,Strongly agree,0.43727,2355,5503,0.42416,0.45038
2013,Rural regions,West,Agree,0.45448,2584,5503,0.44132,0.46763
2013,Rural regions,West,Disagree,0.09611,494,5503,0.08832,0.10390
2013,Rural regions,West,Strongly disagree,0.01215,70,5503,0.00925,0.01504
2013,Rural regions,East,Strongly agree,0.47566,1729,3751,0.45967,0.49164
2013,Rural regions,East,Agree,0.42508,1651,3751,0.40926,0.44091
2013,Rural regions,East,Disagree,0.08959,329,3751,0.08045,0.09874
2013,Rural regions,East,Strongly disagree,0.00966,42,3751,0.00653,0.01280
2018,Urban regions,West,Strongly agree,0.38535,7121,16736,0.37797,0.39272
2018,Urban regions,West,Agree,0.44778,6957,16736,0.44025,0.45532
2018,Urban regions,West,Disagree,0.14795,2313,16736,0.14257,0.15333
2018,Urban regions,West,Strongly disagree,0.01892,345,16736,0.01685,0.02098
2018,Urban regions,East,Strongly agree,0.38545,896,2153,0.36488,0.40601
2018,Urban regions,East,Agree,0.45870,938,2153,0.43765,0.47976
2018,Urban regions,East,Disagree,0.13754,280,2153,0.12299,0.15209
2018,Urban regions,East,Strongly disagree,0.01831,39,2153,0.01265,0.02398
2018,Rural regions,West,Strongly agree,0.41653,2640,5976,0.40403,0.42903
2018,Rural regions,West,Agree,0.45913,2599,5976,0.44650,0.47177
2018,Rural regions,West,Disagree,0.11013,648,5976,0.10219,0.11807
2018,Rural regions,West,Strongly disagree,0.01421,89,5976,0.01121,0.01721
2018,Rural regions,East,Strongly agree,0.48283,1885,3790,0.46692,0.49874
2018,Rural regions,East,Agree,0.42101,1505,3790,0.40529,0.43673
2018,Rural regions,East,Disagree,0.07824,321,3790,0.06969,0.08679
2018,Rural regions,East,Strongly disagree,0.01791,79,3790,0.01369,0.02214
