"plh0194","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimme voll zu","2003","(noch) kein Abschluss","Staedtischer Raum","265","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Laendlicher Raum","127","","",""
"Stimme voll zu","2003","Hauptschule","Staedtischer Raum","2865","","",""
"Stimme voll zu","2003","Hauptschule","Laendlicher Raum","1475","","",""
"Stimme voll zu","2003","Realschule","Staedtischer Raum","1529","","",""
"Stimme voll zu","2003","Realschule","Laendlicher Raum","1084","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Staedtischer Raum","670","0.376703950262362","0.354521264198575","0.39888663632615"
"Stimme voll zu","2003","(Fach-)Abitur","Laendlicher Raum","214","","",""
"Stimme voll zu","2003","AkademikerIn","Staedtischer Raum","953","0.338861260153489","0.322115421193017","0.35560709911396"
"Stimme voll zu","2003","AkademikerIn","Laendlicher Raum","460","0.38159470029365","0.354898939388574","0.408290461198726"
"Stimme eher zu","2003","(noch) kein Abschluss","Staedtischer Raum","276","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Laendlicher Raum","106","","",""
"Stimme eher zu","2003","Hauptschule","Staedtischer Raum","2102","","",""
"Stimme eher zu","2003","Hauptschule","Laendlicher Raum","1185","","",""
"Stimme eher zu","2003","Realschule","Staedtischer Raum","1561","","",""
"Stimme eher zu","2003","Realschule","Laendlicher Raum","1029","","",""
"Stimme eher zu","2003","(Fach-)Abitur","Staedtischer Raum","879","0.471621098691138","0.448768467798522","0.494473729583754"
"Stimme eher zu","2003","(Fach-)Abitur","Laendlicher Raum","283","","",""
"Stimme eher zu","2003","AkademikerIn","Staedtischer Raum","1506","","",""
"Stimme eher zu","2003","AkademikerIn","Laendlicher Raum","619","0.479332928709771","0.451879080770873","0.506786776648668"
"Lehne eher ab","2003","(noch) kein Abschluss","Staedtischer Raum","79","0.12803056854091","0.101898382806873","0.154162754274946"
"Lehne eher ab","2003","(noch) kein Abschluss","Laendlicher Raum","24","","",""
"Lehne eher ab","2003","Hauptschule","Staedtischer Raum","439","0.0868941217161513","0.0794349115223641","0.0943533319099385"
"Lehne eher ab","2003","Hauptschule","Laendlicher Raum","220","","",""
"Lehne eher ab","2003","Realschule","Staedtischer Raum","294","","",""
"Lehne eher ab","2003","Realschule","Laendlicher Raum","184","","",""
"Lehne eher ab","2003","(Fach-)Abitur","Staedtischer Raum","244","","",""
"Lehne eher ab","2003","(Fach-)Abitur","Laendlicher Raum","63","0.123518902927335","0.0964598923077963","0.150577913546874"
"Lehne eher ab","2003","AkademikerIn","Staedtischer Raum","536","0.16673918533543","0.153551791878676","0.179926578792185"
"Lehne eher ab","2003","AkademikerIn","Laendlicher Raum","164","","",""
"Lehne voll ab","2003","(noch) kein Abschluss","Staedtischer Raum","8","0.0136059034352593","0.00454529852061697","0.0226665083499016"
"Lehne voll ab","2003","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Lehne voll ab","2003","Hauptschule","Staedtischer Raum","72","0.0138903673833527","0.0107911178544813","0.016989616912224"
"Lehne voll ab","2003","Hauptschule","Laendlicher Raum","46","0.0177244698058153","0.0129435196135339","0.0225054199980966"
"Lehne voll ab","2003","Realschule","Staedtischer Raum","53","0.0171237598681762","0.0127865812533051","0.0214609384830473"
"Lehne voll ab","2003","Realschule","Laendlicher Raum","36","0.0147408017745735","0.00985060287368437","0.0196310006754626"
"Lehne voll ab","2003","(Fach-)Abitur","Staedtischer Raum","40","0.0186602745670636","0.0124653565510281","0.024855192583099"
"Lehne voll ab","2003","(Fach-)Abitur","Laendlicher Raum","8","0.0168838420252067","0.0062885732007408","0.0274791108496727"
"Lehne voll ab","2003","AkademikerIn","Staedtischer Raum","74","0.027045915332162","0.0213067774109575","0.0327850532533664"
"Lehne voll ab","2003","AkademikerIn","Laendlicher Raum","29","","",""
"Stimme voll zu","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimme voll zu","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimme voll zu","2004","Hauptschule","Staedtischer Raum","","","",""
"Stimme voll zu","2004","Hauptschule","Laendlicher Raum","","","",""
"Stimme voll zu","2004","Realschule","Staedtischer Raum","","","",""
"Stimme voll zu","2004","Realschule","Laendlicher Raum","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimme voll zu","2004","AkademikerIn","Staedtischer Raum","","","",""
"Stimme voll zu","2004","AkademikerIn","Laendlicher Raum","","","",""
"Stimme eher zu","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimme eher zu","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimme eher zu","2004","Hauptschule","Staedtischer Raum","","","",""
"Stimme eher zu","2004","Hauptschule","Laendlicher Raum","","","",""
"Stimme eher zu","2004","Realschule","Staedtischer Raum","","","",""
"Stimme eher zu","2004","Realschule","Laendlicher Raum","","","",""
"Stimme eher zu","2004","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimme eher zu","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimme eher zu","2004","AkademikerIn","Staedtischer Raum","","","",""
"Stimme eher zu","2004","AkademikerIn","Laendlicher Raum","","","",""
"Lehne eher ab","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Lehne eher ab","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Lehne eher ab","2004","Hauptschule","Staedtischer Raum","","","",""
"Lehne eher ab","2004","Hauptschule","Laendlicher Raum","","","",""
"Lehne eher ab","2004","Realschule","Staedtischer Raum","","","",""
"Lehne eher ab","2004","Realschule","Laendlicher Raum","","","",""
"Lehne eher ab","2004","(Fach-)Abitur","Staedtischer Raum","","","",""
"Lehne eher ab","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Lehne eher ab","2004","AkademikerIn","Staedtischer Raum","","","",""
"Lehne eher ab","2004","AkademikerIn","Laendlicher Raum","","","",""
"Lehne voll ab","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Lehne voll ab","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Lehne voll ab","2004","Hauptschule","Staedtischer Raum","","","",""
"Lehne voll ab","2004","Hauptschule","Laendlicher Raum","","","",""
"Lehne voll ab","2004","Realschule","Staedtischer Raum","","","",""
"Lehne voll ab","2004","Realschule","Laendlicher Raum","","","",""
"Lehne voll ab","2004","(Fach-)Abitur","Staedtischer Raum","","","",""
"Lehne voll ab","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Lehne voll ab","2004","AkademikerIn","Staedtischer Raum","","","",""
"Lehne voll ab","2004","AkademikerIn","Laendlicher Raum","","","",""
"Stimme voll zu","2005","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimme voll zu","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimme voll zu","2005","Hauptschule","Staedtischer Raum","","","",""
"Stimme voll zu","2005","Hauptschule","Laendlicher Raum","","","",""
"Stimme voll zu","2005","Realschule","Staedtischer Raum","","","",""
"Stimme voll zu","2005","Realschule","Laendlicher Raum","","","",""
"Stimme voll zu","2005","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimme voll zu","2005","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimme voll zu","2005","AkademikerIn","Staedtischer Raum","","","",""
"Stimme voll zu","2005","AkademikerIn","Laendlicher Raum","","","",""
"Stimme eher zu","2005","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimme eher zu","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimme eher zu","2005","Hauptschule","Staedtischer Raum","","","",""
"Stimme eher zu","2005","Hauptschule","Laendlicher Raum","","","",""
"Stimme eher zu","2005","Realschule","Staedtischer Raum","","","",""
"Stimme eher zu","2005","Realschule","Laendlicher Raum","","","",""
"Stimme eher zu","2005","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimme eher zu","2005","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimme eher zu","2005","AkademikerIn","Staedtischer Raum","","","",""
"Stimme eher zu","2005","AkademikerIn","Laendlicher Raum","","","",""
"Lehne eher ab","2005","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Lehne eher ab","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Lehne eher ab","2005","Hauptschule","Staedtischer Raum","","","",""
"Lehne eher ab","2005","Hauptschule","Laendlicher Raum","","","",""
"Lehne eher ab","2005","Realschule","Staedtischer Raum","","","",""
"Lehne eher ab","2005","Realschule","Laendlicher Raum","","","",""
"Lehne eher ab","2005","(Fach-)Abitur","Staedtischer Raum","","","",""
