year,sampreg,sex,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,male,Strongly agree,0.43294,3370,8049,0.42212,0.44377
2003,West,male,Agree,0.43926,3623,8049,0.42842,0.45010
2003,West,male,Disagree,0.10922,904,8049,0.10240,0.11603
2003,West,male,Strongly disagree,0.01858,152,8049,0.01563,0.02153
2003,West,female,Strongly agree,0.46475,3862,8680,0.45426,0.47525
2003,West,female,Agree,0.42249,3815,8680,0.41210,0.43288
2003,West,female,Disagree,0.09701,881,8680,0.09078,0.10323
2003,West,female,Strongly disagree,0.01575,122,8680,0.01313,0.01837
2003,East,male,Strongly agree,0.46503,1163,2577,0.44577,0.48429
2003,East,male,Agree,0.42034,1114,2577,0.40128,0.43941
2003,East,male,Disagree,0.09614,252,2577,0.08476,0.10753
2003,East,male,Strongly disagree,0.01848,48,2577,0.01328,0.02368
2003,East,female,Strongly agree,0.51833,1371,2753,0.49966,0.53700
2003,East,female,Agree,0.37628,1099,2753,0.35818,0.39438
2003,East,female,Disagree,0.08538,234,2753,0.07494,0.09582
2003,East,female,Strongly disagree,0.02000,49,2753,0.01477,0.02523
2008,West,male,Strongly agree,0.40821,2725,6874,0.39659,0.41983
2008,West,male,Agree,0.45888,3215,6874,0.44710,0.47066
2008,West,male,Disagree,0.11567,812,6874,0.10811,0.12323
2008,West,male,Strongly disagree,0.01724,122,6874,0.01416,0.02031
2008,West,female,Strongly agree,0.44501,3264,7608,0.43384,0.45617
2008,West,female,Agree,0.44399,3450,7608,0.43283,0.45516
2008,West,female,Disagree,0.09572,776,7608,0.08911,0.10234
2008,West,female,Strongly disagree,0.01528,118,7608,0.01252,0.01803
2008,East,male,Strongly agree,0.47163,1051,2303,0.45124,0.49203
2008,East,male,Agree,0.40044,936,2303,0.38043,0.42046
2008,East,male,Disagree,0.10692,269,2303,0.09430,0.11954
2008,East,male,Strongly disagree,0.02100,47,2303,0.01515,0.02686
2008,East,female,Strongly agree,0.47944,1130,2462,0.45970,0.49917
2008,East,female,Agree,0.40714,1037,2462,0.38772,0.42655
2008,East,female,Disagree,0.09655,252,2462,0.08489,0.10822
2008,East,female,Strongly disagree,0.01687,43,2462,0.01179,0.02196
2013,West,male,Strongly agree,0.39149,3455,8890,0.38134,0.40164
2013,West,male,Agree,0.46921,4204,8890,0.45884,0.47959
2013,West,male,Disagree,0.12005,1091,8890,0.11330,0.12681
2013,West,male,Strongly disagree,0.01925,140,8890,0.01639,0.02210
2013,West,female,Strongly agree,0.44044,4540,10804,0.43107,0.44980
2013,West,female,Agree,0.44137,5007,10804,0.43201,0.45074
2013,West,female,Disagree,0.10574,1122,10804,0.09994,0.11154
2013,West,female,Strongly disagree,0.01245,135,10804,0.01036,0.01454
2013,East,male,Strongly agree,0.45425,1136,2596,0.43510,0.47341
2013,East,male,Agree,0.42109,1135,2596,0.40209,0.44008
2013,East,male,Disagree,0.11246,285,2596,0.10030,0.12461
2013,East,male,Strongly disagree,0.01220,40,2596,0.00798,0.01642
2013,East,female,Strongly agree,0.48411,1450,3107,0.46654,0.50169
2013,East,female,Agree,0.42220,1350,3107,0.40483,0.43957
2013,East,female,Disagree,0.08541,273,3107,0.07558,0.09524
2013,East,female,Strongly disagree,0.00828,34,3107,0.00510,0.01147
2018,West,male,Strongly agree,0.37705,4592,10817,0.36791,0.38618
2018,West,male,Agree,0.46093,4565,10817,0.45154,0.47033
2018,West,male,Disagree,0.14173,1432,10817,0.13516,0.14831
2018,West,male,Strongly disagree,0.02029,228,10817,0.01763,0.02295
2018,West,female,Strongly agree,0.40841,5169,11895,0.39958,0.41725
2018,West,female,Agree,0.44058,4991,11895,0.43166,0.44951
2018,West,female,Disagree,0.13569,1529,11895,0.12953,0.14184
2018,West,female,Strongly disagree,0.01532,206,11895,0.01311,0.01752
2018,East,male,Strongly agree,0.43105,1277,2801,0.41270,0.44939
2018,East,male,Agree,0.43810,1166,2801,0.41972,0.45648
2018,East,male,Disagree,0.10924,298,2801,0.09768,0.12079
2018,East,male,Strongly disagree,0.02162,60,2801,0.01623,0.02701
2018,East,female,Strongly agree,0.46192,1504,3142,0.44448,0.47935
2018,East,female,Agree,0.43195,1277,3142,0.41463,0.44927
2018,East,female,Disagree,0.09150,303,3142,0.08141,0.10158
2018,East,female,Strongly disagree,0.01464,58,3142,0.01044,0.01884
