year,sex,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,male,Strongly agree,0.43911,4533,10626,0.42967,0.44855
2003,male,Agree,0.43562,4737,10626,0.42620,0.44505
2003,male,Disagree,0.10671,1156,10626,0.10084,0.11258
2003,male,Strongly disagree,0.01856,200,10626,0.01599,0.02112
2003,female,Strongly agree,0.47472,5233,11433,0.46556,0.48387
2003,female,Agree,0.41390,4914,11433,0.40487,0.42293
2003,female,Disagree,0.09484,1115,11433,0.08947,0.10021
2003,female,Strongly disagree,0.01654,171,11433,0.01420,0.01888
2008,male,Strongly agree,0.42039,3776,9177,0.41029,0.43049
2008,male,Agree,0.44766,4151,9177,0.43748,0.45783
2008,male,Disagree,0.11399,1081,9177,0.10749,0.12049
2008,male,Strongly disagree,0.01796,169,9177,0.01524,0.02068
2008,female,Strongly agree,0.45127,4394,10070,0.44155,0.46099
2008,female,Agree,0.43729,4487,10070,0.42760,0.44698
2008,female,Disagree,0.09587,1028,10070,0.09012,0.10163
2008,female,Strongly disagree,0.01557,161,10070,0.01315,0.01799
2013,male,Strongly agree,0.40376,4591,11486,0.39479,0.41274
2013,male,Agree,0.45980,5339,11486,0.45069,0.46892
2013,male,Disagree,0.11857,1376,11486,0.11265,0.12448
2013,male,Strongly disagree,0.01787,180,11486,0.01545,0.02029
2013,female,Strongly agree,0.44872,5990,13911,0.44045,0.45698
2013,female,Agree,0.43774,6357,13911,0.42949,0.44598
2013,female,Disagree,0.10188,1395,13911,0.09686,0.10691
2013,female,Strongly disagree,0.01166,169,13911,0.00988,0.01345
2018,male,Strongly agree,0.38634,5869,13618,0.37816,0.39452
2018,male,Agree,0.45700,5731,13618,0.44863,0.46537
2018,male,Disagree,0.13614,1730,13618,0.13038,0.14190
2018,male,Strongly disagree,0.02052,288,13618,0.01814,0.02290
2018,female,Strongly agree,0.41765,6673,15037,0.40976,0.42553
2018,female,Agree,0.43909,6268,15037,0.43116,0.44703
2018,female,Disagree,0.12806,1832,15037,0.12272,0.13340
2018,female,Strongly disagree,0.01520,264,15037,0.01324,0.01716
