year,quintil_oecd,regtyp,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Urban regions,Strongly agree,0.48028,1052,2171,0.45925,0.50130
2003,1st Quintile,Urban regions,Agree,0.40842,888,2171,0.38774,0.42911
2003,1st Quintile,Urban regions,Disagree,0.09271,196,2171,0.08050,0.10491
2003,1st Quintile,Urban regions,Strongly disagree,0.01859,35,2171,0.01291,0.02428
2003,1st Quintile,Rural regions,Strongly agree,0.52500,655,1180,0.49649,0.55350
2003,1st Quintile,Rural regions,Agree,0.38331,445,1180,0.35556,0.41106
2003,1st Quintile,Rural regions,Disagree,0.06373,80,1180,0.04978,0.07767
2003,2nd Quintile,Urban regions,Strongly agree,0.51471,1194,2287,0.49422,0.53520
2003,2nd Quintile,Urban regions,Agree,0.37912,864,2287,0.35923,0.39900
2003,2nd Quintile,Urban regions,Disagree,0.08517,186,2287,0.07373,0.09661
2003,2nd Quintile,Urban regions,Strongly disagree,0.02101,43,2287,0.01513,0.02688
2003,2nd Quintile,Rural regions,Strongly agree,0.50927,773,1530,0.48422,0.53433
2003,2nd Quintile,Rural regions,Agree,0.39818,637,1530,0.37365,0.42272
2003,2nd Quintile,Rural regions,Disagree,0.07723,120,1530,0.06385,0.09062
2003,3rd Quintile,Urban regions,Strongly agree,0.46442,1155,2561,0.44510,0.48374
2003,3rd Quintile,Urban regions,Agree,0.41772,1109,2561,0.39862,0.43683
2003,3rd Quintile,Urban regions,Disagree,0.10179,260,2561,0.09007,0.11350
2003,3rd Quintile,Urban regions,Strongly disagree,0.01607,37,2561,0.01120,0.02094
2003,3rd Quintile,Rural regions,Strongly agree,0.47276,724,1466,0.44719,0.49832
2003,3rd Quintile,Rural regions,Agree,0.42068,622,1466,0.39540,0.44596
2003,3rd Quintile,Rural regions,Disagree,0.09111,120,1466,0.07638,0.10585
2003,4th Quintile,Urban regions,Strongly agree,0.43975,1271,2899,0.42168,0.45782
2003,4th Quintile,Urban regions,Agree,0.44057,1295,2899,0.42249,0.45864
2003,4th Quintile,Urban regions,Disagree,0.10993,301,2899,0.09854,0.12132
2003,4th Quintile,Urban regions,Strongly disagree,0.00975,32,2899,0.00618,0.01333
2003,4th Quintile,Rural regions,Strongly agree,0.44260,658,1538,0.41777,0.46743
