year,plh0194,bula_h,pgisced97,proportion,n,lower_confidence,upper_confidence
2003,Strongly agree,North Rhine-Westphalia,middle vocational,0.12110033726812816,27727,0.11726019817306499,0.12494047636319133
2003,Strongly agree,Bavaria,middle vocational,0.06850758853288365,27727,0.06553411805431678,0.07148105901145052
2003,Strongly agree,Baden-Wuerttemberg,middle vocational,0.05438448566610455,27727,0.05171517306042587,0.05705379827178323
2003,Strongly agree,Lower Saxony,middle vocational,0.048903878583473864,27727,0.04636531241603742,0.05144244475091031
2003,Strongly agree,Saxony,middle vocational,0.04363406408094435,27727,0.04122953788873354,0.046038590273155156
2003,Strongly agree,Hesse,middle vocational,0.03762647554806071,27727,0.03538660337901904,0.039866347717102374
2003,Strongly agree,"Rhineland-Palatinate, Saarland",middle vocational,0.036361720067453626,27727,0.034158368181863484,0.03856507195304377
2003,Strongly agree,North Rhine-Westphalia,general elementary,0.034253794266441824,27727,0.03211292337193924,0.03639466516094441
2003,Strongly agree,Thuringa,middle vocational,0.029827150084317033,27727,0.02782482278579956,0.0318294773828345
2003,Strongly agree,North Rhine-Westphalia,higher education,0.02824620573355818,27727,0.026296079108920234,0.030196332358196125
2003,Strongly agree,Saxony-Anhalt,middle vocational,0.026981450252951095,27727,0.025074243241359106,0.028888657264543083
2003,Strongly agree,Brandenburg,middle vocational,0.024030354131534568,27727,0.02222773958664691,0.025832968676422225
2003,Strongly agree,Baden-Wuerttemberg,general elementary,0.02287099494097808,27727,0.021111357834617595,0.024630632047338563
2003,Strongly agree,Bavaria,general elementary,0.017495784148397975,27727,0.01595252611112921,0.019039042185666738
2003,Strongly agree,Bavaria,higher education,0.016968802698145026,27727,0.01544855665917249,0.018489048737117562
2003,Strongly agree,Berlin,middle vocational,0.016968802698145026,27727,0.01544855665917249,0.018489048737117562
2003,Strongly agree,Mecklenburg-Western Pomerania,middle vocational,0.016758010118043846,27727,0.015247074139346426,0.018268946096741265
2003,Strongly agree,North Rhine-Westphalia,higher vocational,0.016125632377740305,27727,0.014643002216765193,0.01760826253871542
2003,Strongly agree,Lower Saxony,general elementary,0.01465008431703204,27727,0.013235854680221008,0.01606431395384307
2003,Strongly agree,North Rhine-Westphalia,vocational + Abi,0.01443929173693086,27727,0.013035123107560982,0.01584346036630074
2003,Strongly agree,Baden-Wuerttemberg,higher education,0.01422849915682968,27727,0.012834468561335171,0.015622529752324189
2003,Strongly agree,Schleswig-Holstein,middle vocational,0.0140177065767285,27727,0.012633892734465193,0.015401520418991807
2003,Strongly agree,"Rhineland-Palatinate, Saarland",general elementary,0.0140177065767285,27727,0.012633892734465193,0.015401520418991807
2003,Strongly agree,Saxony,higher education,0.01391231028667791,27727,0.012533634887156472,0.015290985686199347
2003,Strongly agree,Hesse,general elementary,0.011804384485666104,27727,0.01053308531171787,0.013075683659614338
2003,Strongly agree,Saxony-Anhalt,higher education,0.010961214165261383,27727,0.00973563710535981,0.012186791225162957
2003,Strongly agree,Brandenburg,higher education,0.010434232715008433,27727,0.009238160997927675,0.01163030443208919
2003,Strongly agree,Bavaria,higher vocational,0.01001264755480607,27727,0.008840738478213758,0.011184556631398383
2003,Strongly agree,Lower Saxony,higher education,0.00990725126475548,27727,0.008741464396896704,0.011073038132614257
2003,Strongly agree,Hesse,higher education,0.00927487352445194,27727,0.008146545910264189,0.01040320113863969
2003,Strongly agree,Baden-Wuerttemberg,higher vocational,0.008220910623946037,27727,0.007158060402930658,0.009283760844961415
2003,Strongly agree,Berlin,higher education,0.008115514333895447,27727,0.007059443123597596,0.009171585544193298
2003,Strongly agree,Thuringa,higher education,0.007588532883642495,27727,0.006567053919838357,0.008610011847446634
2003,Strongly agree,"Rhineland-Palatinate, Saarland",higher education,0.007272344013490725,27727,0.006272212992549752,0.008272475034431698
2003,Strongly agree,Hamburg,middle vocational,0.006745362563237774,27727,0.005781893931009641,0.007708831195465907
2003,Strongly agree,Saxony,higher vocational,0.006218381112984823,27727,0.005293067869939742,0.007143694356029904
2003,Strongly agree,Baden-Wuerttemberg,vocational + Abi,0.006218381112984823,27727,0.005293067869939742,0.007143694356029904
2003,Strongly agree,"Rhineland-Palatinate, Saarland",higher vocational,0.006218381112984823,27727,0.005293067869939742,0.007143694356029904
2003,Strongly agree,Saxony,general elementary,0.005796795952782462,27727,0.004903210240602389,0.006690381664962535
2003,Strongly agree,Saxony-Anhalt,higher vocational,0.005691399662731872,27727,0.0048059277905362595,0.006576871534927484
