"plh0180","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hamburg","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hamburg","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hamburg","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Niedersachsen","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Niedersachsen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Niedersachsen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Bremen","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Bremen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Bremen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hessen","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hessen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hessen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Bayern","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Bayern","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Bayern","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Saarland","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Saarland","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Saarland","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Berlin","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Berlin","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Berlin","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Brandenburg","kein Migrationshintergrund","","","",""
